GameID,Rusher_ID,Team,Opponent,Player_Name,Carries,Drives,Car_per_Drive,Total_Yards,Yards_per_Car,Yards_per_Drive,Fumbles,TDs,TD_to_Fumbles,Total_EPA,Success_Rate,EPA_per_Car,EPA_Ratio,TD_per_Car,Fumbles_per_Car,Fumbles_per_Drive,TD_Drive,EPA_per_Drive,Total_WPA,WPA_per_Drive,Win_Success_Rate,WPA_per_Car,WPA_Ratio,Total_Clutch_EPA,Clutch_EPA_per_Car,Clutch_EPA_per_Drive
2010010901,00-0019641,NYJ,CIN,T.Jones,15,8,1.875,34,2.2666666666666666,4.25,0,1,Inf,-5.843448971199938,0.13333333333333333,-0.38956326474666253,0.21981290336775114,0.06666666666666667,0,0,0.125,-0.7304311213999922,-0.1284688620952305,-0.016058607761903813,0.13333333333333333,-0.0085645908063487,0.2048888846036797,-0.09961618249146101,-0.006641078832764067,-0.012452022811432626
2010010901,00-0024318,NYJ,CIN,B.Smith,2,2,1,4,2,2,0,0,NaN,-1.5037393988454066,0,-0.7518696994227033,0,0,0,0,0,-0.7518696994227033,-0.019805451577660338,-0.009902725788830169,0,-0.009902725788830169,0,-0.01816927477433674,-0.00908463738716837,-0.00908463738716837
2010010901,00-0021429,CIN,NYJ,C.Palmer,1,1,1,2,2,2,0,0,NaN,0.8516516055980157,1,0.8516516055980157,1,0,0,0,0,0.8516516055980157,0.025555219474499097,0.025555219474499097,1,0.025555219474499097,1,0.021764143696866835,0.021764143696866835,0.021764143696866835
2010011000,00-0027007,ARI,GB,C.Wells,14,8,1.75,91,6.5,11.375,0,0,NaN,1.4485037889302639,0.42857142857142855,0.1034645563521617,0.59276218848300255,0,0,0,0,0.18106297361628299,0.0666832143147853,0.008335401789348162,0.42857142857142855,0.004763086736770379,0.696760445502841,0.11214361905734463,0.008010258504096045,0.014017952382168079
2010011000,00-0022984,GB,ARI,R.Grant,11,8,1.375,65,5.909090909090909,8.125,0,0,NaN,1.974456169595822,0.6363636363636364,0.179496015417802,0.6490744607581006,0,0,0,0,0.24680702119947776,0.03032275567563352,0.00379034445945419,0.5454545454545454,0.00275661415233032,0.606214040864247,0.057005665095186495,0.0051823331904715,0.007125708136898312
2010011000,00-0026289,ARI,GB,T.Hightower,7,5,1.4,19,2.7142857142857144,3.8,0,1,Inf,-0.44938710476334043,0.42857142857142855,-0.06419815782333435,0.4430536216426065,0.14285714285714285,0,0,0.2,-0.08987742095266808,-0.031456704031096794,-0.006291340806219359,0.42857142857142855,-0.004493814861585256,0.3365021578057282,-0.023187588178086718,-0.003312512596869531,-0.004637517635617343
2010011000,00-0006305,GB,ARI,A.Green,3,3,1,5,1.6666666666666667,1.6666666666666667,0,0,NaN,1.8098676933816322,0.3333333333333333,0.6032892311272108,0.7612802141630876,0,0,0,0,0.6032892311272108,0.027666976045859507,0.009222325348619836,0.3333333333333333,0.009222325348619836,0.7508221271829733,0.10354716032926975,0.034515720109756585,0.034515720109756585
2010011000,00-0023459,GB,ARI,A.Rodgers,2,2,1,14,7,7,0,1,Inf,1.3050698461593893,1,0.6525349230796946,1,0.5,0,0,0.5,0.6525349230796946,0.027203009056594923,0.013601504528297462,1,0.013601504528297462,1,0.01793316141243177,0.008966580706215884,0.008966580706215884
2010011000,00-0025450,GB,ARI,B.Jackson,2,2,1,6,3,3,0,0,NaN,-0.9758351466861099,0,-0.48791757334305497,0,0,0,0,0,-0.48791757334305497,-0.01611316047286801,-0.008056580236434005,0,-0.008056580236434005,0,-0.007852883556662908,-0.003926441778331454,-0.003926441778331454
2010011000,00-0022999,GB,ARI,J.Kuhn,1,1,1,1,1,1,0,1,Inf,0.5206994595863286,1,0.5206994595863286,1,1,0,0,1,0.5206994595863286,0.019444974498670442,0.019444974498670442,1,0.019444974498670442,1,0.010124987713127639,0.010124987713127639,0.010124987713127639
2010011000,00-0025529,ARI,GB,S.Breaston,1,1,1,28,28,28,0,0,NaN,1.612672567940109,1,1.612672567940109,1,0,0,0,0,1.612672567940109,0.01761940996224387,0.01761940996224387,1,0.01761940996224387,1,0.028414339109401363,0.028414339109401363,0.028414339109401363
2010011000,00-0026956,ARI,GB,L.Stephens-Howling,1,1,1,18,18,18,0,0,NaN,1.6630553948477687,1,1.6630553948477687,1,0,0,0,0,1.6630553948477687,0.025247720314498734,0.025247720314498734,1,0.025247720314498734,1,0.04198835747663472,0.04198835747663472,0.04198835747663472
2010011001,00-0026195,BAL,NE,R.Rice,22,10,2.2,159,7.2272727272727275,15.9,0,2,Inf,8.464570577516527,0.5,0.38475320806893304,0.7304382279540332,0.09090909090909091,0,0,0.2,0.8464570577516527,0.26852819195948585,0.026852819195948584,0.5,0.012205826907249357,0.8900610821403657,1.6680030017702057,0.07581831826228208,0.16680030017702058
2010011001,00-0022178,BAL,NE,W.McGahee,20,6,3.3333333333333335,62,3.1,10.333333333333334,0,1,Inf,-0.8860810690808967,0.35,-0.04430405345404483,0.45736033206907944,0.05,0,0,0.16666666666666666,-0.14768017818014945,-0.008009724406614849,-0.0013349540677691414,0.5,-4.0048622033074245e-4,0.4319161819266399,-0.0011008754140580238,-5.504377070290119e-5,-0.00018347923567633731
2010011001,00-0005091,NE,BAL,K.Faulk,14,10,1.4,52,3.7142857142857144,5.2,0,0,NaN,-0.6691173617766777,0.42857142857142855,-0.04779409726976269,0.4557249722136981,0,0,0,0,-0.06691173617766777,-0.005883400951479779,-5.88340095147978e-4,0.35714285714285715,-4.202429251056985e-4,0.46382978819402176,0.0120355378359125,8.596812739937499e-4,0.00120355378359125
2010011001,00-0025524,BAL,NE,L.McClain,4,4,1,8,2,2,0,1,Inf,0.07809354106805266,0.25,0.019523385267013166,0.5236966370677629,0.25,0,0,0.25,0.019523385267013166,0.009465475242492083,0.0023663688106230207,0.25,0.0023663688106230207,0.7840113869036031,0.010367780667188905,0.0025919451667972262,0.0025919451667972262
2010011001,00-0026158,BAL,NE,J.Flacco,3,3,1,7,2.3333333333333335,2.3333333333333335,0,0,NaN,1.6665928043519918,0.6666666666666666,0.5555309347839973,0.7660703784022582,0,0,0,0,0.5555309347839973,0.019509843628459866,0.006503281209486622,0.6666666666666666,0.006503281209486622,0.8161523654550972,0.038345485272850706,0.012781828424283569,0.012781828424283569
2010011001,00-0016098,NE,BAL,F.Taylor,2,1,2,1,0.5,1,0,0,NaN,0.8573072030806346,0.5,0.4286536015403173,0.7139396071689825,0,0,0,0,0.8573072030806346,0.008700941386038802,0.008700941386038802,0.5,0.004350470693019401,0.7162037893064381,0.017342092127657572,0.008671046063828786,0.017342092127657572
2010011001,00-0019484,NE,BAL,S.Morris,1,1,1,9,9,9,0,0,NaN,0.41399171388859024,1,0.41399171388859024,1,0,0,0,0,0.41399171388859024,0.00349930107434529,0.00349930107434529,1,0.00349930107434529,1,0.0014486816491803918,0.0014486816491803918,0.0014486816491803918
2010011001,00-0024236,NE,BAL,L.Maroney,1,1,1,2,2,2,0,0,NaN,-0.4405736720366551,0,-0.4405736720366551,0,0,0,0,0,-0.4405736720366551,-0.012325984131630607,-0.012325984131630607,0,-0.012325984131630607,0,-0.005430504090338038,-0.005430504090338038,-0.005430504090338038
2010011600,00-0026195,BAL,IND,R.Rice,13,8,1.625,67,5.153846153846154,8.375,1,0,0,-4.749299604074595,0.23076923076923078,-0.36533073877496886,0.1959174940755939,0,0.07692307692307693,0.125,0,-0.5936624505093244,-0.07955954822185005,-0.009944943527731256,0.15384615384615385,-0.006119965247834619,0.20441140094188046,-0.12410160607680495,-0.009546277390523458,-0.01551270075960062
2010011600,00-0024245,IND,BAL,J.Addai,11,5,2.2,23,2.090909090909091,4.6,0,0,NaN,-4.96989838763058,0.09090909090909091,-0.4518089443300527,0.03918546774139998,0,0,0,0,-0.9939796775261159,-0.11904201649774793,-0.023808403299549585,0.09090909090909091,-0.010822001499795265,0.06135890494367218,-0.11665107599085815,-0.010604643271896195,-0.02333021519817163
2010011600,00-0026342,IND,BAL,M.Hart,6,4,1.5,11,1.8333333333333333,2.75,0,0,NaN,-1.1844312683000235,0.3333333333333333,-0.19740521138333725,0.28481647231763535,0,0,0,0,-0.2961078170750059,0.024587719034279032,0.006146929758569758,0.6666666666666666,0.004097953172379838,0.752338007476096,-2.6538478880351114e-4,-4.423079813391852e-5,-6.634619720087778e-5
2010011600,00-0027003,IND,BAL,D.Brown,6,5,1.2,10,1.6666666666666667,2,0,0,NaN,-2.4635231010484038,0.16666666666666666,-0.4105871835080673,0.17722856709351834,0,0,0,0,-0.49270462020968075,-0.006689127532785277,-0.0013378255065570554,0.16666666666666666,-0.0011148545887975463,0.4183562892912607,-0.0111798150475608,-0.0018633025079268,-0.00223596300951216
2010011600,00-0022178,BAL,IND,W.McGahee,2,2,1,7,3.5,3.5,0,0,NaN,-0.19835503951096367,0,-0.09917751975548184,0,0,0,0,0,-0.09917751975548184,-0.009861209680771948,-0.004930604840385974,0,-0.004930604840385974,0,-0.0015658066516999012,-7.829033258499506e-4,-7.829033258499506e-4
2010011600,00-0025524,BAL,IND,L.McClain,2,2,1,3,1.5,1.5,0,0,NaN,-0.4546511985958297,0.5,-0.22732559929791485,0.2171413549927835,0,0,0,0,-0.22732559929791485,-0.005959477657184187,-0.0029797388285920934,0.5,-0.0029797388285920934,0.3393443467102346,-0.006611023505047957,-0.0033055117525239786,-0.0033055117525239786
2010011600,00-0023457,BAL,IND,M.Clayton,1,1,1,8,8,8,0,0,NaN,0.8595500781562344,1,0.8595500781562344,1,0,0,0,0,0.8595500781562344,0.027404223950409312,0.027404223950409312,1,0.027404223950409312,1,0.023555302838385275,0.023555302838385275,0.023555302838385275
2010011600,00-0026158,BAL,IND,J.Flacco,1,1,1,2,2,2,0,0,NaN,1.2977784683391995,1,1.2977784683391995,1,0,0,0,0,1.2977784683391995,0.03676409084175514,0.03676409084175514,1,0.03676409084175514,1,0.047711645502496174,0.047711645502496174,0.047711645502496174
2010011601,00-0024813,NO,ARI,P.Thomas,13,7,1.8571428571428572,52,4,7.428571428571429,0,0,NaN,2.7322490013869425,0.46153846153846156,0.21017300010668788,0.6864380220414498,0,0,0,0,0.3903212859124204,0.034751103766862246,0.004964443395266035,0.46153846153846156,0.002673161828220173,0.6243805719983649,0.07955126907538457,0.006119328390414198,0.011364467010769224
2010011601,00-0024011,NO,ARI,M.Bell,6,3,2,11,1.8333333333333333,3.6666666666666665,0,0,NaN,-2.507155601385541,0.16666666666666666,-0.4178592668975902,0.026468615223960226,0,0,0,0,-0.8357185337951804,0.00398976639921067,0.0013299221330702233,0.16666666666666666,6.649610665351117e-4,0.9712231192114849,2.3594662898877578e-4,3.932443816479596e-5,7.864887632959192e-5
2010011601,00-0026289,ARI,NO,T.Hightower,6,6,1,80,13.333333333333334,13.333333333333334,1,1,1,4.11757535343942,0.3333333333333333,0.6862625589065701,0.7655531085415689,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.6862625589065701,0.18149299125058077,0.030248831875096794,0.3333333333333333,0.030248831875096794,0.948377687720787,1.090871397906071,0.18181189965101183,0.18181189965101183
2010011601,00-0024217,NO,ARI,R.Bush,5,4,1.25,84,16.8,21,0,1,Inf,6.8014574924857625,1,1.3602914984971526,1,0.2,0,0,0.25,1.7003643731214406,0.13927634442141434,0.034819086105353586,1,0.027855268884282868,1,0.33074455061762825,0.06614891012352565,0.08268613765440706
2010011601,00-0026121,NO,ARI,L.Hamilton,5,3,1.6666666666666667,23,4.6,7.666666666666667,0,1,Inf,0.9160454800171184,0.6,0.18320909600342367,0.6594526675935374,0.2,0,0,0.3333333333333333,0.30534849333903946,0.02516394567471064,0.008387981891570214,0.6,0.005032789134942128,0.9984822537568057,0.02164623447411854,0.004329246894823708,0.007215411491372847
2010011601,00-0027007,ARI,NO,C.Wells,5,3,1.6666666666666667,7,1.4,2.3333333333333335,0,1,Inf,-1.836851289188148,0.2,-0.3673702578376296,0.2815285310486429,0.2,0,0,0.3333333333333333,-0.612283763062716,0.022537840734829378,0.007512613578276459,0.2,0.004507568146965875,0.7567269581896008,0.030249994604036577,0.006049998920807315,0.01008333153467886
2010011601,00-0026956,ARI,NO,L.Stephens-Howling,2,2,1,4,2,2,0,0,NaN,-0.8760270150951195,0,-0.43801350754755974,0,0,0,0,0,-0.43801350754755974,-0.010121172857236613,-0.005060586428618306,0,-0.005060586428618306,0,-0.0044204577733513595,-0.0022102288866756798,-0.0022102288866756798
2010011601,00-0017200,ARI,NO,K.Warner,1,1,1,0,0,0,1,0,0,-1.1525010440840187,0,-1.1525010440840187,0,0,1,1,0,-1.1525010440840187,-0.03772548478627141,-0.03772548478627141,0,-0.03772548478627141,0,-0.04347866060475356,-0.04347866060475356,-0.04347866060475356
2010011601,00-0022288,ARI,NO,J.Wright,1,1,1,3,3,3,0,0,NaN,0,0,0,NaN,0,0,0,0,0,-1.6166033657877067e-5,-1.6166033657877067e-5,0,-1.6166033657877067e-5,0,0,0,0
2010011601,00-0024301,NO,ARI,D.Thomas,1,1,1,0,0,0,0,0,NaN,-3.196090621741307,0,-3.196090621741307,0,0,0,0,0,-3.196090621741307,-3.791769775608467e-4,-3.791769775608467e-4,0,-3.791769775608467e-4,0,-0.001211883981962436,-0.001211883981962436,-0.001211883981962436
2010011601,00-0025414,NO,ARI,R.Meachem,1,1,1,4,4,4,0,0,NaN,-0.17648106315506773,0,-0.17648106315506773,0,0,0,0,0,-0.17648106315506773,-0.001964274335726768,-0.001964274335726768,0,-0.001964274335726768,0,-3.4665722309727443e-4,-3.4665722309727443e-4,-3.4665722309727443e-4
2010011700,00-0025394,MIN,DAL,A.Peterson,26,12,2.1666666666666665,63,2.423076923076923,5.25,0,0,NaN,-7.343234851126788,0.19230769230769232,-0.2824321096587226,0.24265572681886852,0,0,0,0,-0.611936237593899,-0.039932675918255,-0.003327722993187917,0.2692307692307692,-0.0015358721507021155,0.37938732203562986,-0.00845589142758654,-3.2522659336871307e-4,-7.04657618965545e-4
2010011700,00-0026162,DAL,MIN,F.Jones,14,8,1.75,69,4.928571428571429,8.625,0,0,NaN,-1.2670427602468006,0.6428571428571429,-0.0905030543033429,0.4310371972145232,0,0,0,0,-0.15838034503085008,0.014579838609748137,0.0018224798262185171,0.5,0.0010414170435534384,0.5435477247244191,-0.024096096824602096,-0.001721149773185864,-0.003012012103075262
2010011700,00-0023544,DAL,MIN,M.Barber,8,5,1.6,14,1.75,2.8,0,0,NaN,-2.903300247112633,0.25,-0.3629125308890791,0.08654827033677721,0,0,0,0,-0.5806600494225266,-0.07037551268086517,-0.014075102536173034,0.125,-0.008796939085108146,0.07084756401779056,-0.05749929638230557,-0.007187412047788196,-0.011499859276461114
2010011700,00-0021314,MIN,DAL,C.Taylor,4,3,1.3333333333333333,23,5.75,7.666666666666667,0,0,NaN,-0.0528815318960259,0.25,-0.013220382974006475,0.4843796999367341,0,0,0,0,-0.0176271772986753,-0.0037881676155434585,-0.0012627225385144862,0.25,-9.470419038858646e-4,0.4296662959830613,0.00479006892420994,0.001197517231052485,0.0015966896414033134
2010011700,00-0026998,MIN,DAL,P.Harvin,3,3,1,23,7.666666666666667,7.666666666666667,0,0,NaN,1.3861773078613302,0.6666666666666666,0.4620591026204434,0.8832897709143175,0,0,0,0,0.4620591026204434,0.014724493748864198,0.004908164582954733,0.6666666666666666,0.004908164582954733,0.8102994998197296,0.014426022552437447,0.0048086741841458155,0.0048086741841458155
2010011700,00-0021678,DAL,MIN,T.Romo,1,1,1,0,0,0,1,0,0,-1.1193258956832555,0,-1.1193258956832555,0,0,1,1,0,-1.1193258956832555,-0.03570795802206628,-0.03570795802206628,0,-0.03570795802206628,0,-0.03996884209606942,-0.03996884209606942,-0.03996884209606942
2010011700,00-0023921,DAL,MIN,M.Austin,1,1,1,8,8,8,0,0,NaN,0.876419127244654,1,0.876419127244654,1,0,0,0,0,0.876419127244654,0.029746596343488196,0.029746596343488196,1,0.029746596343488196,1,0.026070486005858942,0.026070486005858942,0.026070486005858942
2010011700,00-0026262,DAL,MIN,T.Choice,1,1,1,1,1,1,0,0,NaN,-0.295241620731737,0,-0.295241620731737,0,0,0,0,0,-0.295241620731737,-0.00879936955245958,-0.00879936955245958,0,-0.00879936955245958,0,-0.0025979401280856653,-0.0025979401280856653,-0.0025979401280856653
2010011701,00-0026899,NYJ,SD,S.Greene,23,9,2.5555555555555554,128,5.565217391304348,14.222222222222221,0,1,Inf,1.6607408228962228,0.34782608695652173,0.07220612273461838,0.5556333565109485,0.043478260869565216,0,0,0.1111111111111111,0.1845267580995803,0.16527578223584158,0.0183639758039824,0.5217391304347826,0.007185903575471373,0.6672970386170827,0.5658311145671727,0.02460135280726838,0.06287012384079697
2010011701,00-0019641,NYJ,SD,T.Jones,14,5,2.8,41,2.9285714285714284,8.2,0,0,NaN,-5.287055491348088,0.2857142857142857,-0.3776468208105777,0.1654279760295929,0,0,0,0,-1.0574110982696177,-0.09295052707810242,-0.018590105415620485,0.35714285714285715,-0.006639323362721601,0.3210746997970211,-0.2082785655125046,-0.014877040393750329,-0.04165571310250092
2010011701,00-0020536,SD,NYJ,L.Tomlinson,12,9,1.3333333333333333,24,2,2.6666666666666665,0,0,NaN,-5.357581455234583,0.08333333333333333,-0.44646512126954857,0.016845717963532552,0,0,0,0,-0.5952868283593982,-0.17806513772596183,-0.019785015302884647,0.08333333333333333,-0.014838761477163486,0.023537750213940004,-0.11594090579245406,-0.009661742149371171,-0.012882322865828228
2010011701,00-0022942,SD,NYJ,P.Rivers,3,2,1.5,4,1.3333333333333333,2,1,1,1,-1.858204998877384,0.3333333333333333,-0.6194016662924614,0.22950993888883264,0.3333333333333333,0.3333333333333333,0.5,0.5,-0.929102499438692,-0.03852245778926536,-0.01926122889463268,0.3333333333333333,-0.012840819263088452,0.3505353298450903,-0.13579830180329816,-0.04526610060109939,-0.06789915090164908
2010011701,00-0023564,SD,NYJ,D.Sproles,3,2,1.5,33,11,16.5,0,0,NaN,1.4383014102104736,1,0.47943380340349123,1,0,0,0,0,0.7191507051052368,0.06964790665922604,0.03482395332961302,1,0.023215968886408683,1,0.033132369534918535,0.011044123178306178,0.016566184767459267
2010011701,00-0022811,NYJ,SD,J.Cotchery,1,1,1,1,1,1,0,0,NaN,-0.5103430533784707,0,-0.5103430533784707,0,0,0,0,0,-0.5103430533784707,-0.01846924937496619,-0.01846924937496619,0,-0.01846924937496619,0,-0.009425653119628659,-0.009425653119628659,-0.009425653119628659
2010012400,00-0019641,NYJ,IND,T.Jones,16,8,2,42,2.625,5.25,0,0,NaN,-6.592039949072273,0.25,-0.41200249681701706,0.1298984316367472,0,0,0,0,-0.8240049936340341,-0.20458776938339354,-0.025573471172924193,0.1875,-0.012786735586462096,0.15169798538783774,-0.16414517594841035,-0.010259073496775647,-0.020518146993551294
2010012400,00-0024245,IND,NYJ,J.Addai,16,7,2.2857142857142856,80,5,11.428571428571429,1,0,0,-4.173244834977789,0.375,-0.2608278021861118,0.33388186633539746,0,0.0625,0.14285714285714285,0,-0.5961778335682555,-0.0220614100454557,-0.0031516300064936714,0.5,-0.0013788381278409811,0.4663396341407946,-0.5321611988041516,-0.033260074925259474,-0.07602302840059308
2010012400,00-0026899,NYJ,IND,S.Greene,10,3,3.3333333333333335,41,4.1,13.666666666666666,0,0,NaN,1.5024106038292873,0.5,0.15024106038292873,0.6281380829672517,0,0,0,0,0.5008035346097625,0.06218759986577094,0.020729199955256978,0.5,0.006218759986577093,0.6594487034905485,0.068091257100628,0.006809125710062799,0.02269708570020933
2010012400,00-0027003,IND,NYJ,D.Brown,6,4,1.5,18,3,4.5,0,0,NaN,0.10765732480196566,0.3333333333333333,0.017942887466994278,0.5168977284044212,0,0,0,0,0.026914331200491415,0.010931952644439746,0.0027329881611099366,0.5,0.0018219921074066243,0.5633116839378653,0.04878294484180943,0.008130490806968238,0.012195736210452357
2010012400,00-0010346,IND,NYJ,P.Manning,1,1,1,0,0,0,0,0,NaN,-2.653519522055881,0,-2.653519522055881,0,0,0,0,0,-2.653519522055881,-0.07705241671316959,-0.07705241671316959,0,-0.07705241671316959,0,-0.20446009196998036,-0.20446009196998036,-0.20446009196998036
2010012400,00-0013694,NYJ,IND,T.Richardson,1,1,1,2,2,2,0,0,NaN,-0.6481360873082003,0,-0.6481360873082003,0,0,0,0,0,-0.6481360873082003,-0.02137519538435617,-0.02137519538435617,0,-0.02137519538435617,0,-0.013854035501864911,-0.013854035501864911,-0.013854035501864911
2010012400,00-0026342,IND,NYJ,M.Hart,1,1,1,3,3,3,0,0,NaN,-0.5746067609202372,0,-0.5746067609202372,0,0,0,0,0,-0.5746067609202372,0.0025453994993319684,0.0025453994993319684,1,0.0025453994993319684,1,-0.0014626037615591359,-0.0014626037615591359,-0.0014626037615591359
2010012400,00-0026898,NYJ,IND,M.Sanchez,1,1,1,2,2,2,0,0,NaN,-0.3616416077670621,0,-0.3616416077670621,0,0,0,0,0,-0.3616416077670621,-0.010485980168818854,-0.010485980168818854,0,-0.010485980168818854,0,-0.0037921667272651795,-0.0037921667272651795,-0.0037921667272651795
2010012401,00-0025394,MIN,NO,A.Peterson,25,11,2.272727272727273,115,4.6,10.454545454545455,2,3,1.5,5.365430635750479,0.44,0.21461722543001915,0.6476190974611469,0.12,0.08,0.18181818181818182,0.2727272727272727,0.4877664214318617,0.28048454011348584,0.02549859455577144,0.44,0.011219381604539433,0.6798204737898623,0.6356601383159214,0.025426405532636854,0.057787285301447396
2010012401,00-0024813,NO,MIN,P.Thomas,14,8,1.75,61,4.357142857142857,7.625,0,1,Inf,3.7897033551115227,0.42857142857142855,0.2706930967936802,0.706131348911875,0.07142857142857142,0,0,0.125,0.47371291938894033,0.24613207263967962,0.030766509079959953,0.5,0.017580862331405687,0.7692826591831441,0.5506935643744196,0.03933525459817283,0.06883669554680245
2010012401,00-0024217,NO,MIN,R.Bush,7,5,1.4,8,1.1428571428571428,1.6,0,0,NaN,-3.945899074052706,0.14285714285714285,-0.5636998677218151,0.030753195699996533,0,0,0,0,-0.7891798148105412,-0.21513453345553013,-0.04302690669110602,0.14285714285714285,-0.03073350477936145,0.016368411005984178,-0.1876661119553581,-0.026809444565051157,-0.03753322239107162
2010012401,00-0021314,MIN,NO,C.Taylor,6,4,1.5,28,4.666666666666667,7,0,0,NaN,-0.4258937954652803,0.3333333333333333,-0.07098229924421338,0.39151556728889275,0,0,0,0,-0.10647344886632007,0.13928342243021263,0.03482085560755316,0.5,0.023213903738368773,0.8541053559111959,0.0037921456945655936,6.320242824275989e-4,9.480364236413984e-4
2010012401,00-0026998,MIN,NO,P.Harvin,4,3,1.3333333333333333,15,3.75,5,1,0,0,-4.733731603025401,0.75,-1.1834329007563502,0.2235395804360566,0,0.25,0.3333333333333333,0,-1.5779105343418003,-0.12961470925900137,-0.04320490308633379,0.75,-0.03240367731475034,0.25437208047641824,-1.2504260438998789,-0.3126065109749697,-0.4168086812999596
2010012401,00-0005106,MIN,NO,B.Favre,1,1,1,0,0,0,1,0,0,-4.705163412616774,0,-4.705163412616774,0,0,1,1,0,-4.705163412616774,-0.15534085435579081,-0.15534085435579081,0,-0.15534085435579081,0,-0.730904104399498,-0.730904104399498,-0.730904104399498
2010012401,00-0026121,NO,MIN,L.Hamilton,1,1,1,-1,-1,-1,0,0,NaN,-1.6321378390608874,0,-1.6321378390608874,0,0,0,0,0,-1.6321378390608874,-0.05068432638989323,-0.05068432638989323,0,-0.05068432638989323,0,-0.08272380694825704,-0.08272380694825704,-0.08272380694825704
2010013100,00-0026195,AFC,NFC,R.Rice,7,3,2.3333333333333335,42,6,14,0,0,NaN,3.1703886986253504,0.5714285714285714,0.4529126712321929,0.7670988511890408,0,0,0,0,1.0567962328751168,0.11822874404262435,0.039409581347541446,0.5714285714285714,0.016889820577517763,0.82456556464695,0.1834969250549662,0.026213846436423743,0.06116564168498873
