Season,Team,Player_Name,Targets,Receptions,Drives,Targets_per_Drive,Rec_per_Drive,Total_Yards,Yards_per_Drive,Total_Raw_YAC,Yards_per_Rec,Yards_per_Target,YAC_per_Target,Total_Caught_YAC,Total_Dropped_YAC,Caught_YAC_per_Target,Dropped_YAC_per_Target,YAC_per_Rec,Caught_YAC_per_Rec,Dropped_YAC_per_Rec,YAC_per_Drive,Caught_YAC_per_Drive,Dropped_YAC_per_Drive,Rec_Percentage,Fumbles,TDs,TDs_per_Drive,Fumbles_per_Drive,AC_TDs,AC_TDs_per_Drive,AC_TD_Rate,TD_to_Fumbles,Total_EPA,EPA_per_Drives,Success_Rate,EPA_per_Rec,EPA_per_Target,EPA_Rec_Perc,TD_per_Targets,Fumbles_per_Rec,TD_per_Rec,Total_WPA,WPA_per_Drive,Win_Success_Rate,WPA_per_Target,WPA_per_Rec,WPA_Rec_Perc,Total_Clutch_EPA,Clutch_EPA_per_Drive,Total_Raw_AirYards,Total_Caught_AirYards,Raw_AirYards_per_Target,Total_Raw_airEPA,Total_Caught_airEPA,Raw_airEPA_per_Drive,Caught_airEPA_per_Drive,airEPA_per_Target,Caught_airEPA_per_Target,yacEPA_Rec,yacEPA_Drop,Total_yacEPA,yacEPA_per_Target,yacEPA_per_Rec,yacEPA_Rec_per_Drive,yacEPA_Drop_per_Drive,yac_Success_Rate,yac_Rec_Success_Rate
2009,DET,D.Driver,544,371,167,3.2574850299401197,2.2215568862275448,4370,26.167664670658684,2104,11.778975741239892,8.033088235294118,3.8676470588235294,2104,0,3.8676470588235294,0,5.671159029649596,5.671159029649596,0,12.598802395209582,12.598802395209582,0,0.6819852941176471,5,38,0.2275449101796407,0.029940119760479042,16,0.09580838323353294,0.42105263157894735,7.6,146.7514525762622,0.8787512130315103,0.5183823529411765,0.8963018256477705,0.2697636995887173,0.5322344323895667,0.06985294117647059,0.013477088948787063,0.10242587601078167,3.3813776393670336,0.02024777029561098,0.5238970588235294,0.006215767719424694,0.02359852977441106,0.5140562850707272,2.3198282031516864,0.013891186845219679,4204,2278,7.727941176470588,209.6032188939575,47.4584289417924,1.255109095173398,0.2841822092322898,0.3853000347315395,0.087239759084177207,285.06954837353044,-346.97431469122574,-61.90476631769529,-0.11379552631929281,0.7683815320041252,1.707003283673835,-2.0776905071330884,0.5496323529411765,0.5238970588235294
2009,CIN,M.Massaquoi,543,319,168,3.232142857142857,1.8988095238095237,3497,20.81547619047619,1636,10.962382445141065,6.440147329650092,3.012891344383057,1636,0,3.012891344383057,0,5.128526645768025,5.128526645768025,0,9.738095238095237,9.738095238095237,0,0.5874769797421732,5,21,0.125,0.02976190476190476,9,0.05357142857142857,0.42857142857142855,4.2,-5.0920250693373985,-0.030309673031770228,0.429097605893186,0.7697326212803036,-0.009377578396569795,0.4141973959627318,0.03867403314917127,0.01567398119122257,0.06583072100313479,1.5252058521858993,0.009078606263011305,0.427255985267035,0.0028088505565117853,0.026806352411082774,0.45779526756602085,4.65530631899949,0.027710156660711253,4846,1850,8.924493554327809,273.93877579834657,47.13091099791897,1.6305879511806343,0.2805411368923748,0.504491299812793,0.08679725782305518,198.41379519049786,-475.55059605818184,-277.136800867684,-0.5103808487434327,0.6219868187789902,1.1810344951815348,-2.83065830987013,0.4677716390423573,0.42357274401473294
2009,GB,E.Bennett,539,295,173,3.115606936416185,1.7052023121387283,3478,20.104046242774565,1450,11.789830508474576,6.452690166975882,2.6901669758812616,1450,0,2.6901669758812616,0,4.915254237288136,4.915254237288136,0,8.38150289017341,8.38150289017341,0,0.5473098330241187,5,32,0.18497109826589594,0.028901734104046242,11,0.06358381502890173,0.34375,6.4,-42.91525416089208,-0.2480650529531334,0.4100185528756957,0.9912491289810189,-0.07962013758978123,0.4029495590415861,0.059369202226345084,0.01694915254237288,0.10847457627118644,4.144397206511498,0.02395605321682947,0.40630797773654914,0.007689048620615024,0.026169483832570183,0.40397656858358927,-13.209181832965932,-0.0763536522136759,4742,2000,8.797773654916512,326.29779630858303,111.75315737553981,1.8861144295293817,0.6459720079510972,0.6053762454704694,0.20733424373940595,180.66533567386074,-548.9313861433359,-368.26605046947515,-0.6832394257318648,0.6124248666910533,1.0443082986928367,-3.173013792736046,0.44155844155844154,0.4007421150278293
2009,MIN,S.Smith,537,341,166,3.2349397590361444,2.0542168674698793,3812,22.96385542168675,1860,11.178885630498534,7.098696461824954,3.463687150837989,1860,0,3.463687150837989,0,5.454545454545454,5.454545454545454,0,11.204819277108435,11.204819277108435,0,0.6350093109869647,12,28,0.1686746987951807,0.07228915662650602,14,0.08433734939759036,0.5,2.3333333333333335,74.29305527491499,0.4475485257524999,0.43947858472998136,0.8237342605983596,0.1383483338452793,0.4655716139150587,0.0521415270018622,0.03519061583577713,0.08211143695014662,2.8221260894275217,0.017000759574864587,0.41899441340782123,0.005255355846233746,0.021515092890683676,0.5099976981681673,7.430247392026842,0.04476052645799302,4246,1952,7.906890130353817,236.8051371981074,55.7779985376452,1.426536971072936,0.33601203938340485,0.4409779091212428,0.10386964345930205,225.11538432639543,-383.8394662495878,-158.7240819231924,-0.2955755715515687,0.6601624173794587,1.3561167730505748,-2.3122859412625774,0.5139664804469274,0.4692737430167598
2009,ATL,S.Smith,536,335,155,3.458064516129032,2.161290322580645,4066,26.232258064516127,1595,12.137313432835821,7.585820895522388,2.9757462686567164,1595,0,2.9757462686567164,0,4.7611940298507465,4.7611940298507465,0,10.290322580645162,10.290322580645162,0,0.625,4,26,0.16774193548387098,0.025806451612903226,15,0.0967741935483871,0.5769230769230769,6.5,107.10413813249932,0.6909944395645117,0.4906716417910448,0.9715812140600151,0.19982115323227484,0.5049967760953828,0.048507462686567165,0.011940298507462687,0.07761194029850746,4.237208276694742,0.027336827591578978,0.48507462686567165,0.007905239322191683,0.02789191990068171,0.5087187109870756,5.378385050984835,0.03469925839345055,4626,2431,8.630597014925373,314.11154028212206,124.83246615244855,2.026526066336271,0.8053707493706358,0.5860289930636605,0.2328963920754637,200.89419698589384,-401.85155507552344,-200.9573580896296,-0.37492044419707016,0.5996841701071458,1.2960915934573796,-2.592590677906603,0.44776119402985076,0.416044776119403
2009,SD,D.Jackson,532,326,152,3.5,2.1447368421052633,3596,23.657894736842106,1532,11.030674846625766,6.7593984962406015,2.8796992481203008,1532,0,2.8796992481203008,0,4.699386503067485,4.699386503067485,0,10.078947368421053,10.078947368421053,0,0.6127819548872181,2,25,0.16447368421052633,0.013157894736842105,11,0.07236842105263158,0.44,12.5,77.77721061376525,0.5116921750905609,0.4718045112781955,0.9093413042895497,0.14619776431158882,0.5080045739768824,0.046992481203007516,0.006134969325153374,0.07668711656441718,3.267116573357974,0.021494187982618252,0.4567669172932331,0.006141196566462358,0.023379850655738065,0.46935482196499534,3.5655179968659985,0.023457355242539463,4406,2037,8.281954887218046,274.4056663489144,84.04973323562812,1.8053004365060157,0.5529587712870271,0.5158001247160044,0.15798822036772203,212.3955319627651,-404.1069725292826,-191.71144056651747,-0.3603598506889426,0.6515200366955984,1.397339026070823,-2.6585985034821222,0.4680451127819549,0.424812030075188
2009,CHI,C.Johnson,531,343,170,3.123529411764706,2.0176470588235293,3658,21.51764705882353,1571,10.66472303206997,6.888888888888889,2.958568738229755,1571,0,2.958568738229755,0,4.580174927113703,4.580174927113703,0,9.241176470588234,9.241176470588234,0,0.6459510357815442,9,30,0.17647058823529413,0.052941176470588235,12,0.07058823529411765,0.4,3.3333333333333335,82.15016590851333,0.4832362700500784,0.4708097928436911,0.8288830049629633,0.15470841037384808,0.4541187694347459,0.05649717514124294,0.026239067055393587,0.08746355685131195,4.3609372817376135,0.025652572245515374,0.4689265536723164,0.008212687912876862,0.02314548950519338,0.4476691312257215,5.862054468881337,0.034482673346360806,4487,2083,8.45009416195857,313.95595509067,104.06698415195574,1.8467997358274706,0.612158730305622,0.5912541527131262,0.19598302100179987,180.23988655034066,-412.04567573249733,-231.80578918215667,-0.4365457423392781,0.5254807188056579,1.0602346267667098,-2.423798092544102,0.5065913370998116,0.480225988700565
2009,BAL,S.Holmes,523,305,169,3.094674556213018,1.8047337278106508,3555,21.035502958579883,1515,11.655737704918034,6.797323135755258,2.8967495219885278,1515,0,2.8967495219885278,0,4.967213114754099,4.967213114754099,0,8.964497041420119,8.964497041420119,0,0.5831739961759083,6,19,0.11242603550295859,0.03550295857988166,9,0.05325443786982249,0.47368421052631576,3.1666666666666665,-11.157644778382073,-0.0660215667359886,0.4168260038240918,0.8548296240829126,-0.021333928830558457,0.40051235700853427,0.036328871892925434,0.019672131147540985,0.06229508196721312,2.592819604247234,0.015342127835782449,0.4225621414913958,0.004957590065482283,0.02731529951003012,0.4415857809371786,0.26240115968558697,0.0015526695839383844,4406,1971,8.424474187380497,278.3369912767781,91.44364426487411,1.6469644454247225,0.5410866524548764,0.5321930999555987,0.17484444410109773,169.2793910804142,-458.7740271355744,-289.4946360551602,-0.5535270287861571,0.5550143969849646,1.0016532016592556,-2.7146392138199666,0.45124282982791586,0.40344168260038243
2009,BUF,W.Welker,519,296,171,3.0350877192982457,1.7309941520467835,3141,18.36842105263158,1355,10.611486486486486,6.0520231213872835,2.6107899807321773,1355,0,2.6107899807321773,0,4.577702702702703,4.577702702702703,0,7.923976608187134,7.923976608187134,0,0.5703275529865125,2,16,0.0935672514619883,0.011695906432748537,6,0.03508771929824561,0.375,8,-48.78867551010718,-0.2853138918719718,0.40655105973025046,0.8126118086477481,-0.09400515512544737,0.37990365664239506,0.030828516377649325,0.006756756756756757,0.05405405405405406,0.5045447610358756,0.0029505541581045357,0.4007707129094412,9.721479018032286e-4,0.025848674988842867,0.4046675165148167,-5.127770797509848,-0.02998696372812777,4259,1782,8.20616570327553,260.42926742576196,70.1602261302869,1.5229781720804794,0.4102937200601573,0.5017904960033949,0.1351834800198206,170.3728692294465,-471.717981568019,-301.3451123385725,-0.5806264206908911,0.575584017667049,0.9963325685932545,-2.758584687532275,0.44315992292870904,0.3930635838150289
2009,CLE,Z.Miller,519,313,169,3.0710059171597632,1.8520710059171597,4143,24.514792899408285,2235,13.236421725239616,7.982658959537572,4.30635838150289,2235,0,4.30635838150289,0,7.140575079872204,7.140575079872204,0,13.224852071005918,13.224852071005918,0,0.603082851637765,2,23,0.13609467455621302,0.011834319526627219,12,0.07100591715976332,0.5217391304347826,11.5,102.06043607922707,0.603907905794243,0.47398843930635837,1.0494044515471508,0.19664823907365525,0.5186889732801963,0.04431599229287091,0.006389776357827476,0.07348242811501597,4.155703019093096,0.024589958692858557,0.4701348747591522,0.00800713491154739,0.03271385011041863,0.536917851715576,13.587076059415084,0.08039689975985256,4029,1898,7.763005780346821,238.18270132620458,59.176659776328954,1.4093650966047608,0.35015775015579265,0.45892620679422846,0.1140205390680712,268.84754019001434,-405.40919880490674,-136.56165861489237,-0.26312458307301034,0.8589378280831129,1.5908138472781914,-2.398870998845602,0.5163776493256262,0.464354527938343
2009,JAC,A.Johnson,513,345,145,3.537931034482759,2.3793103448275863,3858,26.606896551724137,1759,11.182608695652174,7.52046783625731,3.4288499025341133,1759,0,3.4288499025341133,0,5.098550724637681,5.098550724637681,0,12.13103448275862,12.13103448275862,0,0.672514619883041,4,28,0.19310344827586207,0.027586206896551724,15,0.10344827586206896,0.5357142857142857,7,133.24576731850163,0.9189363263344941,0.5107212475633528,0.9603096649464146,0.2597383378528297,0.5417398720465799,0.05458089668615984,0.011594202898550725,0.08115942028985507,3.190176867341334,0.022001219774767822,0.5029239766081871,0.006218668357390515,0.02583502323611993,0.52534373982942,10.221384912905398,0.07049230974417516,3925,2089,7.651072124756335,238.80400353002878,78.58714306317253,1.6469241622760606,0.5419802969873968,0.4655048801754947,0.15319131201398153,252.7196913433405,-354.4899275548677,-101.77023621152718,-0.19838252672812315,0.7325208444734507,1.7428944230575205,-2.444758121068053,0.543859649122807,0.5107212475633528
2009,NE,D.Bess,511,300,157,3.254777070063694,1.910828025477707,3551,22.61783439490446,1414,11.836666666666666,6.949119373776908,2.767123287671233,1414,0,2.767123287671233,0,4.713333333333333,4.713333333333333,0,9.006369426751592,9.006369426751592,0,0.5870841487279843,9,31,0.19745222929936307,0.05732484076433121,14,0.08917197452229299,0.45161290322580644,3.4444444444444446,33.158951143371624,0.21120351046733518,0.487279843444227,0.96830200817739,0.06489031534906384,0.45854972947015704,0.060665362035225046,0.03,0.10333333333333333,3.9579789155700618,0.025210056787070455,0.4794520547945205,0.007745555607769201,0.030233151887987,0.5047361447613697,1.2084754253983643,0.007697295703174295,4509,2151,8.823874755381604,304.67432544190257,113.62668984505464,1.94060079899301,0.7237368779939786,0.596231556637774,0.2223614282682087,176.86391260816237,-447.4322869066933,-270.56837429853096,-0.5294880123258923,0.5895463753605412,1.126521736357722,-2.849887177749639,0.41291585127201563,0.38551859099804303
2009,WAS,S.Smith,511,318,157,3.254777070063694,2.0254777070063694,3600,22.929936305732483,1690,11.320754716981131,7.045009784735812,3.3072407045009786,1690,0,3.3072407045009786,0,5.314465408805032,5.314465408805032,0,10.764331210191083,10.764331210191083,0,0.6223091976516634,3,20,0.12738853503184713,0.01910828025477707,8,0.050955414012738856,0.4,6.666666666666667,81.06997389969099,0.5163692605075859,0.4794520547945205,0.8801395927298994,0.15864965538099998,0.49482290369252957,0.03913894324853229,0.009433962264150943,0.06289308176100629,2.0543101142092635,0.013084777797511233,0.48532289628180036,0.004020176348746112,0.023732856607409474,0.4431806732643904,6.552990980544791,0.04173879605442542,3901,1867,7.634050880626223,213.4961176814219,64.67002709866237,1.3598478833211587,0.4119110006284228,0.41780062168575716,0.1265558260247796,215.21436338944562,-346.4858411153439,-131.27147772589825,-0.25689134584324513,0.6767747276397661,1.3707921234996536,-2.2069161854480503,0.4774951076320939,0.4383561643835616
2009,DEN,C.Chambers,510,297,163,3.128834355828221,1.822085889570552,3257,19.98159509202454,1644,10.966329966329967,6.386274509803922,3.223529411764706,1644,0,3.223529411764706,0,5.5353535353535355,5.5353535353535355,0,10.085889570552148,10.085889570552148,0,0.5823529411764706,5,18,0.11042944785276074,0.03067484662576687,8,0.049079754601226995,0.4444444444444444,3.6,4.009809229738595,0.02460005662416316,0.45294117647058824,0.8361173567664456,0.007862371038703127,0.4241955433348314,0.03529411764705882,0.016835016835016835,0.06060606060606061,1.4517085958418248,0.008906187704551071,0.44509803921568625,0.0028464874428271074,0.025180443068280912,0.4489611156620982,6.786251645130746,0.04163344567564875,4012,1551,7.866666666666666,233.84123530491618,29.722201155419853,1.434608805551633,0.182344792364539,0.45851222608807096,0.05827882579494089,218.6046538042145,-449.3796845376104,-230.7750307333959,-0.4525000602615606,0.7360426054013957,1.341132845424629,-2.75693057998534,0.4803921568627451,0.4372549019607843
2009,KC,J.Gaffney,506,302,175,2.8914285714285715,1.7257142857142858,3853,22.017142857142858,1862,12.758278145695364,7.6146245059288535,3.6798418972332017,1862,0,3.6798418972332017,0,6.1655629139072845,6.1655629139072845,0,10.64,10.64,0,0.5968379446640316,5,27,0.15428571428571428,0.02857142857142857,17,0.09714285714285714,0.6296296296296297,5.4,54.422590652334385,0.31098623229905364,0.46047430830039526,1.0137549846499907,0.107554526980898,0.47792674684129854,0.0533596837944664,0.016556291390728478,0.08940397350993377,3.134944783276364,0.017913970190150653,0.4644268774703557,0.0061955430499532884,0.029758942858869944,0.47883841046609016,-2.1038256767984067,-0.01202186101027661,4307,1931,8.511857707509881,288.1761002464152,81.03853931092449,1.6467205728366583,0.4630773674909971,0.5695179846767099,0.16015521602949503,225.1154660533727,-458.86897564745357,-233.75350959408084,-0.46196345769581193,0.7454154505078566,1.2863740917335582,-2.622108432271163,0.49604743083003955,0.44861660079051385
2009,NYJ,J.Edelman,503,259,173,2.907514450867052,1.4971098265895955,2747,15.878612716763005,1249,10.606177606177607,5.461232604373757,2.4831013916500995,1249,0,2.4831013916500995,0,4.822393822393822,4.822393822393822,0,7.219653179190751,7.219653179190751,0,0.5149105367793241,4,10,0.057803468208092484,0.023121387283236993,4,0.023121387283236993,0.4,2.5,-71.93909812414215,-0.4158329371337696,0.35984095427435386,0.7755092770382215,-0.14302007579352316,0.36297967948672394,0.019880715705765408,0.015444015444015444,0.03861003861003861,0.19966910721274206,0.0011541566890909945,0.3658051689860835,3.969564755720518e-4,0.025620186287559923,0.4187303984453296,2.0573848283434413,0.011892397851696192,4520,1455,8.986083499005964,286.45269993773434,39.64530326680176,1.6557959533973083,0.22916360269827607,0.5694884690611021,0.07881770033161384,161.2115994860976,-518.6563975479742,-357.4447980618765,-0.7106258410772892,0.622438608054431,0.9318589565670382,-2.99801385865881,0.3976143141153082,0.35785288270377735
