Season,Team,Player_Name,Attempts,Completions,Drives,Comp_Perc,Total_Yards,Total_Raw_AirYards,Total_Comp_AirYards,Yards_per_Att,Yards_per_Comp,Yards_per_Drive,Raw_AirYards_per_Att,Comp_AirYards_per_Att,Raw_AirYards_per_Comp,Comp_AirYards_per_Comp,Raw_AirYards_per_Drive,Comp_AirYards_per_Drive,TimesHit,TimesHit_per_Drive,Interceptions,TDs,Air_TDs,Air_TD_Rate,TD_to_Int,Total_EPA,Success_Rate,EPA_per_Att,EPA_per_Comp,EPA_Comp_Perc,TD_per_Att,Air_TD_per_Att,Int_per_Att,TD_per_Comp,Air_TD_per_Comp,TD_per_Drive,Air_TD_per_Drive,Int_per_Drive,EPA_per_Drive,Total_WPA,Win_Success_Rate,WPA_per_Att,WPA_per_Comp,WPA_Comp_Perc,WPA_per_Drive,Total_Clutch_EPA,Clutch_EPA_per_Att,Clutch_EPA_per_Drive,airEPA_Comp,airEPA_Incomp,Total_Raw_airEPA,Raw_airEPA_per_Att,Raw_airEPA_per_Drive,airEPA_per_Att,airEPA_per_Comp,airEPA_per_Drive,air_Success_Rate,air_Comp_Success_Rate,airWPA_Comp,airWPA_Incomp,Total_Raw_airWPA,Raw_airWPA_per_Att,Raw_airWPA_per_Drive,airWPA_per_Att,airWPA_per_Comp,airWPA_per_Drive,air_Win_Success_Rate,air_Comp_Win_Success_Rate,yacEPA_Comp,yacEPA_Drop,Total_yacEPA,yacEPA_per_Att,yacEPA_per_Comp,yacEPA_Rec_per_Drive,yacEPA_Drop_per_Drive,yacWPA_Comp,yacWPA_Drop,Total_yacWPA,yacWPA_per_Att,yacWPA_per_Comp,yacWPA_Comp_per_Drive,yacWPA_Drop_per_Drive,yac_Success_Rate,yac_Rec_Success_Rate,yac_Win_Success_Rate,yac_Comp_Win_Success_Rate
2009,ARI,M.Hasselbeck,594,344,174,0.5791245791245792,4004,5398,2222,6.7407407407407405,11.63953488372093,23.011494252873565,9.087542087542088,3.740740740740741,15.69186046511628,6.459302325581396,31.022988505747126,12.770114942528735,33,0.1896551724137931,21,23,9,0.391304347826087,1.0952380952380953,32.05416721967301,0.4478114478114478,0.053963244477563996,0.9315702508837984,0.45922068176366426,0.03872053872053872,0.015151515151515152,0.03535353535353535,0.06686046511627906,0.02616279069767442,0.13218390804597702,0.05172413793103448,0.1206896551724138,0.18421935183720123,2.733187626001204,0.44612794612794615,0.004601325969698996,0.026194768852410826,0.4965843182862477,0.015707974862075882,9.070389732975507,0.01527001638548065,0.052128676626296014,83.2580128643575,263.08590675132984,346.34391961568735,0.5830705717435815,1.9904822966418814,0.14016500482215066,0.24202910716382994,0.47849432680665227,0.5841750841750841,0.2777777777777778,3.344524741481933,8.154348875516206,11.49887361699814,0.01935837309258946,0.06608548055746057,0.005630513032797867,0.00972245564384283,0.019221406560240996,0.5808080808080808,0.2760942760942761,237.20215343966916,-551.4919058356835,-314.28975239601436,-0.5291073272660175,0.6895411437199684,1.3632307668946504,-3.1694937116993303,5.666475743747391,-14.500618959982901,-8.83414321623551,-0.014872294976827459,0.016472313208568,0.032565952550272365,-0.08333689057461438,0.45286195286195285,0.4208754208754209,0.43434343434343436,0.3956228956228956
2009,PHI,J.Campbell,580,355,185,0.6120689655172413,3815,3932,1877,6.577586206896552,10.746478873239436,20.62162162162162,6.779310344827586,3.236206896551724,11.076056338028168,5.2873239436619714,21.254054054054055,10.145945945945947,32,0.17297297297297298,25,31,16,0.5161290322580645,1.24,15.46986131507262,0.41724137931034483,0.02667217468115969,0.8252203287097675,0.42719206530963677,0.05344827586206897,0.027586206896551724,0.04310344827586207,0.08732394366197183,0.04507042253521127,0.16756756756756758,0.08648648648648649,0.13513513513513514,0.08362087197336551,2.403075239508333,0.41206896551724137,0.004143233171566092,0.01817207148409531,0.38719830949360684,0.012989595889234233,-5.573280763687098,-0.009609104764977755,-0.030125841965876206,42.64719905417075,158.92243597254054,201.5696350267113,0.3475338534943298,1.08956559473898,0.0735296535416737,0.12013295508217112,0.23052540029281485,0.5,0.2620689655172414,0.6138677304965781,4.149036854058407,4.762904584554985,0.008211904456129284,0.0257454301867837,0.0010583926387872035,0.0017292048746382481,0.0033182039486301515,0.5017241379310344,0.2603448275862069,250.3060176377967,-436.4057913494354,-186.09977371163868,-0.3208616788131701,0.7050873736275963,1.3530055007448472,-2.3589502235104614,5.837217646357257,-8.197046991403909,-2.3598293450466516,-0.004068671284563193,0.01644286660945706,0.03155252781814734,-0.0443083621156968,0.4879310344827586,0.44655172413793104,0.4827586206896552,0.4224137931034483
2009,IND,M.Schaub,579,373,164,0.6442141623488774,3659,4513,2184,6.319516407599309,9.809651474530831,22.3109756097561,7.79447322970639,3.772020725388601,12.099195710455763,5.855227882037534,27.51829268292683,13.317073170731707,43,0.2621951219512195,16,21,14,0.6666666666666666,1.3125,55.46686221263512,0.4991364421416235,0.09579768948641644,0.7379479709510479,0.4457292147368389,0.03626943005181347,0.024179620034542316,0.027633851468048358,0.05630026809651475,0.03753351206434316,0.12804878048780488,0.08536585365853659,0.0975609756097561,0.3382125744672873,3.228654688573195,0.48877374784110533,0.0055762602566031,0.019563863291280487,0.40035815666539587,0.019686918832763384,-6.412951210674568,-0.01107590882672637,-0.03910336104069859,94.59298282092031,198.45605633875516,293.0490391596755,0.5061296013120474,1.7868843851199725,0.16337302732456013,0.2536004901365156,0.5767864806153677,0.6113989637305699,0.35233160621761656,2.4078195211464504,6.596326355883935,9.004145877030385,0.015551201860156107,0.05490332851847796,0.004158582938076771,0.006455280217550805,0.014681826348453966,0.6027633851468048,0.3436960276338515,180.66161034382057,-413.5190513455478,-232.85744100172724,-0.40217174611697276,0.4843474808145324,1.1015951850232961,-2.521457630155779,4.877838728104026,-9.69387528231736,-4.816036554213336,-0.008317852425238923,0.013077315624943768,0.029742919073805035,-0.05910899562388635,0.5025906735751295,0.459412780656304,0.4525043177892919,0.4058721934369603
2009,SF,K.Warner,573,351,182,0.612565445026178,3991,4645,1961,6.965095986038395,11.37037037037037,21.928571428571427,8.106457242582897,3.4223385689354275,13.233618233618234,5.586894586894587,25.521978021978022,10.774725274725276,49,0.2692307692307692,18,15,6,0.4,0.8333333333333334,6.9297949642084955,0.44153577661431065,0.01209388300908987,0.7458963943401472,0.4065267007316032,0.02617801047120419,0.010471204188481676,0.031413612565445025,0.042735042735042736,0.017094017094017096,0.08241758241758242,0.03296703296703297,0.0989010989010989,0.038075796506640086,-0.016477604812241968,0.4328097731239092,-2.8756727421015652e-5,0.0198026227442576,0.37901308152171687,-9.053629017715367e-5,2.2666191734112253,0.003955705363719416,0.01245395150225948,43.61829596847832,217.30111821985162,260.91941418832994,0.4553567437841709,1.4336231548809337,0.07612268057326059,0.12426864948284422,0.239660966859771,0.5654450261780105,0.2844677137870855,1.0682487708603041,7.3646990279759565,8.432947798836262,0.014717186385403598,0.04633487801558386,0.001864308500628803,0.003043443791624798,0.005869498740990682,0.5549738219895288,0.2774869109947644,218.19133844491336,-467.24600969455565,-249.0546712496423,-0.4346503861250302,0.621627744857303,1.1988535079390843,-2.5672857675525034,5.882471812374113,-13.561034726203237,-7.678562913829126,-0.013400633357467932,0.0167591789526328,0.03232127369436326,-0.0745111798143035,0.4851657940663176,0.45898778359511344,0.4781849912739965,0.44153577661431065
2009,SEA,K.Warner,565,374,171,0.6619469026548672,4106,4278,2036,7.267256637168142,10.978609625668449,24.01169590643275,7.571681415929204,3.6035398230088496,11.438502673796792,5.44385026737968,25.017543859649123,11.90643274853801,63,0.3684210526315789,14,29,14,0.4827586206896552,2.0714285714285716,128.89257649742592,0.5274336283185841,0.228128453977745,0.8810913284370809,0.5392741849340601,0.05132743362831858,0.024778761061946902,0.024778761061946902,0.07754010695187166,0.0374331550802139,0.1695906432748538,0.08187134502923976,0.08187134502923976,0.7537577572948885,4.390608729292604,0.5150442477876106,0.00777098890140284,0.02020401878336984,0.5219560395797015,0.025676074440307627,2.177734272561264,0.0038543969425863076,0.012735288143633122,52.53759313130888,202.6690913707332,255.2066845020421,0.4516932469062692,1.4924367514739303,0.09298689049789183,0.14047484794467616,0.3072373867328005,0.5557522123893806,0.3168141592920354,1.233590994339394,4.037029549352449,5.270620543691844,0.009328531935737776,0.030822342360771016,0.0021833468926360953,0.0032983716426187005,0.0072139824230373914,0.5486725663716814,0.30973451327433627,276.9905637041594,-403.3046717087756,-126.31410800461616,-0.2235647929285242,0.7406164804924048,1.6198278579190608,-2.358506852098103,6.322712030640926,-7.202723845040165,-0.8800118143992389,-0.0015575430343349361,0.01690564714075114,0.03697492415579489,-0.04212119207625827,0.5469026548672566,0.511504424778761,0.5415929203539823,0.49734513274336284
2009,HOU,P.Manning,547,344,162,0.6288848263254113,3685,4198,2047,6.736745886654479,10.712209302325581,22.746913580246915,7.674588665447898,3.742230347349177,12.203488372093023,5.950581395348837,25.91358024691358,12.635802469135802,54,0.3333333333333333,14,22,10,0.45454545454545453,1.5714285714285714,23.653093304991494,0.4625228519195612,0.04324148684641955,0.7580967129635237,0.40066232693265813,0.04021937842778794,0.018281535648994516,0.025594149908592323,0.06395348837209303,0.029069767441860465,0.13580246913580246,0.06172839506172839,0.08641975308641975,0.14600674879624378,0.6755399131020288,0.453382084095064,0.0012349907003693396,0.017591603287679215,0.332996740146245,0.00416999946359277,-13.087704311971864,-0.023926333294281288,-0.08078829822204854,52.91495601891467,184.56328540369157,237.47824142260626,0.43414669364279024,1.465915070509915,0.09673666548247654,0.15382254656661243,0.32663553098095477,0.5575868372943327,0.2961608775137112,0.6086109057897112,4.786275471461801,5.394886377251512,0.00986268076279984,0.033301767760811805,0.0011126341970561448,0.0017692177493886954,0.0037568574431463657,0.5539305301645339,0.29250457038391225,207.87031324053748,-421.6954613581522,-213.82514811761476,-0.3909052067963707,0.6042741663969113,1.283150081731713,-2.603058403445384,5.442900625171939,-10.162247089321422,-4.719346464149484,-0.0086276900624305,0.01582238553829052,0.03359815200723419,-0.06272992030445322,0.4954296160877514,0.45886654478976235,0.4826325411334552,0.44424131627056673
2009,DET,A.Rodgers,544,371,167,0.6819852941176471,4370,4204,2278,8.033088235294118,11.778975741239892,26.167664670658684,7.727941176470588,4.1875,11.331536388140162,6.140161725067386,25.17365269461078,13.640718562874252,35,0.20958083832335328,9,38,22,0.5789473684210527,4.222222222222222,146.7514525762622,0.5183823529411765,0.2697636995887173,0.8963018256477705,0.5322344323895667,0.06985294117647059,0.04044117647058824,0.016544117647058824,0.10242587601078167,0.05929919137466307,0.2275449101796407,0.1317365269461078,0.05389221556886228,0.8787512130315103,3.3813776393670336,0.5238970588235294,0.006215767719424694,0.02359852977441106,0.5140562850707272,0.02024777029561098,2.3198282031516864,0.004264390079322953,0.013891186845219679,47.4584289417924,162.1447899521651,209.6032188939575,0.3853000347315395,1.255109095173398,0.087239759084177207,0.12792029364364527,0.2841822092322898,0.5220588235294118,0.3125,1.1146230239734989,3.318004994543769,4.432628018517268,0.008148213269333213,0.026542682745612382,0.002048939382304226,0.0030043747276913718,0.006674389365110772,0.5238970588235294,0.3161764705882353,285.06954837353044,-346.97431469122574,-61.90476631769529,-0.11379552631929281,0.7683815320041252,1.707003283673835,-2.0776905071330884,7.640431522333005,-8.680135641047706,-1.0397041187147016,-0.0019112208064608486,0.02059415504671969,0.045751086960077875,-0.05197686012603416,0.5496323529411765,0.5238970588235294,0.5367647058823529,0.5165441176470589
2009,GB,J.Cutler,539,295,173,0.5473098330241187,3478,4742,2e3,6.452690166975882,11.789830508474576,20.104046242774565,8.797773654916512,3.7105751391465676,16.07457627118644,6.779661016949152,27.410404624277458,11.560693641618498,51,0.2947976878612717,30,32,21,0.65625,1.0666666666666667,-42.91525416089208,0.4100185528756957,-0.07962013758978123,0.9912491289810189,0.4029495590415861,0.059369202226345084,0.03896103896103896,0.055658627087198514,0.10847457627118644,0.0711864406779661,0.18497109826589594,0.12138728323699421,0.17341040462427745,-0.2480650529531334,4.144397206511498,0.40630797773654914,0.007689048620615024,0.026169483832570183,0.40397656858358927,0.02395605321682947,-13.209181832965932,-0.024506830858934937,-0.0763536522136759,111.75315737553981,214.54463893304325,326.29779630858303,0.6053762454704694,1.8861144295293817,0.20733424373940595,0.37882426228996546,0.6459720079510972,0.5825602968460112,0.2764378478664193,3.399409733099486,5.345584899869051,8.744994632968536,0.01622447983853161,0.05054910192467362,0.0063068826217059105,0.011523422824066053,0.01964976724334963,0.575139146567718,0.274582560296846,180.66533567386074,-548.9313861433359,-368.26605046947515,-0.6832394257318648,0.6124248666910533,1.0443082986928367,-3.173013792736046,4.320587997508718,-8.89031116608581,-4.569723168577092,-0.008478150591052117,0.014646061008504128,0.024974497095426117,-0.051389081884889075,0.44155844155844154,0.4007421150278293,0.4322820037105751,0.37291280148423006
2009,DAL,J.Campbell,530,321,156,0.6056603773584905,3654,4391,1808,6.8943396226415095,11.383177570093459,23.423076923076923,8.284905660377358,3.4113207547169813,13.679127725856699,5.632398753894081,28.147435897435898,11.58974358974359,47,0.30128205128205127,11,20,9,0.45,1.8181818181818181,75.50346160438255,0.469811320754717,0.14245936151770291,0.8853309645124671,0.48718677498535123,0.03773584905660377,0.016981132075471698,0.020754716981132074,0.06230529595015576,0.028037383177570093,0.1282051282051282,0.057692307692307696,0.07051282051282051,0.483996548746042,4.448971850773248,0.4490566037735849,0.00839428651089292,0.028015607366375057,0.5137767360477644,0.028519050325469537,4.930971328768284,0.009303719488242046,0.03160879056902746,57.98409547062623,170.3090297255317,228.29312519615794,0.43074174565312817,1.4634174692061406,0.1094039537181627,0.18063581143497268,0.3716929196835015,0.539622641509434,0.2792452830188679,2.8017259810272224,4.923917525929767,7.725643506956988,0.014576685862182996,0.049523355813826844,0.00528627543590042,0.008728118320957079,0.017959781929661682,0.5320754716981132,0.269811320754717,226.2071441378757,-378.9968077296511,-152.7896635917754,-0.2882823841354253,0.7046951530774944,1.4500457957556134,-2.429466716215712,6.191283983579172,-9.467955639762913,-3.2766716561837406,-0.006182399351290077,0.019287489045417983,0.03968771784345623,-0.06069202333181355,0.47547169811320755,0.439622641509434,0.45660377358490567,0.4037735849056604
2009,NO,J.Freeman,528,299,160,0.5662878787878788,3695,4575,1821,6.9981060606060606,12.357859531772576,23.09375,8.664772727272727,3.4488636363636362,15.301003344481606,6.090301003344481,28.59375,11.38125,45,0.28125,25,18,9,0.5,0.72,-33.65292076910836,0.44696969696969696,-0.06373659236573553,0.8741831755553859,0.41271671534762344,0.03409090909090909,0.017045454545454544,0.04734848484848485,0.06020066889632107,0.030100334448160536,0.1125,0.05625,0.15625,-0.21033075480692726,3.158968283758483,0.4375,0.005982894476815309,0.0257250257682188,0.38575952832874255,0.01974355177349052,-22.843563559590468,-0.043264324923466796,-0.14277227224744043,63.3067976002318,225.4176619108058,288.7244595110376,0.5468266278618136,1.804527871943985,0.1198992378792269,0.2117284200676649,0.39566748500144877,0.5700757575757576,0.2708333333333333,1.763795687630653,5.608208822682341,7.372004510312994,0.013962129754380671,0.04607502818945621,0.0033405221356641156,0.005898982232878438,0.011023723047691582,0.5625,0.2708333333333333,198.0739718908286,-515.7596642603165,-317.68569236948787,-0.6016774476694846,0.662454755487721,1.2379623243176787,-3.2234979016269785,5.922980800829502,-10.073029558091317,-4.150048757261816,-0.007859940828147378,0.019809300337222415,0.03701863000518439,-0.06295643473807074,0.4678030303030303,0.42424242424242425,0.4375,0.38636363636363635
