Date,GameID,play_id,Drive,qtr,down,time,TimeUnder,TimeSecs,PlayTimeDiff,SideofField,yrdln,yrdline100,ydstogo,ydsnet,GoalToGo,FirstDown,posteam,DefensiveTeam,desc,PlayAttempted,Yards.Gained,sp,Touchdown,ExPointResult,TwoPointConv,DefTwoPoint,Safety,Onsidekick,PuntResult,PlayType,Passer,Passer_ID,PassAttempt,PassOutcome,PassLength,AirYards,YardsAfterCatch,QBHit,PassLocation,InterceptionThrown,Interceptor,Rusher,Rusher_ID,RushAttempt,RunLocation,RunGap,Receiver,Receiver_ID,Reception,ReturnResult,Returner,BlockingPlayer,Tackler1,Tackler2,FieldGoalResult,FieldGoalDistance,Fumble,RecFumbTeam,RecFumbPlayer,Sack,Challenge.Replay,ChalReplayResult,Accepted.Penalty,PenalizedTeam,PenaltyType,PenalizedPlayer,Penalty.Yards,PosTeamScore,DefTeamScore,ScoreDiff,AbsScoreDiff,HomeTeam,AwayTeam,Timeout_Indicator,Timeout_Team,posteam_timeouts_pre,HomeTimeouts_Remaining_Pre,AwayTimeouts_Remaining_Pre,HomeTimeouts_Remaining_Post,AwayTimeouts_Remaining_Post,No_Score_Prob,Opp_Field_Goal_Prob,Opp_Safety_Prob,Opp_Touchdown_Prob,Field_Goal_Prob,Safety_Prob,Touchdown_Prob,ExPoint_Prob,TwoPoint_Prob,ExpPts,EPA,airEPA,yacEPA,Home_WP_pre,Away_WP_pre,Home_WP_post,Away_WP_post,Win_Prob,WPA,airWPA,yacWPA,Season
2014-01-04,2014010400,36,1,1,NA,15:00,15,3600,0,IND,35,35,0,0,0,NA,KC,IND,P.McAfee kicks 70 yards from IND 35 to KC -5. Q.Demps to KC 18 for 23 yards (J.McNary; S.Havili).,1,23,0,0,NA,NA,NA,0,0,NA,Kickoff,NA,None,0,NA,NA,0,0,0,NA,0,NA,NA,None,0,NA,NA,NA,None,0,NA,Q.Demps,NA,J.McNary,S.Havili,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,0,0,IND,KC,0,None,3,3,3,3,3,0.0015063265025897468,0.1797487862643072,0.006639108378448644,0.281137706070735,0.21370014348424918,0.0035923127788396836,0.3136756165208305,0,0,0.32352585361127617,-0.19728478844576314,NA,NA,0.5143250139030865,0.4856749860969135,0.5197565094887532,0.4802434905112468,0.4856749860969135,-0.00543149558566669,NA,NA,2013
2014-01-04,2014010400,58,1,1,1,14:55,15,3595,5,KC,18,82,10,5,0,0,KC,IND,(14:55) (Run formation) J.Charles right end to KC 23 for 5 yards (C.Redding).,1,5,0,0,NA,NA,NA,0,0,NA,Run,NA,None,0,NA,NA,0,0,0,NA,0,NA,J.Charles,00-0026213,1,right,end,NA,None,0,NA,NA,NA,C.Redding,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,0,0,IND,KC,0,None,3,3,3,3,3,0.0015904992087781252,0.18656586111649243,0.007775387447920065,0.2918304427657042,0.20589406467739377,0.003557176949480309,0.30278656783423114,0,0,0.12624106516551303,0.09206639242094594,NA,NA,0.5197565094887532,0.4802434905112468,0.5149628287943391,0.4850371712056609,0.4802434905112468,0.004793680694414104,NA,NA,2013
2014-01-04,2014010400,79,1,1,2,14:19,15,3559,36,KC,23,77,5,11,0,1,KC,IND,(14:19) (Run formation) J.Charles left end to KC 29 for 6 yards (K.Sheppard).,1,6,0,0,NA,NA,NA,0,0,NA,Run,NA,None,0,NA,NA,0,0,0,NA,0,NA,J.Charles,00-0026213,1,left,end,NA,None,0,NA,NA,NA,K.Sheppard,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,0,0,IND,KC,0,None,3,3,3,3,3,0.0017472565049235893,0.18672558149311963,0.00553927723983979,0.28763445758109113,0.20144318006965828,0.003939462075082445,0.3129707850362851,0,0,0.21830745758645898,1.0031528348883834,NA,NA,0.5149628287943391,0.4850371712056609,0.4832037767244114,0.5167962232755886,0.4850371712056609,0.031759052069927685,NA,NA,2013
2014-01-04,2014010400,100,1,1,1,13:38,14,3518,41,KC,29,71,10,23,0,1,KC,IND,(13:38) (Run formation) A.Smith pass short left to D.Bowe to KC 41 for 12 yards (V.Davis).,1,12,0,0,NA,NA,NA,0,0,NA,Pass,A.Smith,00-0023436,1,Complete,Short,7,5,0,left,0,NA,NA,None,0,NA,NA,D.Bowe,00-0025410,1,NA,NA,NA,V.Davis,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,0,0,IND,KC,0,None,3,3,3,3,3,0.0017620645575350444,0.1485814470158734,0.0031822781822277227,0.23136379245369731,0.24857965088830997,0.0036677167837254653,0.3628630501186312,0,0,1.2214602924748423,1.0633135985817008,0.5324957819581568,0.530817816623544,0.4832037767244114,0.5167962232755886,0.4489303387484427,0.5510696612515573,0.5167962232755886,0.03427343797596871,0.016315230377831225,0.017958207598137488,2013
2014-01-04,2014010400,124,1,1,1,13:02,14,3482,36,KC,41,59,10,27,0,0,KC,IND,(13:02) A.Smith pass short left to K.Davis to KC 45 for 4 yards (L.Landry).,1,4,0,0,NA,NA,NA,0,0,NA,Pass,A.Smith,00-0023436,1,Complete,Short,3,1,0,left,0,NA,NA,None,0,NA,NA,K.Davis,00-0030280,1,NA,NA,NA,L.Landry,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,0,0,IND,KC,0,None,3,3,3,3,3,0.001548702204329467,0.11070988784064288,0.001147796408279737,0.17185418584026463,0.29072052342510835,0.003623090393613332,0.4203958138877617,0,0,2.284773891056543,-0.08416328208106849,-0.24730559057371648,0.163142308492648,0.4489303387484427,0.5510696612515573,0.44967624124188443,0.5503237587581156,0.5510696612515573,-7.459024934417524e-4,-0.007399633017186269,0.006653730523744517,2013
2014-01-04,2014010400,148,1,1,2,12:21,13,3441,41,KC,45,55,6,43,0,1,KC,IND,(12:21) (Shotgun) A.Smith scrambles right end to IND 39 for 16 yards (J.Chapman).,1,16,0,0,NA,NA,NA,0,0,NA,Run,NA,None,0,NA,NA,0,0,0,NA,0,NA,A.Smith,00-0023436,1,right,end,NA,None,0,NA,NA,NA,J.Chapman,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,0,0,IND,KC,0,None,3,3,3,3,3,0.0017640549141432454,0.1124009369457959,0.0011883821725382196,0.17389305805576988,0.2996305870086752,0.0038622073598479534,0.4072607735432295,0,0,2.2006106089754747,1.4318433537755264,NA,NA,0.44967624124188443,0.5503237587581156,0.4017278779837533,0.5982721220162467,0.5503237587581156,0.04794836325813112,NA,NA,2013
2014-01-04,2014010400,169,1,1,1,11:40,12,3400,41,IND,39,39,10,82,0,0,KC,IND,(11:40) (Run formation) J.Charles right end to IND 32 for 7 yards (G.Toler). KC-J.Charles was injured during the play. His return is Questionable.,1,7,0,0,NA,NA,NA,0,0,NA,Run,NA,None,0,NA,NA,0,0,0,NA,0,NA,J.Charles,00-0026213,1,right,end,NA,None,0,NA,NA,NA,G.Toler,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,0,0,IND,KC,0,None,3,3,3,3,3,0.00124853100117006,0.06198306078363898,1.917138088841385e-4,0.0956363695416223,0.34552898747686955,0.0032450329268540034,0.4921663044609608,0,0,3.632453962751001,0.2695191362701448,NA,NA,0.4017278779837533,0.5982721220162467,0.3919551697554592,0.6080448302445408,0.5982721220162467,0.009772708228294125,NA,NA,2013
2014-01-04,2014010400,193,1,1,2,11:20,12,3380,20,IND,32,32,3,56,0,1,KC,IND,(11:20) (Run formation) K.Davis right end pushed ob at IND 26 for 6 yards (A.Bethea).,1,6,0,0,NA,NA,NA,0,0,NA,Run,NA,None,0,NA,NA,0,0,0,NA,0,NA,K.Davis,00-0030280,1,right,end,NA,None,0,NA,NA,NA,A.Bethea,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,0,0,IND,KC,0,None,3,3,3,3,3,0.001164744014411914,0.05123083841715416,1.5927560132598405e-4,0.07829544009943493,0.366120863002191,0.003102442978728668,0.4999263958867535,0,0,3.901973099021146,0.31022827023882726,NA,NA,0.3919551697554592,0.6080448302445408,0.38050500143965915,0.6194949985603408,0.6080448302445408,0.011450168315800036,NA,NA,2013
2014-01-04,2014010400,219,1,1,1,10:52,11,3352,28,IND,26,26,10,61,0,0,KC,IND,(10:52) (Shotgun) A.Smith pass short left to D.McCluster ran ob at IND 21 for 5 yards (J.McNary).,1,5,0,0,NA,NA,NA,0,0,NA,Pass,A.Smith,00-0023436,1,Complete,Short,-6,11,0,left,0,NA,NA,None,0,NA,NA,D.McCluster,00-0027651,1,NA,NA,NA,J.McNary,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,0,0,IND,KC,0,None,3,3,3,3,3,0.0010180204691614429,0.04074313049825448,5.7414904432750125e-5,0.06263055374432967,0.3703554369206924,0.0028949896460143446,0.5223004538171149,0,0,4.212201369259973,-0.06160990295597468,-0.8807817951318935,0.8191718921759188,0.38050500143965915,0.6194949985603408,0.3819226833793977,0.6180773166206023,0.6194949985603408,-0.0014176819397385687,-0.029676809787870795,0.028259127848132226,2013
2014-01-04,2014010400,253,1,1,2,10:26,11,3326,26,IND,21,21,5,66,0,1,KC,IND,(10:26) (Run formation) K.Davis up the middle to IND 16 for 5 yards (G.Toler).,1,5,0,0,NA,NA,NA,0,0,NA,Run,NA,None,0,NA,NA,0,0,0,NA,0,NA,K.Davis,00-0030280,1,middle,NA,NA,None,0,NA,NA,NA,G.Toler,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,0,0,IND,KC,0,None,3,3,3,3,3,0.0010368706080033235,0.037386967002612834,7.438895897170141e-5,0.05779407293365879,0.4111072035589599,0.0028130866952085568,0.48978741024258493,0,0,4.1505914663039984,0.3801992460105632,NA,NA,0.3819226833793977,0.6180773166206023,0.367698739864037,0.632301260135963,0.6180773166206023,0.014223943515360715,NA,NA,2013
