GameID,date,home,away,homescore,awayscore,Season
2011090800,2011-09-08,GB,NO,42,34,2011
2011091100,2011-09-11,BAL,PIT,35,7,2011
2011091107,2011-09-11,STL,PHI,13,31,2011
2011091106,2011-09-11,TB,DET,20,27,2011
2011091105,2011-09-11,CHI,ATL,30,12,2011
2011091104,2011-09-11,KC,BUF,7,41,2011
2011091103,2011-09-11,JAC,TEN,16,14,2011
2011091102,2011-09-11,HOU,IND,34,7,2011
2011091101,2011-09-11,CLE,CIN,17,27,2011
2011091111,2011-09-11,SD,MIN,24,17,2011
2011091110,2011-09-11,SF,SEA,33,17,2011
2011091109,2011-09-11,ARI,CAR,28,21,2011
2011091108,2011-09-11,WAS,NYG,28,14,2011
2011091112,2011-09-11,NYJ,DAL,27,24,2011
2011091200,2011-09-12,MIA,NE,24,38,2011
2011091201,2011-09-12,DEN,OAK,20,23,2011
2011091800,2011-09-18,DET,KC,48,3,2011
2011091801,2011-09-18,BUF,OAK,38,35,2011
2011091809,2011-09-18,PIT,SEA,24,0,2011
2011091808,2011-09-18,NO,CHI,30,13,2011
2011091807,2011-09-18,CAR,GB,23,30,2011
2011091806,2011-09-18,MIN,TB,20,24,2011
2011091805,2011-09-18,WAS,ARI,22,21,2011
2011091802,2011-09-18,TEN,BAL,26,13,2011
2011091803,2011-09-18,NYJ,JAC,32,3,2011
2011091804,2011-09-18,IND,CLE,19,27,2011
2011091810,2011-09-18,SF,DAL,24,27,2011
2011091811,2011-09-18,NE,SD,35,21,2011
2011091813,2011-09-18,MIA,HOU,13,23,2011
2011091812,2011-09-18,DEN,CIN,24,22,2011
2011091814,2011-09-18,ATL,PHI,35,31,2011
2011091900,2011-09-19,NYG,STL,28,16,2011
2011092500,2011-09-25,CAR,JAC,16,10,2011
2011092501,2011-09-25,NO,HOU,40,33,2011
2011092507,2011-09-25,CIN,SF,8,13,2011
2011092506,2011-09-25,MIN,DET,23,26,2011
2011092505,2011-09-25,PHI,NYG,16,29,2011
2011092504,2011-09-25,TEN,DEN,17,14,2011
2011092503,2011-09-25,CLE,MIA,17,16,2011
2011092502,2011-09-25,BUF,NE,34,31,2011
2011092508,2011-09-25,OAK,NYJ,34,24,2011
2011092510,2011-09-25,STL,BAL,7,37,2011
2011092509,2011-09-25,SD,KC,20,17,2011
2011092513,2011-09-25,TB,ATL,16,13,2011
2011092512,2011-09-25,SEA,ARI,13,10,2011
2011092511,2011-09-25,CHI,GB,17,27,2011
2011092514,2011-09-25,IND,PIT,20,23,2011
2011092600,2011-09-26,DAL,WAS,18,16,2011
2011100200,2011-10-02,CIN,BUF,23,20,2011
2011100201,2011-10-02,CLE,TEN,13,31,2011
2011100208,2011-10-02,KC,MIN,22,17,2011
2011100207,2011-10-02,JAC,NO,10,23,2011
2011100206,2011-10-02,STL,WAS,10,17,2011
2011100205,2011-10-02,CHI,CAR,34,29,2011
2011100204,2011-10-02,PHI,SF,23,24,2011
2011100203,2011-10-02,DAL,DET,30,34,2011
2011100202,2011-10-02,HOU,PIT,17,10,2011
2011100210,2011-10-02,SEA,ATL,28,30,2011
2011100209,2011-10-02,ARI,NYG,27,31,2011
2011100213,2011-10-02,SD,MIA,26,16,2011
2011100212,2011-10-02,OAK,NE,19,31,2011
2011100211,2011-10-02,GB,DEN,49,23,2011
2011100214,2011-10-02,BAL,NYJ,34,17,2011
2011100300,2011-10-03,TB,IND,24,17,2011
2011100900,2011-10-09,PIT,TEN,38,17,2011
2011100901,2011-10-09,HOU,OAK,20,25,2011
2011100902,2011-10-09,IND,KC,24,28,2011
2011100903,2011-10-09,JAC,CIN,20,30,2011
2011100904,2011-10-09,NYG,SEA,25,36,2011
2011100905,2011-10-09,MIN,ARI,34,10,2011
2011100906,2011-10-09,CAR,NO,27,30,2011
2011100907,2011-10-09,BUF,PHI,31,24,2011
2011100908,2011-10-09,SF,TB,48,3,2011
2011100909,2011-10-09,NE,NYJ,30,21,2011
2011100910,2011-10-09,DEN,SD,24,29,2011
2011100911,2011-10-09,ATL,GB,14,25,2011
2011101000,2011-10-10,DET,CHI,24,13,2011
2011101600,2011-10-16,NYG,BUF,27,24,2011
2011101601,2011-10-16,CIN,IND,27,17,2011
2011101602,2011-10-16,PIT,JAC,17,13,2011
2011101603,2011-10-16,WAS,PHI,13,20,2011
2011101604,2011-10-16,DET,SF,19,25,2011
2011101605,2011-10-16,GB,STL,24,3,2011
2011101606,2011-10-16,ATL,CAR,31,17,2011
2011101607,2011-10-16,OAK,CLE,24,17,2011
2011101608,2011-10-16,BAL,HOU,29,14,2011
2011101609,2011-10-16,TB,NO,26,20,2011
