GameID,date,home,away,homescore,awayscore,Season
2015091000,2015-09-10,NE,PIT,28,21,2015
2015091300,2015-09-13,CHI,GB,23,31,2015
2015091306,2015-09-13,HOU,KC,20,27,2015
2015091305,2015-09-13,NYJ,CLE,31,10,2015
2015091304,2015-09-13,BUF,IND,27,14,2015
2015091303,2015-09-13,WAS,MIA,10,17,2015
2015091302,2015-09-13,JAC,CAR,9,20,2015
2015091301,2015-09-13,STL,SEA,34,31,2015
2015091307,2015-09-13,ARI,NO,31,19,2015
2015091308,2015-09-13,SD,DET,33,28,2015
2015091311,2015-09-13,TB,TEN,14,42,2015
2015091310,2015-09-13,OAK,CIN,13,33,2015
2015091309,2015-09-13,DEN,BAL,19,13,2015
2015091312,2015-09-13,DAL,NYG,27,26,2015
2015091400,2015-09-14,ATL,PHI,26,24,2015
2015091401,2015-09-14,SF,MIN,20,3,2015
2015091700,2015-09-17,KC,DEN,24,31,2015
2015092000,2015-09-20,CAR,HOU,24,17,2015
2015092009,2015-09-20,PIT,SF,43,18,2015
2015092008,2015-09-20,NO,TB,19,26,2015
2015092007,2015-09-20,MIN,DET,26,16,2015
2015092006,2015-09-20,CHI,ARI,23,48,2015
2015092001,2015-09-20,BUF,NE,32,40,2015
2015092002,2015-09-20,CIN,SD,24,19,2015
2015092003,2015-09-20,CLE,TEN,28,14,2015
2015092004,2015-09-20,NYG,ATL,20,24,2015
2015092005,2015-09-20,WAS,STL,24,10,2015
2015092011,2015-09-20,JAC,MIA,23,20,2015
2015092010,2015-09-20,OAK,BAL,37,33,2015
2015092012,2015-09-20,PHI,DAL,10,20,2015
2015092013,2015-09-20,GB,SEA,27,17,2015
2015092100,2015-09-21,IND,NYJ,7,20,2015
2015092400,2015-09-24,NYG,WAS,32,21,2015
2015092700,2015-09-27,DAL,ATL,28,39,2015
2015092709,2015-09-27,TEN,IND,33,35,2015
2015092708,2015-09-27,CLE,OAK,20,27,2015
2015092707,2015-09-27,BAL,CIN,24,28,2015
2015092706,2015-09-27,NE,JAC,51,17,2015
2015092701,2015-09-27,CAR,NO,27,22,2015
2015092702,2015-09-27,NYJ,PHI,17,24,2015
2015092703,2015-09-27,HOU,TB,19,9,2015
2015092704,2015-09-27,MIN,SD,31,14,2015
2015092705,2015-09-27,STL,PIT,6,12,2015
2015092710,2015-09-27,ARI,SF,47,7,2015
2015092712,2015-09-27,MIA,BUF,14,41,2015
2015092711,2015-09-27,SEA,CHI,26,0,2015
2015092713,2015-09-27,DET,DEN,12,24,2015
2015092800,2015-09-28,GB,KC,38,28,2015
2015100100,2015-10-01,PIT,BAL,20,23,2015
2015100400,2015-10-04,MIA,NYJ,14,27,2015
2015100404,2015-10-04,IND,JAC,16,13,2015
2015100407,2015-10-04,BUF,NYG,10,24,2015
2015100406,2015-10-04,TB,CAR,23,37,2015
2015100405,2015-10-04,WAS,PHI,23,20,2015
2015100401,2015-10-04,CHI,OAK,22,20,2015
2015100402,2015-10-04,ATL,HOU,48,21,2015
2015100403,2015-10-04,CIN,KC,36,21,2015
2015100408,2015-10-04,SD,CLE,30,27,2015
2015100409,2015-10-04,SF,GB,3,17,2015
2015100410,2015-10-04,ARI,STL,22,24,2015
2015100411,2015-10-04,DEN,MIN,23,20,2015
2015100412,2015-10-04,NO,DAL,26,20,2015
2015100500,2015-10-05,SEA,DET,13,10,2015
2015100800,2015-10-08,HOU,IND,20,27,2015
2015101101,2015-10-11,KC,CHI,17,18,2015
2015101102,2015-10-11,CIN,SEA,27,24,2015
2015101103,2015-10-11,ATL,WAS,25,19,2015
2015101104,2015-10-11,TB,JAC,38,31,2015
2015101100,2015-10-11,PHI,NO,39,17,2015
2015101105,2015-10-11,BAL,CLE,30,33,2015
2015101107,2015-10-11,GB,STL,24,10,2015
2015101106,2015-10-11,TEN,BUF,13,14,2015
2015101108,2015-10-11,DET,ARI,17,42,2015
2015101109,2015-10-11,DAL,NE,6,30,2015
2015101110,2015-10-11,OAK,DEN,10,16,2015
2015101111,2015-10-11,NYG,SF,30,27,2015
2015101200,2015-10-12,SD,PIT,20,24,2015
2015101500,2015-10-15,NO,ATL,31,21,2015
2015101801,2015-10-18,NYJ,WAS,34,20,2015
2015101802,2015-10-18,PIT,ARI,25,13,2015
2015101803,2015-10-18,MIN,KC,16,10,2015
2015101804,2015-10-18,BUF,CIN,21,34,2015
2015101800,2015-10-18,DET,CHI,37,34,2015
2015101805,2015-10-18,CLE,DEN,23,26,2015
2015101807,2015-10-18,JAC,HOU,20,31,2015
2015101806,2015-10-18,TEN,MIA,10,38,2015
2015101808,2015-10-18,SEA,CAR,23,27,2015
2015101809,2015-10-18,GB,SD,27,20,2015
2015101810,2015-10-18,SF,BAL,25,20,2015
2015101811,2015-10-18,IND,NE,27,34,2015
2015101900,2015-10-19,PHI,NYG,27,7,2015
2015102200,2015-10-22,SF,SEA,3,20,2015
2015102500,2015-10-25,JAC,BUF,34,31,2015
2015102505,2015-10-25,WAS,TB,31,30,2015
2015102508,2015-10-25,TEN,ATL,7,10,2015
2015102507,2015-10-25,IND,NO,21,27,2015
2015102506,2015-10-25,DET,MIN,19,28,2015
2015102504,2015-10-25,KC,PIT,23,13,2015
2015102501,2015-10-25,STL,CLE,24,6,2015
2015102502,2015-10-25,MIA,HOU,44,26,2015
2015102503,2015-10-25,NE,NYJ,30,23,2015
2015102509,2015-10-25,SD,OAK,29,37,2015
2015102510,2015-10-25,NYG,DAL,27,20,2015
2015102511,2015-10-25,CAR,PHI,27,16,2015
2015102600,2015-10-26,ARI,BAL,26,18,2015
2015102900,2015-10-29,NE,MIA,36,7,2015
2015110100,2015-11-01,KC,DET,45,10,2015
2015110105,2015-11-01,ATL,TB,20,23,2015
2015110108,2015-11-01,CLE,ARI,20,34,2015
2015110107,2015-11-01,STL,SF,27,6,2015
2015110106,2015-11-01,NO,NYG,52,49,2015
2015110104,2015-11-01,CHI,MIN,20,23,2015
2015110101,2015-11-01,BAL,SD,29,26,2015
2015110102,2015-11-01,PIT,CIN,10,16,2015
2015110103,2015-11-01,HOU,TEN,20,6,2015
2015110109,2015-11-01,OAK,NYJ,34,20,2015
2015110110,2015-11-01,DAL,SEA,12,13,2015
2015110111,2015-11-01,DEN,GB,29,10,2015
2015110200,2015-11-02,CAR,IND,29,26,2015
2015110500,2015-11-05,CIN,CLE,31,10,2015
2015110801,2015-11-08,CAR,GB,37,29,2015
2015110802,2015-11-08,NE,WAS,27,10,2015
2015110803,2015-11-08,NO,TEN,28,34,2015
2015110804,2015-11-08,BUF,MIA,33,17,2015
2015110800,2015-11-08,MIN,STL,21,18,2015
2015110805,2015-11-08,NYJ,JAC,28,23,2015
2015110806,2015-11-08,PIT,OAK,38,35,2015
2015110807,2015-11-08,TB,NYG,18,32,2015
2015110808,2015-11-08,SF,ATL,17,16,2015
2015110809,2015-11-08,IND,DEN,27,24,2015
2015110810,2015-11-08,DAL,PHI,27,33,2015
2015110900,2015-11-09,SD,CHI,19,22,2015
2015111200,2015-11-12,NYJ,BUF,17,22,2015
2015111501,2015-11-15,GB,DET,16,18,2015
2015111502,2015-11-15,TB,DAL,10,6,2015
2015111503,2015-11-15,TEN,CAR,10,27,2015
2015111504,2015-11-15,STL,CHI,13,37,2015
2015111500,2015-11-15,WAS,NO,47,14,2015
2015111505,2015-11-15,PHI,MIA,19,20,2015
2015111507,2015-11-15,PIT,CLE,30,9,2015
2015111506,2015-11-15,BAL,JAC,20,22,2015
2015111508,2015-11-15,OAK,MIN,14,30,2015
2015111509,2015-11-15,NYG,NE,26,27,2015
2015111510,2015-11-15,DEN,KC,13,29,2015
2015111511,2015-11-15,SEA,ARI,32,39,2015
2015111600,2015-11-16,CIN,HOU,6,10,2015
2015111900,2015-11-19,JAC,TEN,19,13,2015
2015112201,2015-11-22,DET,OAK,18,13,2015
2015112202,2015-11-22,ATL,IND,21,24,2015
