GameID,date,home,away,homescore,awayscore,Season
2016090800,2016-09-08,DEN,CAR,21,20,2016
2016091100,2016-09-11,ATL,TB,24,31,2016
2016091108,2016-09-11,TEN,MIN,16,25,2016
2016091107,2016-09-11,PHI,CLE,29,10,2016
2016091106,2016-09-11,NYJ,CIN,22,23,2016
2016091105,2016-09-11,NO,OAK,34,35,2016
2016091104,2016-09-11,KC,SD,33,27,2016
2016091101,2016-09-11,BAL,BUF,13,7,2016
2016091102,2016-09-11,HOU,CHI,23,14,2016
2016091103,2016-09-11,JAC,GB,23,27,2016
2016091109,2016-09-11,SEA,MIA,12,10,2016
2016091110,2016-09-11,DAL,NYG,19,20,2016
2016091111,2016-09-11,IND,DET,35,39,2016
2016091112,2016-09-11,ARI,NE,21,23,2016
2016091200,2016-09-12,WAS,PIT,16,38,2016
2016091201,2016-09-12,SF,LA,28,0,2016
2016091500,2016-09-15,BUF,NYJ,31,37,2016
2016091800,2016-09-18,CAR,SF,46,27,2016
2016091807,2016-09-18,WAS,DAL,23,27,2016
2016091806,2016-09-18,PIT,CIN,24,16,2016
2016091805,2016-09-18,NYG,NO,16,13,2016
2016091804,2016-09-18,NE,MIA,31,24,2016
2016091803,2016-09-18,HOU,KC,19,12,2016
2016091802,2016-09-18,DET,TEN,15,16,2016
2016091801,2016-09-18,CLE,BAL,20,25,2016
2016091809,2016-09-18,LA,SEA,9,3,2016
2016091808,2016-09-18,ARI,TB,40,7,2016
2016091812,2016-09-18,SD,JAX,38,14,2016
2016091811,2016-09-18,OAK,ATL,28,35,2016
2016091810,2016-09-18,DEN,IND,34,20,2016
2016091813,2016-09-18,MIN,GB,17,14,2016
2016091900,2016-09-19,CHI,PHI,14,29,2016
2016092200,2016-09-22,NE,HOU,27,0,2016
2016092500,2016-09-25,BUF,ARI,33,18,2016
2016092507,2016-09-25,TEN,OAK,10,17,2016
2016092506,2016-09-25,NYG,WAS,27,29,2016
2016092505,2016-09-25,MIA,CLE,30,24,2016
2016092504,2016-09-25,JAX,BAL,17,19,2016
2016092503,2016-09-25,GB,DET,34,27,2016
2016092502,2016-09-25,CIN,DEN,17,29,2016
2016092501,2016-09-25,CAR,MIN,10,22,2016
2016092509,2016-09-25,TB,LA,32,37,2016
2016092508,2016-09-25,SEA,SF,37,18,2016
2016092512,2016-09-25,KC,NYJ,24,3,2016
2016092511,2016-09-25,IND,SD,26,22,2016
2016092510,2016-09-25,PHI,PIT,34,3,2016
2016092513,2016-09-25,DAL,CHI,31,17,2016
2016092600,2016-09-26,NO,ATL,32,45,2016
2016092900,2016-09-29,CIN,MIA,22,7,2016
2016100200,2016-10-02,JAX,IND,30,27,2016
2016100204,2016-10-02,HOU,TEN,27,20,2016
2016100207,2016-10-02,WAS,CLE,31,20,2016
2016100206,2016-10-02,NYJ,SEA,17,27,2016
2016100205,2016-10-02,NE,BUF,0,16,2016
2016100201,2016-10-02,ATL,CAR,48,33,2016
2016100202,2016-10-02,BAL,OAK,27,28,2016
2016100203,2016-10-02,CHI,DET,17,14,2016
2016100208,2016-10-02,TB,DEN,7,27,2016
2016100209,2016-10-02,ARI,LA,13,17,2016
2016100210,2016-10-02,SD,NO,34,35,2016
2016100211,2016-10-02,SF,DAL,17,24,2016
2016100212,2016-10-02,PIT,KC,43,14,2016
2016100300,2016-10-03,MIN,NYG,24,10,2016
2016100600,2016-10-06,SF,ARI,21,33,2016
2016100901,2016-10-09,CLE,NE,13,33,2016
2016100902,2016-10-09,DET,PHI,24,23,2016
2016100903,2016-10-09,IND,CHI,29,23,2016
2016100904,2016-10-09,MIA,TEN,17,30,2016
2016100900,2016-10-09,BAL,WAS,10,16,2016
2016100905,2016-10-09,MIN,HOU,31,13,2016
2016100906,2016-10-09,PIT,NYJ,31,13,2016
2016100907,2016-10-09,DEN,ATL,16,23,2016
2016100908,2016-10-09,DAL,CIN,28,14,2016
2016100909,2016-10-09,LA,BUF,19,30,2016
2016100910,2016-10-09,OAK,SD,34,31,2016
2016100911,2016-10-09,GB,NYG,23,16,2016
2016101000,2016-10-10,CAR,TB,14,17,2016
2016101300,2016-10-13,SD,DEN,21,13,2016
2016101600,2016-10-16,BUF,SF,45,16,2016
2016101608,2016-10-16,WAS,PHI,27,20,2016
2016101607,2016-10-16,TEN,CLE,28,26,2016
2016101606,2016-10-16,NYG,BAL,27,23,2016
2016101605,2016-10-16,NO,CAR,41,38,2016
2016101601,2016-10-16,CHI,JAX,16,17,2016
2016101602,2016-10-16,DET,LA,31,28,2016
2016101603,2016-10-16,MIA,PIT,30,15,2016
2016101604,2016-10-16,NE,CIN,35,17,2016
2016101609,2016-10-16,OAK,KC,10,26,2016
2016101611,2016-10-16,SEA,ATL,26,24,2016
2016101610,2016-10-16,GB,DAL,16,30,2016
2016101612,2016-10-16,HOU,IND,26,23,2016
2016101700,2016-10-17,ARI,NYJ,28,3,2016
2016102000,2016-10-20,GB,CHI,26,10,2016
2016102300,2016-10-23,LA,NYG,10,17,2016
2016102304,2016-10-23,KC,NO,27,21,2016
2016102308,2016-10-23,TEN,IND,26,34,2016
2016102307,2016-10-23,PHI,MIN,21,10,2016
2016102301,2016-10-23,CIN,CLE,31,17,2016
2016102302,2016-10-23,DET,WAS,20,17,2016
2016102303,2016-10-23,JAX,OAK,16,33,2016
2016102305,2016-10-23,MIA,BUF,28,25,2016
2016102306,2016-10-23,NYJ,BAL,24,16,2016
2016102310,2016-10-23,SF,TB,17,34,2016
2016102309,2016-10-23,ATL,SD,30,33,2016
2016102311,2016-10-23,PIT,NE,16,27,2016
2016102312,2016-10-23,ARI,SEA,6,6,2016
2016102400,2016-10-24,DEN,HOU,27,9,2016
2016102700,2016-10-27,TEN,JAX,36,22,2016
2016103000,2016-10-30,CIN,WAS,27,27,2016
2016103005,2016-10-30,IND,KC,14,30,2016
2016103009,2016-10-30,CAR,ARI,30,20,2016
2016103007,2016-10-30,TB,OAK,24,30,2016
2016103006,2016-10-30,NO,SEA,25,20,2016
2016103004,2016-10-30,HOU,DET,20,13,2016
2016103002,2016-10-30,BUF,NE,25,41,2016
2016103003,2016-10-30,CLE,NYJ,28,31,2016
2016103008,2016-10-30,DEN,SD,27,19,2016
2016103001,2016-10-30,ATL,GB,33,32,2016
2016103010,2016-10-30,DAL,PHI,29,23,2016
2016103100,2016-10-31,CHI,MIN,20,10,2016
2016110300,2016-11-03,TB,ATL,28,43,2016
2016110605,2016-11-06,MIN,DET,16,22,2016
2016110606,2016-11-06,NYG,PHI,28,23,2016
2016110604,2016-11-06,MIA,NYJ,27,23,2016
2016110603,2016-11-06,KC,JAX,19,14,2016
2016110602,2016-11-06,CLE,DAL,10,35,2016
2016110601,2016-11-06,BAL,PIT,21,14,2016
2016110608,2016-11-06,SF,NO,23,41,2016
2016110607,2016-11-06,LA,CAR,10,13,2016
2016110609,2016-11-06,GB,IND,26,31,2016
2016110610,2016-11-06,SD,TEN,43,35,2016
2016110600,2016-11-06,OAK,DEN,30,20,2016
2016110700,2016-11-07,SEA,BUF,31,25,2016
2016111000,2016-11-10,BAL,CLE,28,7,2016
2016111302,2016-11-13,JAX,HOU,21,24,2016
2016111303,2016-11-13,NO,DEN,23,25,2016
2016111304,2016-11-13,NYJ,LA,6,9,2016
2016111305,2016-11-13,PHI,ATL,24,15,2016
2016111301,2016-11-13,CAR,KC,17,20,2016
2016111306,2016-11-13,TB,CHI,36,10,2016
2016111308,2016-11-13,WAS,MIN,26,20,2016
2016111307,2016-11-13,TEN,GB,47,25,2016
2016111309,2016-11-13,SD,MIA,24,31,2016
2016111310,2016-11-13,ARI,SF,23,20,2016
2016111311,2016-11-13,PIT,DAL,30,35,2016
2016111312,2016-11-13,NE,SEA,24,31,2016
2016111400,2016-11-14,NYG,CIN,21,20,2016
2016111700,2016-11-17,CAR,NO,23,20,2016
2016112001,2016-11-20,CLE,PIT,9,24,2016
2016112002,2016-11-20,DAL,BAL,27,17,2016
2016112003,2016-11-20,DET,JAX,26,19,2016
2016112004,2016-11-20,IND,TEN,24,17,2016
2016112000,2016-11-20,CIN,BUF,12,16,2016
2016112005,2016-11-20,KC,TB,17,19,2016
2016112007,2016-11-20,NYG,CHI,22,16,2016
2016112006,2016-11-20,MIN,ARI,30,24,2016
2016112008,2016-11-20,LA,MIA,10,14,2016
2016112009,2016-11-20,SF,NE,17,30,2016
2016112010,2016-11-20,SEA,PHI,26,15,2016
2016112011,2016-11-20,WAS,GB,42,24,2016
2016112100,2016-11-21,OAK,HOU,27,20,2016
2016112400,2016-11-24,DET,MIN,16,13,2016
2016112401,2016-11-24,DAL,WAS,31,26,2016
2016112402,2016-11-24,IND,PIT,7,28,2016
2016112703,2016-11-27,CHI,TEN,21,27,2016
2016112702,2016-11-27,BUF,JAX,28,21,2016
