Player_ID_Name,Receptions.x,Targets,Rush_Attempts,Position,Total_Plays,Receptions.y,Rec_Drives,Rec_Perc,Rec_Yards_Gained,Total_AirYards,Total_AirYards_Rec,Total_YardsAfterCatch,Yards_per_Tgt,Yards_per_Rec,Yards_per_Drive,AirYards_per_Tgt,AirYards_per_Rec,AirYards_per_Drive,AirYards_Rec_per_Tgt,AirYards_Rec_per_Rec,AirYards_Rec_per_Drive,YardsAfterCatch_per_Tgt,YardsAfterCatch_per_Rec,YardsAfterCatch_per_Drive,RACR,Rec_INTs,Rec_TDs,Air_TDs,Air_TD_Rate,TD_to_INT,TD_per_Tgt,Air_TD_per_Tgt,TD_per_Rec,Air_TD_per_Rec,TD_per_Drive,Air_TD_per_Drive,Rec_INTs_per_Tgt,Rec_INTs_per_Rec,Rec_INTs_per_Drive,Rec_EPA,Rec_EPA_per_Tgt,Rec_EPA_per_Rec,Rec_EPA_per_Drive,Rec_Success_Rate,Caught_EPA,Caught_EPA_per_Tgt,Caught_EPA_per_Rec,Caught_EPA_per_Drive,EPA_Rec_Perc,Rec_WPA,Rec_WPA_per_Tgt,Rec_WPA_per_Rec,Rec_WPA_per_Drive,Rec_Win_Rate,Caught_WPA,Caught_WPA_per_Tgt,Caught_WPA_per_Rec,Caught_WPA_per_Drive,WPA_Rec_Perc,Rec_Clutch_EPA,Rec_Clutch_EPA_per_Tgt,Rec_Clutch_EPA_per_Rec,Rec_Clutch_EPA_per_Drives,Total_airEPA,airEPA_per_Tgt,airEPA_per_Rec,airEPA_per_Drive,air_Success_Rate,air_Rec_Success_Rate,Total_airWPA,airWPA_per_Tgt,airWPA_per_Rec,airWPA_per_Drive,air_Win_Rate,air_Rec_Win_Rate,Total_yacEPA,yacEPA_per_Tgt,yacEPA_per_Rec,yacEPA_per_Drive,yac_Success_Rate,Total_yacWPA,yacWPA_per_Tgt,yacWPA_per_Rec,yacWPA_per_Drive,yac_Win_Rate,Rush_Drives,Rush_Yards_Gained,Sack_Yards_Lost,Rush_Yards_per_Rush,Rush_Yards_per_Drive,Rush_TDs,Rush_TD_per_Rush,Rush_TD_per_Drive,Rush_EPA,Rush_EPA_per_Rush,Rush_EPA_per_Drive,Rush_Success_Rate,Pos_EPA_Ratio,Rush_WPA,Rush_WPA_per_Rush,Rush_WPA_per_Drive,Rush_Win_Rate,Pos_WPA_Ratio,Fumbles,Fumbles_per_Rush,Fumbles_per_Drive,Rush_Clutch_EPA,Rush_Clutch_EPA_per_Rush,Rush_Clutch_EPA_per_Drive,Replacement_Level_Rusher,Replacement_Level_Receiver,Player_Model_ID_Rush,Player_Model_ID_Rec,air_iPA,yac_iPA,rush_iPA,air_iPAA,yac_iPAA,rush_iPAA,air_iPAR,yac_iPAR,rush_iPAR,total_iPAR,air_WAR,yac_WAR,rush_WAR,total_WAR
A.Abdullah-00-0032104,25,38,143,RB,206,25,34,0.6578947368421053,183,-2,-20,203,4.815789473684211,7.32,5.382352941176471,-0.05263157894736842,-0.08,-0.058823529411764705,-0.5263157894736842,-0.8,-0.5882352941176471,5.342105263157895,8.12,5.970588235294118,-91.5,2,1,0,0,0.5,0.02631578947368421,0,0.04,0,0.029411764705882353,0,0.05263157894736842,0.08,0.058823529411764705,-12.852916667059777,-0.33823464913315204,-0.5141166666823911,-0.3780269607958758,0.42105263157894735,9.47990850088097,0.2494712763389729,0.37919634003523883,0.278820838261205,0.212879199491419,-0.211671950262718,-0.005570314480597843,-0.008466878010508721,-0.006225645595962294,0.39473684210526316,0.3426697091512775,0.009017623925033618,0.013706788366051098,0.010078520857390513,0.26493083855223004,-1.3317921091336968,-0.03504716076667623,-0.05327168436534788,-0.039170356150991084,-21.68277069833477,-0.5705992289035466,-0.8673108279333909,-0.6377285499510227,0.15789473684210525,0.07894736842105263,-0.3252577980670024,-0.008559415738605325,-0.013010311922680096,-0.009566405825500071,0.21052631578947367,0.13157894736842105,31.16267919921574,0.8200705052425196,1.2465071679686297,0.9165493882122276,0.6578947368421053,0.66792750721828,0.01757703966363895,0.0267171002887312,0.019644926682890588,0.6052631578947368,89,602,0,4.20979020979021,6.764044943820225,2,0.013986013986013986,0.02247191011235955,-13.546034783765219,-0.09472751597038614,-0.1522026380198339,0.40559440559440557,0.43094159273562915,-0.2295816215399632,-0.0016054658848948476,-0.0025795687813479013,0.4405594405594406,0.45652183945325653,5,0.03496503496503497,0.056179775280898875,-1.0470759459111532,-0.007322209411966106,-0.011764898268664642,0,0,A.Abdullah-00-0032104,A.Abdullah-00-0032104,-4.924012933907823e-4,-7.643466236605966e-4,3.1841584168855306e-5,-0.018711249148849727,-0.029045171699102673,0.0045533465361463086,-0.006975803496513614,0.03240365935848707,0.16975291790769162,0.19518077376966508,-0.006975803496513614,0.03240365935848707,0.16975291790769162,0.19518077376966508
A.Andrews-00-0030789,21,29,143,RB,193,21,26,0.7241379310344828,176,57,13,161,6.068965517241379,8.380952380952381,6.769230769230769,1.9655172413793103,2.7142857142857144,2.1923076923076925,0.4482758620689655,0.6190476190476191,0.5,5.551724137931035,7.666666666666667,6.1923076923076925,3.087719298245614,1,0,0,0,0,0,0,0,0,0,0,0.034482758620689655,0.047619047619047616,0.038461538461538464,-5.2503064674103985,-0.18104505060035858,-0.25001459368620943,-0.20193486413116918,0.3793103448275862,6.783890570559536,0.2339272610537771,0.3230424081218827,0.26091886809844367,0.22387200502103835,-0.05160610747111363,-0.0017795209472797804,-0.002457433689100649,-0.0019848502873505243,0.3448275862068966,0.15025354740228541,0.005181156806975359,0.0071549308286802575,0.005778982592395593,0.1852094678069572,0.29050734349106067,0.010017494603140022,0.013833683023383841,0.011173359365040795,-11.66213561567243,-0.4021426074369803,-0.5553397912224967,-0.44854367752586266,0.2413793103448276,0.10344827586206896,-0.34152149172798313,-0.0117766031630339,-0.016262928177523006,-0.013135441989537812,0.2413793103448276,0.10344827586206896,18.446026186231965,0.6360698684907574,0.8783821993443792,0.7094625456243063,0.6551724137931034,0.49177503913026854,0.01695775997000926,0.023417859006203263,0.018914424581933407,0.5862068965517241,77,520,0,3.6363636363636362,6.753246753246753,4,0.027972027972027972,0.05194805194805195,-31.08176244970071,-0.21735498216573923,-0.40365925259351576,0.3006993006993007,0.33495930448496225,-1.1845224812183923,-0.008283373994534212,-0.015383408846992108,0.32167832167832167,0.3317479082053751,1,0.006993006993006993,0.012987012987012988,-2.7682497472525207,-0.019358389840926717,-0.0359512954188639,0,0,A.Andrews-00-0030789,A.Andrews-00-0030789,1.572734826937084e-4,-4.5426220488728385e-5,-0.0010981752419036218,0.004560930998117543,-0.0013173603941731232,-0.15703905959221792,0.013516928995952996,0.04557780014977694,0.00816051177932739,0.06725524092505733,0.013516928995952996,0.04557780014977694,0.00816051177932739,0.06725524092505733
A.Blue-00-0031075,14,15,183,RB,212,14,13,0.9333333333333333,88,26,24,64,5.866666666666666,6.285714285714286,6.769230769230769,1.7333333333333334,1.8571428571428572,2,1.6,1.7142857142857142,1.8461538461538463,4.266666666666667,4.571428571428571,4.923076923076923,3.3846153846153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.615052513107739,0.10767016754051592,0.11536089379340993,0.1242348087005953,0.5333333333333333,2.3281333485222864,0.15520888990148576,0.1662952391801633,0.17908718065556048,0.3765438983761129,0.08594207478112054,0.005729471652074702,0.006138719627222895,0.006610928829316964,0.6666666666666666,0.09428217733534183,0.006285478489022789,0.006734441238238702,0.0072524751796416796,0.6059146428069251,0.09228947912743816,0.006152631941829211,0.006592105651959869,0.007099190702110628,-7.281930724711688,-0.48546204831411255,-0.5201379089079777,-0.5601485172855145,0,0,-0.19481275106814336,-0.012987516737876225,-0.013915196504867383,-0.014985596236011027,0,0,9.610064073233975,0.6406709382155983,0.686433148088141,0.739235697941075,0.9333333333333333,0.28909492840348516,0.01927299522689901,0.020649637743106082,0.022238071415652705,0.9333333333333333,82,698,0,3.814207650273224,8.512195121951219,2,0.01092896174863388,0.024390243902439025,-25.833865760699474,-0.1411686653590135,-0.3150471434231643,0.33879781420765026,0.3797781135010557,-0.27583080556745837,-0.0015072721615708108,-0.0033637903117982727,0.4371584699453552,0.44651103311918594,2,0.01092896174863388,0.024390243902439025,-0.41772152391761974,-0.0022826312782383592,-0.005094164925824631,0,0,A.Blue-00-0031075,A.Blue-00-0031075,8.826794578905505e-5,1.3085832488223922e-4,1.4172977830177665e-4,0.0013240191868358257,0.001962874873233588,0.025936549429225127,0.005956431944336923,0.02621899239596638,0.2373457911144894,0.2695212154547927,0.005956431944336923,0.02621899239596638,0.2373457911144894,0.2695212154547927
A.Bradshaw-00-0025637,10,14,31,RB,55,10,12,0.7142857142857143,64,11,10,54,4.571428571428571,6.4,5.333333333333333,0.7857142857142857,1.1,0.9166666666666666,0.7142857142857143,1,0.8333333333333334,3.857142857142857,5.4,4.5,5.818181818181818,0,3,0,0,Inf,0.21428571428571427,0,0.3,0,0.25,0,0,0,0,6.276654134223753,0.4483324381588395,0.6276654134223753,0.5230545111853128,0.5714285714285714,8.133489111501236,0.580963507964374,0.8133489111501235,0.6777907592917697,0.7196443754625308,0.24619720778975007,0.017585514842125005,0.024619720778975007,0.02051643398247917,0.5,0.2911410289012697,0.02079578777866212,0.029114102890126968,0.02426175240843914,0.7621543425640276,0.58046975543886,0.04146212538849,0.058046975543886006,0.048372479619905005,-3.733939789944943,-0.26670998499606735,-0.37339397899449434,-0.3111616491620786,0.14285714285714285,0.14285714285714285,-0.1339210468458068,-0.009565789060414772,-0.01339210468458068,-0.011160087237150567,0.07142857142857142,0.07142857142857142,11.867428901446178,0.8476734929604414,1.1867428901446178,0.9889524084538482,0.6428571428571429,0.4250620757470765,0.030361576839076893,0.04250620757470765,0.03542183964558971,0.5714285714285714,22,85,0,2.7419354838709675,3.8636363636363638,0,0,0,-7.53409148817361,-0.2430352092959229,-0.34245870400789136,0.2903225806451613,0.3501468598587783,-0.1698907609096257,-0.005480347126116958,-0.007722307314073896,0.3548387096774194,0.3837587410798466,0,0,0,-0.25625110563509623,-0.00826616469790633,-0.01164777752886801,0,0,A.Bradshaw-00-0025637,A.Bradshaw-00-0025637,7.068819049768712e-4,3.866011522256267e-4,-1.3527197136686036e-4,0.009896346669676197,0.005412416131158775,-0.004193431112372671,0.014219931910010555,0.028051459152376047,0.031619063380759524,0.07389045444314613,0.014219931910010555,0.028051459152376047,0.031619063380759524,0.07389045444314613
A.Dixon-00-0027772,6,7,21,RB,34,6,5,0.8571428571428571,44,36,20,24,6.285714285714286,7.333333333333333,8.8,5.142857142857143,6,7.2,2.857142857142857,3.3333333333333335,4,3.4285714285714284,4,4.8,1.2222222222222223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.727536090876068,0.10393372726800972,0.12125601514601132,0.1455072181752136,0.2857142857142857,1.0410008606279069,0.14871440866112956,0.17350014343798448,0.20820017212558137,0.30858081130112697,0.018339106155783595,0.002619872307969085,0.003056517692630599,0.003667821231156719,0.5714285714285714,0.00781426807829478,0.0011163240111849685,0.00130237801304913,0.001562853615658956,0.09506354616178138,0.02632725531487579,0.0037610364735536843,0.004387875885812632,0.005265451062975158,-0.9475822847572691,-0.13536889782246703,-0.1579303807928782,-0.18951645695145383,0.2857142857142857,0.14285714285714285,-0.015682706601175468,-0.0022403866573107814,-0.0026137844335292447,-0.0031365413202350937,0.42857142857142855,0.2857142857142857,1.988583145385176,0.2840833064835966,0.33143052423086267,0.3977166290770352,0.5714285714285714,0.023496974679470248,0.00335671066849575,0.003916162446578375,0.00469939493589405,0.42857142857142855,17,44,0,2.0952380952380953,2.588235294117647,1,0.047619047619047616,0.058823529411764705,-6.711373783530817,-0.3195892277871818,-0.3947866931488716,0.23809523809523808,0.2735285904339611,-0.10231907199556997,-0.004872336761693808,-0.006018768940915881,0.23809523809523808,0.2939613266042832,0,0,0,-0.0928168332228882,-0.004419849201089914,-0.005459813718993423,1,1,Replacement_RB_rush,Replacement_RB_rec,-3.088275171667398e-4,-0.0016170745015155195,-0.0011552417578429741,-0.0021617926201671785,-0.011319521510608636,-0.024260076914702458,0,0,0,0,0,0,0,0
A.Ellington-00-0030287,15,24,44,RB,83,15,21,0.625,148,95,76,72,6.166666666666667,9.866666666666667,7.0476190476190474,3.9583333333333335,6.333333333333333,4.523809523809524,3.1666666666666665,5.066666666666666,3.619047619047619,3,4.8,3.4285714285714284,1.5578947368421052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6993337997466784,0.07080557498944494,0.1132889199831119,0.08092065713079422,0.5416666666666666,10.984143635359096,0.45767265147329567,0.7322762423572731,0.5230544588266236,0.5071800153748774,0.11482299435656786,0.004784291431523661,0.007654866290437857,0.005467761636027041,0.5416666666666666,0.32654774414471066,0.01360615600602961,0.02176984960964738,0.015549892578319555,0.5777349650868804,0.28741270411526465,0.011975529338136027,0.019160846941017644,0.01368631924358403,-1.9371619823976542,-0.08071508259990226,-0.1291441321598436,-0.09224580868560259,0.5,0.2916666666666667,-0.03207878967200795,-0.0013366162363336648,-0.0021385859781338635,-0.0015275614129527596,0.5,0.2916666666666667,12.921305617756751,0.538387734073198,0.8614203745171167,0.6153002675122262,0.4166666666666667,0.3586265338167186,0.014942772242363275,0.02390843558778124,0.017077453991272314,0.4166666666666667,28,288,0,6.545454545454546,10.285714285714286,2,0.045454545454545456,0.07142857142857142,1.8105458265305017,0.04114876878478413,0.06466235094751792,0.38636363636363635,0.5226301845062624,-0.13790818984152758,-0.0031342770418528996,-0.0049252924943402705,0.4090909090909091,0.41017828832267816,1,0.022727272727272728,0.03571428571428571,-0.4984867926260189,-0.011329245286954975,-0.017803099736643534,0,0,A.Ellington-00-0030287,A.Ellington-00-0030287,9.658162100400128e-4,-2.2524119962555775e-4,-1.3316755655196335e-4,0.02317958904096031,-0.005405788791013386,-0.005859372488286388,0.030591449452962063,0.03340399924535908,0.04497126485680448,0.1089667135551256,0.030591449452962063,0.03340399924535908,0.04497126485680448,0.1089667135551256
A.Foster-00-0026796,22,28,62,RB,112,22,17,0.7857142857142857,227,98,74,153,8.107142857142858,10.318181818181818,13.352941176470589,3.5,4.454545454545454,5.764705882352941,2.642857142857143,3.3636363636363638,4.352941176470588,5.464285714285714,6.954545454545454,9,2.316326530612245,1,2,1,0.5,2,0.07142857142857142,0.03571428571428571,0.09090909090909091,0.045454545454545456,0.11764705882352941,0.058823529411764705,0.03571428571428571,0.045454545454545456,0.058823529411764705,6.264796078628226,0.22374271709386523,0.28476345811946485,0.36851741638989566,0.6071428571428571,18.258906606157726,0.652103807362776,0.8299503002798967,1.0740533297739838,0.49542259811807426,0.14675945125464607,0.005241408973380217,0.006670884147938458,0.008632908897332122,0.6071428571428571,0.40254772837532127,0.014376704584832903,0.018297624017060057,0.023679278139724782,0.41807805896456096,-0.24727994012422277,-0.008831426433007956,-0.011239997278373763,-0.014545878830836634,-3.598795004899262,-0.1285283930321165,-0.16358159113178464,-0.21169382381760363,0.39285714285714285,0.2857142857142857,-0.17431062764212432,-0.006225379558647297,-0.007923210347369288,-0.010253566331889665,0.39285714285714285,0.2857142857142857,21.85770161105699,0.7806322003948925,0.9935318914116813,1.2857471535915876,0.6785714285714286,0.5768583560174456,0.0206020841434802,0.026220834364429346,0.033932844471614446,0.6428571428571429,29,163,0,2.629032258064516,5.620689655172414,2,0.03225806451612903,0.06896551724137931,-20.182964091817933,-0.3255316789002892,-0.6959642790282046,0.3064516129032258,0.2915526971377798,-0.35364640334149267,-0.00570397424744343,-0.012194703563499746,0.3064516129032258,0.3070375670087277,2,0.03225806451612903,0.06896551724137931,-0.5220764918435095,-0.00842058857812112,-0.01800263764977619,0,0,A.Foster-00-0026796,A.Foster-00-0026796,3.392150661530085e-4,1.0564320918417426e-4,-3.04842979279963e-4,0.009498021852284239,0.0029580098571568795,-0.018900264715357707,0.018145192332952954,0.04823609589959142,0.05272472427090669,0.11910601250345107,0.018145192332952954,0.04823609589959142,0.05272472427090669,0.11910601250345107
A.Hunt-00-0031743,6,10,17,RB,33,6,9,0.6,54,5,-10,49,5.4,9,6,0.5,0.8333333333333334,0.5555555555555556,-1,-1.6666666666666667,-1.1111111111111112,4.9,8.166666666666666,5.444444444444445,10.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.987889134755787,-0.2987889134755787,-0.49798152245929783,-0.3319876816395319,0.2,1.061886284010076,0.1061886284010076,0.17698104733501266,0.11798736489000844,0.11019496657323466,-0.1548803356662446,-0.01548803356662446,-0.025813389277707433,-0.01720892618513829,0.2,-0.03554419332588443,-0.0035544193325884434,-0.005924032220980739,-0.003949354813987159,-0.17303400733329144,-0.11705136937388921,-0.011705136937388921,-0.01950856156231487,-0.013005707708209913,-5.599163400555544,-0.5599163400555545,-0.9331939000925907,-0.6221292667283937,0.3,0,-0.11932574508239635,-0.011932574508239636,-0.019887624180399393,-0.01325841612026626,0.3,0,6.66104968456562,0.6661049684565621,1.1101749474276035,0.7401166316184022,0.4,0.08378155175651192,0.008378155175651191,0.013963591959418653,0.009309061306279101,0.4,15,96,0,5.647058823529412,6.4,0,0,0,5.406078006868706,0.3180045886393357,0.36040520045791374,0.4117647058823529,0.6629261238002555,0.10344069826984675,0.0060847469570498094,0.006896046551323117,0.4117647058823529,0.6432115984803589,0,0,0,0.471429376352844,0.02773113978546141,0.0314286250901896,1,0,Replacement_RB_rush,A.Hunt-00-0031743,-3.2939894644045813e-4,-3.256776206063762e-4,-0.0011552417578429741,-0.0032939894644045814,-0.003256776206063762,-0.01963910988333056,-2.0571429273718352e-4,0.01291396880909143,0,0.012708254516354246,-2.0571429273718352e-4,0.01291396880909143,0,0.012708254516354246
A.Johnson-00-0029729,5,8,4,RB,17,5,6,0.625,30,17,7,23,3.75,6,5,2.125,3.4,2.8333333333333335,0.875,1.4,1.1666666666666667,2.875,4.6,3.8333333333333335,1.7647058823529411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6453393225257718,0.33066741531572147,0.5290678645051543,0.4408898870876286,0.375,4.300408492449256,0.537551061556157,0.8600816984898512,0.7167347487415426,0.578014615569679,0.09037037281952459,0.011296296602440574,0.01807407456390492,0.015061728803254099,0.375,0.1327967514484432,0.0165995939310554,0.026559350289688637,0.022132791908073865,0.6868813100582918,0.2699552811966561,0.033744410149582016,0.053991056239331224,0.04499254686610935,-1.255811861712709,-0.15697648271408862,-0.2511623723425418,-0.20930197695211816,0.25,0.125,-0.04634872241723248,-0.00579359030215406,-0.009269744483446496,-0.007724787069538747,0.25,0.125,5.556220354161965,0.6945275442702457,1.111244070832393,0.9260367256936609,0.5,0.17914547386567567,0.02239318423320946,0.03582909477313513,0.02985757897761261,0.5,4,9,0,2.25,2.25,1,0.25,0.25,4.500372028931162,1.1250930072327905,1.1250930072327905,1,1,0.12831354375598947,0.03207838593899737,0.03207838593899737,0.75,0.9982513659232197,0,0,0,0.26051687055099765,0.06512921763774941,0.06512921763774941,1,1,Replacement_RB_rush,Replacement_RB_rec,-3.088275171667398e-4,-0.0016170745015155195,-0.0011552417578429741,-0.0024706201373339183,-0.012936596012124156,-0.0046209670313718965,0,0,0,0,0,0,0,0
A.Morris-00-0029141,10,13,202,RB,225,10,12,0.7692307692307693,55,10,13,42,4.230769230769231,5.5,4.583333333333333,0.7692307692307693,1,0.8333333333333334,1,1.3,1.0833333333333333,3.230769230769231,4.2,3.5,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4668894336923761,-0.03591457182249047,-0.04668894336923761,-0.03890745280769801,0.3076923076923077,1.5963305735635567,0.12279465950488898,0.15963305735635566,0.13302754779696305,0.2205254875218164,0.0055734816901828466,4.287293607832959e-4,5.573481690182847e-4,4.644568075152372e-4,0.38461538461538464,0.06061856115722619,0.004662966242863553,0.006061856115722619,0.005051546763102183,0.2807236646803726,0.06336663923153596,0.0048743568639643044,0.006336663923153596,0.005280553269294663,-5.024777130006125,-0.38652131769277887,-0.5024777130006125,-0.41873142750051046,0.07692307692307693,0.07692307692307693,-0.1588174339664371,-0.01221672568972593,-0.01588174339664371,-0.013234786163869758,0.07692307692307693,0.07692307692307693,6.621107703569682,0.5093159771976679,0.6621107703569682,0.5517589752974735,0.5384615384615384,0.2194359951236633,0.016879691932589484,0.02194359951236633,0.018286332926971943,0.5384615384615384,97,751,0,3.717821782178218,7.742268041237113,1,0.0049504950495049506,0.010309278350515464,-26.80733083868486,-0.13270955860735079,-0.2763642354503594,0.30198019801980197,0.36667410692685065,-0.6842225206161295,-0.003387240201069948,-0.007053840418722985,0.35148514851485146,0.3626787981562484,0,0,0,-0.18396542224339574,-9.107199120960186e-4,-0.0018965507447772755,0,0,A.Morris-00-0029141,A.Morris-00-0029141,1.9661453257289628e-4,-8.49395450411601e-5,-5.532501613736317e-4,0.0025559889234476516,-0.0011042140855350813,-0.1117565325974736,0.006570746646615269,0.01991775443416667,0.12160230248680716,0.1480908035675891,0.006570746646615269,0.01991775443416667,0.12160230248680716,0.1480908035675891
