Season,Team,Player_Name,Carries,Drives,Car_per_Drive,Total_Yards,Yards_per_Car,Yards_per_Drive,Fumbles,TDs,TD_to_Fumbles,Total_EPA,Success_Rate,EPA_per_Car,EPA_Ratio,TD_per_Car,Fumbles_per_Car,Fumbles_per_Drive,TD_Drive,EPA_per_Drive,Total_WPA,WPA_per_Drive,Win_Success_Rate,WPA_per_Car,WPA_Ratio,Total_Clutch_EPA,Clutch_EPA_per_Car,Clutch_EPA_per_Drive
2009,OAK,J.Harrison,529,167,3.1676646706586826,2517,4.758034026465029,15.071856287425149,12,24,2,-3.621119945269883,0.3799621928166352,-0.0068452172878447695,0.4953995439323143,0.045368620037807186,0.022684310018903593,0.0718562874251497,0.1437125748502994,-0.02168335296568792,0.9205242832486139,0.005512121456578527,0.44045368620037806,0.0017401215184283817,0.5479590732511901,4.255650081178035,0.008044707147784566,0.025482934617832544
2009,BUF,T.Jones,520,163,3.1901840490797544,2545,4.894230769230769,15.613496932515337,7,19,2.7142857142857144,6.099662262949534,0.4076923076923077,0.01173011973644141,0.5077804090856988,0.03653846153846154,0.013461538461538462,0.04294478527607362,0.1165644171779141,0.037421240876991,1.2327995167069323,0.007563187219060934,0.4480769230769231,0.002370768301359485,0.5561821144640717,5.606534823598834,0.010781797737690066,0.034395919163183034
2009,KC,K.Moreno,514,188,2.734042553191489,2529,4.92023346303502,13.452127659574469,6,19,3.1666666666666665,-1.7038050726143341,0.4027237354085603,-0.0033147958611173815,0.49750289783831275,0.03696498054474708,0.011673151750972763,0.031914893617021274,0.10106382978723404,-0.009062792939437948,1.518838217248021,0.0080789266874894735,0.4396887159533074,0.0029549381658521812,0.5794026219958801,5.18410299048242,0.010085803483428833,0.027575015906821383
2009,TB,J.Stewart,514,164,3.1341463414634148,2574,5.007782101167315,15.695121951219512,7,16,2.2857142857142856,-0.5823150506407073,0.4143968871595331,-0.0011329086588340608,0.4991995912902799,0.0311284046692607,0.013618677042801557,0.042682926829268296,0.0975609756097561,-0.003550701528296996,1.0274859732913324,0.006265158373727636,0.4805447470817121,0.0019989999480376115,0.5589813302911275,0.9538694274919473,0.0018557770962878352,0.005816276996902118
2009,CLE,R.Mendenhall,493,161,3.062111801242236,2339,4.744421906693712,14.527950310559007,8,15,1.875,-6.195269969970412,0.3995943204868154,-0.012566470527323351,0.4906299323012592,0.030425963488843813,0.016227180527383367,0.049689440993788817,0.09316770186335403,-0.03847993770167958,0.6559604992180551,0.004074288815018976,0.44421906693711966,0.001330548679955487,0.5389077697747123,1.107719517937185,0.0022468955739090974,0.0068802454530259944
2009,STL,M.Jones-Drew,479,162,2.95679012345679,2238,4.67223382045929,13.814814814814815,8,24,3,9.15709342082948,0.3883089770354906,0.019117105262692023,0.5129146259872981,0.05010438413361169,0.016701461377870562,0.04938271604938271,0.14814814814814814,0.0565252680298116,0.9469295508389939,0.005845244140981444,0.4613778705636743,0.001976888415112722,0.5543022862854983,0.9483121239332143,0.0019797747890046226,0.005853778542797619
2009,IND,M.Jones-Drew,461,143,3.2237762237762237,2057,4.462039045553145,14.384615384615385,6,10,1.6666666666666667,-12.736099921256395,0.40563991323210413,-0.027627114796651617,0.47715753084181134,0.021691973969631236,0.013015184381778741,0.04195804195804196,0.06993006993006994,-0.08906363581298178,-0.22463224352192507,-0.0015708548498036719,0.40563991323210413,-4.8727167792174636e-4,0.4844991360566462,1.3645960056616124,0.0029600781033874454,0.009542629410221066
2009,CHI,A.Peterson,457,165,2.7696969696969695,2045,4.474835886214442,12.393939393939394,10,14,1.4,-36.958477964372854,0.3938730853391685,-0.08087194302926226,0.44254722811670194,0.030634573304157548,0.02188183807439825,0.06060606060606061,0.08484848484848485,-0.22399077554165367,-0.5170733876967895,-0.0031337781072532695,0.4179431072210066,-0.0011314516142161696,0.46986511097994876,-1.0912819963996814,-0.0023879255938723883,-0.00661383028121019
2009,DEN,J.Charles,450,153,2.9411764705882355,2084,4.631111111111111,13.620915032679738,13,12,0.9230769230769231,-28.50840653552151,0.37555555555555553,-0.06335201452338113,0.45706438669909805,0.02666666666666667,0.028888888888888888,0.08496732026143791,0.0784313725490196,-0.18632945448053273,0.04170563719439371,2.725858640156452e-4,0.4111111111111111,9.267919376531937e-5,0.5024350867677458,0.48013868747036614,0.0010669748610452581,0.003138161356015465
2009,JAC,C.Johnson,442,136,3.25,1893,4.282805429864253,13.919117647058824,15,12,0.8,-53.726898843590234,0.35294117647058826,-0.12155406978187835,0.4218179526870631,0.027149321266968326,0.033936651583710405,0.11029411764705882,0.08823529411764706,-0.39505072679110464,-1.320218820185939,-0.00970749132489661,0.3914027149321267,-0.0029869204076604958,0.4245485840476752,-2.673782592316536,-0.006049281883069086,-0.01966016611997453
2009,CAR,M.Turner,440,146,3.0136986301369864,2014,4.577272727272727,13.794520547945206,11,15,1.3636363636363635,-11.81286392017614,0.37727272727272726,-0.026847418000400317,0.48057197579902144,0.03409090909090909,0.025,0.07534246575342465,0.10273972602739725,-0.08091002685052151,0.31297959771728656,0.0021436958747759354,0.4159090909090909,7.113172675392876e-4,0.520340420720376,1.7174246481063191,0.0039032378366052707,0.011763182521276158
