Player_ID_Name,Receptions,Targets,Rush_Attempts,Position,Total_Plays,Replacement_Level_Rusher,Replacement_Level_Receiver,Player_Model_ID_Rush,Player_Model_ID_Rec,air_iPA,yac_iPA,rush_iPA,air_iPAA,yac_iPAA,rush_iPAA,air_iPAR,yac_iPAR,rush_iPAR,total_iPAR,air_WAR,yac_WAR,rush_WAR,total_WAR
A.Allen-00-0028163,2,4,16,RB,22,1,1,Replacement_RB_rush,Replacement_RB_rec,0.006739588008863112,-0.05269793300578199,-0.045066870396748775,0.026958352035452448,-0.21079173202312795,-0.7210699263479804,0,0,0,0,0,0,0,0
A.Allen-00-0028565,2,3,27,RB,32,0,1,A.Allen-00-0028565,Replacement_RB_rec,0.006739588008863112,-0.05269793300578199,-0.006322721006748353,0.020218764026589335,-0.15809379901734597,-0.1707134671822055,0,0,1.0460920335300115,1.0460920335300115,0,0,0.0265732387904188,0.0265732387904188
A.Bradshaw-00-0025637,23,31,221,RB,275,0,0,A.Bradshaw-00-0025637,A.Bradshaw-00-0025637,-0.032338676452489154,0.0398544608627141,0.014005217090239054,-1.0024989700271638,1.2354882867441372,3.095152976942831,-1.2114261983019203,2.869124209923379,13.05493133462431,14.71262934624577,-0.03077312187897722,0.07288261482346746,0.3316264694004478,0.3737359623449381
A.Brown-00-0027094,12,17,72,RB,101,0,0,A.Brown-00-0027094,A.Brown-00-0027094,0.026813045643281394,-4.3476980212562026e-4,0.0388214368786433,0.4558217759357837,-0.007391086636135544,2.7951434552623176,0.3412487797851108,0.88847377446215825,6.03995812382823,7.269680678075499,0.008668534910421565,0.022569358154977563,0.15342937749655736,0.1846672705619565
A.Foster-00-0026796,40,58,351,RB,449,0,0,A.Foster-00-0026796,A.Foster-00-0026796,-0.04946754765583842,-0.05792361218565337,0.003383979081551057,-2.8691177640386285,-3.3595695067678952,1.187776657624421,-3.260013868552689,-0.30308939243253974,17.006248166883243,13.443144905898013,-0.08281214674467957,-0.007699195235025913,0.43199936428418034,0.34148802230447484
A.Green-00-0028034,19,30,132,RB,181,0,0,A.Green-00-0028034,A.Green-00-0028034,-0.03816451105493966,-0.02274143949925142,-0.03576314552801369,-1.1449353316481898,-0.6822431849775425,-4.720735209697807,-1.3471229719140831,0.8986948051959172,1.228091682673031,0.779663515954865,-0.03422014437098242,0.022828996773442002,0.031196465028104463,0.01980531743056405
A.Morris-00-0029141,11,16,334,RB,361,0,0,A.Morris-00-0029141,A.Morris-00-0029141,0.019812455067207302,-0.01996550393867142,0.007199052859306404,0.31699928107531683,-0.31944806301874273,2.404483655008339,0.20916587293350702,0.5237188650737691,17.45681836752243,18.189703105529706,0.0053133132746575095,0.013303711350989011,0.44344492466478,0.4620619492904265
A.Peterson-00-0025394,40,51,347,RB,438,0,0,A.Peterson-00-0025394,A.Peterson-00-0025394,0.04964983357906314,-0.03703605804931607,0.09002028126641982,2.5321415125322204,-1.8888389605151195,31.237037599447678,2.1884225240802015,0.7987556227797621,46.8752416271195,49.86241977397946,0.0555911644891098,0.020290302591915648,1.1907432130160565,1.2666246800970817
B.Batch-00-0028170,4,4,25,RB,33,0,1,B.Batch-00-0028170,Replacement_RB_rec,0.006739588008863112,-0.05269793300578199,-0.009725093133700386,0.026958352035452448,-0.21079173202312795,-0.24312732834250966,0,0,0.8835444315762095,0.8835444315762095,0,0,0.022444141059932733,0.022444141059932733
B.Bolden-00-0029239,2,2,55,RB,59,0,1,B.Bolden-00-0029239,Replacement_RB_rec,0.006739588008863112,-0.05269793300578199,0.008471705270910275,0.013479176017726224,-0.10539586601156398,0.46594378990006513,0,0,2.9446216617212477,2.9446216617212477,0,0,0.07480043060868379,0.07480043060868379
B.Brown-00-0029429,13,19,115,RB,147,0,0,B.Brown-00-0029429,B.Brown-00-0029429,-0.012084868716472054,-0.017780518026470304,-0.034470237407074986,-0.22961250561296903,-0.3378298425029358,-3.9640773018136235,-0.3576646777813681,0.6634308846069219,1.2186127938124853,1.524379000638039,-0.009085537968882566,0.016852730689582048,0.03095567858763312,0.0387228713083326
B.Green-Ellis-00-0025860,22,30,278,RB,330,0,0,B.Green-Ellis-00-0025860,B.Green-Ellis-00-0025860,1.8377422068598616e-4,-0.024016483841402248,-0.0047622939604991185,0.005513226620579585,-0.7204945152420674,-1.323917721018755,-0.19667441364531377,0.8604434749313923,11.204672249277404,11.868441310563483,-0.004996000342461825,0.021857321528253135,0.28462546478219153,0.30148678596798284
B.Jackson-00-0025450,2,4,8,RB,14,1,1,Replacement_RB_rush,Replacement_RB_rec,0.006739588008863112,-0.05269793300578199,-0.045066870396748775,0.026958352035452448,-0.21079173202312795,-0.3605349631739902,0,0,0,0,0,0,0,0
B.Leonard-00-0025439,11,15,33,RB,59,0,0,B.Leonard-00-0025439,B.Leonard-00-0025439,-0.0052768916532765,0.005929538635859548,-0.009879011725750238,-0.07915337479914751,0.08894307953789322,-0.32600738694975784,-0.18024719493209418,0.8794120746246231,1.1611993361429516,1.8603642158354805,-0.004578709710722876,0.022339169313162804,0.029497239490943114,0.04725769909338304
B.Miller-00-0028149,12,13,5,RB,30,1,0,Replacement_RB_rush,B.Miller-00-0028149,-0.008224409965755314,0.016823176434735253,-0.045066870396748775,-0.10691732955481908,0.2187012936515583,-0.22533435198374388,-0.19453197367003955,0.9037744227267241,0,0.7092424490566847,-0.0049415772446537035,0.02295803120376324,0,0.018016453959109537
