season,season_type,full_player_name,abbr_player_name,team,position,gsis_id
2014,reg,A.J. Green,A.Green,CIN,WR,00-0027942
2014,reg,A.J. Jenkins,A.Jenkins,KC,WR,00-0029654
2014,reg,Aaron Dobson,A.Dobson,NE,WR,00-0030540
2014,reg,Aaron Rodgers,A.Rodgers,GB,QB,00-0023459
2014,reg,Ace Sanders,A.Sanders,JAC,WR,00-0030550
2014,reg,Adam Thielen,A.Thielen,MIN,WR,00-0030035
2014,reg,Adrian Peterson,A.Peterson,MIN,RB,00-0025394
2014,reg,Adrien Robinson,A.Robinson,NYG,TE,00-0029281
2014,reg,Ahmad Bradshaw,A.Bradshaw,IND,RB,00-0025637
2014,reg,Albert Wilson,A.Wilson,KC,WR,00-0030669
2014,reg,Alex Smith,A.Smith,KC,QB,00-0023436
2014,reg,Alfonso Smith,A.Smith,SF,RB,00-0027346
2014,reg,Alfred Blue,A.Blue,HOU,RB,00-0031075
2014,reg,Alfred Morris,A.Morris,WAS,RB,00-0029141
2014,reg,Allen Hurns,A.Hurns,JAC,WR,00-0030821
2014,reg,Allen Robinson,A.Robinson,JAC,WR,00-0031428
2014,reg,Alshon Jeffery,A.Jeffery,CHI,WR,00-0029137
2014,reg,Andre Caldwell,A.Caldwell,DEN,WR,00-0026237
2014,reg,Andre Ellington,A.Ellington,ARI,RB,00-0030287
2014,reg,Andre Holmes,A.Holmes,OAK,WR,00-0028263
2014,reg,Andre Johnson,A.Johnson,HOU,WR,00-0022044
2014,reg,Andre Roberts,A.Roberts,WAS,WR,00-0027691
2014,reg,Andre Williams,A.Williams,NYG,RB,00-0031055
2014,reg,Andrew Hawkins,A.Hawkins,CLE,WR,00-0027918
2014,reg,Andrew Luck,A.Luck,IND,QB,00-0029668
2014,reg,Andrew Quarless,A.Quarless,GB,TE,00-0027753
2014,reg,Andy Dalton,A.Dalton,CIN,QB,00-0027973
2014,reg,Anquan Boldin,A.Boldin,SF,WR,00-0022084
2014,reg,Anthony Dixon,A.Dixon,BUF,RB,00-0027772
2014,reg,Anthony Fasano,A.Fasano,KC,TE,00-0024268
2014,reg,Anthony Sherman,A.Sherman,KC,FB,00-0028074
2014,reg,Antone Smith,A.Smith,ATL,RB,00-0026855
2014,reg,Antonio Brown,A.Brown,PIT,WR,00-0027793
2014,reg,Antonio Gates,A.Gates,SD,TE,00-0021547
2014,reg,Arian Foster,A.Foster,HOU,RB,00-0026796
2014,reg,Asante Cleveland,A.Cleveland,SF,TE,00-0030832
2014,reg,Austin Davis,A.Davis,STL,QB,00-0028957
2014,reg,Austin Johnson,A.Johnson,NO,FB,00-0029729
2014,reg,Austin Pettis,A.Pettis,STL,WR,00-0028016
2014,reg,Austin Seferian-Jenkins,A.Seferian-Jenkins,TB,TE,00-0031418
2014,reg,Bear Pascoe,B.Pascoe,ATL,TE,00-0026931
2014,reg,Ben Roethlisberger,B.Roethlisberger,PIT,QB,00-0022924
2014,reg,Benjamin Watson,B.Watson,NO,TE,00-0022943
2014,reg,Benny Cunningham,B.Cunningham,STL,RB,00-0029795
2014,reg,Bernard Pierce,B.Pierce,BAL,RB,00-0029264
2014,reg,Bilal Powell,B.Powell,NYJ,RB,00-0028064
2014,reg,Bishop Sankey,B.Sankey,TEN,RB,00-0031413
2014,reg,Blaine Gabbert,B.Gabbert,SF,QB,00-0027948
2014,reg,Blake Bortles,B.Bortles,JAC,QB,00-0031407
2014,reg,Bobby Rainey,B.Rainey,TB,RB,00-0029384
2014,reg,Brad Smith,B.Smith,PHI,WR,00-0024318
2014,reg,Branden Oliver,B.Oliver,SD,RB,00-0031277
2014,reg,Brandin Cooks,B.Cooks,NO,WR,00-0031236
2014,reg,Brandon Bolden,B.Bolden,NE,RB,00-0029239
2014,reg,Brandon Bostick,B.Bostick,GB,TE,00-0029601
2014,reg,Brandon Gibson,B.Gibson,MIA,WR,00-0026937
2014,reg,Brandon LaFell,B.LaFell,NE,WR,00-0027681
2014,reg,Brandon Lloyd,B.Lloyd,SF,WR,00-0022097
2014,reg,Brandon Marshall,B.Marshall,CHI,WR,00-0024334
2014,reg,Brandon Myers,B.Myers,TB,TE,00-0027135
2014,reg,Brandon Pettigrew,B.Pettigrew,DET,TE,00-0026996
2014,reg,Brandon Tate,B.Tate,CIN,WR,00-0027057
2014,reg,Brandon Weeden,B.Weeden,DAL,QB,00-0029677
2014,reg,Brandon Williams,B.Williams,CAR,TE,00-0029793
2014,reg,Brent Celek,B.Celek,PHI,TE,00-0025549
2014,reg,Brenton Bersin,B.Bersin,CAR,WR,00-0029394
2014,reg,Brian Hartline,B.Hartline,MIA,WR,00-0027077
2014,reg,Brian Hoyer,B.Hoyer,CLE,QB,00-0026625
2014,reg,Brian Leonhardt,B.Leonhardt,OAK,TE,00-0029755
2014,reg,Brian Quick,B.Quick,STL,WR,00-0029640
2014,reg,Brian Tyms,B.Tyms,NE,WR,00-0028984
2014,reg,Brice Butler,B.Butler,OAK,WR,00-0030516
2014,reg,Brock Osweiler,B.Osweiler,DEN,QB,00-0029682
2014,reg,Bruce Ellington,B.Ellington,SF,WR,00-0031326
2014,reg,Bruce Miller,B.Miller,SF,FB,00-0028149
2014,reg,Bryan Walters,B.Walters,SEA,WR,00-0027595
2014,reg,Bryce Brown,B.Brown,BUF,RB,00-0029429
2014,reg,C.J. Anderson,C.Anderson,DEN,RB,00-0029854
2014,reg,C.J. Fiedorowicz,C.Fiedorowicz,HOU,TE,00-0031302
2014,reg,C.J. Spiller,C.Spiller,BUF,RB,00-0027861
2014,reg,Calvin Johnson,C.Johnson,DET,WR,00-0025389
2014,reg,Cam Newton,C.Newton,CAR,QB,00-0027939
2014,reg,Cameron Brate,C.Brate,TB,TE,00-0031273
2014,reg,Carlos Hyde,C.Hyde,SF,RB,00-0031045
2014,reg,Carson Palmer,C.Palmer,ARI,QB,00-0021429
