season,season_type,full_player_name,abbr_player_name,team,position,gsis_id
2018,reg,A.J. Derby,A.Derby,MIA,TE,00-0031609
2018,reg,A.J. Green,A.Green,CIN,WR,00-0027942
2018,reg,Aaron Jones,A.Jones,GB,RB,00-0033293
2018,reg,Aaron Rodgers,A.Rodgers,GB,QB,00-0023459
2018,reg,Adam Humphries,A.Humphries,TB,WR,00-0032009
2018,reg,Adam Shaheen,A.Shaheen,CHI,TE,00-0033896
2018,reg,Adam Thielen,A.Thielen,MIN,WR,00-0030035
2018,reg,Adrian Peterson,A.Peterson,WAS,RB,00-0025394
2018,reg,AJ McCarron,A.McCarron,OAK,QB,00-0031288
2018,reg,Alan Cross,A.Cross,TB,TE,00-0032745
2018,reg,Albert Wilson,A.Wilson,MIA,WR,00-0030669
2018,reg,Aldrick Robinson,A.Robinson,MIN,WR,00-0028116
2018,reg,Alex Armah,A.Armah,CAR,FB,00-0033296
2018,reg,Alex Collins,A.Collins,BAL,RB,00-0032426
2018,reg,Alex Erickson,A.Erickson,CIN,WR,00-0032543
2018,reg,Alex Smith,A.Smith,WAS,QB,00-0023436
2018,reg,Alfred Blue,A.Blue,HOU,RB,00-0031075
2018,reg,Alfred Morris,A.Morris,SF,RB,00-0029141
2018,reg,Allen Hurns,A.Hurns,DAL,WR,00-0030821
2018,reg,Allen Lazard,A.Lazard,GB,WR,00-0034521
2018,reg,Allen Robinson,A.Robinson,CHI,WR,00-0031428
2018,reg,Alshon Jeffery,A.Jeffery,PHI,WR,00-0029137
2018,reg,Alvin Kamara,A.Kamara,NO,RB,00-0033906
2018,reg,Amari Cooper,A.Cooper,DAL,WR,00-0031544
2018,reg,Andre Holmes,A.Holmes,DEN,WR,00-0028263
2018,reg,Andre Roberts,A.Roberts,NYJ,WR,00-0027691
2018,reg,Andrew Luck,A.Luck,IND,QB,00-0029668
2018,reg,Andy Dalton,A.Dalton,CIN,QB,00-0027973
2018,reg,Andy Janovich,A.Janovich,DEN,FB,00-0032956
2018,reg,Andy Jones,A.Jones,DET,WR,00-0032707
2018,reg,Anthony Firkser,A.Firkser,TEN,TE,00-0033455
2018,reg,Anthony Miller,A.Miller,CHI,WR,00-0034353
2018,reg,Anthony Sherman,A.Sherman,KC,RB,00-0028074
2018,reg,Antonio Brown,A.Brown,PIT,WR,00-0027793
2018,reg,Antonio Callaway,A.Callaway,CLE,WR,00-0034772
2018,reg,Antonio Gates,A.Gates,LAC,TE,00-0021547
2018,reg,Antony Auclair,A.Auclair,TB,TE,00-0033421
2018,reg,Auden Tate,A.Tate,CIN,WR,00-0034686
2018,reg,Austin Carr,A.Carr,NO,WR,00-0033382
2018,reg,Austin Ekeler,A.Ekeler,LAC,RB,00-0033699
2018,reg,Austin Hooper,A.Hooper,ATL,TE,00-0032392
2018,reg,Austin Seferian-Jenkins,A.Seferian-Jenkins,JAX,TE,00-0031418
2018,reg,Baker Mayfield,B.Mayfield,CLE,QB,00-0034855
2018,reg,Ben Braunecker,B.Braunecker,CHI,TE,00-0032661
2018,reg,Ben Roethlisberger,B.Roethlisberger,PIT,QB,00-0022924
2018,reg,Benjamin Watson,B.Watson,NO,TE,00-0022943
2018,reg,Bennie Fowler,B.Fowler,NYG,WR,00-0030670
2018,reg,Benny Cunningham,B.Cunningham,CHI,RB,00-0029795
2018,reg,Bilal Powell,B.Powell,NYJ,RB,00-0028064
2018,reg,Blaine Gabbert,B.Gabbert,TEN,QB,00-0027948
2018,reg,Blake Bell,B.Bell,JAX,TE,00-0032062
2018,reg,Blake Bortles,B.Bortles,JAX,QB,00-0031407
2018,reg,Blake Jarwin,B.Jarwin,DAL,TE,00-0033658
2018,reg,Bobo Wilson,B.Wilson,TB,WR,00-0033434
2018,reg,Brandin Cooks,B.Cooks,LA,WR,00-0031236
2018,reg,Brandon Bolden,B.Bolden,MIA,RB,00-0029239
2018,reg,Brandon LaFell,B.LaFell,OAK,WR,00-0027681
2018,reg,Brandon Powell,B.Powell,DET,WR,00-0034646
2018,reg,Brandon Zylstra,B.Zylstra,MIN,WR,00-0034052
2018,reg,Breshad Perriman,B.Perriman,CLE,WR,00-0032054
2018,reg,Brian Hill,B.Hill,ATL,RB,00-0033567
2018,reg,Brian Hoyer,B.Hoyer,NE,QB,00-0026625
2018,reg,Brian Parker,B.Parker,DEN,TE,00-0032089
2018,reg,Brian Quick,B.Quick,WAS,WR,00-0029640
2018,reg,Brice Butler,B.Butler,MIA,WR,00-0030516
2018,reg,Brock Osweiler,B.Osweiler,MIA,QB,00-0029682
2018,reg,Bruce Ellington,B.Ellington,DET,WR,00-0031326
2018,reg,Byron Marshall,B.Marshall,WAS,RB,00-0032964
2018,reg,C.J. Anderson,C.Anderson,LA,RB,00-0029854
2018,reg,C.J. Beathard,C.Beathard,SF,QB,00-0033936
2018,reg,C.J. Ham,C.Ham,MIN,FB,00-0032918
2018,reg,C.J. Prosise,C.Prosise,SEA,RB,00-0032393
2018,reg,C.J. Uzomah,C.Uzomah,CIN,TE,00-0032134
2018,reg,Calvin Ridley,C.Ridley,ATL,WR,00-0034837
2018,reg,Cam Newton,C.Newton,CAR,QB,00-0027939
2018,reg,Cam Phillips,C.Phillips,BUF,WR,00-0034512
2018,reg,Cameron Artis-Payne,C.Artis-Payne,CAR,RB,00-0031599
2018,reg,Cameron Batson,C.Batson,TEN,WR,00-0034652
2018,reg,Cameron Brate,C.Brate,TB,TE,00-0031273
2018,reg,Cameron Meredith,C.Meredith,NO,WR,00-0031912
2018,reg,Carlos Hyde,C.Hyde,JAX,RB,00-0031045
2018,reg,Carson Wentz,C.Wentz,PHI,QB,00-0032950
2018,reg,Case Keenum,C.Keenum,DEN,QB,00-0028986
2018,reg,Chad Beebe,C.Beebe,MIN,WR,00-0034309
2018,reg,Chad Henne,C.Henne,KC,QB,00-0026197
2018,reg,Chad Williams,C.Williams,ARI,WR,00-0033933
2018,reg,Charcandrick West,C.West,KC,RB,00-0030668
2018,reg,Charles Clay,C.Clay,BUF,TE,00-0028112
2018,reg,Charone Peake,C.Peake,NYJ,WR,00-0032959
2018,reg,Chase Daniel,C.Daniel,CHI,QB,00-0026544
2018,reg,Chase Edmonds,C.Edmonds,ARI,RB,00-0034681
2018,reg,Chester Rogers,C.Rogers,IND,WR,00-0032355
2018,reg,Chris Carson,C.Carson,SEA,RB,00-0033594
2018,reg,Chris Conley,C.Conley,KC,WR,00-0032128
2018,reg,Chris Godwin,C.Godwin,TB,WR,00-0033921
2018,reg,Chris Herndon,C.Herndon,NYJ,TE,00-0034766
2018,reg,Chris Hogan,C.Hogan,NE,WR,00-0028237
2018,reg,Chris Ivory,C.Ivory,BUF,RB,00-0027531
2018,reg,Chris Lacy,C.Lacy,DET,WR,00-0034593
2018,reg,Chris Manhertz,C.Manhertz,CAR,TE,00-0031484
2018,reg,Chris Moore,C.Moore,BAL,WR,00-0032398
2018,reg,Chris Thompson,C.Thompson,WAS,RB,00-0030404
2018,reg,Christian Kirk,C.Kirk,ARI,WR,00-0034775
2018,reg,Christian McCaffrey,C.McCaffrey,CAR,RB,00-0033280
2018,reg,Christine Michael,C.Michael,IND,RB,00-0030432
2018,reg,Cody Core,C.Core,CIN,WR,00-0032795
2018,reg,Cody Kessler,C.Kessler,JAX,QB,00-0033104
2018,reg,Cody Latimer,C.Latimer,NYG,WR,00-0031344
2018,reg,Cole Beasley,C.Beasley,DAL,WR,00-0029000
2018,reg,Colt McCoy,C.McCoy,WAS,QB,00-0027688
2018,reg,Cooper Kupp,C.Kupp,LA,WR,00-0033908
2018,reg,Cordarrelle Patterson,C.Patterson,NE,WR,00-0030578
2018,reg,Corey Clement,C.Clement,PHI,RB,00-0033725
2018,reg,Corey Coleman,C.Coleman,NYG,WR,00-0032966
2018,reg,Corey Davis,C.Davis,TEN,WR,00-0033871
2018,reg,Corey Grant,C.Grant,JAX,RB,00-0031731
2018,reg,Courtland Sutton,C.Sutton,DEN,WR,00-0034348
2018,reg,Curtis Samuel,C.Samuel,CAR,WR,00-0033282
2018,reg,D.J. Chark,D.Chark,JAX,WR,00-0034777
2018,reg,D.J. Moore,D.Moore,CAR,WR,00-0034827
2018,reg,D'Onta Foreman,D.Foreman,HOU,RB,00-0033925
2018,reg,DaeSean Hamilton,D.Hamilton,DEN,WR,00-0034370
2018,reg,Dak Prescott,D.Prescott,DAL,QB,00-0033077
2018,reg,Dallas Goedert,D.Goedert,PHI,TE,00-0034351
2018,reg,Dalton Schultz,D.Schultz,DAL,TE,00-0034383
2018,reg,Dalvin Cook,D.Cook,MIN,RB,00-0033893
2018,reg,Damien Williams,D.Williams,KC,RB,00-0030874
2018,reg,Damiere Byrd,D.Byrd,CAR,WR,00-0031868
2018,reg,Damion Ratley,D.Ratley,CLE,WR,00-0034273
2018,reg,Dan Arnold,D.Arnold,NO,TE,00-0034011
2018,reg,Danny Amendola,D.Amendola,MIA,WR,00-0026035
2018,reg,Dante Pettis,D.Pettis,SF,WR,00-0034860
2018,reg,Darius Jackson,D.Jackson,DAL,RB,00-0033049
2018,reg,Darius Jennings,D.Jennings,TEN,WR,00-0031972
2018,reg,Darrel Williams,D.Williams,KC,RB,00-0034301
2018,reg,Darrell Daniels,D.Daniels,ARI,TE,00-0033258
2018,reg,Darren Fells,D.Fells,CLE,TE,00-0029738
2018,reg,Darren Sproles,D.Sproles,PHI,RB,00-0023564
2018,reg,Darren Waller,D.Waller,OAK,TE,00-0031610
