season,season_type,full_player_name,abbr_player_name,team,position,gsis_id
2010,reg,Aaron Brown,A.Brown,DET,RB,00-0027129
2010,reg,Aaron Hernandez,A.Hernandez,NE,TE,00-0027713
2010,reg,Aaron Rodgers,A.Rodgers,GB,QB,00-0023459
2010,reg,Adrian Arrington,A.Arrington,NO,WR,00-0026377
2010,reg,Adrian Peterson,A.Peterson,MIN,RB,00-0025394
2010,reg,Ahmad Bradshaw,A.Bradshaw,NYG,RB,00-0025637
2010,reg,Ahmard Hall,A.Hall,TEN,FB,00-0024489
2010,reg,Albert Young,A.Young,MIN,RB,00-0025955
2010,reg,Alex Smith,A.Smith,CLE,TE,00-0023506
2010,reg,Alex Smith,A.Smith,SF,QB,00-0023436
2010,reg,Alge Crumpler,A.Crumpler,NE,TE,00-0020285
2010,reg,Andre Caldwell,A.Caldwell,CIN,WR,00-0026237
2010,reg,Andre Johnson,A.Johnson,HOU,WR,00-0022044
2010,reg,Andre Roberts,A.Roberts,ARI,WR,00-0027691
2010,reg,Andrew Quarless,A.Quarless,GB,TE,00-0027753
2010,reg,Anquan Boldin,A.Boldin,BAL,WR,00-0022084
2010,reg,Anthony Armstrong,A.Armstrong,WAS,WR,00-0026465
2010,reg,Anthony Dixon,A.Dixon,SF,RB,00-0027772
2010,reg,Anthony Fasano,A.Fasano,MIA,TE,00-0024268
2010,reg,Anthony Gonzalez,A.Gonzalez,IND,WR,00-0025419
2010,reg,Antone Smith,A.Smith,ATL,RB,00-0026855
2010,reg,Antonio Brown,A.Brown,PIT,WR,00-0027793
2010,reg,Antonio Gates,A.Gates,SD,TE,00-0021547
2010,reg,Antwaan Randle El,A.El,PIT,WR,00-0021190
2010,reg,Arian Foster,A.Foster,HOU,RB,00-0026796
2010,reg,Armanti Edwards,A.Edwards,CAR,WR,00-0027692
2010,reg,Arnaz Battle,A.Battle,PIT,WR,00-0022064
2010,reg,Arrelious Benn,A.Benn,TB,WR,00-0027654
2010,reg,Austin Collie,A.Collie,IND,WR,00-0027092
2010,reg,Beanie Wells,B.Wells,ARI,RB,00-0027007
2010,reg,Bear Pascoe,B.Pascoe,NYG,TE,00-0026931
2010,reg,Ben Hartsock,B.Hartsock,NYJ,TE,00-0022847
2010,reg,Ben Obomanu,B.Obomanu,SEA,WR,00-0024463
2010,reg,Ben Patrick,B.Patrick,ARI,TE,00-0025602
2010,reg,Ben Roethlisberger,B.Roethlisberger,PIT,QB,00-0022924
2010,reg,Benjamin Watson,B.Watson,CLE,TE,00-0022943
2010,reg,BenJarvus Green-Ellis,B.Green-Ellis,NE,RB,00-0025860
2010,reg,Bernard Berrian,B.Berrian,MIN,WR,00-0022807
2010,reg,Bernard Scott,B.Scott,CIN,RB,00-0026941
2010,reg,Billy Bajema,B.Bajema,STL,TE,00-0023679
2010,reg,Billy Volek,B.Volek,SD,QB,00-0019041
2010,reg,Blair White,B.White,IND,WR,00-0027477
2010,reg,Bo Scaife,B.Scaife,TEN,TE,00-0023612
2010,reg,Brad Smith,B.Smith,NYJ,WR,00-0024318
2010,reg,Brandon Banks,B.Banks,WAS,WR,00-0027618
2010,reg,Brandon Gibson,B.Gibson,STL,WR,00-0026937
2010,reg,Brandon Jackson,B.Jackson,GB,RB,00-0025450
2010,reg,Brandon Jacobs,B.Jacobs,NYG,RB,00-0023545
2010,reg,Brandon James,B.James,IND,WR,00-0027470
2010,reg,Brandon LaFell,B.LaFell,CAR,WR,00-0027681
2010,reg,Brandon Lloyd,B.Lloyd,DEN,WR,00-0022097
2010,reg,Brandon Manumaleuna,B.Manumaleuna,CHI,TE,00-0020342
2010,reg,Brandon Marshall,B.Marshall,MIA,WR,00-0024334
2010,reg,Brandon Myers,B.Myers,OAK,TE,00-0027135
2010,reg,Brandon Pettigrew,B.Pettigrew,DET,TE,00-0026996
2010,reg,Brandon Stokley,B.Stokley,SEA,WR,00-0015754
2010,reg,Brandon Tate,B.Tate,NE,WR,00-0027057
2010,reg,Braylon Edwards,B.Edwards,NYJ,WR,00-0023438
2010,reg,Brent Celek,B.Celek,PHI,TE,00-0025549
2010,reg,Brett Favre,B.Favre,MIN,QB,00-0005106
2010,reg,Brett Swain,B.Swain,GB,WR,00-0026357
2010,reg,Brian Brohm,B.Brohm,BUF,QB,00-0026196
2010,reg,Brian Clark,B.Clark,DET,WR,00-0023790
2010,reg,Brian Finneran,B.Finneran,ATL,WR,00-0005231
2010,reg,Brian Hartline,B.Hartline,MIA,WR,00-0027077
2010,reg,Brian Hoyer,B.Hoyer,NE,QB,00-0026625
2010,reg,Brian Leonard,B.Leonard,CIN,RB,00-0025439
2010,reg,Brian Robiskie,B.Robiskie,CLE,WR,00-0027012
2010,reg,Brian St. Pierre,B.Pierre,CAR,QB,00-0022101
2010,reg,Brian Westbrook,B.Westbrook,SF,RB,00-0021216
2010,reg,Brodie Croyle,B.Croyle,KC,QB,00-0024300
2010,reg,Brody Eldridge,B.Eldridge,IND,TE,00-0027761
2010,reg,Bruce Gradkowski,B.Gradkowski,OAK,QB,00-0024408
2010,reg,Bryant Johnson,B.Johnson,DET,WR,00-0022156
2010,reg,Byron Leftwich,B.Leftwich,PIT,QB,00-0022177
2010,reg,C.J. Spiller,C.Spiller,BUF,RB,00-0027861
2010,reg,Cadillac Williams,C.Williams,TB,RB,00-0023440
2010,reg,Caleb Hanie,C.Hanie,CHI,QB,00-0025970
2010,reg,Calvin Johnson,C.Johnson,DET,WR,00-0025389
2010,reg,Cameron Morrah,C.Morrah,SEA,TE,00-0026963
2010,reg,Carlton Mitchell,C.Mitchell,CLE,WR,00-0027776
2010,reg,Carson Palmer,C.Palmer,CIN,QB,00-0021429
2010,reg,Cedric Benson,C.Benson,CIN,RB,00-0023439
2010,reg,Cedric Peerman,C.Peerman,CIN,RB,00-0026932
2010,reg,Chad Hall,C.Hall,PHI,WR,00-0027188
2010,reg,Chad Henne,C.Henne,MIA,QB,00-0026197
2010,reg,Chad Johnson,C.Johnson,CIN,WR,00-0020397
2010,reg,Chad Pennington,C.Pennington,MIA,QB,00-0019559
2010,reg,Chansi Stuckey,C.Stuckey,CLE,WR,00-0025622
2010,reg,Charlie Batch,C.Batch,PIT,QB,00-0000865
2010,reg,Charlie Whitehurst,C.Whitehurst,SEA,QB,00-0024296
2010,reg,Chase Coffman,C.Coffman,CIN,TE,00-0027069
2010,reg,Chase Daniel,C.Daniel,NO,QB,00-0026544
2010,reg,Chaz Schilens,C.Schilens,OAK,WR,00-0026366
2010,reg,Chester Taylor,C.Taylor,CHI,RB,00-0021314
2010,reg,Chris Baker,C.Baker,SEA,TE,00-0021213
2010,reg,Chris Chambers,C.Chambers,KC,WR,00-0020446
2010,reg,Chris Cooley,C.Cooley,WAS,TE,00-0022738
2010,reg,Chris Gronkowski,C.Gronkowski,DAL,FB,00-0027419
2010,reg,Chris Ivory,C.Ivory,NO,RB,00-0027531
2010,reg,Chris Johnson,C.Johnson,TEN,RB,00-0026164
2010,reg,Chris Pressley,C.Pressley,CIN,RB,00-0026723
2010,reg,Chris Redman,C.Redman,ATL,QB,00-0019709
2010,reg,Clay Harbor,C.Harbor,PHI,TE,00-0027725
2010,reg,Clinton Portis,C.Portis,WAS,RB,00-0021179
2010,reg,Colt McCoy,C.McCoy,CLE,QB,00-0027688
2010,reg,Corey McIntyre,C.McIntyre,BUF,FB,00-0020804
2010,reg,Correll Buckhalter,C.Buckhalter,DEN,RB,00-0020270
2010,reg,Craig Davis,C.Davis,SD,WR,00-0025417
2010,reg,Craig Stevens,C.Stevens,TEN,TE,00-0026225
2010,reg,Curtis Brinkley,C.Brinkley,SD,RB,00-0026745
2010,reg,D.J. Ware,D.Ware,NYG,RB,00-0024559
2010,reg,Dallas Clark,D.Clark,IND,TE,00-0022165
2010,reg,Damian Williams,D.Williams,TEN,WR,00-0027893
2010,reg,Dan Gronkowski,D.Gronkowski,DEN,TE,00-0027157
2010,reg,Danario Alexander,D.Alexander,STL,WR,00-0027912
2010,reg,Daniel Coats,D.Coats,DEN,TE,00-0024607
2010,reg,Daniel Fells,D.Fells,STL,TE,00-0023752
2010,reg,Daniel Graham,D.Graham,DEN,TE,00-0021154
2010,reg,Danny Amendola,D.Amendola,STL,WR,00-0026035
2010,reg,Danny Woodhead,D.Woodhead,NE,RB,00-0026019
2010,reg,Dante Rosario,D.Rosario,CAR,TE,00-0025542
2010,reg,Darcy Johnson,D.Johnson,STL,TE,00-0023797
2010,reg,Darren McFadden,D.McFadden,OAK,RB,00-0026144
2010,reg,Darren Sproles,D.Sproles,SD,RB,00-0023564
2010,reg,Darrius Heyward-Bey,D.Heyward-Bey,OAK,WR,00-0026983
2010,reg,David Anderson,D.Anderson,HOU,WR,00-0024465
2010,reg,David Carr,D.Carr,SF,QB,00-0020608
2010,reg,David Clowney,D.Clowney,CAR,WR,00-0025544
2010,reg,David Garrard,D.Garrard,JAC,QB,00-0021231
2010,reg,David Gettis,D.Gettis,CAR,WR,00-0027795
2010,reg,David Johnson,D.Johnson,PIT,TE,00-0026957
2010,reg,David Martin,D.Martin,BUF,TE,00-0020332
2010,reg,David Nelson,D.Nelson,BUF,WR,00-0027322
2010,reg,David Reed,D.Reed,BAL,WR,00-0027755
2010,reg,David Thomas,D.Thomas,NO,TE,00-0024301
2010,reg,Davone Bess,D.Bess,MIA,WR,00-0026000
2010,reg,DeAngelo Williams,D.Williams,CAR,RB,00-0024242
2010,reg,Deion Branch,D.Branch,NE,WR,00-0021192
2010,reg,Deji Karim,D.Karim,JAC,RB,00-0027779
2010,reg,Delanie Walker,D.Walker,SF,TE,00-0024389
2010,reg,Demaryius Thomas,D.Thomas,DEN,WR,00-0027874
2010,reg,Demetrius Williams,D.Williams,CLE,WR,00-0024326
2010,reg,Dennis Dixon,D.Dixon,PIT,QB,00-0026296
2010,reg,Dennis Pitta,D.Pitta,BAL,TE,00-0027714
2010,reg,Deon Butler,D.Butler,SEA,WR,00-0027063
2010,reg,Derek Anderson,D.Anderson,ARI,QB,00-0023645
2010,reg,Derek Hagan,D.Hagan,NYG,WR,00-0024297
2010,reg,Derrick Mason,D.Mason,BAL,WR,00-0010500
2010,reg,Derrick Ward,D.Ward,HOU,RB,00-0022770
2010,reg,Derrick Williams,D.Williams,DET,WR,00-0027056
2010,reg,DeSean Jackson,D.Jackson,PHI,WR,00-0026189
2010,reg,Desmond Clark,D.Clark,CHI,TE,00-0003035
2010,reg,Devery Henderson,D.Henderson,NO,WR,00-0022929
2010,reg,Devin Aromashodu,D.Aromashodu,CHI,WR,00-0024447
2010,reg,Devin Hester,D.Hester,CHI,WR,00-0024272
2010,reg,Devin Moore,D.Moore,IND,RB,00-0026620
2010,reg,Dexter McCluster,D.McCluster,KC,WR,00-0027651
2010,reg,Dez Bryant,D.Bryant,DAL,WR,00-0027902
2010,reg,Dezmon Briscoe,D.Briscoe,TB,WR,00-0027789
2010,reg,Dimitri Nance,D.Nance,GB,RB,00-0027201
2010,reg,Dominic Rhodes,D.Rhodes,IND,RB,00-0019863
2010,reg,Dominique Zeigler,D.Zeigler,SF,WR,00-0024687
2010,reg,Donald Brown,D.Brown,IND,RB,00-0027003
2010,reg,Donald Driver,D.Driver,GB,WR,00-0004541
2010,reg,Donald Jones,D.Jones,BUF,WR,00-0027518
2010,reg,Donald Lee,D.Lee,GB,TE,00-0021929
2010,reg,Donovan McNabb,D.McNabb,WAS,QB,00-0011022
2010,reg,Donte' Stallworth,D.Stallworth,BAL,WR,00-0021147
2010,reg,Dorin Dickerson,D.Dickerson,HOU,WR,00-0027819
2010,reg,Drew Brees,D.Brees,NO,QB,00-0020531
2010,reg,Drew Stanton,D.Stanton,DET,QB,00-0025430
2010,reg,Duke Calhoun,D.Calhoun,NYG,WR,00-0027261
2010,reg,Dustin Keller,D.Keller,NYJ,TE,00-0026170
2010,reg,Dwayne Bowe,D.Bowe,KC,WR,00-0025410
2010,reg,Dwayne Jarrett,D.Jarrett,CAR,WR,00-0025432
2010,reg,Earl Bennett,E.Bennett,CHI,WR,00-0026210
2010,reg,Early Doucet,E.Doucet,ARI,WR,00-0026221
2010,reg,Earnest Graham,E.Graham,TB,FB,00-0021755
2010,reg,Ed Dickson,E.Dickson,BAL,TE,00-0027675
2010,reg,Eddie Royal,E.Royal,DEN,WR,00-0026182
2010,reg,Eldra Buckley,E.Buckley,PHI,RB,00-0024738
2010,reg,Eli Manning,E.Manning,NYG,QB,00-0022803
2010,reg,Emmanuel Sanders,E.Sanders,PIT,WR,00-0027685
2010,reg,Eric Decker,E.Decker,DEN,WR,00-0027690
2010,reg,Eric Weems,E.Weems,ATL,WR,00-0024535
