season,season_type,full_player_name,abbr_player_name,team,position,gsis_id
2014,pre,A.J. Green,A.Green,CIN,WR,00-0027942
2014,pre,A.J. Jenkins,A.Jenkins,KC,WR,00-0029654
2014,pre,Aaron Dobson,A.Dobson,NE,WR,00-0030540
2014,pre,Aaron Murray,A.Murray,KC,QB,00-0031287
2014,pre,Aaron Rodgers,A.Rodgers,GB,QB,00-0023459
2014,pre,Ace Sanders,A.Sanders,JAC,WR,00-0030550
2014,pre,Adam Thielen,A.Thielen,MIN,WR,00-0030035
2014,pre,Adrien Robinson,A.Robinson,NYG,TE,00-0029281
2014,pre,Ahmad Bradshaw,A.Bradshaw,IND,RB,00-0025637
2014,pre,Albert Wilson,A.Wilson,KC,WR,00-0030669
2014,pre,Alex Bayer,A.Bayer,STL,TE,00-0030975
2014,pre,Alex Gillett,A.Gillett,GB,WR,00-0030454
2014,pre,Alex Green,A.Green,NYJ,RB,00-0028034
2014,pre,Alex Smith,A.Smith,CIN,TE,00-0023506
2014,pre,Alex Smith,A.Smith,KC,QB,00-0023436
2014,pre,Alfonso Smith,A.Smith,SF,RB,00-0027346
2014,pre,Alfred Blue,A.Blue,HOU,RB,00-0031075
2014,pre,Alfred Morris,A.Morris,WAS,RB,00-0029141
2014,pre,Allen Hurns,A.Hurns,JAC,WR,00-0030821
2014,pre,Alshon Jeffery,A.Jeffery,CHI,WR,00-0029137
2014,pre,Andre Caldwell,A.Caldwell,DEN,WR,00-0026237
2014,pre,Andre Ellington,A.Ellington,ARI,RB,00-0030287
2014,pre,Andre Hardy,A.Hardy,ARI,TE,00-0028843
2014,pre,Andre Holmes,A.Holmes,OAK,WR,00-0028263
2014,pre,Andre Johnson,A.Johnson,HOU,WR,00-0022044
2014,pre,Andre Roberts,A.Roberts,WAS,WR,00-0027691
2014,pre,Andre Williams,A.Williams,NYG,RB,00-0031055
2014,pre,Andrew Hawkins,A.Hawkins,CLE,WR,00-0027918
2014,pre,Andrew Luck,A.Luck,IND,QB,00-0029668
2014,pre,Andrew Peacock,A.Peacock,DET,WR,00-0030729
2014,pre,Andrew Quarless,A.Quarless,GB,TE,00-0027753
2014,pre,Andy Dalton,A.Dalton,CIN,QB,00-0027973
2014,pre,Anquan Boldin,A.Boldin,SF,WR,00-0022084
2014,pre,Anthony Armstrong,A.Armstrong,CLE,WR,00-0026465
2014,pre,Anthony Denham,A.Denham,HOU,TE,00-0031140
2014,pre,Anthony Dixon,A.Dixon,BUF,RB,00-0027772
2014,pre,Anthony Fasano,A.Fasano,KC,TE,00-0024268
2014,pre,Anthony Sherman,A.Sherman,KC,FB,00-0028074
2014,pre,Antone Smith,A.Smith,ATL,RB,00-0026855
2014,pre,Antonio Andrews,A.Andrews,TEN,RB,00-0030789
2014,pre,Antonio Brown,A.Brown,PIT,WR,00-0027793
2014,pre,Antonio Gates,A.Gates,SD,TE,00-0021547
2014,pre,Arceto Clark,A.Clark,SEA,WR,00-0030501
2014,pre,Armanti Edwards,A.Edwards,CHI,WR,00-0027692
2014,pre,Arrelious Benn,A.Benn,PHI,WR,00-0027654
2014,pre,Asa Watson,A.Watson,DAL,TE,00-0030688
