season,season_type,full_player_name,abbr_player_name,team,position,gsis_id
2012,pre,A.J. Green,A.Green,CIN,WR,00-0027942
2012,pre,A.J. Jenkins,A.Jenkins,SF,WR,00-0029654
2012,pre,Aaron Brown,A.Brown,CIN,RB,00-0027129
2012,pre,Aaron Hernandez,A.Hernandez,NE,TE,00-0027713
2012,pre,Aaron Rodgers,A.Rodgers,GB,QB,00-0023459
2012,pre,Adam Nissley,A.Nissley,ATL,TE,00-0028856
2012,pre,Adonis Thomas,A.Thomas,CLE,RB,00-0029482
2012,pre,Adrien Robinson,A.Robinson,NYG,TE,00-0029281
2012,pre,Ahmad Bradshaw,A.Bradshaw,NYG,RB,00-0025637
2012,pre,Aldrick Robinson,A.Robinson,WAS,WR,00-0028116
2012,pre,Alex Gottlieb,A.Gottlieb,DET,TE,00-0029228
2012,pre,Alex Green,A.Green,GB,RB,00-0028034
2012,pre,Alex Smith,A.Smith,CLE,TE,00-0023506
2012,pre,Alex Smith,A.Smith,SF,QB,00-0023436
2012,pre,Alex Tanney,A.Tanney,KC,QB,00-0029623
2012,pre,Alfonso Smith,A.Smith,ARI,RB,00-0027346
2012,pre,Alfred Morris,A.Morris,WAS,RB,00-0029141
2012,pre,Alshon Jeffery,A.Jeffery,CHI,WR,00-0029137
2012,pre,Andre Brown,A.Brown,NYG,RB,00-0027094
2012,pre,Andre Caldwell,A.Caldwell,DEN,WR,00-0026237
2012,pre,Andre Johnson,A.Johnson,HOU,WR,00-0022044
2012,pre,Andre Roberts,A.Roberts,ARI,WR,00-0027691
2012,pre,Andrew Hawkins,A.Hawkins,CIN,WR,00-0027918
2012,pre,Andrew Luck,A.Luck,IND,QB,00-0029668
2012,pre,Andy Brewer,A.Brewer,GB,WR,00-0029706
2012,pre,Andy Dalton,A.Dalton,CIN,QB,00-0027973
2012,pre,Andy Tanner,A.Tanner,NO,WR,00-0027616
2012,pre,Anquan Boldin,A.Boldin,BAL,WR,00-0022084
2012,pre,Anthony Allen,A.Allen,BAL,RB,00-0028163
2012,pre,Anthony Dixon,A.Dixon,SF,RB,00-0027772
2012,pre,Anthony Fasano,A.Fasano,MIA,TE,00-0024268
2012,pre,Anthony McCoy,A.McCoy,SEA,TE,00-0027783
2012,pre,Antone Smith,A.Smith,ATL,RB,00-0026855
2012,pre,Antonio Brown,A.Brown,PIT,WR,00-0027793
2012,pre,Antonio Gates,A.Gates,SD,TE,00-0021547
2012,pre,Antwon Bailey,A.Bailey,WAS,RB,00-0028886
2012,pre,Arian Foster,A.Foster,HOU,RB,00-0026796
2012,pre,Armando Allen,A.Allen,CHI,RB,00-0028565
2012,pre,Armanti Edwards,A.Edwards,CAR,WR,00-0027692
2012,pre,Armond Smith,A.Smith,CAR,RB,00-0028706
2012,pre,Aron White,A.White,ATL,TE,00-0029467
2012,pre,Austin Collie,A.Collie,IND,WR,00-0027092
2012,pre,Austin Davis,A.Davis,STL,QB,00-0028957
2012,pre,Austin Pettis,A.Pettis,STL,WR,00-0028016
2012,pre,Austin Wells,A.Wells,DET,TE,00-0029237
2012,pre,B.J. Coleman,B.Coleman,GB,QB,00-0029219
2012,pre,Baron Batch,B.Batch,PIT,RB,00-0028170
2012,pre,Beanie Wells,B.Wells,ARI,RB,00-0027007
2012,pre,Bear Pascoe,B.Pascoe,NYG,TE,00-0026931
2012,pre,Ben Hartsock,B.Hartsock,CAR,TE,00-0022847
2012,pre,Ben Obomanu,B.Obomanu,SEA,WR,00-0024463
2012,pre,Ben Roethlisberger,B.Roethlisberger,PIT,QB,00-0022924
2012,pre,Ben Tate,B.Tate,HOU,RB,00-0027890
2012,pre,BenJarvus Green-Ellis,B.Green-Ellis,CIN,RB,00-0025860
2012,pre,Bernard Pierce,B.Pierce,BAL,RB,00-0029264
2012,pre,Bilal Powell,B.Powell,NYJ,RB,00-0028064
2012,pre,Billy Bajema,B.Bajema,BAL,TE,00-0023679
2012,pre,Blaine Gabbert,B.Gabbert,JAC,QB,00-0027948
2012,pre,Bobby Rainey,B.Rainey,BAL,RB,00-0029384
2012,pre,Brad Smith,B.Smith,BUF,WR,00-0024318
2012,pre,Brady Quinn,B.Quinn,KC,QB,00-0025409
2012,pre,Brandon Banks,B.Banks,WAS,WR,00-0027618
2012,pre,Brandon Bolden,B.Bolden,NE,RB,00-0029239
2012,pre,Brandon Bostick,B.Bostick,GB,TE,00-0029601
2012,pre,Brandon Carswell,B.Carswell,OAK,WR,00-0029120
2012,pre,Brandon Collins,B.Collins,NYG,WR,00-0029465
2012,pre,Brandon Gibson,B.Gibson,STL,WR,00-0026937
2012,pre,Brandon Jackson,B.Jackson,CLE,RB,00-0025450
2012,pre,Brandon Jacobs,B.Jacobs,SF,RB,00-0023545
2012,pre,Brandon Kinnie,B.Kinnie,KC,WR,00-0029327
2012,pre,Brandon LaFell,B.LaFell,CAR,WR,00-0027681
2012,pre,Brandon Lloyd,B.Lloyd,NE,WR,00-0022097
