GameID,Passer_ID,Team,Opponent,Player_Name,Attempts,Completions,Drives,Comp_Perc,Total_Yards,Total_Raw_AirYards,Total_Comp_AirYards,Yards_per_Att,Yards_per_Comp,Yards_per_Drive,Raw_AirYards_per_Att,Comp_AirYards_per_Att,Raw_AirYards_per_Comp,Comp_AirYards_per_Comp,Raw_AirYards_per_Drive,Comp_AirYards_per_Drive,PACR,TimesHit,TimesHit_per_Drive,Interceptions,TDs,Air_TDs,aPACR,Air_TD_Rate,TD_to_Int,Total_EPA,Success_Rate,EPA_per_Att,EPA_per_Comp,EPA_Comp_Perc,TD_per_Att,Air_TD_per_Att,Int_per_Att,TD_per_Comp,Air_TD_per_Comp,TD_per_Drive,Air_TD_per_Drive,Int_per_Drive,EPA_per_Drive,Total_WPA,Win_Success_Rate,WPA_per_Att,WPA_per_Comp,WPA_Comp_Perc,WPA_per_Drive,Total_Clutch_EPA,Clutch_EPA_per_Att,Clutch_EPA_per_Drive,airEPA_Comp,airEPA_Incomp,Total_Raw_airEPA,Raw_airEPA_per_Att,Raw_airEPA_per_Drive,epa_PACR,airEPA_per_Att,airEPA_per_Comp,airEPA_per_Drive,air_Success_Rate,air_Comp_Success_Rate,airWPA_Comp,airWPA_Incomp,Total_Raw_airWPA,wpa_PACR,Raw_airWPA_per_Att,Raw_airWPA_per_Drive,airWPA_per_Att,airWPA_per_Comp,airWPA_per_Drive,air_Win_Success_Rate,air_Comp_Win_Success_Rate,yacEPA_Comp,yacEPA_Drop,Total_yacEPA,yacEPA_per_Att,yacEPA_per_Comp,yacEPA_Rec_per_Drive,yacEPA_Drop_per_Drive,yacWPA_Comp,yacWPA_Drop,Total_yacWPA,yacWPA_per_Att,yacWPA_per_Comp,yacWPA_Comp_per_Drive,yacWPA_Drop_per_Drive,yac_Success_Rate,yac_Rec_Success_Rate,yac_Win_Success_Rate,yac_Comp_Win_Success_Rate
2010010900,00-0011022,PHI,DAL,D.McNabb,37,19,12,0.5135135135135135,230,369,113,6.216216216216216,12.105263157894736,19.166666666666668,9.972972972972974,3.054054054054054,19.42105263157895,5.947368421052632,30.75,9.416666666666666,0.6233062330623306,6,0.5,1,1,0,0.5555555555555556,0,1,-4.0253211484657925,0.43243243243243246,-0.10879246347204845,0.5659861196516954,0.2497008025954031,0.02702702702702703,0,0.02702702702702703,0.05263157894736842,0,0.08333333333333333,0,0.08333333333333333,-0.335443429038816,-0.20007395495449953,0.4864864864864865,-0.005407404187959447,5.715879409746761e-4,0.025188069067691606,-0.016672829579541627,-0.35652856818540085,-0.009635907248254078,-0.02971071401545007,1.8922849964101616,21.749793101035188,23.64207809744535,0.6389750837147392,1.9701731747871125,-0.17026088535342201,0.05114283774081518,0.09959394717948218,0.15769041636751346,0.6216216216216216,0.2702702702702703,-0.01320404690787012,0.20767831378790375,0.19447426688003364,-1.0287939796061563,0.0052560612670279365,0.01620618890666947,-3.5686613264513837e-4,-6.949498372563222e-4,-0.00110033724232251,0.6486486486486487,0.2702702702702703,8.861451276972051,-36.5288505228832,-27.66739924591114,-0.7477675471867876,0.4663921724722132,0.7384542730810043,-3.044070876906933,0.024064217786388967,-0.41861243962092215,-0.39454822183453314,-0.010663465454987382,0.0012665377782309982,0.0020053514821990804,-0.03488436996841018,0.3783783783783784,0.32432432432432434,0.43243243243243246,0.2972972972972973
2010010900,00-0021678,DAL,PHI,T.Romo,35,23,10,0.6571428571428571,244,172,88,6.9714285714285715,10.608695652173912,24.4,4.914285714285715,2.5142857142857142,7.478260869565218,3.8260869565217392,17.2,8.8,1.4186046511627908,3,0.3,1,2,1,1.3895348837209303,0.5,2,15.511708918019899,0.5142857142857142,0.4431916833719971,1.0262214460130734,0.6455074717922178,0.05714285714285714,0.02857142857142857,0.02857142857142857,0.08695652173913043,0.043478260869565216,0.2,0.1,0.1,1.55117089180199,0.49321554961776076,0.6,0.014091872846221737,0.027966829688406473,0.7658526870427781,0.04932155496177608,1.151348583997465,0.032895673828499006,0.1151348583997465,-0.3796512607819411,7.11160873844725,6.731957477665309,0.19234164221900882,0.6731957477665309,2.304189972899156,-0.010847178879484031,-0.01650657655573657,-0.03796512607819411,0.42857142857142855,0.2571428571428571,0.047829360325690795,0.13772617222669586,0.18555553255238666,2.6580482017075644,0.005301586644353905,0.018555553255238666,0.0013665531521625941,0.0020795374054648173,0.004782936032569079,0.45714285714285713,0.2857142857142857,23.98274451908263,-15.202993078728042,8.77975144035459,0.25085004115298826,1.04272802256881,2.398274451908263,-1.5202993078728042,0.5954077225076582,-0.287747705442284,0.3076600170653741,0.008790286201867831,0.02588729228294166,0.05954077225076582,-0.0287747705442284,0.6,0.5428571428571428,0.6285714285714286,0.5428571428571428
2010010900,00-0020245,PHI,DAL,M.Vick,2,1,2,0.5,76,29,25,38,76,38,14.5,12.5,29,25,14.5,12.5,2.6206896551724137,0,0,0,1,0,3.310344827586207,0,Inf,5.780491267669273,0.5,2.8902456338346365,6.1781037843816025,0.9395332008702713,0.5,0,0,1,0,0.5,0,0,2.8902456338346365,0.19416321553751706,0.5,0.09708160776875853,0.1962469323105578,0.9894937228175842,0.09708160776875853,1.2116054033108927,0.6058027016554464,0.6058027016554464,2.1356502047720047,0.10528936985535875,2.2409395746273635,1.1204697873136817,1.1204697873136817,2.5794944821885646,1.0678251023860024,2.1356502047720047,1.0678251023860024,1,0.5,0.07004399452504034,4.810308563115012e-4,0.07052502538135184,2.7531108920218483,0.03526251269067592,0.03526251269067592,0.03502199726252017,0.07004399452504034,0.03502199726252017,1,0.5,4.042453579609598,-0.5029018865676882,3.5395516930419095,1.7697758465209548,4.042453579609598,2.021226789804799,-0.2514509432838441,0.12620293778551744,-0.002564747629352236,0.1236381901561652,0.0618190950780826,0.12620293778551744,0.06310146889275872,-0.001282373814676118,0.5,0.5,0.5,0.5
2010010901,00-0021429,CIN,NYJ,C.Palmer,36,18,10,0.5,159,287,91,4.416666666666667,8.833333333333334,15.9,7.972222222222222,2.5277777777777777,15.944444444444445,5.055555555555555,28.7,9.1,0.554006968641115,2,0.2,1,1,0,0.46689895470383275,0,1,-6.77847448916743,0.4166666666666667,-0.18829095803242862,0.5491288727744352,0.2704169426297428,0.027777777777777776,0,0.027777777777777776,0.05555555555555555,0,0.1,0,0.1,-0.677847448916743,-0.24376181855524437,0.3333333333333333,-0.006771161626534566,0.013725468147100087,0.24241668444101416,-0.024376181855524436,-0.5369076861726617,-0.014914102393685048,-0.05369076861726617,1.5183750834333212,18.037985013091998,19.55636009652532,0.5432322249034811,1.955636009652532,-0.3466122762983791,0.04217708565092559,0.08435417130185117,0.15183750834333212,0.6388888888888888,0.25,0.02770664126608821,0.7210619578519917,0.7487685991180799,-0.32555026859079517,0.020799127753279998,0.074876859911808,7.696289240580059e-4,0.0015392578481160117,0.002770664126608821,0.6111111111111112,0.25,8.365944626506515,-34.700779212199265,-26.33483458569275,-0.7315231829359097,0.46477470147258415,0.8365944626506515,-3.4700779212199264,0.21935178538171335,-1.2118822030550376,-0.9925304176733243,-0.027570289379814563,0.012186210298984075,0.021935178538171334,-0.12118822030550376,0.3888888888888889,0.3611111111111111,0.3888888888888889,0.3611111111111111
2010010901,00-0026898,NYJ,CIN,M.Sanchez,15,12,6,0.8,182,153,94,12.133333333333333,15.166666666666666,30.333333333333332,10.2,6.266666666666667,12.75,7.833333333333333,25.5,15.666666666666666,1.1895424836601307,1,0.16666666666666666,0,1,0,1.3202614379084967,0,Inf,12.94588973861286,0.6,0.863059315907524,1.3636487904190988,0.65895895670273,0.06666666666666667,0,0,0.08333333333333333,0,0.16666666666666666,0,0,2.1576482897688103,0.3904607245282676,0.6,0.026030714968551173,0.042271996658195025,0.6707411095845113,0.06507678742137793,1.2495689415366407,0.08330459610244272,0.20826149025610677,4.570426832311524,4.425994286127082,8.996421118438606,0.599761407895907,1.4994035197397677,1.4390044183324884,0.3046951221541016,0.380868902692627,0.761737805385254,0.6,0.4666666666666667,0.14144777491465405,0.14012959651408724,0.2815773714287413,1.3866907079466126,0.018771824761916085,0.04692956190479022,0.009429851660976936,0.01178731457622117,0.02357462915244234,0.6,0.4666666666666667,11.793358652717663,-7.843890032543409,3.9494686201742537,0.2632979080116169,0.9827798877264718,1.9655597754529437,-1.3073150054239016,0.36581618498368623,-0.25693283188415994,0.10888335309952629,0.007258890206635086,0.030484682081973854,0.06096936416394771,-0.04282213864735999,0.4666666666666667,0.4666666666666667,0.5333333333333333,0.4666666666666667
2010011000,00-0023459,GB,ARI,A.Rodgers,42,28,11,0.6666666666666666,441,421,224,10.5,15.75,40.09090909090909,10.023809523809524,5.333333333333333,15.035714285714286,8,38.27272727272727,20.363636363636363,1.0475059382422802,5,0.45454545454545453,1,4,1,1.1306413301662708,0.25,4,17.858134692171447,0.6190476190476191,0.4251936831469392,1.2108593312233638,0.5273862970635322,0.09523809523809523,0.023809523809523808,0.023809523809523808,0.14285714285714285,0.03571428571428571,0.36363636363636365,0.09090909090909091,0.09090909090909091,1.6234667901974043,0.5759952862295885,0.5952380952380952,0.013714173481656869,0.032013607749431176,0.5731558092470023,0.0523632078390535,1.2227657204292433,0.0291134695340296,0.11116052003902212,15.903348870989257,19.111331599412306,35.014680470401565,0.8336828683428944,3.183152770036506,0.5100184965922279,0.3786511635949823,0.5679767453924734,1.4457589882717505,0.7857142857142857,0.4523809523809524,0.41808254017923,0.3527388308644313,0.7708213710436613,0.7472487243701014,0.01835288978675384,0.0700746700948783,0.009954346194743571,0.014931519292115359,0.038007503652657273,0.8095238095238095,0.47619047619047616,18.000712403264927,-35.157258181495045,-17.156545778230118,-0.4084891851959552,0.6428825858308903,1.6364284002968115,-3.196114380135913,0.47829847680484294,-0.6731245616189158,-0.19482608481407285,-0.004638716305096972,0.01708208845731582,0.04348167970953118,-0.061193141965355975,0.5476190476190477,0.5476190476190477,0.4523809523809524,0.4523809523809524
2010011000,00-0017200,ARI,GB,K.Warner,33,29,10,0.8787878787878788,382,278,211,11.575757575757576,13.172413793103448,38.2,8.424242424242424,6.393939393939394,9.586206896551724,7.275862068965517,27.8,21.1,1.3741007194244603,3,0.3,0,5,1,1.7338129496402879,0.2,Inf,24.46183447431299,0.7878787878787878,0.7412677113428179,0.9660989030112371,0.5854346335726276,0.15151515151515152,0.030303030303030304,0,0.1724137931034483,0.034482758620689655,0.5,0.1,0,2.446183447431299,1.0586481217581232,0.8181818181818182,0.03208024611388252,0.04048273792087513,0.8016288856914953,0.10586481217581231,1.268957547065032,0.03845325900197067,0.12689575470650322,1.9336440783025792,7.151967475559708,9.085611553862286,0.2753215622382511,0.9085611553862286,2.6923707148710627,0.058595275100078156,0.06667738201043377,0.19336440783025793,0.6666666666666666,0.5454545454545454,0.3301029109447024,0.19283944677299764,0.5229423577177,2.02440690859013,0.015846738112657577,0.052294235771770003,0.01000311851347583,0.011382858998093185,0.03301029109447024,0.7272727272727273,0.6060606060606061,26.0832241090233,-10.707001188572594,15.376222920450704,0.4659461491045668,0.8994215210008034,2.6083224109023297,-1.0707001188572594,0.8438964887606766,-0.30819072472025333,0.5357057640404232,0.016233508001224948,0.02909987892278195,0.08438964887606766,-0.03081907247202533,0.7575757575757576,0.7575757575757576,0.7575757575757576,0.7575757575757576
2010011001,00-0019596,NE,BAL,T.Brady,42,23,13,0.5476190476190477,154,282,93,3.6666666666666665,6.695652173913044,11.846153846153847,6.714285714285714,2.2142857142857144,12.26086956521739,4.043478260869565,21.692307692307693,7.153846153846154,0.5460992907801419,1,0.07692307692307693,3,2,2,0.20921985815602837,1,0.6666666666666666,-20.11215999711318,0.3333333333333333,-0.4788609523122186,0.4887924042619818,0.2129381322375856,0.047619047619047616,0.047619047619047616,0.07142857142857142,0.08695652173913043,0.08695652173913043,0.15384615384615385,0.15384615384615385,0.23076923076923078,-1.5470892305471677,-0.2455855164679959,0.35714285714285715,-0.00584727420161895,0.002401899081178965,0.10910580194466296,-0.018891193574461222,-0.9778484367418505,-0.023282105636710727,-0.07521911051860389,3.3324549929662015,15.395446562690644,18.727901555656846,0.44590241799182967,1.4406078119736034,-1.073914230985383,0.07934416649919528,0.14488934752026963,0.2563426917666309,0.4523809523809524,0.19047619047619047,-0.010201476954729094,0.17806526495361166,0.16786378799888257,-1.4630047337525274,0.003996756857116252,0.01291259907683712,-2.428923084459308e-4,-4.435424762925693e-4,-7.847289965176226e-4,0.47619047619047616,0.19047619047619047,7.9097703050593795,-46.749831857829406,-38.840061552770024,-0.9247633703040482,0.3439030567417122,0.6084438696199522,-3.5961409121407235,0.06544515582184529,-0.4788944602887238,-0.4134493044668785,-0.009844031058735202,0.0028454415574715344,0.005034242755526561,-0.036838035406824905,0.2857142857142857,0.2857142857142857,0.2619047619047619,0.2619047619047619
2010011001,00-0026158,BAL,NE,J.Flacco,10,4,7,0.4,34,118,21,3.4,8.5,4.857142857142857,11.8,2.1,29.5,5.25,16.857142857142858,3,0.288135593220339,0,0,1,0,0,-0.09322033898305085,NaN,0,-7.863621587600153,0.3,-0.7863621587600153,0.7996688191425187,0.19349732348453727,0,0,0.1,0,0,0,0,0.14285714285714285,-1.1233745125143075,-0.08374467252185358,0.3,-0.008374467252185358,0.009339908975011607,0.20227093710680988,-0.011963524645979082,-0.2877274778359517,-0.02877274778359517,-0.04110392540513596,1.1038408802859843,7.427171441754461,8.531012322040445,0.8531012322040444,1.2187160460057778,-0.921768869948055,0.11038408802859842,0.27596022007149607,0.15769155432656917,0.7,0.2,0.013550410395181789,0.050779580842843286,0.06432999123802507,-1.3017982889503739,0.006432999123802507,0.009189998748289296,0.0013550410395181788,0.0033876025987954472,0.0019357729135973984,0.7,0.2,2.0948343962840905,-18.48946830592469,-16.394633909640596,-1.6394633909640597,0.5237085990710226,0.29926205661201294,-2.6413526151320985,0.02380922550486464,-0.1718838892647433,-0.14807466375987866,-0.014807466375987866,0.00595230637621616,0.003401317929266377,-0.024554841323534755,0.1,0.1,0.1,0.1
2010011600,00-0010346,IND,BAL,P.Manning,44,30,10,0.6818181818181818,246,367,168,5.590909090909091,8.2,24.6,8.340909090909092,3.8181818181818183,12.233333333333333,5.6,36.7,16.8,0.670299727520436,5,0.5,1,2,2,0.6566757493188011,1,2,12.653558033011693,0.5909090909090909,0.2875808643866294,0.8731782002657795,0.5848739151108202,0.045454545454545456,0.045454545454545456,0.022727272727272728,0.06666666666666667,0.06666666666666667,0.2,0.2,0.1,1.2653558033011694,0.37684079150460087,0.5909090909090909,0.008564563443286384,0.02243851163775211,0.6185065415407949,0.037684079150460084,0.8233451652349288,0.018712390118975655,0.08233451652349288,8.34356902950538,24.95691556204139,33.30048459154677,0.7568291952624265,3.330048459154677,0.37998119811817277,0.189626568852395,0.27811896765017935,0.834356902950538,0.6590909090909091,0.36363636363636365,0.1796690378400279,0.4465140701692364,0.6261831080092644,0.6018060638886246,0.014231434272937826,0.06261831080092643,0.004083387223636998,0.00598896792800093,0.017966903784002793,0.6590909090909091,0.36363636363636365,17.851776978468003,-38.49870353700308,-20.64692655853508,-0.46924833087579726,0.5950592326156001,1.7851776978468004,-3.8498703537003083,0.4934863112925354,-0.7428286277971988,-0.24934231650466343,-0.005666870829651441,0.01644954370975118,0.04934863112925354,-0.07428286277971988,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5454545454545454
