season,season_type,full_player_name,abbr_player_name,team,position,gsis_id
2010,post,Aaron Hernandez,A.Hernandez,NE,TE,00-0027713
2010,post,Aaron Rodgers,A.Rodgers,GB,QB,00-0023459
2010,post,Alge Crumpler,A.Crumpler,NE,TE,00-0020285
2010,post,Andrew Quarless,A.Quarless,GB,TE,00-0027753
2010,post,Anquan Boldin,A.Boldin,BAL,WR,00-0022084
2010,post,Antonio Brown,A.Brown,PIT,WR,00-0027793
2010,post,Antwaan Randle El,A.El,PIT,WR,00-0021190
2010,post,Ben Hartsock,B.Hartsock,NYJ,TE,00-0022847
2010,post,Ben Obomanu,B.Obomanu,SEA,WR,00-0024463
2010,post,Ben Roethlisberger,B.Roethlisberger,PIT,QB,00-0022924
2010,post,BenJarvus Green-Ellis,B.Green-Ellis,NE,RB,00-0025860
2010,post,Blair White,B.White,IND,WR,00-0027477
2010,post,Brad Smith,B.Smith,NYJ,WR,00-0024318
2010,post,Brandon Jackson,B.Jackson,GB,RB,00-0025450
2010,post,Brandon Stokley,B.Stokley,SEA,WR,00-0015754
2010,post,Brandon Tate,B.Tate,NE,WR,00-0027057
2010,post,Braylon Edwards,B.Edwards,NYJ,WR,00-0023438
2010,post,Brent Celek,B.Celek,PHI,TE,00-0025549
2010,post,Brett Swain,B.Swain,GB,WR,00-0026357
2010,post,Brian Finneran,B.Finneran,ATL,WR,00-0005231
2010,post,Caleb Hanie,C.Hanie,CHI,QB,00-0025970
2010,post,Cameron Morrah,C.Morrah,SEA,TE,00-0026963
2010,post,Chester Taylor,C.Taylor,CHI,RB,00-0021314
2010,post,Danny Woodhead,D.Woodhead,NE,RB,00-0026019
2010,post,David Thomas,D.Thomas,NO,TE,00-0024301
2010,post,Deion Branch,D.Branch,NE,WR,00-0021192
2010,post,Derrick Mason,D.Mason,BAL,WR,00-0010500
2010,post,DeSean Jackson,D.Jackson,PHI,WR,00-0026189
2010,post,Devery Henderson,D.Henderson,NO,WR,00-0022929
2010,post,Devin Hester,D.Hester,CHI,WR,00-0024272
2010,post,Dexter McCluster,D.McCluster,KC,WR,00-0027651
2010,post,Dominic Rhodes,D.Rhodes,IND,RB,00-0019863
2010,post,Donald Driver,D.Driver,GB,WR,00-0004541
2010,post,Donald Lee,D.Lee,GB,TE,00-0021929
2010,post,Drew Brees,D.Brees,NO,QB,00-0020531
2010,post,Dustin Keller,D.Keller,NYJ,TE,00-0026170
2010,post,Earl Bennett,E.Bennett,CHI,WR,00-0026210
2010,post,Ed Dickson,E.Dickson,BAL,TE,00-0027675
2010,post,Emmanuel Sanders,E.Sanders,PIT,WR,00-0027685
2010,post,Gartrell Johnson,G.Johnson,ATL,RB,00-0027098
2010,post,Golden Tate,G.Tate,SEA,WR,00-0027891
2010,post,Greg Jennings,G.Jennings,GB,WR,00-0024267
2010,post,Greg Olsen,G.Olsen,CHI,TE,00-0025418
2010,post,Harry Douglas,H.Douglas,ATL,WR,00-0026224
2010,post,Heath Miller,H.Miller,PIT,TE,00-0023465
2010,post,Hines Ward,H.Ward,PIT,WR,00-0017162
2010,post,Isaac Redman,I.Redman,PIT,RB,00-0026566
2010,post,Jacob Tamme,J.Tamme,IND,TE,00-0026267
2010,post,Jalen Parmele,J.Parmele,BAL,RB,00-0026316
2010,post,Jamaal Charles,J.Charles,KC,RB,00-0026213
2010,post,James Jones,J.Jones,GB,WR,00-0025465
2010,post,James Starks,J.Starks,GB,RB,00-0027791
2010,post,Jason Avant,J.Avant,PHI,WR,00-0024324
2010,post,Jason Snelling,J.Snelling,ATL,FB,00-0025631
2010,post,Jay Cutler,J.Cutler,CHI,QB,00-0024226
2010,post,Jeremy Maclin,J.Maclin,PHI,WR,00-0026995
2010,post,Jeremy Shockey,J.Shockey,NO,TE,00-0021148
2010,post,Jerome Harrison,J.Harrison,PHI,RB,00-0024359
2010,post,Jerricho Cotchery,J.Cotchery,NYJ,WR,00-0022811
2010,post,Joe Flacco,J.Flacco,BAL,QB,00-0026158
2010,post,Joe McKnight,J.McKnight,NYJ,RB,00-0027712
2010,post,John Carlson,J.Carlson,SEA,TE,00-0026178
2010,post,John Kuhn,J.Kuhn,GB,FB,00-0022999
2010,post,Johnny Knox,J.Knox,CHI,WR,00-0026913
2010,post,Jordy Nelson,J.Nelson,GB,WR,00-0026176
2010,post,Joseph Addai,J.Addai,IND,RB,00-0024245
2010,post,Julian Edelman,J.Edelman,NE,WR,00-0027150
2010,post,Julius Jones,J.Jones,NO,RB,00-0022840
2010,post,Justin Forsett,J.Forsett,SEA,RB,00-0026373
2010,post,Kellen Davis,K.Davis,CHI,TE,00-0026298
2010,post,Kevin Curtis,K.Curtis,KC,WR,00-0022001
