season,season_type,full_player_name,abbr_player_name,team,position,gsis_id
2009,post,Aaron Rodgers,A.Rodgers,GB,QB,00-0023459
2009,post,Adrian Peterson,A.Peterson,MIN,RB,00-0025394
2009,post,Ahman Green,A.Green,GB,RB,00-0006305
2009,post,Alex Smith,A.Smith,PHI,TE,00-0023506
2009,post,Andre Caldwell,A.Caldwell,CIN,WR,00-0026237
2009,post,Anthony Becht,A.Becht,ARI,TE,00-0019457
2009,post,Antonio Gates,A.Gates,SD,TE,00-0021547
2009,post,Austin Collie,A.Collie,IND,WR,00-0027092
2009,post,Beanie Wells,B.Wells,ARI,RB,00-0027007
2009,post,Ben Patrick,B.Patrick,ARI,TE,00-0025602
2009,post,Benjamin Watson,B.Watson,NE,TE,00-0022943
2009,post,Bernard Berrian,B.Berrian,MIN,WR,00-0022807
2009,post,Brad Smith,B.Smith,NYJ,WR,00-0024318
2009,post,Brandon Jackson,B.Jackson,GB,RB,00-0025450
2009,post,Braylon Edwards,B.Edwards,NYJ,WR,00-0023438
2009,post,Brent Celek,B.Celek,PHI,TE,00-0025549
2009,post,Brett Favre,B.Favre,MIN,QB,00-0005106
2009,post,Carson Palmer,C.Palmer,CIN,QB,00-0021429
2009,post,Cedric Benson,C.Benson,CIN,RB,00-0023439
2009,post,Chad Johnson,C.Johnson,CIN,WR,00-0020397
2009,post,Chester Taylor,C.Taylor,MIN,RB,00-0021314
2009,post,Chris Baker,C.Baker,NE,TE,00-0021213
2009,post,Dallas Clark,D.Clark,IND,TE,00-0022165
2009,post,Daniel Coats,D.Coats,CIN,TE,00-0024607
2009,post,Danny Woodhead,D.Woodhead,NYJ,WR,00-0026019
2009,post,Darren Sproles,D.Sproles,SD,RB,00-0023564
2009,post,David Clowney,D.Clowney,NYJ,WR,00-0025544
2009,post,David Thomas,D.Thomas,NO,TE,00-0024301
2009,post,Demetrius Williams,D.Williams,BAL,WR,00-0024326
2009,post,Derrick Mason,D.Mason,BAL,WR,00-0010500
2009,post,DeSean Jackson,D.Jackson,PHI,WR,00-0026189
2009,post,Devery Henderson,D.Henderson,NO,WR,00-0022929
2009,post,Donald Brown,D.Brown,IND,RB,00-0027003
2009,post,Donald Driver,D.Driver,GB,WR,00-0004541
2009,post,Donald Lee,D.Lee,GB,TE,00-0021929
2009,post,Donovan McNabb,D.McNabb,PHI,QB,00-0011022
2009,post,Drew Brees,D.Brees,NO,QB,00-0020531
2009,post,Dustin Keller,D.Keller,NYJ,TE,00-0026170
2009,post,Early Doucet,E.Doucet,ARI,WR,00-0026221
2009,post,Felix Jones,F.Jones,DAL,RB,00-0026162
2009,post,Fred Taylor,F.Taylor,NE,RB,00-0016098
2009,post,Gijon Robinson,G.Robinson,IND,TE,00-0024529
2009,post,Greg Jennings,G.Jennings,GB,WR,00-0024267
2009,post,James Jones,J.Jones,GB,WR,00-0025465
2009,post,Jason Avant,J.Avant,PHI,WR,00-0024324
2009,post,Jason Witten,J.Witten,DAL,TE,00-0022127
2009,post,Jason Wright,J.Wright,ARI,RB,00-0022288
2009,post,Jeremy Maclin,J.Maclin,PHI,WR,00-0026995
2009,post,Jeremy Shockey,J.Shockey,NO,TE,00-0021148
2009,post,Jerheme Urban,J.Urban,ARI,WR,00-0021647
2009,post,Jermichael Finley,J.Finley,GB,TE,00-0026231
2009,post,Jerricho Cotchery,J.Cotchery,NYJ,WR,00-0022811
2009,post,Jimmy Kleinsasser,J.Kleinsasser,MIN,TE,00-0009323
2009,post,Joe Flacco,J.Flacco,BAL,QB,00-0026158
2009,post,John Kuhn,J.Kuhn,GB,FB,00-0022999
2009,post,John Phillips,J.Phillips,DAL,TE,00-0027139
2009,post,Jordy Nelson,J.Nelson,GB,WR,00-0026176
2009,post,Joseph Addai,J.Addai,IND,RB,00-0024245
2009,post,Julian Edelman,J.Edelman,NE,WR,00-0027150
2009,post,Kelley Washington,K.Washington,BAL,WR,00-0022171
2009,post,Kevin Faulk,K.Faulk,NE,RB,00-0005091
2009,post,Kevin Ogletree,K.Ogletree,DAL,WR,00-0026780
2009,post,Kurt Warner,K.Warner,ARI,QB,00-0017200
2009,post,LaDainian Tomlinson,L.Tomlinson,SD,RB,00-0020536
2009,post,Lance Moore,L.Moore,NO,WR,00-0023310
2009,post,LaRod Stephens-Howling,L.Stephens-Howling,ARI,RB,00-0026956
2009,post,Larry Fitzgerald,L.Fitzgerald,ARI,WR,00-0022921
2009,post,Laurence Maroney,L.Maroney,NE,RB,00-0024236
2009,post,Laveranues Coles,L.Coles,CIN,WR,00-0018958
2009,post,Le'Ron McClain,L.McClain,BAL,FB,00-0025524
2009,post,Legedu Naanee,L.Naanee,SD,WR,00-0025559
2009,post,Leonard Weaver,L.Weaver,PHI,FB,00-0023063
2009,post,LeSean McCoy,L.McCoy,PHI,RB,00-0027029
2009,post,Lynell Hamilton,L.Hamilton,NO,RB,00-0026121
2009,post,Malcom Floyd,M.Floyd,SD,WR,00-0022414
2009,post,Marion Barber,M.Barber,DAL,RB,00-0023544
2009,post,Mark Clayton,M.Clayton,BAL,WR,00-0023457
2009,post,Mark Sanchez,M.Sanchez,NYJ,QB,00-0026898
2009,post,Marques Colston,M.Colston,NO,WR,00-0024466
2009,post,Martellus Bennett,M.Bennett,DAL,TE,00-0026201
2009,post,Matt Leinart,M.Leinart,ARI,QB,00-0024225
2009,post,Matthew Slater,M.Slater,NE,WR,00-0026293
