season,season_type,full_player_name,abbr_player_name,team,position,gsis_id
2013,post,A.J. Green,A.Green,CIN,WR,00-0027942
2013,post,A.J. Jenkins,A.Jenkins,KC,WR,00-0029654
2013,post,Aaron Dobson,A.Dobson,NE,WR,00-0030540
2013,post,Aaron Rodgers,A.Rodgers,GB,QB,00-0023459
2013,post,Alex Smith,A.Smith,KC,QB,00-0023436
2013,post,Andre Caldwell,A.Caldwell,DEN,WR,00-0026237
2013,post,Andrew Hawkins,A.Hawkins,CIN,WR,00-0027918
2013,post,Andrew Luck,A.Luck,IND,QB,00-0029668
2013,post,Andrew Quarless,A.Quarless,GB,TE,00-0027753
2013,post,Andy Dalton,A.Dalton,CIN,QB,00-0027973
2013,post,Anquan Boldin,A.Boldin,SF,WR,00-0022084
2013,post,Anthony Dixon,A.Dixon,SF,RB,00-0027772
2013,post,Anthony Fasano,A.Fasano,KC,TE,00-0024268
2013,post,Antonio Gates,A.Gates,SD,TE,00-0021547
2013,post,Austin Collie,A.Collie,NE,WR,00-0027092
2013,post,Benjamin Watson,B.Watson,NO,TE,00-0022943
2013,post,BenJarvus Green-Ellis,B.Green-Ellis,CIN,RB,00-0025860
2013,post,Brandon LaFell,B.LaFell,CAR,WR,00-0027681
2013,post,Brent Celek,B.Celek,PHI,TE,00-0025549
2013,post,C.J. Anderson,C.Anderson,DEN,RB,00-0029854
2013,post,Cam Newton,C.Newton,CAR,QB,00-0027939
2013,post,Coby Fleener,C.Fleener,IND,TE,00-0029697
2013,post,Colin Kaepernick,C.Kaepernick,SF,QB,00-0027974
2013,post,Cyrus Gray,C.Gray,KC,RB,00-0029298
2013,post,Da'Rick Rogers,D.Rogers,IND,WR,00-0030043
2013,post,Danny Amendola,D.Amendola,NE,WR,00-0026035
2013,post,Danny Woodhead,D.Woodhead,SD,RB,00-0026019
2013,post,Darren Sproles,D.Sproles,NO,RB,00-0023564
2013,post,DeAngelo Williams,D.Williams,CAR,RB,00-0024242
2013,post,Demaryius Thomas,D.Thomas,DEN,WR,00-0027874
2013,post,DeSean Jackson,D.Jackson,PHI,WR,00-0026189
2013,post,Dexter McCluster,D.McCluster,KC,WR,00-0027651
2013,post,Donald Brown,D.Brown,IND,RB,00-0027003
2013,post,Donnie Avery,D.Avery,KC,WR,00-0026173
2013,post,Doug Baldwin,D.Baldwin,SEA,WR,00-0028434
2013,post,Drew Brees,D.Brees,NO,QB,00-0020531
2013,post,Dwayne Bowe,D.Bowe,KC,WR,00-0025410
2013,post,Eddie Lacy,E.Lacy,GB,RB,00-0030485
2013,post,Eddie Royal,E.Royal,SD,WR,00-0026182
2013,post,Eric Decker,E.Decker,DEN,WR,00-0027690
2013,post,Frank Gore,F.Gore,SF,RB,00-0023500
2013,post,Garrett Celek,G.Celek,SF,TE,00-0028903
2013,post,Giovani Bernard,G.Bernard,CIN,RB,00-0030456
2013,post,Golden Tate,G.Tate,SEA,WR,00-0027891
2013,post,Greg Olsen,G.Olsen,CAR,TE,00-0025418
2013,post,Griff Whalen,G.Whalen,IND,WR,00-0029033
2013,post,Jack Doyle,J.Doyle,IND,TE,00-0030181
