Player_ID_Name,Pass_Attempts,Rush_Attempts,Sacks,Position,Total_Plays,Completions,Pass_Drives,Comp_Perc,Pass_Yards_Gained,Total_AirYards,Total_AirYards_Comp,Total_YardsAfterCatch,Yards_per_Att,Yards_per_Comp,Yards_per_Drive,AirYards_per_Att,AirYards_per_Comp,AirYards_per_Drive,AirYards_Comp_per_Att,AirYards_Comp_per_Comp,AirYards_Comp_per_Drive,YardsAfterCatch_per_Att,YardsAfterCatch_per_Comp,YardsAfterCatch_per_Drive,PACR,Times_Hit,Times_Hit_per_Att,Times_Hit_per_Comp,Times_Hit_per_Drive,INTs,Pass_TDs,Air_TDs,Air_TD_Rate,TD_to_INT,TD_per_Att,Air_TD_per_Att,TD_per_Comp,Air_TD_per_Comp,TD_per_Drive,Air_TD_per_Drive,INTs_per_Att,Passer_Rating,INTs_per_Comp,INTs_per_Drive,Pass_EPA,Pass_EPA_per_Att,Pass_EPA_per_Comp,Pass_EPA_per_Drive,Pass_Success_Rate,Comp_EPA,Comp_EPA_per_Att,Comp_EPA_per_Comp,Comp_EPA_per_Drive,EPA_Comp_Perc,Pass_WPA,Pass_WPA_per_Att,Pass_WPA_per_Comp,Pass_WPA_per_Drive,Pass_Win_Rate,Comp_WPA,Comp_WPA_per_Att,Comp_WPA_per_Comp,Comp_WPA_per_Drive,WPA_Comp_Perc,Pass_Clutch_EPA,Pass_Clutch_EPA_per_Att,Pass_Clutch_EPA_per_Comp,Pass_Clutch_EPA_per_Drives,Total_airEPA,airEPA_per_Att,airEPA_per_Comp,airEPA_per_Drive,air_Success_Rate,air_Comp_Success_Rate,Total_airWPA,airWPA_per_Att,airWPA_per_Comp,airWPA_per_Drive,air_Win_Rate,air_Comp_Win_Rate,Total_yacEPA,yacEPA_per_Att,yacEPA_per_Comp,yacEPA_per_Drive,yac_Success_Rate,Total_yacWPA,yacWPA_per_Att,yacWPA_per_Comp,yacWPA_per_Drive,yac_Win_Rate,Rush_Drives,Rush_Yards_Gained,Sack_Yards_Lost,Rush_Yards_per_Rush,Rush_Yards_per_Drive,Rush_TDs,Rush_TD_per_Rush,Rush_TD_per_Drive,Rush_EPA,Rush_EPA_per_Rush,Rush_EPA_per_Drive,Rush_Success_Rate,Pos_EPA_Ratio,Rush_WPA,Rush_WPA_per_Rush,Rush_WPA_per_Drive,Rush_Win_Rate,Pos_WPA_Ratio,Fumbles,Fumbles_per_Rush,Fumbles_per_Drive,Rush_Clutch_EPA,Rush_Clutch_EPA_per_Rush,Rush_Clutch_EPA_per_Drive,AdjNetYardsAtt,Replacement_Level,Player_Model_ID,air_iPA,yac_iPA,rush_iPA,air_iPAA,yac_iPAA,rush_iPAA,air_iPAR,yac_iPAR,rush_iPAR,total_iPAR,air_WAR,yac_WAR,rush_WAR,total_WAR
A.Dalton-00-0027973,494,29,25,QB,548,292,167,0.5910931174089069,3333,4159,2073,1251,6.746963562753036,11.414383561643836,19.95808383233533,8.419028340080972,14.243150684931507,24.904191616766468,4.196356275303644,7.0993150684931505,12.41317365269461,2.532388663967611,4.284246575342466,7.491017964071856,0.8013945660014427,30,0.06072874493927125,0.10273972602739725,0.17964071856287425,13,21,15,0.7142857142857143,1.6153846153846154,0.030364372469635626,0.030364372469635626,0.07191780821917808,0.05136986301369863,0.12574850299401197,0.08982035928143713,0.02631578947368421,78.60998650472335,0.04452054794520548,0.07784431137724551,27.19902932447692,0.05505876381473061,0.09314736070026343,0.16286843906872409,0.4331983805668016,257.6655243824091,0.5215901303287633,0.882416179391812,1.5429073316311923,0.4464230374366748,0.701729581660871,0.0014205052260341518,0.002403183498838599,0.0042019735428794665,0.4311740890688259,7.795638196224904,0.01578064412191276,0.026697391082962,0.04668046824086769,0.43786899085063946,4.5604365784775,0.009231652992869432,0.015617933487936643,0.027308003463937126,83.48213728525828,0.1689921807393892,0.2858977304289667,0.49989303763627707,0.5546558704453441,0.2894736842105263,2.540158635267996,0.005142021528882583,0.00869917340845204,0.01521053075010776,0.5506072874493927,0.2874493927125506,174.18338709715084,0.3525979495893742,0.5965184489628453,1.0430142939949152,0.4149797570850202,5.255479560956908,0.010638622593030177,0.01799821767450996,0.03146993749075993,0.4068825910931174,48,-16,-173,-0.2962962962962963,-0.3333333333333333,2,0.037037037037037035,0.041666666666666664,-40.33113382986916,-0.7468728487012807,-0.8402319547889409,0.25925925925925924,0.1527176802564437,-1.0588598376696048,-0.019608515512400088,-0.0220595799514501,0.25925925925925924,0.19387742404352207,5,0.09259259259259259,0.10416666666666667,-2.0394475028907766,-0.0377675463498292,-0.04248848964355784,5.770712909441233,0,A.Dalton-00-0027973,-0.0015670683629389808,-7.405853256152755e-4,0.0015351110135237269,-0.7741317712918565,-0.3658491508539461,0.08289599473028125,-0.6683025459842009,-0.16762512921901287,-0.39782408273445796,-1.2337517579376718,-0.6683025459842009,-0.16762512921901287,-0.39782408273445796,-1.2337517579376718
A.Feeley-00-0020305,97,1,10,QB,108,54,32,0.5567010309278351,572,588,161,387,5.896907216494846,10.592592592592593,17.875,6.061855670103093,10.88888888888889,18.375,1.6597938144329898,2.9814814814814814,5.03125,3.9896907216494846,7.166666666666667,12.09375,0.9727891156462585,16,0.16494845360824742,0.2962962962962963,0.5,2,1,1,1,0.5,0.010309278350515464,0.010309278350515464,0.018518518518518517,0.018518518518518517,0.03125,0.03125,0.020618556701030927,67.89089347079039,0.037037037037037035,0.0625,-3.1550695666139776,-0.03252649037746369,-0.05842721419655514,-0.0985959239566868,0.41237113402061853,39.01876379886956,0.40225529689556244,0.7225696999790658,1.2193363687146737,0.3600601020790764,-0.010155328699021368,-1.0469411029918936e-4,-1.880616425744698e-4,-3.1735402184441777e-4,0.3917525773195876,0.8039098560074768,0.008287730474303884,0.014887219555694014,0.02512218300023365,0.3641372470803697,0.13868303302798307,0.001429721989979207,0.00256820431533302,0.004333844782124471,-11.061165023720976,-0.11403262911052553,-0.20483638932816622,-0.3456614069912805,0.4020618556701031,0.16494845360824742,-0.20491427675015272,-0.0021125183170118836,-0.0037947088287065317,-0.006403571148442273,0.4020618556701031,0.16494845360824742,50.07992882259053,0.516287926006088,0.9274060893072321,1.564997775705954,0.4536082474226804,1.0088241327576295,0.010400248791315767,0.018681928384400547,0.03152575414867592,0.4536082474226804,10,-70,-76,-6.363636363636363,-7,1,0.09090909090909091,0.1,-24.144327174115226,-2.194938834010475,-2.4144327174115228,0.09090909090909091,0.0593274001046988,-0.32177550656004744,-0.02925231877818613,-0.03217755065600474,0.09090909090909091,0.061067530863126135,3,0.2727272727272727,0.3,-0.9073474833559076,-0.08248613485053706,-0.09073474833559077,3.9813084112149535,0,A.Feeley-00-0020305,-3.0821551644842133e-4,3.3554609688664507e-4,-0.0026208518989941014,-0.02989690509549687,0.03254797139800457,-0.028829370888935116,-0.0091166725958155,0.07147050196194894,-0.12675383111323385,-0.06440000174710041,-0.0091166725958155,0.07147050196194894,-0.12675383111323385,-0.06440000174710041
A.Rodgers-00-0023459,469,48,36,QB,553,327,134,0.697228144989339,4416,4233,2503,1913,9.415778251599146,13.504587155963304,32.95522388059702,9.025586353944563,12.944954128440367,31.58955223880597,5.336886993603412,7.654434250764526,18.67910447761194,4.0788912579957355,5.850152905198777,14.276119402985074,1.0432317505315378,19,0.04051172707889126,0.0581039755351682,0.1417910447761194,6,43,25,0.5813953488372093,7.166666666666667,0.053304904051172705,0.053304904051172705,0.13149847094801223,0.0764525993883792,0.3208955223880597,0.1865671641791045,0.01279317697228145,111.85589907604833,0.01834862385321101,0.04477611940298507,253.95990410097926,0.5414923328379089,0.7766357923577347,1.895223164932681,0.5735607675906184,399.7581198222825,0.8523627288321588,1.222501895480986,2.983269550912556,0.676394024758222,6.812452717924686,0.014525485539285045,0.020833188739830845,0.05083919938749766,0.5842217484008528,10.556938361722796,0.02250946345783112,0.032284215173464206,0.07878312210240893,0.6903567236778714,20.578119834310847,0.04387658813285895,0.0629300300743451,0.15356805846500632,172.08740512436574,0.3669241047427841,0.526261177750354,1.2842343665997444,0.6119402985074627,0.39658848614072495,4.61089079315265,0.009831323652777505,0.014100583465298622,0.03440963278472127,0.6311300639658849,0.4115138592750533,227.67071469791674,0.4854386240893747,0.6962407177306322,1.6990351843128115,0.5159914712153518,5.946047568570146,0.012678139805053616,0.018183631708165584,0.044373489317687656,0.5138592750533049,61,52,-216,0.6190476190476191,0.8524590163934426,3,0.03571428571428571,0.04918032786885246,-33.522186078971544,-0.3990736437972803,-0.5495440340815008,0.30952380952380953,0.321681722538578,-0.8025242212890953,-0.009553859777251135,-0.01315613477523107,0.32142857142857145,0.3299397054182435,4,0.047619047619047616,0.06557377049180328,-1.1118063072706583,-0.013235789372269742,-0.018226332906076365,9.485148514851485,0,A.Rodgers-00-0023459,0.0029489323501802967,0.001681494526626575,0.013930667940143032,1.383049272234559,0.7886209329878636,1.1701761069720147,1.4835227675165237,0.9768133745805432,0.42238931980464267,2.8827254619017095,1.4835227675165237,0.9768133745805432,0.42238931980464267,2.8827254619017095
A.Smith-00-0023436,439,34,43,QB,516,270,157,0.6150341685649203,3111,3315,1701,1400,7.086560364464693,11.522222222222222,19.81528662420382,7.55125284738041,12.277777777777779,21.11464968152866,3.8747152619589977,6.3,10.834394904458598,3.1890660592255125,5.185185185185185,8.9171974522293,0.9384615384615385,38,0.08656036446469248,0.14074074074074075,0.24203821656050956,5,17,6,0.35294117647058826,3.4,0.01366742596810934,0.01366742596810934,0.06296296296296296,0.022222222222222223,0.10828025477707007,0.03821656050955414,0.011389521640091117,82.67369020501141,0.018518518518518517,0.03184713375796178,76.97978832931932,0.1753525930052832,0.2851103271456271,0.4903171231166836,0.4533029612756264,241.19442999643692,0.549417835982772,0.8933127036905071,1.5362702547543754,0.5021640033301719,1.9001439571635714,0.004328346143880573,0.007037570211716931,0.012102827752634214,0.4601366742596811,6.881493857643615,0.015675384641557207,0.025487014287568943,0.043831171067793724,0.49769629718964764,8.810529052716577,0.020069542261313387,0.03263158908413547,0.05611801944405463,44.98904692389188,0.10248074470134824,0.16662609971811806,0.28655443900568073,0.5330296127562643,0.2870159453302961,0.9375534987695535,0.002135657172595794,0.0034724203658131614,0.005971678336111806,0.5375854214123007,0.28929384965831434,196.20538307254503,0.4469370912814238,0.726686603972389,1.2497158157486945,0.43735763097949887,5.943940358874061,0.013539727468961415,0.022014593921755782,0.03785949273168192,0.4396355353075171,64,-80,-265,-1.0389610389610389,-1.25,2,0.025974025974025976,0.03125,-59.32608717911845,-0.770468664663876,-0.9269701121737258,0.2727272727272727,0.21259131441804108,-1.9256431103539953,-0.02500835208251942,-0.030088173599281176,0.2727272727272727,0.19346856535706802,6,0.07792207792207792,0.09375,-4.012309715439107,-0.05210791838232607,-0.06269233930373605,6.143153526970955,0,A.Smith-00-0023436,-9.967535242507684e-4,6.057111834252788e-4,-0.001908073877477238,-0.4375747971460873,0.2659072095236974,-0.14692168856574733,-0.34352817789495205,0.44206175506567247,-0.8323929101358385,-0.7338593329651181,-0.34352817789495205,0.44206175506567247,-0.8323929101358385,-0.7338593329651181
B.Gabbert-00-0027948,409,34,40,QB,483,208,146,0.508557457212714,2177,3158,1060,1117,5.322738386308068,10.466346153846153,14.91095890410959,7.721271393643032,15.182692307692308,21.63013698630137,2.5916870415647923,5.096153846153846,7.260273972602739,2.7310513447432765,5.3701923076923075,7.6506849315068495,0.6893603546548448,27,0.06601466992665037,0.12980769230769232,0.18493150684931506,11,12,5,0.4166666666666667,1.0909090909090908,0.012224938875305624,0.012224938875305624,0.057692307692307696,0.02403846153846154,0.0821917808219178,0.03424657534246575,0.02689486552567237,59.509983700081506,0.052884615384615384,0.07534246575342465,-36.92623630382457,-0.09028419634186935,-0.1775299822299258,-0.2529194267385244,0.35207823960880197,174.6227025224385,0.42695037291549753,0.8395322236655697,1.1960459076879348,0.37915539281253674,-1.3156003223888064,-0.003216626705107106,-0.006325001549946184,-0.0090109611122521,0.3422982885085575,4.763731830376282,0.011647266088939566,0.02290255687680905,0.03262830020805673,0.3555803853958552,5.428203030429153,0.01327189004994903,0.026097129953986314,0.03717947281115858,5.404906289187787,0.013214929802415128,0.0259851263903259,0.037019906090327306,0.5745721271393643,0.2273838630806846,0.2977183027267363,7.279176105788173e-4,0.0014313379938785398,0.0020391664570324403,0.5550122249388753,0.21026894865525672,169.2177962332507,0.4137354431130824,0.8135470972752438,1.1590260015976075,0.3569682151589242,4.4660135276495465,0.01091934847836075,0.021471218882930514,0.030589133751024292,0.34474327628361856,60,-169,-284,-2.2837837837837838,-2.816666666666667,1,0.013513513513513514,0.016666666666666666,-79.1089848078362,-1.0690403352410296,-1.3184830801306033,0.21621621621621623,0.15596405478488212,-1.8641368405044045,-0.025191038385194656,-0.031068947341740077,0.20270270270270271,0.17382319419663297,13,0.17567567567567569,0.21666666666666667,-4.7520944823552895,-0.06421749300480122,-0.0792015747059215,3.648106904231626,0,B.Gabbert-00-0027948,-0.002234665174756587,-0.0012047705350179544,-0.004879020894292641,-0.9139780564754441,-0.49275114882234333,-0.36104754617765544,-0.8263583132551381,-0.3286344993310727,-1.0198120967774833,-2.174804909363694,-0.8263583132551381,-0.3286344993310727,-1.0198120967774833,-2.174804909363694
B.Gradkowski-00-0024408,18,1,1,QB,20,8,7,0.4444444444444444,109,165,41,68,6.055555555555555,13.625,15.571428571428571,9.166666666666666,20.625,23.571428571428573,2.2777777777777777,5.125,5.857142857142857,3.7777777777777777,8.5,9.714285714285714,0.6606060606060606,1,0.05555555555555555,0.125,0.14285714285714285,1,1,0,0,1,0,0,0.125,0,0.14285714285714285,0,0.05555555555555555,41.2037037037037,0.125,0.14285714285714285,-3.770063377152724,-0.20944796539737356,-0.4712579221440905,-0.5385804824503891,0.2777777777777778,8.750976332442384,0.4861653518023547,1.093872041555298,1.2501394760631979,0.35618244330978477,0.13290848522696874,0.0073838047348315965,0.016613560653371093,0.018986926460995535,0.2777777777777778,0.39774603595278973,0.022097001997377207,0.04971825449409872,0.056820862278969965,0.5424748025983857,1.4274117311896255,0.07930065173275697,0.1784264663987032,0.20391596159851794,-0.09903926468862245,-0.005502181371590136,-0.012379908086077807,-0.014148466384088922,0.6111111111111112,0.16666666666666666,0.0799025483406479,0.004439030463369328,0.009987818542580988,0.0114146497629497,0.5555555555555556,0.1111111111111111,8.850015597131007,0.49166753317394485,1.1062519496413759,1.2642879424472866,0.4444444444444444,0.3178434876121418,0.017657971534007878,0.03973043595151773,0.04540621251602026,0.4444444444444444,2,-6,-7,-3,-3,0,0,0,-0.11496707433645437,-0.05748353716822718,-0.05748353716822718,0.5,0.4877880112492492,-0.0856039997303656,-0.0428019998651828,-0.0428019998651828,0.5,0.038650945656982585,0,0,0,-0.20680807086035347,-0.10340403543017673,-0.10340403543017673,4.052631578947368,1,Replacement_QB,-2.1422920102764296e-4,-4.012632016901482e-4,0.00890222365675443,-0.003856125618497573,-0.007222737630422668,0.01780444731350886,0,0,0,0,0,0,0,0
B.Hoyer-00-0026625,1,0,0,QB,1,1,1,1,22,22,22,0,22,22,22,22,22,22,22,22,22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177.08333333333331,0,0,-0.6381377855510438,-0.6381377855510438,-0.6381377855510438,-0.6381377855510438,0,-0.6381377855510438,-0.6381377855510438,-0.6381377855510438,-0.6381377855510438,-1,-3.657720399707909e-5,-3.657720399707909e-5,-3.657720399707909e-5,-3.657720399707909e-5,0,-3.657720399707909e-5,-3.657720399707909e-5,-3.657720399707909e-5,-3.657720399707909e-5,-1,-2.334129596034484e-5,-2.334129596034484e-5,-2.334129596034484e-5,-2.334129596034484e-5,-0.6381377855510438,-0.6381377855510438,-0.6381377855510438,-0.6381377855510438,0,0,-3.657720399707909e-5,-3.657720399707909e-5,-3.657720399707909e-5,-3.657720399707909e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Replacement_QB,-2.1422920102764296e-4,-4.012632016901482e-4,0.00890222365675443,-2.1422920102764296e-4,-4.012632016901482e-4,0,0,0,0,0,0,0,0,0
B.Roethlisberger-00-0022924,507,18,39,QB,564,320,144,0.631163708086785,4075,4606,2252,1786,8.037475345167653,12.734375,28.29861111111111,9.084812623274162,14.39375,31.98611111111111,4.441814595660749,7.0375,15.63888888888889,3.5226824457593686,5.58125,12.402777777777779,0.8847155883630048,32,0.0631163708086785,0.1,0.2222222222222222,14,22,11,0.5,1.5714285714285714,0.021696252465483234,0.021696252465483234,0.06875,0.034375,0.1527777777777778,0.0763888888888889,0.027613412228796843,83.89628533859303,0.04375,0.09722222222222222,124.50799780251224,0.24557790493592158,0.38908749313285074,0.8646388736285572,0.5108481262327417,327.05468489548406,0.6450782739555898,1.0220458902983878,2.2712130895519724,0.5201850387182688,3.8038275200066742,0.007502618382656162,0.011886961000020856,0.02641546888893524,0.5207100591715976,8.694473818435227,0.01714886354720952,0.027170230682610087,0.06037829040580019,0.5480529559833346,11.582005002282,0.022844191325999998,0.036193765632131246,0.080430590293625,129.69897899257347,0.2558165266125709,0.4053093093517921,0.9006873541150936,0.611439842209073,0.34911242603550297,2.2738354347485332,0.00448488251429691,0.007105735733589166,0.01579052385242037,0.611439842209073,0.35502958579881655,197.35570590291059,0.3892617473430189,0.6167365809465956,1.3705257354368792,0.47337278106508873,6.420638383686694,0.012663981032912611,0.02006449494902092,0.04458776655337982,0.4635108481262327,46,-179,-261,-3.1403508771929824,-3.891304347826087,2,0.03508771929824561,0.043478260869565216,-70.6098365644187,-1.2387690625336614,-1.5349964470525805,0.14035087719298245,0.08674519191844537,-1.2799106538073397,-0.022454572873812976,-0.027824144647985646,0.19298245614035087,0.18523062327930348,8,0.14035087719298245,0.17391304347826086,-3.590550483481081,-0.06299211374528212,-0.07805544529306697,6.637362637362638,0,B.Roethlisberger-00-0022924,-2.8116381691735724e-4,0.0015107352376937655,8.115207725028221e-4,-0.14255005517710012,0.7659427655107391,0.04625668403266086,-0.03393585025608514,0.9693832087676443,-0.4611700644023416,0.47427729410921754,-0.03393585025608514,0.9693832087676443,-0.4611700644023416,0.47427729410921754
C.Batch-00-0000865,24,0,2,QB,26,15,10,0.625,209,189,116,92,8.708333333333334,13.933333333333334,20.9,7.875,12.6,18.9,4.833333333333333,7.733333333333333,11.6,3.8333333333333335,6.133333333333334,9.2,1.1058201058201058,1,0.041666666666666664,0.06666666666666667,0.1,1,1,1,1,1,0.041666666666666664,0.041666666666666664,0.06666666666666667,0.06666666666666667,0.1,0.1,0.041666666666666664,86.97916666666666,0.06666666666666667,0.1,2.7950844214228887,0.11646185089262036,0.1863389614281926,0.27950844214228887,0.375,14.317695463628748,0.5965706443178646,0.9545130309085832,1.4317695463628748,0.45412961708567573,-0.05155808132223305,-0.002148253388426377,-0.0034372054214822033,-0.005155808132223305,0.4166666666666667,0.20722248580502234,0.00863427024187593,0.013814832387001489,0.020722248580502235,0.33971663849151973,-0.06268982722867854,-0.0026120761345282723,-0.004179321815245236,-0.0062689827228678534,2.2824315363509173,0.09510131401462156,0.15216210242339448,0.22824315363509173,0.5,0.25,-0.019425841604016447,-8.094100668340187e-4,-0.0012950561069344298,-0.0019425841604016447,0.5,0.25,12.03526392727783,0.5014693303032429,0.8023509284851886,1.203526392727783,0.4583333333333333,0.22664832740903879,0.00944368030870995,0.015109888493935918,0.02266483274090388,0.4583333333333333,2,-10,-10,-5,-5,0,0,0,-3.038305298129565,-1.5191526490647824,-1.5191526490647824,0,0,-0.02588516485207415,-0.012942582426037075,-0.012942582426037075,0,0,0,0,0,-0.030793750248265087,-0.015396875124132544,-0.015396875124132544,6.6923076923076925,1,Replacement_QB,-2.1422920102764296e-4,-4.012632016901482e-4,0.00890222365675443,-0.0051415008246634315,-0.009630316840563556,0.01780444731350886,0,0,0,0,0,0,0,0
C.Daniel-00-0026544,5,0,0,QB,5,4,4,0.8,29,23,6,23,5.8,7.25,7.25,4.6,5.75,5.75,1.2,1.5,1.5,4.6,5.75,5.75,1.2608695652173914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.91666666666667,0,0,-2.5999536210095977,-0.5199907242019195,-0.6499884052523994,-0.6499884052523994,0.4,-1.3429586364749544,-0.26859172729499087,-0.3357396591187386,-0.3357396591187386,-0.23466860202497133,-0.0323898765758549,-0.006477975315170981,-0.008097469143963726,-0.008097469143963726,0.4,-0.03232980216888459,-0.006465960433776919,-0.008082450542221148,-0.008082450542221148,-0.9943904875918104,-0.05787875031497537,-0.011575750062995074,-0.014469687578743843,-0.014469687578743843,-4.079094782110378,-0.8158189564220756,-1.0197736955275944,-1.0197736955275944,0.4,0.2,-0.05010908502845324,-0.010021817005690648,-0.01252727125711331,-0.01252727125711331,0.4,0.2,2.736136145635424,0.5472272291270848,0.684034036408856,0.684034036408856,0.8,0.017779282859568646,0.003555856571913729,0.0044448207148921615,0.0044448207148921615,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Replacement_QB,-2.1422920102764296e-4,-4.012632016901482e-4,0.00890222365675443,-0.0010711460051382148,-0.002006316008450741,0,0,0,0,0,0,0,0,0
C.Hanie-00-0025970,96,13,19,QB,128,50,44,0.5208333333333334,615,843,385,216,6.40625,12.3,13.977272727272727,8.78125,16.86,19.15909090909091,4.010416666666667,7.7,8.75,2.25,4.32,4.909090909090909,0.7295373665480427,8,0.08333333333333333,0.16,0.18181818181818182,8,5,4,0.8,0.625,0.041666666666666664,0.041666666666666664,0.1,0.08,0.11363636363636363,0.09090909090909091,0.08333333333333333,51.345486111111114,0.16,0.18181818181818182,-42.746249948015496,-0.44527343695849475,-0.8549249989603099,-0.9715056806367158,0.3854166666666667,38.634311223886044,0.4024407419154796,0.7726862244777208,0.878052527815592,0.26898059594015616,-0.9152968988486561,-0.009534342696340167,-0.018305937976973122,-0.020802202246560365,0.375,1.2469737214536678,0.012989309598475706,0.024939474429073356,0.028340311851219723,0.30098312542044986,-4.080846830731999,-0.042508821153458325,-0.08161693661463998,-0.0927465188802727,19.19833245420917,0.1999826297313455,0.3839666490841834,0.4363257375956629,0.5833333333333334,0.2604166666666667,0.3613340390281435,0.0037638962398764946,0.00722668078056287,0.008212137250639625,0.5729166666666666,0.2604166666666667,19.435978769676876,0.20245811218413412,0.3887195753935375,0.441726790219929,0.3958333333333333,0.8856396824255244,0.009225413358599213,0.017712793648510486,0.020128174600580098,0.3541666666666667,24,-43,-141,-1.34375,-1.7916666666666667,0,0,0,-26.14876289550595,-0.8171488404845609,-1.089531787312748,0.25,0.17699567224777363,-0.6797394651508416,-0.0212418582859638,-0.0283224777146184,0.25,0.2008219248399167,1,0.03125,0.041666666666666664,-1.0792511201345,-0.03372659750420313,-0.044968796672270835,1.8608695652173912,0,C.Hanie-00-0025970,-0.0016900449630945084,-0.0012682040798591698,-6.204240668484094e-4,-0.1622443164570728,-0.1217475916664803,-0.0198535701391491,-0.14167831315841906,-0.08322632430422608,-0.30472472715529086,-0.529629364617936,-0.14167831315841906,-0.08322632430422608,-0.30472472715529086,-0.529629364617936
