Season,Player,Team,Pos,name,GSIS_ID
2013,Ryan Mathews,SD,RB,R.Mathews,00-0027864
2013,Shane Vereen,NE,RB,S.Vereen,00-0027994
2013,Shaun Draughn,BAL,RB,S.Draughn,00-0028202
2013,Shonn Greene,TEN,RB,S.Greene,00-0026899
2013,Spencer Ware,SEA,RB,S.Ware,00-0030414
2013,Stanley Havili,IND,FB,S.Havili,00-0028178
2013,Stepfan Taylor,ARI,RB,S.Taylor,00-0030282
2013,Stevan Ridley,NE,RB,S.Ridley,00-0028011
2013,Steven Jackson,ATL,RB,S.Jackson,00-0022736
2013,Tashard Choice,IND,RB,T.Choice,00-0026262
2013,Theo Riddick,DET,RB,T.Riddick,00-0030107
2013,Toby Gerhart,MIN,RB,T.Gerhart,00-0027888
2013,Tommy Bohanon,NYJ,FB,T.Bohanon,00-0030112
2013,Trent Richardson,IND,RB,T.Richardson,00-0029675
2013,Vick Ballard,IND,RB,V.Ballard,00-0029547
2013,Vonta Leach,BAL,FB,V.Leach,00-0022397
2013,Will Ta'ufo'ou,JAC,FB,W.Ta'ufo'ou,00-0026557
2013,Willis McGahee,CLE,RB,W.McGahee,00-0022178
2013,Zac Stacy,STL,RB,Z.Stacy,00-0030536
2013,A.J. Green,CIN,WR,A.Green,00-0027942
2013,A.J. Jenkins,KC,WR,A.Jenkins,00-0029654
2013,Aaron Dobson,NE,WR,A.Dobson,00-0030540
2013,Ace Sanders,JAC,WR,A.Sanders,00-0030550
2013,Aldrick Robinson,WAS,WR,A.Robinson,00-0028116
2013,Alshon Jeffery,CHI,WR,A.Jeffery,00-0029137
2013,Andre Caldwell,DEN,WR,A.Caldwell,00-0026237
2013,Andre Holmes,OAK,WR,A.Holmes,00-0028263
2013,Andre Johnson,HOU,WR,A.Johnson,00-0022044
2013,Andre Roberts,ARI,WR,A.Roberts,00-0027691
2013,Andrew Hawkins,CIN,WR,A.Hawkins,00-0027918
2013,Anquan Boldin,SF,WR,A.Boldin,00-0022084
2013,Antonio Brown,PIT,WR,A.Brown,00-0027793
2013,Armanti Edwards,CLE,WR,A.Edwards,00-0027692
2013,Austin Collie,NE,WR,A.Collie,00-0027092
2013,Austin Pettis,STL,WR,A.Pettis,00-0028016
2013,Ben Obomanu,NYJ,WR,B.Obomanu,00-0024463
2013,Brad Smith,PHI,WR,B.Smith,00-0024318
2013,Brandon Gibson,MIA,WR,B.Gibson,00-0026937
2013,Brandon LaFell,CAR,WR,B.LaFell,00-0027681
2013,Brandon Marshall,CHI,WR,B.Marshall,00-0024334
2013,Brandon Stokley,BAL,WR,B.Stokley,00-0015754
2013,Brandon Tate,CIN,WR,B.Tate,00-0027057
2013,Brian Hartline,MIA,WR,B.Hartline,00-0027077
2013,Brian Quick,STL,WR,B.Quick,00-0029640
2013,Brian Robiskie,ATL,WR,B.Robiskie,00-0027012
2013,Brian Tyms,CLE,WR,B.Tyms,00-0028984
2013,Brice Butler,OAK,WR,B.Butler,00-0030516
2013,Brittan Golden,ARI,WR,B.Golden,00-0029336
2013,Calvin Johnson,DET,WR,C.Johnson,00-0025389
2013,Cecil Shorts,JAC,WR,C.Shorts,00-0028052
2013,Chad Hall,KC,WR,C.Hall,00-0027188
2013,Chris Givens,STL,WR,C.Givens,00-0029614
2013,Chris Hogan,BUF,WR,C.Hogan,00-0028237
2013,Chris Owusu,TB,WR,C.Owusu,00-0028905
2013,Clyde Gates,NYJ,WR,C.Gates,00-0028049
2013,Cole Beasley,DAL,WR,C.Beasley,00-0029000
2013,Cordarrelle Patterson,MIN,WR,C.Patterson,00-0030578
2013,Da'Rick Rogers,IND,WR,D.Rogers,00-0030043
2013,Damaris Johnson,PHI,WR,D.Johnson,00-0029435
2013,Damian Williams,TEN,WR,D.Williams,00-0027893
2013,Dane Sanzenbacher,CIN,WR,D.Sanzenbacher,00-0028352
2013,Danny Amendola,NE,WR,D.Amendola,00-0026035
2013,Darius Johnson,ATL,WR,D.Johnson,00-0029778
2013,Darrius Heyward-Bey,IND,WR,D.Heyward-Bey,00-0026983
2013,David Nelson,NYJ,WR,D.Nelson,00-0027322
2013,David Reed,IND,WR,D.Reed,00-0027755
2013,Davone Bess,CLE,WR,D.Bess,00-0026000
2013,DeAndre Hopkins,HOU,WR,D.Hopkins,00-0030564
2013,Demaryius Thomas,DEN,WR,D.Thomas,00-0027874
2013,Denarius Moore,OAK,WR,D.Moore,00-0028086
2013,Deonte Thompson,BAL,WR,D.Thompson,00-0029388
2013,Derek Moye,PIT,WR,D.Moye,00-0029108
2013,DeSean Jackson,PHI,WR,D.Jackson,00-0026189
2013,DeVier Posey,HOU,WR,D.Posey,00-0029673
2013,Dexter McCluster,KC,WR,D.McCluster,00-0027651
2013,Dez Bryant,DAL,WR,D.Bryant,00-0027902
2013,Domenik Hixon,CAR,WR,D.Hixon,00-0024345
2013,Donnie Avery,KC,WR,D.Avery,00-0026173
2013,Dorin Dickerson,DET,WR,D.Dickerson,00-0027819
2013,Doug Baldwin,SEA,WR,D.Baldwin,00-0028434
2013,Drew Davis,ATL,WR,D.Davis,00-0028307
2013,Dwayne Bowe,KC,WR,D.Bowe,00-0025410
2013,Dwayne Harris,DAL,WR,D.Harris,00-0028114
2013,Earl Bennett,CHI,WR,E.Bennett,00-0026210
2013,Eddie Royal,SD,WR,E.Royal,00-0026182
2013,Emmanuel Sanders,PIT,WR,E.Sanders,00-0027685
2013,Eric Decker,DEN,WR,E.Decker,00-0027690
2013,Eric Page,TB,WR,E.Page,00-0029098
2013,Eric Weems,CHI,WR,E.Weems,00-0024535
2013,Golden Tate,SEA,WR,G.Tate,00-0027891
2013,Greg Jenkins,OAK,WR,G.Jenkins,00-0030370
2013,Greg Jennings,MIN,WR,G.Jennings,00-0024267
2013,Greg Little,CLE,WR,G.Little,00-0027997
2013,Greg Salas,NYJ,WR,G.Salas,00-0028050
2013,Griff Whalen,IND,WR,G.Whalen,00-0029033
2013,Hakeem Nicks,NYG,WR,H.Nicks,00-0027005
2013,Harry Douglas,ATL,WR,H.Douglas,00-0026224
2013,Jacoby Ford,OAK,WR,J.Ford,00-0027709
2013,Jacoby Jones,BAL,WR,J.Jones,00-0025460
2013,James Jones,GB,WR,J.Jones,00-0025465
2013,Jarius Wright,MIN,WR,J.Wright,00-0029572
2013,Jaron Brown,ARI,WR,J.Brown,00-0030300
2013,Jarrett Boykin,GB,WR,J.Boykin,00-0029051
2013,Jason Avant,PHI,WR,J.Avant,00-0024324
2013,Jeff Maehl,PHI,WR,J.Maehl,00-0028543
2013,Jeremy Ebert,JAC,WR,J.Ebert,00-0029552
2013,Jeremy Kerley,NYJ,WR,J.Kerley,00-0028091
2013,Jeremy Ross,DET,WR,J.Ross,00-0028249
2013,Jermaine Kearse,SEA,WR,J.Kearse,00-0029159
2013,Jerome Simpson,MIN,WR,J.Simpson,00-0026186
2013,Jerrel Jernigan,NYG,WR,J.Jernigan,00-0028021
2013,Jerricho Cotchery,PIT,WR,J.Cotchery,00-0022811
2013,Joe Anderson,CHI,WR,J.Anderson,00-0029494
2013,Joe Webb,MIN,WR,J.Webb,00-0027796
2013,Jon Baldwin,SF,WR,J.Baldwin,00-0027964
2013,Jordy Nelson,GB,WR,J.Nelson,00-0026176
2013,Josh Boyce,NE,WR,J.Boyce,00-0030474
2013,Josh Cooper,CLE,WR,J.Cooper,00-0028930
2013,Josh Cribbs,NYJ,WR,J.Cribbs,00-0023176
2013,Josh Gordon,CLE,WR,J.Gordon,00-0029664
2013,Josh Morgan,WAS,WR,J.Morgan,00-0026314
2013,Julian Edelman,NE,WR,J.Edelman,00-0027150
2013,Julian Talley,NYG,WR,J.Talley,00-0029367
2013,Julio Jones,ATL,WR,J.Jones,00-0027944
2013,Junior Hemingway,KC,WR,J.Hemingway,00-0029311
2013,Juron Criner,OAK,WR,J.Criner,00-0029702
2013,Justin Blackmon,JAC,WR,J.Blackmon,00-0029707
2013,Justin Hunter,TEN,WR,J.Hunter,00-0030521
2013,Kassim Osgood,SF,WR,K.Osgood,00-0021570
2013,Keenan Allen,SD,WR,K.Allen,00-0030279
2013,Kenbrell Thompkins,NE,WR,K.Thompkins,00-0030000
2013,Kendall Wright,TEN,WR,K.Wright,00-0029708
2013,Kenny Britt,TEN,WR,K.Britt,00-0027006
2013,Kenny Stills,NO,WR,K.Stills,00-0030085
2013,Kerry Taylor,JAC,WR,K.Taylor,00-0028606
2013,Keshawn Martin,HOU,WR,K.Martin,00-0029415
2013,Kevin Cone,ATL,WR,K.Cone,00-0028792
2013,Kevin Ogletree,DET,WR,K.Ogletree,00-0026780
2013,Kris Durham,DET,WR,K.Durham,00-0028045
2013,Lamaar Thomas,JAC,WR,L.Thomas,00-0029856
2013,Lance Moore,NO,WR,L.Moore,00-0023310
2013,Larry Fitzgerald,ARI,WR,L.Fitzgerald,00-0022921
2013,LaVon Brazill,IND,WR,L.Brazill,00-0029548
2013,Leonard Hankerson,WAS,WR,L.Hankerson,00-0028017
2013,Lestar Jean,HOU,WR,L.Jean,00-0028542
2013,Louis Murphy,NYG,WR,L.Murphy,00-0027089
2013,Malcom Floyd,SD,WR,M.Floyd,00-0022414
2013,Marcus Easley,BUF,WR,M.Easley,00-0027708
2013,Mario Manningham,SF,WR,M.Manningham,00-0026235
2013,Markus Wheaton,PIT,WR,M.Wheaton,00-0030460
2013,Marlon Brown,BAL,WR,M.Brown,00-0030400
2013,Marlon Moore,MIA,WR,M.Moore,00-0027356
2013,Marques Colston,NO,WR,M.Colston,00-0024466
2013,Marquess Wilson,CHI,WR,M.Wilson,00-0030047
2013,Marquise Goodwin,BUF,WR,M.Goodwin,00-0030068
2013,Marvin Jones,CIN,WR,M.Jones,00-0029293
2013,Marvin McNutt,CAR,WR,M.McNutt,00-0029424
2013,Michael Campbell,NYJ,WR,M.Campbell,00-0028293
2013,Michael Crabtree,SF,WR,M.Crabtree,00-0026986
2013,Michael Floyd,ARI,WR,M.Floyd,00-0029638
2013,Michael Preston,TEN,WR,M.Preston,00-0028362
2013,Mike Brown,JAC,WR,M.Brown,00-0029155
2013,Mike Wallace,MIA,WR,M.Wallace,00-0026901
2013,Mike Williams,TB,WR,M.Williams,00-0027702
2013,Miles Austin,DAL,WR,M.Austin,00-0023921
2013,Mohamed Sanu,CIN,WR,M.Sanu,00-0029632
2013,Myles White,GB,WR,M.White,00-0030274
2013,Nate Burleson,DET,WR,N.Burleson,00-0021999
2013,Nate Washington,TEN,WR,N.Washington,00-0023367
2013,Nick Toon,NO,WR,N.Toon,00-0029667
2013,Nick Williams,WAS,WR,N.Williams,00-0029848
2013,Pat Edwards,DET,WR,P.Edwards,00-0029227
2013,Percy Harvin,SEA,WR,P.Harvin,00-0026998
2013,Pierre Garcon,WAS,WR,P.Garcon,00-0026345
2013,Quinton Patton,SF,WR,Q.Patton,00-0030450
2013,Randall Cobb,GB,WR,R.Cobb,00-0028002
2013,Reggie Wayne,IND,WR,R.Wayne,00-0020498
2013,Ricardo Lockette,SEA,WR,R.Lockette,00-0028442
2013,Riley Cooper,PHI,WR,R.Cooper,00-0027758
2013,Rishard Matthews,MIA,WR,R.Matthews,00-0029580
2013,Robert Meachem,NO,WR,R.Meachem,00-0025414
2013,Robert Woods,BUF,WR,R.Woods,00-0030431
2013,Rod Streater,OAK,WR,R.Streater,00-0029129
2013,Roddy White,ATL,WR,R.White,00-0023462
2013,Rueben Randle,NYG,WR,R.Randle,00-0029262
2013,Ryan Broyles,DET,WR,R.Broyles,00-0029209
2013,Saalim Hakim,NYJ,WR,S.Hakim,00-0029006
2013,Santana Moss,WAS,WR,S.Moss,00-0020494
2013,Santonio Holmes,NYJ,WR,S.Holmes,00-0024240
2013,Seyi Ajirotutu,SD,WR,S.Ajirotutu,00-0027581
2013,Sidney Rice,SEA,WR,S.Rice,00-0025431
2013,Skye Dawson,TB,WR,S.Dawson,00-0029868
2013,Stedman Bailey,STL,WR,S.Bailey,00-0030532
2013,Stephen Burton,JAC,WR,S.Burton,00-0028174
2013,Stephen Hill,NYJ,WR,S.Hill,00-0028995
2013,Stephen Williams,JAC,WR,S.Williams,00-0027349
2013,Steve Johnson,BUF,WR,S.Johnson,00-0026364
2013,Steve Smith,CAR,WR,S.Smith,00-0020337
2013,T.Y. Hilton,IND,WR,T.Hilton,00-0029608
2013,Tandon Doss,BAL,WR,T.Doss,00-0028061
2013,Tavon Austin,STL,WR,T.Austin,00-0030525
2013,Ted Ginn,CAR,WR,T.Ginn,00-0025396
2013,Teddy Williams,ARI,WR,T.Williams,00-0027853
2013,Terrance Williams,DAL,WR,T.Williams,00-0030542
2013,Tiquan Underwood,TB,WR,T.Underwood,00-0027156
2013,Tori Gurley,CLE,WR,T.Gurley,00-0028596
2013,Torrey Smith,BAL,WR,T.Smith,00-0027996
2013,Travis Benjamin,CLE,WR,T.Benjamin,00-0029269
2013,Trevor Graham,BUF,WR,T.Graham,00-0029660
2013,Victor Cruz,NYG,WR,V.Cruz,00-0027265
2013,Vincent Brown,SD,WR,V.Brown,00-0028020
2013,Vincent Jackson,TB,WR,V.Jackson,00-0023496
2013,Wes Welker,DEN,WR,W.Welker,00-0022427
2013,Alex Smith,CIN,TE,A.Smith,00-0023506
2013,Allen Reisner,JAC,TE,A.Reisner,00-0028267
2013,Andrew Quarless,GB,TE,A.Quarless,00-0027753
2013,Anthony Fasano,KC,TE,A.Fasano,00-0024268
2013,Antonio Gates,SD,TE,A.Gates,00-0021547
2013,Bear Pascoe,NYG,TE,B.Pascoe,00-0026931
2013,Benjamin Watson,NO,TE,B.Watson,00-0022943
2013,Billy Bajema,BAL,TE,B.Bajema,00-0023679
2013,Brandon Bostick,GB,TE,B.Bostick,00-0029601
2013,Brandon Myers,NYG,TE,B.Myers,00-0027135
2013,Brandon Pettigrew,DET,TE,B.Pettigrew,00-0026996
2013,Brent Celek,PHI,TE,B.Celek,00-0025549
2013,Charles Clay,MIA,TE,C.Clay,00-0028112
2013,Chase Coffman,ATL,TE,C.Coffman,00-0027069
2013,Chase Ford,MIN,TE,C.Ford,00-0029432
2013,Chris Gragg,BUF,TE,C.Gragg,00-0030049
2013,Clay Harbor,JAC,TE,C.Harbor,00-0027725
2013,Coby Fleener,IND,TE,C.Fleener,00-0029697
2013,Cory Harkey,STL,TE,C.Harkey,00-0028958
2013,Craig Stevens,TEN,TE,C.Stevens,00-0026225
2013,D.J. Williams,NE,TE,D.Williams,00-0028079
2013,Dallas Clark,BAL,TE,D.Clark,00-0022165
2013,Danny Noble,JAC,TE,D.Noble,00-0029183
2013,Dante Rosario,CHI,TE,D.Rosario,00-0025542
2013,David Johnson,PIT,TE,D.Johnson,00-0026957
2013,David Paulson,PIT,TE,D.Paulson,00-0029218
2013,Delanie Walker,TEN,TE,D.Walker,00-0024389
2013,Dennis Pitta,BAL,TE,D.Pitta,00-0027714
2013,Dion Sims,MIA,TE,D.Sims,00-0030422
2013,Dwayne Allen,IND,TE,D.Allen,00-0029689
2013,Ed Dickson,BAL,TE,E.Dickson,00-0027675
2013,Evan Rodriguez,BUF,TE,E.Rodriguez,00-0029276
2013,Fred Davis,WAS,TE,F.Davis,00-0026188
2013,Garrett Celek,SF,TE,G.Celek,00-0028903
2013,Garrett Graham,HOU,TE,G.Graham,00-0027718
2013,Gary Barnidge,CLE,TE,G.Barnidge,00-0026281
2013,Gavin Escobar,DAL,TE,G.Escobar,00-0030544
2013,Greg Olsen,CAR,TE,G.Olsen,00-0025418
2013,Heath Miller,PIT,TE,H.Miller,00-0023465
2013,Jack Doyle,IND,TE,J.Doyle,00-0030181
2013,Jacob Tamme,DEN,TE,J.Tamme,00-0026267
2013,Jake Ballard,ARI,TE,J.Ballard,00-0027259
2013,James Casey,PHI,TE,J.Casey,00-0027109
2013,James Hanna,DAL,TE,J.Hanna,00-0029634
2013,Jared Cook,STL,TE,J.Cook,00-0027061
2013,Jason Witten,DAL,TE,J.Witten,00-0022127
2013,Jeff Cumberland,NYJ,TE,J.Cumberland,00-0027321
2013,Jermaine Gresham,CIN,TE,J.Gresham,00-0027873
2013,Jermichael Finley,GB,TE,J.Finley,00-0026231
2013,Jeron Mastrud,OAK,TE,J.Mastrud,00-0027445
