play_id,game_id,home_team,away_team,posteam,posteam_type,defteam,side_of_field,yardline_100,game_date,quarter_seconds_remaining,half_seconds_remaining,game_seconds_remaining,game_half,quarter_end,drive,sp,qtr,down,goal_to_go,time,yrdln,ydstogo,ydsnet,desc,play_type,yards_gained,shotgun,no_huddle,qb_dropback,qb_kneel,qb_spike,qb_scramble,pass_length,pass_location,air_yards,yards_after_catch,run_location,run_gap,field_goal_result,kick_distance,extra_point_result,two_point_conv_result,home_timeouts_remaining,away_timeouts_remaining,timeout,timeout_team,td_team,posteam_timeouts_remaining,defteam_timeouts_remaining,total_home_score,total_away_score,posteam_score,defteam_score,score_differential,posteam_score_post,defteam_score_post,score_differential_post,no_score_prob,opp_fg_prob,opp_safety_prob,opp_td_prob,fg_prob,safety_prob,td_prob,extra_point_prob,two_point_conversion_prob,ep,epa,total_home_epa,total_away_epa,total_home_rush_epa,total_away_rush_epa,total_home_pass_epa,total_away_pass_epa,air_epa,yac_epa,comp_air_epa,comp_yac_epa,total_home_comp_air_epa,total_away_comp_air_epa,total_home_comp_yac_epa,total_away_comp_yac_epa,total_home_raw_air_epa,total_away_raw_air_epa,total_home_raw_yac_epa,total_away_raw_yac_epa,wp,def_wp,home_wp,away_wp,wpa,home_wp_post,away_wp_post,total_home_rush_wpa,total_away_rush_wpa,total_home_pass_wpa,total_away_pass_wpa,air_wpa,yac_wpa,comp_air_wpa,comp_yac_wpa,total_home_comp_air_wpa,total_away_comp_air_wpa,total_home_comp_yac_wpa,total_away_comp_yac_wpa,total_home_raw_air_wpa,total_away_raw_air_wpa,total_home_raw_yac_wpa,total_away_raw_yac_wpa,punt_blocked,first_down_rush,first_down_pass,first_down_penalty,third_down_converted,third_down_failed,fourth_down_converted,fourth_down_failed,incomplete_pass,interception,punt_inside_twenty,punt_in_endzone,punt_out_of_bounds,punt_downed,punt_fair_catch,kickoff_inside_twenty,kickoff_in_endzone,kickoff_out_of_bounds,kickoff_downed,kickoff_fair_catch,fumble_forced,fumble_not_forced,fumble_out_of_bounds,solo_tackle,safety,penalty,tackled_for_loss,fumble_lost,own_kickoff_recovery,own_kickoff_recovery_td,qb_hit,rush_attempt,pass_attempt,sack,touchdown,pass_touchdown,rush_touchdown,return_touchdown,extra_point_attempt,two_point_attempt,field_goal_attempt,kickoff_attempt,punt_attempt,fumble,complete_pass,assist_tackle,lateral_reception,lateral_rush,lateral_return,lateral_recovery,passer_player_id,passer_player_name,receiver_player_id,receiver_player_name,rusher_player_id,rusher_player_name,lateral_receiver_player_id,lateral_receiver_player_name,lateral_rusher_player_id,lateral_rusher_player_name,lateral_sack_player_id,lateral_sack_player_name,interception_player_id,interception_player_name,lateral_interception_player_id,lateral_interception_player_name,punt_returner_player_id,punt_returner_player_name,lateral_punt_returner_player_id,lateral_punt_returner_player_name,kickoff_returner_player_name,kickoff_returner_player_id,lateral_kickoff_returner_player_id,lateral_kickoff_returner_player_name,punter_player_id,punter_player_name,kicker_player_name,kicker_player_id,own_kickoff_recovery_player_id,own_kickoff_recovery_player_name,blocked_player_id,blocked_player_name,tackle_for_loss_1_player_id,tackle_for_loss_1_player_name,tackle_for_loss_2_player_id,tackle_for_loss_2_player_name,qb_hit_1_player_id,qb_hit_1_player_name,qb_hit_2_player_id,qb_hit_2_player_name,forced_fumble_player_1_team,forced_fumble_player_1_player_id,forced_fumble_player_1_player_name,forced_fumble_player_2_team,forced_fumble_player_2_player_id,forced_fumble_player_2_player_name,solo_tackle_1_team,solo_tackle_2_team,solo_tackle_1_player_id,solo_tackle_2_player_id,solo_tackle_1_player_name,solo_tackle_2_player_name,assist_tackle_1_player_id,assist_tackle_1_player_name,assist_tackle_1_team,assist_tackle_2_player_id,assist_tackle_2_player_name,assist_tackle_2_team,assist_tackle_3_player_id,assist_tackle_3_player_name,assist_tackle_3_team,assist_tackle_4_player_id,assist_tackle_4_player_name,assist_tackle_4_team,pass_defense_1_player_id,pass_defense_1_player_name,pass_defense_2_player_id,pass_defense_2_player_name,fumbled_1_team,fumbled_1_player_id,fumbled_1_player_name,fumbled_2_player_id,fumbled_2_player_name,fumbled_2_team,fumble_recovery_1_team,fumble_recovery_1_yards,fumble_recovery_1_player_id,fumble_recovery_1_player_name,fumble_recovery_2_team,fumble_recovery_2_yards,fumble_recovery_2_player_id,fumble_recovery_2_player_name,return_team,return_yards,penalty_team,penalty_player_id,penalty_player_name,penalty_yards,replay_or_challenge,replay_or_challenge_result,penalty_type,defensive_two_point_attempt,defensive_two_point_conv,defensive_extra_point_attempt,defensive_extra_point_conv
36,2015010300,CAR,ARI,ARI,away,CAR,CAR,35,2015-01-03,900,1800,3600,Half1,0,1,0,1,NA,0,15:00,CAR 35,0,0,"G.Gano kicks 65 yards from CAR 35 to end zone, Touchback.",kickoff,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,0,NA,NA,3,3,0,0,NA,NA,NA,0,0,0,0.0015063265025897468,0.1797487862643072,0.006639108378448644,0.281137706070735,0.21370014348424918,0.0035923127788396836,0.3136756165208305,0,0,0.32352585361127617,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,G.Gano,00-0026858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ARI,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0
51,2015010300,CAR,ARI,ARI,away,CAR,ARI,80,2015-01-03,900,1800,3600,Half1,0,1,0,1,1,0,15:00,ARI 20,10,8,(15:00) R.Lindley pass incomplete short right to R.Housler.,pass,0,0,0,1,0,0,0,short,right,7,NA,NA,NA,NA,NA,NA,NA,3,3,0,NA,NA,3,3,0,0,0,0,0,0,0,0,0.0015063265025897468,0.1797487862643072,0.006639108378448644,0.281137706070735,0.21370014348424918,0.0035923127788396836,0.3136756165208305,0,0,0.32352585361127617,-0.7799975248704392,0.7799975248704392,-0.7799975248704392,0,0,0.7799975248704392,-0.7799975248704392,-0.07980239139023593,-0.7001951334802032,0,0,0,0,0,0,0.07980239139023593,-0.07980239139023593,0.7001951334802032,-0.7001951334802032,0.4856749860969135,0.5143250139030865,0.5143250139030865,0.4856749860969135,-0.02246942525805773,0.5367944391611442,0.4632055608388558,0,0,0.02246942525805773,-0.02246942525805773,-0.0019800655382690713,-0.020489359719788658,0,0,0,0,0,0,0.0019800655382690713,-0.0019800655382690713,0.020489359719788658,-0.020489359719788658,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00-0029531,R.Lindley,00-0028007,R.Housler,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0
73,2015010300,CAR,ARI,ARI,away,CAR,ARI,80,2015-01-03,897,1797,3597,Half1,0,1,0,1,2,0,14:57,ARI 20,10,8,(14:57) S.Taylor right tackle to ARI 22 for 2 yards (B.Benwikere).,run,2,0,0,0,0,0,0,NA,NA,NA,NA,right,tackle,NA,NA,NA,NA,3,3,0,NA,NA,3,3,0,0,0,0,0,0,0,0,0.0015411006549780931,0.20669246231684882,0.007951170786092528,0.32344784970943596,0.1898600760555485,0.003897721255339908,0.2666096192217564,0,0,-0.456471671259163,-0.6378767940704835,1.4178743189409226,-1.4178743189409226,0.6378767940704835,-0.6378767940704835,0.7799975248704392,-0.7799975248704392,NA,NA,0,0,0,0,0,0,0.07980239139023593,-0.07980239139023593,0.7001951334802032,-0.7001951334802032,0.4632055608388558,0.5367944391611442,0.5367944391611442,0.4632055608388558,-0.01633101758939759,0.5531254567505418,0.4468745432494582,0.01633101758939759,-0.01633101758939759,0.02246942525805773,-0.02246942525805773,NA,NA,0,0,0,0,0,0,0.0019800655382690713,-0.0019800655382690713,0.020489359719788658,-0.020489359719788658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,00-0030282,S.Taylor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAR,NA,00-0031262,NA,B.Benwikere,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0
94,2015010300,CAR,ARI,ARI,away,CAR,ARI,78,2015-01-03,856,1756,3556,Half1,0,1,0,1,3,0,14:16,ARI 22,8,8,(14:16) (Shotgun) R.Lindley pass short right to R.Hughes to ARI 28 for 6 yards (T.Davis; L.Kuechly).,pass,6,1,0,1,0,0,0,short,right,-1,7,NA,NA,NA,NA,NA,NA,3,3,0,NA,NA,3,3,0,0,0,0,0,0,0,0,0.001708552479150403,0.23423894531587006,0.00779641713029238,0.35940440870256185,0.15423058957064018,0.0042494621051672845,0.23837162469631798,0,0,-1.0943484653296465,-0.49667484567937237,1.914549164620295,-1.914549164620295,0.6378767940704835,-0.6378767940704835,1.2766723705498115,-1.2766723705498115,-1.4803206458384985,0.9836458001591262,-1.4803206458384985,0.9836458001591262,1.4803206458384985,-1.4803206458384985,-0.9836458001591262,0.9836458001591262,1.5601230372287345,-1.5601230372287345,-0.28345066667892294,0.28345066667892294,0.4468745432494582,0.5531254567505418,0.5531254567505418,0.4468745432494582,-0.012736618405922717,0.5658620751564645,0.43413792484353547,0.01633101758939759,-0.01633101758939759,0.035206043663980446,-0.035206043663980446,-0.04477100751100971,0.03203438910508699,-0.04477100751100971,0.03203438910508699,0.04477100751100971,-0.04477100751100971,-0.03203438910508699,0.03203438910508699,0.04675107304927878,-0.04675107304927878,-0.011545029385298333,0.011545029385298333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,00-0029531,R.Lindley,00-0028345,R.Hughes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,00-0023448,T.Davis,CAR,00-0029248,L.Kuechly,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0
125,2015010300,CAR,ARI,ARI,away,CAR,ARI,72,2015-01-03,818,1718,3518,Half1,0,1,0,1,4,0,13:38,ARI 28,2,8,"(13:38) D.Butler punts 20 yards to ARI 48, Center-M.Leach, downed by ARI-R.Johnson.",punt,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,3,3,0,NA,NA,3,3,0,0,0,0,0,0,0,0,0.0019249076275576452,0.25990093748043913,0.005121747459882198,0.3981903030205374,0.08332067770943835,0.004899380509501499,0.24664204619264385,0,0,-1.5910233110090188,-1.4920410474181556,3.4065902120384504,-3.4065902120384504,0.6378767940704835,-0.6378767940704835,1.2766723705498115,-1.2766723705498115,NA,NA,0,0,1.4803206458384985,-1.4803206458384985,-0.9836458001591262,0.9836458001591262,1.5601230372287345,-1.5601230372287345,-0.28345066667892294,0.28345066667892294,0.43413792484353547,0.5658620751564645,0.5658620751564645,0.43413792484353547,-0.009294221550968207,0.5751562967074326,0.42484370329256727,0.01633101758939759,-0.01633101758939759,0.035206043663980446,-0.035206043663980446,NA,NA,0,0,0.04477100751100971,-0.04477100751100971,-0.03203438910508699,0.03203438910508699,0.04675107304927878,-0.04675107304927878,-0.011545029385298333,0.011545029385298333,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,00-0028952,D.Butler,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0
157,2015010300,CAR,ARI,CAR,home,ARI,ARI,48,2015-01-03,810,1710,3510,Half1,0,2,0,1,1,0,13:30,ARI 48,10,19,(13:30) J.Stewart up the middle to ARI 48 for no gain (C.Campbell; T.Jefferson).,run,0,0,0,0,0,0,0,NA,NA,NA,NA,middle,NA,NA,NA,NA,NA,3,3,0,NA,NA,3,3,0,0,0,0,0,0,0,0,0.0010391289633772866,0.08179647244866857,4.364784533310496e-4,0.12690169546402882,0.3234518295532474,0.003467530710625366,0.4629068644067216,0,0,3.0830643584271744,-0.5813329783407983,2.825257233697652,-2.825257233697652,0.05654381572968514,-0.05654381572968514,1.2766723705498115,-1.2766723705498115,NA,NA,0,0,1.4803206458384985,-1.4803206458384985,-0.9836458001591262,0.9836458001591262,1.5601230372287345,-1.5601230372287345,-0.28345066667892294,0.28345066667892294,0.5751562967074327,0.42484370329256727,0.5751562967074327,0.42484370329256727,-0.016817980368901364,0.5583383163385314,0.44166168366146863,-4.8696277950377453e-4,4.8696277950377453e-4,0.035206043663980446,-0.035206043663980446,NA,NA,0,0,0.04477100751100971,-0.04477100751100971,-0.03203438910508699,0.03203438910508699,0.04675107304927878,-0.04675107304927878,-0.011545029385298333,0.011545029385298333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,00-0026153,J.Stewart,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,00-0030294,T.Jefferson,ARI,00-0026190,C.Campbell,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0
178,2015010300,CAR,ARI,CAR,home,ARI,ARI,48,2015-01-03,773,1673,3473,Half1,0,2,0,1,2,0,12:53,ARI 48,10,19,(12:53) C.Newton pass short middle to K.Benjamin to ARI 40 for 8 yards (P.Peterson).,pass,8,0,0,1,0,0,0,short,middle,6,2,NA,NA,NA,NA,NA,NA,3,3,0,NA,NA,3,3,0,0,0,0,0,0,0,0,0.001302516951795007,0.09744825851538491,8.005516590322946e-4,0.15285373470240718,0.3371271682396429,0.0038004984747292813,0.4066672714570084,0,0,2.501731380086376,0.49466037471110447,3.3199176084087565,-3.3199176084087565,0.05654381572968514,-0.05654381572968514,1.771332745260916,-1.771332745260916,-0.45638759626631,0.9510479709774144,-0.45638759626631,0.9510479709774144,1.0239330495721886,-1.0239330495721886,-0.032597829181711724,0.032597829181711724,1.1037354409624245,-1.1037354409624245,0.6675973042984915,-0.6675973042984915,0.5583383163385314,0.44166168366146863,0.5583383163385314,0.44166168366146863,0.016809876360694975,0.5751481926992263,0.42485180730077365,-4.8696277950377453e-4,4.8696277950377453e-4,0.05201592002467542,-0.05201592002467542,-0.013993406502337713,0.030803282863032688,-0.013993406502337713,0.030803282863032688,0.030777601008671995,-0.030777601008671995,-0.0012311062420543029,0.0012311062420543029,0.03275766654694107,-0.03275766654694107,0.019258253477734355,-0.019258253477734355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,00-0027939,C.Newton,00-0031359,K.Benjamin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ARI,NA,00-0027943,NA,P.Peterson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0
202,2015010300,CAR,ARI,CAR,home,ARI,ARI,40,2015-01-03,753,1653,3453,Half1,0,2,0,1,3,0,12:33,ARI 40,2,19,(12:33) (Shotgun) C.Newton pass short left to K.Benjamin to ARI 32 for 8 yards (P.Peterson).,pass,8,1,0,1,0,0,0,short,left,8,0,NA,NA,NA,NA,NA,NA,3,3,0,NA,NA,3,3,0,0,0,0,0,0,0,0,0.0012023558737071253,0.07944596427588436,5.157778183749783e-4,0.12402660427189127,0.3607076598718756,0.003377402333674075,0.4307242355545925,0,0,2.9963917547974805,0.9671526394258487,4.287070247834605,-4.287070247834605,0.05654381572968514,-0.05654381572968514,2.738485384686765,-2.738485384686765,0.9671526394258487,0,0.9671526394258487,0,1.9910856889980373,-1.9910856889980373,-0.032597829181711724,0.032597829181711724,2.070888080388273,-2.070888080388273,0.6675973042984915,-0.6675973042984915,0.5751481926992263,0.42485180730077365,0.5751481926992263,0.42485180730077365,0.03336039114357636,0.6085085838428027,0.3914914161571973,-4.8696277950377453e-4,4.8696277950377453e-4,0.08537631116825178,-0.08537631116825178,0.03336039114357636,0,0.03336039114357636,0,0.06413799215224836,-0.06413799215224836,-0.0012311062420543029,0.0012311062420543029,0.06611805769051743,-0.06611805769051743,0.019258253477734355,-0.019258253477734355,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,00-0027939,C.Newton,00-0031359,K.Benjamin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ARI,NA,00-0027943,NA,P.Peterson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0
233,2015010300,CAR,ARI,CAR,home,ARI,ARI,32,2015-01-03,728,1628,3428,Half1,0,2,0,1,1,0,12:08,ARI 32,10,19,(12:08) (Shotgun) J.Stewart up the middle to ARI 29 for 3 yards (L.Foote).,run,3,1,0,0,0,0,0,NA,NA,NA,NA,middle,NA,NA,NA,NA,NA,3,3,0,NA,NA,3,3,0,0,0,0,0,0,0,0,9.052726310727035e-4,0.04980142741564242,1.0095492962769088e-4,0.07684330328601735,0.36000463364295543,0.003074209652004706,0.5092701984426796,0,0,3.9635443942233293,-0.2185979234727764,4.068472324361829,-4.068472324361829,-0.16205410774309126,0.16205410774309126,2.738485384686765,-2.738485384686765,NA,NA,0,0,1.9910856889980373,-1.9910856889980373,-0.032597829181711724,0.032597829181711724,2.070888080388273,-2.070888080388273,0.6675973042984915,-0.6675973042984915,0.6085085838428027,0.3914914161571973,0.6085085838428027,0.3914914161571973,-0.006403503497078855,0.6021050803457239,0.39789491965427615,-0.00689046627658263,0.00689046627658263,0.08537631116825178,-0.08537631116825178,NA,NA,0,0,0.06413799215224836,-0.06413799215224836,-0.0012311062420543029,0.0012311062420543029,0.06611805769051743,-0.06611805769051743,0.019258253477734355,-0.019258253477734355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,00-0026153,J.Stewart,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ARI,NA,00-0021246,NA,L.Foote,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0
261,2015010300,CAR,ARI,CAR,home,ARI,ARI,29,2015-01-03,699,1599,3399,Half1,0,2,0,1,2,0,11:39,ARI 29,7,19,(11:39) (Shotgun) C.Newton pass incomplete short right to E.Dickson.,pass,0,1,0,1,0,0,0,short,right,11,NA,NA,NA,NA,NA,NA,NA,3,3,0,NA,NA,3,3,0,0,0,0,0,0,0,0,0.0010075046389727308,0.051459543852754495,1.5934295053239385e-4,0.08020873013011308,0.39831130643707346,0.003160804824884919,0.46569276716566893,0,0,3.744946470750553,-0.7522494900013621,3.3162228343604667,-3.3162228343604667,-0.16205410774309126,0.16205410774309126,1.9862358946854026,-1.9862358946854026,0.8659068713903144,-1.6181563613916765,0,0,1.9910856889980373,-1.9910856889980373,-0.032597829181711724,0.032597829181711724,2.9367949517785874,-2.9367949517785874,-0.950559057093185,0.950559057093185,0.6021050803457239,0.39789491965427615,0.6021050803457239,0.39789491965427615,-0.02486447696320293,0.5772406033825209,0.4227593966174791,-0.00689046627658263,0.00689046627658263,0.06051183420504885,-0.06051183420504885,0.03001169267441528,-0.05487616963761821,0,0,0.06413799215224836,-0.06413799215224836,-0.0012311062420543029,0.0012311062420543029,0.09612975036493271,-0.09612975036493271,-0.035617916159883856,0.035617916159883856,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00-0027939,C.Newton,00-0027675,E.Dickson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0
