play_id,game_id,home_team,away_team,posteam,posteam_type,defteam,side_of_field,yardline_100,game_date,quarter_seconds_remaining,half_seconds_remaining,game_seconds_remaining,game_half,quarter_end,drive,sp,qtr,down,goal_to_go,time,yrdln,ydstogo,ydsnet,desc,play_type,yards_gained,shotgun,no_huddle,qb_dropback,qb_kneel,qb_spike,qb_scramble,pass_length,pass_location,air_yards,yards_after_catch,run_location,run_gap,field_goal_result,kick_distance,extra_point_result,two_point_conv_result,home_timeouts_remaining,away_timeouts_remaining,timeout,timeout_team,td_team,posteam_timeouts_remaining,defteam_timeouts_remaining,total_home_score,total_away_score,posteam_score,defteam_score,score_differential,posteam_score_post,defteam_score_post,score_differential_post,no_score_prob,opp_fg_prob,opp_safety_prob,opp_td_prob,fg_prob,safety_prob,td_prob,extra_point_prob,two_point_conversion_prob,ep,epa,total_home_epa,total_away_epa,total_home_rush_epa,total_away_rush_epa,total_home_pass_epa,total_away_pass_epa,air_epa,yac_epa,comp_air_epa,comp_yac_epa,total_home_comp_air_epa,total_away_comp_air_epa,total_home_comp_yac_epa,total_away_comp_yac_epa,total_home_raw_air_epa,total_away_raw_air_epa,total_home_raw_yac_epa,total_away_raw_yac_epa,wp,def_wp,home_wp,away_wp,wpa,home_wp_post,away_wp_post,total_home_rush_wpa,total_away_rush_wpa,total_home_pass_wpa,total_away_pass_wpa,air_wpa,yac_wpa,comp_air_wpa,comp_yac_wpa,total_home_comp_air_wpa,total_away_comp_air_wpa,total_home_comp_yac_wpa,total_away_comp_yac_wpa,total_home_raw_air_wpa,total_away_raw_air_wpa,total_home_raw_yac_wpa,total_away_raw_yac_wpa,punt_blocked,first_down_rush,first_down_pass,first_down_penalty,third_down_converted,third_down_failed,fourth_down_converted,fourth_down_failed,incomplete_pass,touchback,interception,punt_inside_twenty,punt_in_endzone,punt_out_of_bounds,punt_downed,punt_fair_catch,kickoff_inside_twenty,kickoff_in_endzone,kickoff_out_of_bounds,kickoff_downed,kickoff_fair_catch,fumble_forced,fumble_not_forced,fumble_out_of_bounds,solo_tackle,safety,penalty,tackled_for_loss,fumble_lost,own_kickoff_recovery,own_kickoff_recovery_td,qb_hit,rush_attempt,pass_attempt,sack,touchdown,pass_touchdown,rush_touchdown,return_touchdown,extra_point_attempt,two_point_attempt,field_goal_attempt,kickoff_attempt,punt_attempt,fumble,complete_pass,assist_tackle,lateral_reception,lateral_rush,lateral_return,lateral_recovery,passer_player_id,passer_player_name,receiver_player_id,receiver_player_name,rusher_player_id,rusher_player_name,lateral_receiver_player_id,lateral_receiver_player_name,lateral_rusher_player_id,lateral_rusher_player_name,lateral_sack_player_id,lateral_sack_player_name,interception_player_id,interception_player_name,lateral_interception_player_id,lateral_interception_player_name,punt_returner_player_id,punt_returner_player_name,lateral_punt_returner_player_id,lateral_punt_returner_player_name,kickoff_returner_player_name,kickoff_returner_player_id,lateral_kickoff_returner_player_id,lateral_kickoff_returner_player_name,punter_player_id,punter_player_name,kicker_player_name,kicker_player_id,own_kickoff_recovery_player_id,own_kickoff_recovery_player_name,blocked_player_id,blocked_player_name,tackle_for_loss_1_player_id,tackle_for_loss_1_player_name,tackle_for_loss_2_player_id,tackle_for_loss_2_player_name,qb_hit_1_player_id,qb_hit_1_player_name,qb_hit_2_player_id,qb_hit_2_player_name,forced_fumble_player_1_team,forced_fumble_player_1_player_id,forced_fumble_player_1_player_name,forced_fumble_player_2_team,forced_fumble_player_2_player_id,forced_fumble_player_2_player_name,solo_tackle_1_team,solo_tackle_2_team,solo_tackle_1_player_id,solo_tackle_2_player_id,solo_tackle_1_player_name,solo_tackle_2_player_name,assist_tackle_1_player_id,assist_tackle_1_player_name,assist_tackle_1_team,assist_tackle_2_player_id,assist_tackle_2_player_name,assist_tackle_2_team,assist_tackle_3_player_id,assist_tackle_3_player_name,assist_tackle_3_team,assist_tackle_4_player_id,assist_tackle_4_player_name,assist_tackle_4_team,pass_defense_1_player_id,pass_defense_1_player_name,pass_defense_2_player_id,pass_defense_2_player_name,fumbled_1_team,fumbled_1_player_id,fumbled_1_player_name,fumbled_2_player_id,fumbled_2_player_name,fumbled_2_team,fumble_recovery_1_team,fumble_recovery_1_yards,fumble_recovery_1_player_id,fumble_recovery_1_player_name,fumble_recovery_2_team,fumble_recovery_2_yards,fumble_recovery_2_player_id,fumble_recovery_2_player_name,return_team,return_yards,penalty_team,penalty_player_id,penalty_player_name,penalty_yards,replay_or_challenge,replay_or_challenge_result,penalty_type,defensive_two_point_attempt,defensive_two_point_conv,defensive_extra_point_attempt,defensive_extra_point_conv
36,2017010700,HOU,OAK,HOU,home,OAK,OAK,35,2017-01-07,900,1800,3600,Half1,0,1,0,1,NA,0,15:00,OAK 35,0,0,S.Janikowski kicks 57 yards from OAK 35 to HOU 8. A.Hunt to HOU 25 for 17 yards (T.Carrie).,kickoff,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,3,3,0,NA,NA,3,3,0,0,NA,NA,NA,0,0,0,0.0013736795911316055,0.16263150951886152,0.004440726358228023,0.25417863378642963,0.23308117414857005,0.0036557130265806544,0.34063856357019856,0,0,0.8149984757122131,0.0011865538543482934,0.0011865538543482934,-0.0011865538543482934,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A.Hunt,00-0031743,NA,NA,NA,NA,S.Janikowski,00-0019646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OAK,NA,00-0031269,NA,T.Carrie,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HOU,17,NA,NA,NA,NA,0,NA,NA,0,0,0,0
58,2017010700,HOU,OAK,HOU,home,OAK,HOU,75,2017-01-07,896,1796,3596,Half1,0,1,0,1,1,0,14:56,HOU 25,10,3,(14:56) L.Miller left guard to HOU 28 for 3 yards (M.Edwards).,run,3,0,0,0,0,0,0,NA,NA,NA,NA,left,guard,NA,NA,NA,NA,3,3,0,NA,NA,3,3,0,0,0,0,0,0,0,0,0.001395943233254911,0.16260416609365963,0.00443972032366261,0.25409740829772454,0.23310134816813394,0.0036550230220831347,0.3407063908614813,0,0,0.8161850295665614,-0.27921634484659297,-0.2780297909922447,0.2780297909922447,-0.27921634484659297,0.27921634484659297,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0.5002796894107426,0.49972031058925737,0.5002796894107426,0.49972031058925737,-0.006440070878158399,0.49383961853258423,0.5061603814674158,-0.006440070878158399,0.006440070878158399,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,00-0029615,L.Miller,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OAK,NA,00-0032265,NA,M.Edwards,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0
79,2017010700,HOU,OAK,HOU,home,OAK,HOU,72,2017-01-07,867,1767,3567,Half1,0,1,0,1,2,0,14:27,HOU 28,7,3,(14:27) (Shotgun) B.Osweiler pass incomplete short middle to L.Miller.,pass,0,1,0,1,0,0,0,short,middle,1,NA,NA,NA,NA,NA,NA,NA,3,3,0,NA,NA,3,3,0,0,0,0,0,0,0,0,0.0015370657501890107,0.17297413409262039,0.004264118949151864,0.2687730456790507,0.22533045646628833,0.00400179563765488,0.32311938342504476,0,0,0.5369686847199684,-0.9769368003671757,-1.2549665913594203,1.2549665913594203,-0.27921634484659297,0.27921634484659297,-0.9769368003671757,0.9769368003671757,-0.879791524712811,-0.0971452756543647,0,0,0,0,0,0,-0.879791524712811,0.879791524712811,-0.0971452756543647,0.0971452756543647,0.49383961853258423,0.5061603814674158,0.49383961853258423,0.5061603814674158,-0.02811031030405986,0.4657293082285244,0.5342706917714757,-0.006440070878158399,0.006440070878158399,-0.02811031030405986,0.02811031030405986,-0.025240421666797463,-0.0028698886372623966,0,0,0,0,0,0,-0.025240421666797463,0.025240421666797463,-0.0028698886372623966,0.0028698886372623966,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00-0029682,B.Osweiler,00-0029615,L.Miller,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0
101,2017010700,HOU,OAK,HOU,home,OAK,HOU,72,2017-01-07,862,1762,3562,Half1,0,1,0,1,3,0,14:22,HOU 28,7,13,(14:22) (Shotgun) B.Osweiler pass short right to R.Griffin to HOU 38 for 10 yards (M.Smith).,pass,10,1,0,1,0,0,0,short,right,6,4,NA,NA,NA,NA,NA,NA,3,3,0,NA,NA,3,3,0,0,0,0,0,0,0,0,0.0015538614561078743,0.20936818472723523,0.005390348759117909,0.3229222039905232,0.18602071197956116,0.004380479112894028,0.2703642099745607,0,0,-0.4399681156472073,2.4625290990947626,1.2075625077353422,-1.2075625077353422,-0.27921634484659297,0.27921634484659297,1.485592298727587,-1.485592298727587,-1.1472984007557718,3.6098274998505344,-1.1472984007557718,3.6098274998505344,-1.1472984007557718,1.1472984007557718,3.6098274998505344,-3.6098274998505344,-2.027089925468583,2.027089925468583,3.51268222419617,-3.51268222419617,0.4657293082285244,0.5342706917714757,0.4657293082285244,0.5342706917714757,0.07409410226301366,0.539823410491538,0.460176589508462,-0.006440070878158399,0.006440070878158399,0.0459837919589538,-0.0459837919589538,-0.0335830080639834,0.10767711032699706,-0.0335830080639834,0.10767711032699706,-0.0335830080639834,0.0335830080639834,0.10767711032699706,-0.10767711032699706,-0.05882342973078086,0.05882342973078086,0.10480722168973466,-0.10480722168973466,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,00-0029682,B.Osweiler,00-0030108,R.Griffin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OAK,NA,00-0028180,NA,M.Smith,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0
125,2017010700,HOU,OAK,HOU,home,OAK,HOU,62,2017-01-07,839,1739,3539,Half1,0,1,0,1,1,0,13:59,HOU 38,10,20,(13:59) L.Miller right end to HOU 45 for 7 yards (P.Riley; D.Amerson).,run,7,0,0,0,0,0,0,NA,NA,NA,NA,right,end,NA,NA,NA,NA,3,3,0,NA,NA,3,3,0,0,0,0,0,0,0,0,0.001325224898314588,0.11997843344949824,0.0014923129654563013,0.18672632080175916,0.2806196269417298,0.0036600584177211622,0.40619802252552073,0,0,2.0225609834475553,0.48753869318762844,1.6951012009229707,-1.6951012009229707,0.20832234834103547,-0.20832234834103547,1.485592298727587,-1.485592298727587,NA,NA,0,0,-1.1472984007557718,1.1472984007557718,3.6098274998505344,-3.6098274998505344,-2.027089925468583,2.027089925468583,3.51268222419617,-3.51268222419617,0.539823410491538,0.46017658950846196,0.539823410491538,0.46017658950846196,0.017303601136880897,0.5571270116284189,0.44287298837158107,0.010863530258722498,-0.010863530258722498,0.0459837919589538,-0.0459837919589538,NA,NA,0,0,-0.0335830080639834,0.0335830080639834,0.10767711032699706,-0.10767711032699706,-0.05882342973078086,0.05882342973078086,0.10480722168973466,-0.10480722168973466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,00-0029615,L.Miller,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,00-0027704,P.Riley,OAK,00-0030420,D.Amerson,OAK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0
146,2017010700,HOU,OAK,HOU,home,OAK,HOU,55,2017-01-07,802,1702,3502,Half1,0,1,0,1,2,0,13:22,HOU 45,3,33,(13:22) (Shotgun) B.Osweiler pass short right to R.Griffin to OAK 42 for 13 yards (K.Joseph).,pass,13,1,0,1,0,0,0,short,right,10,3,NA,NA,NA,NA,NA,NA,3,3,0,NA,NA,3,3,0,0,0,0,0,0,0,0,0.001373743958820907,0.10505048297118831,9.911512118950657e-4,0.16047555583442866,0.2888325823832043,0.0037741627638624613,0.4395023208766003,0,0,2.5100996766351837,0.9495410946163001,2.6446422955392705,-2.6446422955392705,0.20832234834103547,-0.20832234834103547,2.435133393343887,-2.435133393343887,1.3838024205251935,-0.43426132590889344,1.3838024205251935,-0.43426132590889344,0.2365040197694217,-0.2365040197694217,3.175566173941641,-3.175566173941641,-0.6432875049433893,0.6432875049433893,3.078420898287276,-3.078420898287276,0.5571270116284189,0.44287298837158107,0.5571270116284189,0.44287298837158107,0.03322065277452524,0.5903476644029442,0.40965233559705583,0.010863530258722498,-0.010863530258722498,0.07920444473347904,-0.07920444473347904,0.04590883059961215,-0.01268817782508691,0.04590883059961215,-0.01268817782508691,0.01232582253562875,-0.01232582253562875,0.09498893250191015,-0.09498893250191015,-0.012914599131168714,0.012914599131168714,0.09211904386464775,-0.09211904386464775,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,00-0029682,B.Osweiler,00-0030108,R.Griffin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OAK,NA,00-0032888,NA,K.Joseph,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0
170,2017010700,HOU,OAK,HOU,home,OAK,OAK,42,2017-01-07,755,1655,3455,Half1,0,1,0,1,1,0,12:35,OAK 42,10,34,"(12:35) (Shotgun) L.Miller right tackle to OAK 41 for 1 yard (T.Carrie, B.Irvin).",run,1,1,0,0,0,0,0,NA,NA,NA,NA,right,tackle,NA,NA,NA,NA,3,3,0,NA,NA,3,3,0,0,0,0,0,0,0,0,0.0010936175388315433,0.06820348905903706,2.5307692952011856e-4,0.10549998891727332,0.33868732392124773,0.003328436498765211,0.482934067135325,0,0,3.459640771251484,-0.4326434483965014,2.2119988471427696,-2.2119988471427696,-0.2243211000554659,0.2243211000554659,2.435133393343887,-2.435133393343887,NA,NA,0,0,0.2365040197694217,-0.2365040197694217,3.175566173941641,-3.175566173941641,-0.6432875049433893,0.6432875049433893,3.078420898287276,-3.078420898287276,0.5903476644029442,0.40965233559705583,0.5903476644029442,0.40965233559705583,-0.013089186214420012,0.5772584781885242,0.42274152181147584,-0.002225655955697514,0.002225655955697514,0.07920444473347904,-0.07920444473347904,NA,NA,0,0,0.01232582253562875,-0.01232582253562875,0.09498893250191015,-0.09498893250191015,-0.012914599131168714,0.012914599131168714,0.09211904386464775,-0.09211904386464775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,00-0029615,L.Miller,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,00-0031269,T.Carrie,OAK,00-0029193,B.Irvin,OAK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0
191,2017010700,HOU,OAK,HOU,home,OAK,OAK,41,2017-01-07,726,1626,3426,Half1,0,1,0,1,2,0,12:06,OAK 41,9,34,(12:06) (Shotgun) B.Osweiler pass incomplete short right to R.Griffin (M.Smith).,pass,0,1,0,1,0,0,0,short,right,4,NA,NA,NA,NA,NA,NA,NA,3,3,0,NA,NA,3,3,0,0,0,0,0,0,0,0,0.001297360223857241,0.07802442586854019,4.4923680146976614e-4,0.12207890255541018,0.3631436160370791,0.003590933151065537,0.4314155253625779,0,0,3.0269973228549825,-0.8481692132213805,1.363829633921389,-1.363829633921389,-0.2243211000554659,0.2243211000554659,1.5869641801225065,-1.5869641801225065,-0.585153998531033,-0.2630152146903475,0,0,0.2365040197694217,-0.2365040197694217,3.175566173941641,-3.175566173941641,-1.2284415034744223,1.2284415034744223,2.8154056835969286,-2.8154056835969286,0.5772584781885242,0.42274152181147584,0.5772584781885242,0.42274152181147584,-0.026822515558664883,0.5504359626298593,0.4495640373701407,-0.002225655955697514,0.002225655955697514,0.05238192917481416,-0.05238192917481416,-0.018558591972484884,-0.00826392358618,0,0,0.01232582253562875,-0.01232582253562875,0.09498893250191015,-0.09498893250191015,-0.0314731911036536,0.0314731911036536,0.08385512027846775,-0.08385512027846775,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00-0029682,B.Osweiler,00-0030108,R.Griffin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,00-0028180,M.Smith,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0
213,2017010700,HOU,OAK,HOU,home,OAK,OAK,41,2017-01-07,721,1621,3421,Half1,0,1,0,1,3,0,12:01,OAK 41,9,38,(12:01) (Shotgun) B.Osweiler scrambles up the middle to OAK 37 for 4 yards (B.Irvin).,run,4,1,0,1,0,0,1,NA,NA,NA,NA,middle,NA,NA,NA,NA,NA,3,3,0,NA,NA,3,3,0,0,0,0,0,0,0,0,0.0014773143054390154,0.09829174188974077,6.767272267238395e-4,0.1575406118421892,0.39820011341165035,0.0046907413706304,0.3391227499536264,0,0,2.178828109633602,-0.9446453905842058,0.41918424333718307,-0.41918424333718307,-1.1689664906396717,1.1689664906396717,1.5869641801225065,-1.5869641801225065,NA,NA,0,0,0.2365040197694217,-0.2365040197694217,3.175566173941641,-3.175566173941641,-1.2284415034744223,1.2284415034744223,2.8154056835969286,-2.8154056835969286,0.5504359626298593,0.4495640373701407,0.5504359626298593,0.4495640373701407,-0.02748219568454424,0.522953766945315,0.47704623305468496,-0.029707851640241756,0.029707851640241756,0.05238192917481416,-0.05238192917481416,NA,NA,0,0,0.01232582253562875,-0.01232582253562875,0.09498893250191015,-0.09498893250191015,-0.0314731911036536,0.0314731911036536,0.08385512027846775,-0.08385512027846775,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,00-0029682,B.Osweiler,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OAK,NA,00-0029193,NA,B.Irvin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0
234,2017010700,HOU,OAK,HOU,home,OAK,OAK,37,2017-01-07,685,1585,3385,Half1,0,1,0,1,4,0,11:25,OAK 37,5,38,"(11:25) S.Lechler punts 30 yards to OAK 7, Center-J.Weeks, fair catch by T.Carrie. (the Punt Hang time was 4.1 seconds.)",punt,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,3,3,0,NA,NA,3,3,0,0,0,0,0,0,0,0,0.0021127021071490606,0.1180909375141514,0.0011000498241628416,0.18357889873391825,0.48991549609970886,0.006090395193578103,0.19911152052733155,0,0,1.2341827190493961,-0.3428832119875005,0.07630103134968258,-0.07630103134968258,-1.1689664906396717,1.1689664906396717,1.5869641801225065,-1.5869641801225065,NA,NA,0,0,0.2365040197694217,-0.2365040197694217,3.175566173941641,-3.175566173941641,-1.2284415034744223,1.2284415034744223,2.8154056835969286,-2.8154056835969286,0.522953766945315,0.47704623305468496,0.522953766945315,0.47704623305468496,0.01627641747782027,0.5392301844231353,0.4607698155768647,-0.029707851640241756,0.029707851640241756,0.05238192917481416,-0.05238192917481416,NA,NA,0,0,0.01232582253562875,-0.01232582253562875,0.09498893250191015,-0.09498893250191015,-0.0314731911036536,0.0314731911036536,0.08385512027846775,-0.08385512027846775,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,00-0031269,T.Carrie,NA,NA,NA,NA,NA,NA,00-0019714,S.Lechler,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0
