play_id,game_id,home_team,away_team,posteam,posteam_type,defteam,side_of_field,yardline_100,game_date,quarter_seconds_remaining,half_seconds_remaining,game_seconds_remaining,game_half,quarter_end,drive,sp,qtr,down,goal_to_go,time,yrdln,ydstogo,ydsnet,desc,play_type,yards_gained,shotgun,no_huddle,qb_dropback,qb_kneel,qb_spike,qb_scramble,pass_length,pass_location,air_yards,yards_after_catch,run_location,run_gap,field_goal_result,kick_distance,extra_point_result,two_point_conv_result,home_timeouts_remaining,away_timeouts_remaining,timeout,timeout_team,td_team,posteam_timeouts_remaining,defteam_timeouts_remaining,total_home_score,total_away_score,posteam_score,defteam_score,score_differential,posteam_score_post,defteam_score_post,score_differential_post,no_score_prob,opp_fg_prob,opp_safety_prob,opp_td_prob,fg_prob,safety_prob,td_prob,extra_point_prob,two_point_conversion_prob,ep,epa,total_home_epa,total_away_epa,total_home_rush_epa,total_away_rush_epa,total_home_pass_epa,total_away_pass_epa,air_epa,yac_epa,comp_air_epa,comp_yac_epa,total_home_comp_air_epa,total_away_comp_air_epa,total_home_comp_yac_epa,total_away_comp_yac_epa,total_home_raw_air_epa,total_away_raw_air_epa,total_home_raw_yac_epa,total_away_raw_yac_epa,wp,def_wp,home_wp,away_wp,wpa,home_wp_post,away_wp_post,total_home_rush_wpa,total_away_rush_wpa,total_home_pass_wpa,total_away_pass_wpa,air_wpa,yac_wpa,comp_air_wpa,comp_yac_wpa,total_home_comp_air_wpa,total_away_comp_air_wpa,total_home_comp_yac_wpa,total_away_comp_yac_wpa,total_home_raw_air_wpa,total_away_raw_air_wpa,total_home_raw_yac_wpa,total_away_raw_yac_wpa,punt_blocked,first_down_rush,first_down_pass,first_down_penalty,third_down_converted,third_down_failed,fourth_down_converted,fourth_down_failed,incomplete_pass,interception,punt_inside_twenty,punt_in_endzone,punt_out_of_bounds,punt_downed,punt_fair_catch,kickoff_inside_twenty,kickoff_in_endzone,kickoff_out_of_bounds,kickoff_downed,kickoff_fair_catch,fumble_forced,fumble_not_forced,fumble_out_of_bounds,solo_tackle,safety,penalty,tackled_for_loss,fumble_lost,own_kickoff_recovery,own_kickoff_recovery_td,qb_hit,rush_attempt,pass_attempt,sack,touchdown,pass_touchdown,rush_touchdown,return_touchdown,extra_point_attempt,two_point_attempt,field_goal_attempt,kickoff_attempt,punt_attempt,fumble,complete_pass,assist_tackle,lateral_reception,lateral_rush,lateral_return,lateral_recovery,passer_player_id,passer_player_name,receiver_player_id,receiver_player_name,rusher_player_id,rusher_player_name,lateral_receiver_player_id,lateral_receiver_player_name,lateral_rusher_player_id,lateral_rusher_player_name,lateral_sack_player_id,lateral_sack_player_name,interception_player_id,interception_player_name,lateral_interception_player_id,lateral_interception_player_name,punt_returner_player_id,punt_returner_player_name,lateral_punt_returner_player_id,lateral_punt_returner_player_name,kickoff_returner_player_name,kickoff_returner_player_id,lateral_kickoff_returner_player_id,lateral_kickoff_returner_player_name,punter_player_id,punter_player_name,kicker_player_name,kicker_player_id,own_kickoff_recovery_player_id,own_kickoff_recovery_player_name,blocked_player_id,blocked_player_name,tackle_for_loss_1_player_id,tackle_for_loss_1_player_name,tackle_for_loss_2_player_id,tackle_for_loss_2_player_name,qb_hit_1_player_id,qb_hit_1_player_name,qb_hit_2_player_id,qb_hit_2_player_name,forced_fumble_player_1_team,forced_fumble_player_1_player_id,forced_fumble_player_1_player_name,forced_fumble_player_2_team,forced_fumble_player_2_player_id,forced_fumble_player_2_player_name,solo_tackle_1_team,solo_tackle_2_team,solo_tackle_1_player_id,solo_tackle_2_player_id,solo_tackle_1_player_name,solo_tackle_2_player_name,assist_tackle_1_player_id,assist_tackle_1_player_name,assist_tackle_1_team,assist_tackle_2_player_id,assist_tackle_2_player_name,assist_tackle_2_team,assist_tackle_3_player_id,assist_tackle_3_player_name,assist_tackle_3_team,assist_tackle_4_player_id,assist_tackle_4_player_name,assist_tackle_4_team,pass_defense_1_player_id,pass_defense_1_player_name,pass_defense_2_player_id,pass_defense_2_player_name,fumbled_1_team,fumbled_1_player_id,fumbled_1_player_name,fumbled_2_player_id,fumbled_2_player_name,fumbled_2_team,fumble_recovery_1_team,fumble_recovery_1_yards,fumble_recovery_1_player_id,fumble_recovery_1_player_name,fumble_recovery_2_team,fumble_recovery_2_yards,fumble_recovery_2_player_id,fumble_recovery_2_player_name,return_team,return_yards,penalty_team,penalty_player_id,penalty_player_name,penalty_yards,replay_or_challenge,replay_or_challenge_result,penalty_type,defensive_two_point_attempt,defensive_two_point_conv,defensive_extra_point_attempt,defensive_extra_point_conv
36,2012010700,HOU,CIN,HOU,home,CIN,CIN,35,2012-01-07,900,1800,3600,Half1,0,1,0,1,NA,0,15:00,CIN 35,0,0,"M.Nugent kicks 74 yards from CIN 35 to HOU -9. D.Manning, Touchback.",kickoff,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,0,NA,NA,3,3,0,0,NA,NA,NA,0,0,0,0.0015063265025897468,0.1797487862643072,0.006639108378448644,0.281137706070735,0.21370014348424918,0.0035923127788396836,0.3136756165208305,0,0,0.32352585361127617,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M.Nugent,00-0023482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HOU,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0
54,2012010700,HOU,CIN,HOU,home,CIN,HOU,80,2012-01-07,900,1800,3600,Half1,0,1,0,1,1,0,15:00,HOU 20,10,5,(15:00) A.Foster left guard to HOU 25 for 5 yards (R.Geathers).,run,5,0,0,0,0,0,0,NA,NA,NA,NA,left,guard,NA,NA,NA,NA,3,3,0,NA,NA,3,3,0,0,0,0,0,0,0,0,0.0015063265025897468,0.1797487862643072,0.006639108378448644,0.281137706070735,0.21370014348424918,0.0035923127788396836,0.3136756165208305,0,0,0.32352585361127617,0.09313128327177345,0.09313128327177345,-0.09313128327177345,0.09313128327177345,-0.09313128327177345,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0.4856749860969135,0.5143250139030865,0.4856749860969135,0.5143250139030865,0.0047188972735370815,0.4903938833704506,0.5096061166295494,0.0047188972735370815,-0.0047188972735370815,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,00-0026796,A.Foster,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CIN,NA,00-0022867,NA,R.Geathers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0
75,2012010700,HOU,CIN,HOU,home,CIN,HOU,75,2012-01-07,866,1766,3566,Half1,0,1,0,1,2,0,14:26,HOU 25,5,0,"(14:26) PENALTY on HOU-A.Foster, False Start, 5 yards, enforced at HOU 25 - No Play.",no_play,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,0,NA,NA,3,3,0,0,0,0,0,0,0,0,0.0016405068147185534,0.1794724589467995,0.004835428506725652,0.2766568120855774,0.2101517898053465,0.003962668193185021,0.32328033564764735,0,0,0.4166571368830496,-0.8577450647880296,-0.7646137815162561,0.7646137815162561,0.09313128327177345,-0.09313128327177345,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0.4903938833704506,0.5096061166295494,0.4903938833704506,0.5096061166295494,-0.02383208438008655,0.46656179899036404,0.5334382010096359,0.0047188972735370815,-0.0047188972735370815,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,HOU,00-0026796,A.Foster,5,0,NA,False Start,0,0,0,0
98,2012010700,HOU,CIN,HOU,home,CIN,HOU,80,2012-01-07,847,1747,3547,Half1,0,1,0,1,2,0,14:07,HOU 20,10,5,(14:07) B.Tate right end to HOU 25 for 5 yards (T.Howard).,run,5,0,0,0,0,0,0,NA,NA,NA,NA,right,end,NA,NA,NA,NA,3,3,0,NA,NA,3,3,0,0,0,0,0,0,0,0,0.0018851483431348954,0.2063704251380159,0.007932986525202506,0.3223330408245064,0.19016874009275214,0.003890645496390993,0.26741901357999703,0,0,-0.44108792790497997,-0.057699588361411536,-0.8223133698776677,0.8223133698776677,0.03543169491036191,-0.03543169491036191,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0.46656179899036404,0.5334382010096359,0.46656179899036404,0.5334382010096359,3.1724327288235044e-4,0.4668790422632464,0.5331209577367535,0.005036140546419432,-0.005036140546419432,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,00-0027890,B.Tate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CIN,NA,00-0024253,NA,T.Howard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0
119,2012010700,HOU,CIN,HOU,home,CIN,HOU,75,2012-01-07,811,1711,3511,Half1,0,1,0,1,3,0,13:31,HOU 25,5,5,(13:31) (Shotgun) T.Yates pass incomplete short middle to A.Johnson.,pass,0,1,0,1,0,0,0,short,middle,4,NA,NA,NA,NA,NA,NA,NA,3,3,0,NA,NA,3,3,0,0,0,0,0,0,0,0,0.0019915858459851553,0.2150027482525785,0.006261446273189167,0.3276106366710967,0.167939636622098,0.004031691295252377,0.2771622550398001,0,0,-0.4987875162663915,-1.647362622361042,-2.4696759922387095,2.4696759922387095,0.03543169491036191,-0.03543169491036191,-1.647362622361042,1.647362622361042,-1.3605452276029237,-0.2868173947581183,0,0,0,0,0,0,-1.3605452276029237,1.3605452276029237,-0.2868173947581183,0.2868173947581183,0.4668790422632464,0.5331209577367536,0.4668790422632464,0.5331209577367536,-0.04907384801650316,0.41780519424674323,0.5821948057532568,0.005036140546419432,-0.005036140546419432,-0.04907384801650316,0.04907384801650316,-0.04022455541001535,-0.008849292606487813,0,0,0,0,0,0,-0.04022455541001535,0.04022455541001535,-0.008849292606487813,0.008849292606487813,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00-0028090,T.Yates,00-0022044,A.Johnson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0
141,2012010700,HOU,CIN,HOU,home,CIN,HOU,75,2012-01-07,806,1706,3506,Half1,0,1,0,1,4,0,13:26,HOU 25,5,5,"(13:26) M.Turk punts 56 yards to CIN 19, Center-J.Weeks. B.Tate to CIN 26 for 7 yards (J.Weeks, S.McManis). (The punt hang time was 4.7 seconds.)",punt,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,3,3,0,NA,NA,3,3,0,0,0,0,0,0,0,0,0.0020511017345238285,0.28236034944445554,0.006523412344796368,0.421437250914381,0.08120979556633373,0.00490350517427503,0.20151458482123452,0,0,-2.1461501386274335,1.2033166940114595,-1.2663592982272502,1.2663592982272502,0.03543169491036191,-0.03543169491036191,-1.647362622361042,1.647362622361042,NA,NA,0,0,0,0,0,0,-1.3605452276029237,1.3605452276029237,-0.2868173947581183,0.2868173947581183,0.41780519424674323,0.5821948057532568,0.41780519424674323,0.5821948057532568,0.07235055535464874,0.49015574960139197,0.509844250398608,0.005036140546419432,-0.005036140546419432,-0.04907384801650316,0.04907384801650316,NA,NA,0,0,0,0,0,0,-0.04022455541001535,0.04022455541001535,-0.008849292606487813,0.008849292606487813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,00-0027057,B.Tate,NA,NA,NA,NA,NA,NA,00-0016689,M.Turk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,00-0027224,J.Weeks,HOU,00-0027743,S.McManis,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CIN,7,NA,NA,NA,NA,0,NA,NA,0,0,0,0
166,2012010700,HOU,CIN,CIN,away,HOU,CIN,74,2012-01-07,794,1694,3494,Half1,0,2,0,1,1,0,13:14,CIN 26,10,2,(13:14) C.Benson left end to CIN 28 for 2 yards (B.Cushing).,run,2,0,0,0,0,0,0,NA,NA,NA,NA,left,end,NA,NA,NA,NA,3,3,0,NA,NA,3,3,0,0,0,0,0,0,0,0,0.0020621974286737055,0.15848842562400006,0.004067574757775123,0.24667489129607972,0.23739087628955366,0.003645352204000577,0.3476706823999172,0,0,0.9428334446159741,-0.4441838094683279,-0.8221754887589223,0.8221754887589223,0.4796155043786898,-0.4796155043786898,-1.647362622361042,1.647362622361042,NA,NA,0,0,0,0,0,0,-1.3605452276029237,1.3605452276029237,-0.2868173947581183,0.2868173947581183,0.509844250398608,0.49015574960139197,0.49015574960139197,0.509844250398608,-0.011463096106062054,0.501618845707454,0.498381154292546,0.016499236652481486,-0.016499236652481486,-0.04907384801650316,0.04907384801650316,NA,NA,0,0,0,0,0,0,-0.04022455541001535,0.04022455541001535,-0.008849292606487813,0.008849292606487813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,00-0023439,C.Benson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HOU,NA,00-0026991,NA,B.Cushing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0
191,2012010700,HOU,CIN,CIN,away,HOU,CIN,72,2012-01-07,762,1662,3462,Half1,0,2,0,1,2,0,12:42,CIN 28,8,8,"(12:42) A.Dalton pass short left to A.Green to CIN 34 for 6 yards (J.Joseph, D.Ryans).",pass,6,0,0,1,0,0,0,short,left,5,1,NA,NA,NA,NA,NA,NA,3,3,0,NA,NA,3,3,0,0,0,0,0,0,0,0,0.0023381039380967828,0.1739455249005711,0.004377186707513417,0.26998780139384604,0.22659119006214004,0.003987945629987976,0.3187722473678446,0,0,0.49864963514764615,0.5119600628624641,-1.3341355516213864,1.3341355516213864,0.4796155043786898,-0.4796155043786898,-2.159322685223506,2.159322685223506,-0.5054377301044977,1.0173977929669618,-0.5054377301044977,1.0173977929669618,0.5054377301044977,-0.5054377301044977,-1.0173977929669618,1.0173977929669618,-0.8551074974984261,0.8551074974984261,-1.30421518772508,1.30421518772508,0.498381154292546,0.501618845707454,0.501618845707454,0.498381154292546,0.01694174780643104,0.4846770979010229,0.515322902098977,0.016499236652481486,-0.016499236652481486,-0.0660155958229342,0.0660155958229342,-0.01447605800663343,0.03141780581306447,-0.01447605800663343,0.03141780581306447,0.01447605800663343,-0.01447605800663343,-0.03141780581306447,0.03141780581306447,-0.02574849740338192,0.02574849740338192,-0.04026709841955228,0.04026709841955228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,00-0027973,A.Dalton,00-0027942,A.Green,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,00-0024248,D.Ryans,HOU,00-0024239,J.Joseph,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0
215,2012010700,HOU,CIN,CIN,away,HOU,CIN,66,2012-01-07,715,1615,3415,Half1,0,2,0,1,3,0,11:55,CIN 34,2,8,(11:55) (Shotgun) A.Dalton pass incomplete short left to C.Benson.,pass,0,1,0,1,0,0,0,short,left,4,NA,NA,NA,NA,NA,NA,NA,3,3,0,NA,NA,3,3,0,0,0,0,0,0,0,0,0.002537120494555021,0.1636135977743017,0.0032110851675212202,0.24685870551534977,0.20820550839915308,0.003550160693157407,0.3720238219559618,0,0,1.0106096980101102,-2.1126027739942286,0.7784672223728422,-0.7784672223728422,0.4796155043786898,-0.4796155043786898,-0.046719911229277544,0.046719911229277544,2.001265067193115,-4.113867841187344,0,0,0.5054377301044977,-0.5054377301044977,-1.0173977929669618,1.0173977929669618,-2.856372564691541,2.856372564691541,2.8096526534622637,-2.8096526534622637,0.515322902098977,0.484677097901023,0.484677097901023,0.515322902098977,-0.061792515572399065,0.546469613473422,0.45353038652657796,0.016499236652481486,-0.016499236652481486,-0.004223080250535138,0.004223080250535138,0.06205703289453279,-0.12384954846693186,0,0,0.01447605800663343,-0.01447605800663343,-0.03141780581306447,0.03141780581306447,-0.08780553029791471,0.08780553029791471,0.08358245004737958,-0.08358245004737958,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00-0027973,A.Dalton,00-0023439,C.Benson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0
237,2012010700,HOU,CIN,CIN,away,HOU,CIN,66,2012-01-07,710,1610,3410,Half1,0,2,0,1,4,0,11:50,CIN 34,2,8,"(11:50) K.Huber punts 55 yards to HOU 11, Center-C.Harris. J.Jones to HOU 13 for 2 yards (G.Wilson). (The punt hang time was 4.5 seconds.)",punt,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,3,3,0,NA,NA,3,3,0,0,0,0,0,0,0,0,0.00293408974164484,0.23948027254478588,0.004083481171126352,0.3680287805233202,0.11767621388789391,0.005358521785310147,0.26243864034591874,0,0,-1.1019930759841186,1.4119499744256874,-0.6334827520528452,0.6334827520528452,0.4796155043786898,-0.4796155043786898,-0.046719911229277544,0.046719911229277544,NA,NA,0,0,0.5054377301044977,-0.5054377301044977,-1.0173977929669618,1.0173977929669618,-2.856372564691541,2.856372564691541,2.8096526534622637,-2.8096526534622637,0.45353038652657796,0.546469613473422,0.546469613473422,0.45353038652657796,0.0691791064564945,0.47729050701692755,0.5227094929830725,0.016499236652481486,-0.016499236652481486,-0.004223080250535138,0.004223080250535138,NA,NA,0,0,0.01447605800663343,-0.01447605800663343,-0.03141780581306447,0.03141780581306447,-0.08780553029791471,0.08780553029791471,0.08358245004737958,-0.08358245004737958,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,00-0025460,J.Jones,NA,NA,NA,NA,NA,NA,00-0027103,K.Huber,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CIN,NA,00-0022815,NA,G.Wilson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HOU,2,NA,NA,NA,NA,0,NA,NA,0,0,0,0
