GameID,date,home,away,homescore,awayscore,Season
2012090500,2012-09-05,NYG,DAL,17,24,2012
2012090900,2012-09-09,CHI,IND,41,21,2012
2012090908,2012-09-09,KC,ATL,24,40,2012
2012090907,2012-09-09,CLE,PHI,16,17,2012
2012090906,2012-09-09,NO,WAS,32,40,2012
2012090905,2012-09-09,DET,STL,27,23,2012
2012090904,2012-09-09,TEN,NE,13,34,2012
2012090901,2012-09-09,MIN,JAC,26,23,2012
2012090902,2012-09-09,NYJ,BUF,48,28,2012
2012090903,2012-09-09,HOU,MIA,30,10,2012
2012090910,2012-09-09,ARI,SEA,20,16,2012
2012090909,2012-09-09,GB,SF,22,30,2012
2012090911,2012-09-09,TB,CAR,16,10,2012
2012090912,2012-09-09,DEN,PIT,31,19,2012
2012091000,2012-09-10,BAL,CIN,44,13,2012
2012091001,2012-09-10,OAK,SD,14,22,2012
2012091300,2012-09-13,GB,CHI,23,10,2012
2012091600,2012-09-16,NYG,TB,41,34,2012
2012091612,2012-09-16,MIA,OAK,35,13,2012
2012091607,2012-09-16,JAC,HOU,7,27,2012
2012091606,2012-09-16,CIN,CLE,34,27,2012
2012091605,2012-09-16,BUF,KC,35,17,2012
2012091604,2012-09-16,PHI,BAL,24,23,2012
2012091601,2012-09-16,CAR,NO,35,27,2012
2012091602,2012-09-16,NE,ARI,18,20,2012
2012091603,2012-09-16,IND,MIN,23,20,2012
2012091609,2012-09-16,STL,WAS,31,28,2012
2012091608,2012-09-16,SEA,DAL,27,7,2012
2012091610,2012-09-16,PIT,NYJ,27,10,2012
2012091611,2012-09-16,SD,TEN,38,10,2012
2012091613,2012-09-16,SF,DET,27,19,2012
2012091700,2012-09-17,ATL,DEN,27,21,2012
2012092000,2012-09-20,CAR,NYG,7,36,2012
2012092300,2012-09-23,DAL,TB,16,10,2012
2012092308,2012-09-23,IND,JAC,17,22,2012
2012092307,2012-09-23,CLE,BUF,14,24,2012
2012092306,2012-09-23,MIA,NYJ,20,23,2012
2012092305,2012-09-23,NO,KC,24,27,2012
2012092304,2012-09-23,WAS,CIN,31,38,2012
2012092301,2012-09-23,CHI,STL,23,6,2012
2012092302,2012-09-23,MIN,SF,24,13,2012
2012092303,2012-09-23,TEN,DET,44,41,2012
2012092310,2012-09-23,SD,ATL,3,27,2012
2012092309,2012-09-23,ARI,PHI,27,6,2012
2012092312,2012-09-23,OAK,PIT,34,31,2012
2012092311,2012-09-23,DEN,HOU,25,31,2012
2012092313,2012-09-23,BAL,NE,31,30,2012
2012092400,2012-09-24,SEA,GB,14,12,2012
2012092700,2012-09-27,BAL,CLE,23,16,2012
2012093000,2012-09-30,BUF,NE,28,52,2012
2012093006,2012-09-30,NYJ,SF,0,34,2012
2012093005,2012-09-30,STL,SEA,19,13,2012
2012093004,2012-09-30,ATL,CAR,30,28,2012
2012093003,2012-09-30,DET,MIN,13,20,2012
2012093002,2012-09-30,KC,SD,20,37,2012
2012093001,2012-09-30,HOU,TEN,38,14,2012
2012093009,2012-09-30,JAC,CIN,10,27,2012
2012093008,2012-09-30,DEN,OAK,37,6,2012
2012093007,2012-09-30,ARI,MIA,24,21,2012
2012093011,2012-09-30,TB,WAS,22,24,2012
2012093010,2012-09-30,GB,NO,28,27,2012
2012093012,2012-09-30,PHI,NYG,19,17,2012
2012100100,2012-10-01,DAL,CHI,18,34,2012
2012100400,2012-10-04,STL,ARI,17,3,2012
2012100701,2012-10-07,PIT,PHI,16,14,2012
2012100702,2012-10-07,IND,GB,30,27,2012
2012100703,2012-10-07,NYG,CLE,41,27,2012
2012100700,2012-10-07,WAS,ATL,17,24,2012
2012100705,2012-10-07,CIN,MIA,13,17,2012
2012100706,2012-10-07,KC,BAL,6,9,2012
2012100707,2012-10-07,CAR,SEA,12,16,2012
2012100708,2012-10-07,JAC,CHI,3,41,2012
2012100709,2012-10-07,NE,DEN,31,21,2012
2012100710,2012-10-07,SF,BUF,45,3,2012
2012100704,2012-10-07,MIN,TEN,30,7,2012
2012100711,2012-10-07,NO,SD,31,24,2012
2012100800,2012-10-08,NYJ,HOU,17,23,2012
2012101100,2012-10-11,TEN,PIT,26,23,2012
2012101401,2012-10-14,TB,KC,38,10,2012
2012101402,2012-10-14,NYJ,IND,35,9,2012
2012101403,2012-10-14,CLE,CIN,34,24,2012
2012101404,2012-10-14,PHI,DET,23,26,2012
2012101400,2012-10-14,ATL,OAK,23,20,2012
2012101405,2012-10-14,MIA,STL,17,14,2012
2012101406,2012-10-14,BAL,DAL,31,29,2012
2012101407,2012-10-14,ARI,BUF,16,19,2012
2012101408,2012-10-14,SEA,NE,24,23,2012
2012101409,2012-10-14,SF,NYG,3,26,2012
2012101410,2012-10-14,WAS,MIN,38,26,2012
2012101411,2012-10-14,HOU,GB,24,42,2012
2012101500,2012-10-15,SD,DEN,24,35,2012
2012101800,2012-10-18,SF,SEA,13,6,2012
2012102101,2012-10-21,MIN,ARI,21,14,2012
2012102102,2012-10-21,CAR,DAL,14,19,2012
2012102103,2012-10-21,TB,NO,28,35,2012
2012102104,2012-10-21,STL,GB,20,30,2012
2012102100,2012-10-21,NYG,WAS,27,23,2012
2012102105,2012-10-21,HOU,BAL,43,13,2012
2012102107,2012-10-21,BUF,TEN,34,35,2012
2012102106,2012-10-21,IND,CLE,17,13,2012
2012102108,2012-10-21,NE,NYJ,29,26,2012
2012102109,2012-10-21,OAK,JAC,26,23,2012
2012102110,2012-10-21,CIN,PIT,17,24,2012
2012102200,2012-10-22,CHI,DET,13,7,2012
2012102500,2012-10-25,MIN,TB,17,36,2012
2012102801,2012-10-28,NYJ,MIA,9,30,2012
2012102802,2012-10-28,CLE,SD,7,6,2012
2012102803,2012-10-28,TEN,IND,13,19,2012
2012102804,2012-10-28,STL,NE,7,45,2012
2012102800,2012-10-28,GB,JAC,24,15,2012
2012102805,2012-10-28,PHI,ATL,17,30,2012
2012102808,2012-10-28,PIT,WAS,27,12,2012
2012102807,2012-10-28,DET,SEA,28,24,2012
2012102806,2012-10-28,CHI,CAR,23,22,2012
2012102809,2012-10-28,KC,OAK,16,26,2012
2012102810,2012-10-28,DAL,NYG,24,29,2012
2012102811,2012-10-28,DEN,NO,34,14,2012
2012102900,2012-10-29,ARI,SF,3,24,2012
2012110100,2012-11-01,SD,KC,31,13,2012
2012110401,2012-11-04,GB,ARI,31,17,2012
2012110402,2012-11-04,JAC,DET,14,31,2012
2012110403,2012-11-04,TEN,CHI,20,51,2012
2012110404,2012-11-04,CIN,DEN,23,31,2012
2012110400,2012-11-04,WAS,CAR,13,21,2012
2012110405,2012-11-04,CLE,BAL,15,25,2012
2012110407,2012-11-04,IND,MIA,23,20,2012
2012110406,2012-11-04,HOU,BUF,21,9,2012
2012110408,2012-11-04,SEA,MIN,30,20,2012
2012110409,2012-11-04,OAK,TB,32,42,2012
2012110410,2012-11-04,NYG,PIT,20,24,2012
2012110411,2012-11-04,ATL,DAL,19,13,2012
2012110500,2012-11-05,NO,PHI,28,13,2012
2012110800,2012-11-08,JAC,IND,10,27,2012
2012111101,2012-11-11,TB,SD,34,24,2012
2012111102,2012-11-11,MIA,TEN,3,37,2012
2012111103,2012-11-11,NE,BUF,37,31,2012
2012111104,2012-11-11,BAL,OAK,55,20,2012
2012111100,2012-11-11,CAR,DEN,14,36,2012
2012111105,2012-11-11,CIN,NYG,31,13,2012
2012111107,2012-11-11,MIN,DET,34,24,2012
2012111106,2012-11-11,NO,ATL,31,27,2012
2012111108,2012-11-11,SEA,NYJ,28,7,2012
2012111109,2012-11-11,PHI,DAL,23,38,2012
2012111110,2012-11-11,SF,STL,24,24,2012
2012111111,2012-11-11,CHI,HOU,6,13,2012
2012111200,2012-11-12,PIT,KC,16,13,2012
2012111500,2012-11-15,BUF,MIA,19,14,2012
2012111801,2012-11-18,DET,GB,20,24,2012
2012111802,2012-11-18,ATL,ARI,23,19,2012
2012111803,2012-11-18,CAR,TB,21,27,2012
2012111804,2012-11-18,DAL,CLE,23,20,2012
2012111800,2012-11-18,WAS,PHI,31,6,2012
2012111805,2012-11-18,STL,NYJ,13,27,2012
2012111808,2012-11-18,KC,CIN,6,28,2012
2012111807,2012-11-18,HOU,JAC,43,37,2012
2012111809,2012-11-18,OAK,NO,17,38,2012
2012111810,2012-11-18,DEN,SD,30,23,2012
2012111806,2012-11-18,NE,IND,59,24,2012
2012111811,2012-11-18,PIT,BAL,10,13,2012
2012111900,2012-11-19,SF,CHI,32,7,2012
2012112200,2012-11-22,DET,HOU,31,34,2012
2012112201,2012-11-22,DAL,WAS,31,38,2012
2012112202,2012-11-22,NYJ,NE,19,49,2012
2012112503,2012-11-25,JAC,TEN,24,19,2012
2012112502,2012-11-25,IND,BUF,20,13,2012
2012112501,2012-11-25,CLE,PIT,20,14,2012
2012112500,2012-11-25,CIN,OAK,34,10,2012
2012112504,2012-11-25,KC,DEN,9,17,2012
2012112507,2012-11-25,MIA,SEA,24,21,2012
2012112506,2012-11-25,TB,ATL,23,24,2012
2012112505,2012-11-25,CHI,MIN,28,10,2012
2012112508,2012-11-25,SD,BAL,13,16,2012
2012112510,2012-11-25,ARI,STL,17,31,2012
2012112509,2012-11-25,NO,SF,21,31,2012
2012112511,2012-11-25,NYG,GB,38,10,2012
2012112600,2012-11-26,PHI,CAR,22,30,2012
2012112900,2012-11-29,ATL,NO,23,13,2012
2012120200,2012-12-02,CHI,SEA,17,23,2012
