GameID,date,home,away,homescore,awayscore,Season
2017090700,2017-09-07,NE,KC,27,42,2017
2017091000,2017-09-10,BUF,NYJ,21,12,2017
2017091008,2017-09-10,WAS,PHI,17,30,2017
2017091007,2017-09-10,TEN,OAK,16,26,2017
2017091005,2017-09-10,HOU,JAX,7,29,2017
2017091004,2017-09-10,DET,ARI,35,23,2017
2017091003,2017-09-10,CLE,PIT,18,21,2017
2017091001,2017-09-10,CHI,ATL,17,23,2017
2017091002,2017-09-10,CIN,BAL,0,20,2017
2017091009,2017-09-10,LA,IND,46,9,2017
2017091011,2017-09-10,SF,CAR,3,23,2017
2017091010,2017-09-10,GB,SEA,17,9,2017
2017091012,2017-09-10,DAL,NYG,19,3,2017
2017091100,2017-09-11,MIN,NO,29,19,2017
2017091101,2017-09-11,DEN,LAC,24,21,2017
2017091400,2017-09-14,CIN,HOU,9,13,2017
2017091700,2017-09-17,BAL,CLE,24,10,2017
2017091707,2017-09-17,TB,CHI,29,7,2017
2017091706,2017-09-17,PIT,MIN,26,9,2017
2017091705,2017-09-17,NO,NE,20,36,2017
2017091704,2017-09-17,KC,PHI,27,20,2017
2017091703,2017-09-17,JAX,TEN,16,37,2017
2017091702,2017-09-17,IND,ARI,13,16,2017
2017091701,2017-09-17,CAR,BUF,9,3,2017
2017091709,2017-09-17,OAK,NYJ,45,20,2017
2017091708,2017-09-17,LAC,MIA,17,19,2017
2017091712,2017-09-17,SEA,SF,12,9,2017
2017091711,2017-09-17,LA,WAS,20,27,2017
2017091710,2017-09-17,DEN,DAL,42,17,2017
2017091713,2017-09-17,ATL,GB,34,23,2017
2017091800,2017-09-18,NYG,DET,10,24,2017
2017092100,2017-09-21,SF,LA,39,41,2017
2017092400,2017-09-24,JAX,BAL,44,7,2017
2017092405,2017-09-24,IND,CLE,31,28,2017
2017092409,2017-09-24,PHI,NYG,27,24,2017
2017092408,2017-09-24,NYJ,MIA,20,6,2017
2017092401,2017-09-24,BUF,DEN,26,16,2017
2017092402,2017-09-24,CAR,NO,13,34,2017
2017092403,2017-09-24,CHI,PIT,23,17,2017
2017092404,2017-09-24,DET,ATL,26,30,2017
2017092406,2017-09-24,MIN,TB,34,17,2017
2017092407,2017-09-24,NE,HOU,36,33,2017
2017092410,2017-09-24,TEN,SEA,33,27,2017
2017092411,2017-09-24,GB,CIN,27,24,2017
2017092412,2017-09-24,LAC,KC,10,24,2017
2017092413,2017-09-24,WAS,OAK,27,10,2017
2017092500,2017-09-25,ARI,DAL,17,28,2017
2017092800,2017-09-28,GB,CHI,35,14,2017
2017100100,2017-10-01,MIA,NO,0,20,2017
2017100105,2017-10-01,HOU,TEN,57,14,2017
2017100108,2017-10-01,NYJ,JAX,23,20,2017
2017100107,2017-10-01,NE,CAR,30,33,2017
