Player_ID_Name,Receptions.x,Targets,Rush_Attempts,Position,Total_Plays,Receptions.y,Rec_Drives,Rec_Perc,Rec_Yards_Gained,Total_AirYards,Total_AirYards_Rec,Total_YardsAfterCatch,Yards_per_Tgt,Yards_per_Rec,Yards_per_Drive,AirYards_per_Tgt,AirYards_per_Rec,AirYards_per_Drive,AirYards_Rec_per_Tgt,AirYards_Rec_per_Rec,AirYards_Rec_per_Drive,YardsAfterCatch_per_Tgt,YardsAfterCatch_per_Rec,YardsAfterCatch_per_Drive,RACR,Rec_INTs,Rec_TDs,Air_TDs,Air_TD_Rate,TD_to_INT,TD_per_Tgt,Air_TD_per_Tgt,TD_per_Rec,Air_TD_per_Rec,TD_per_Drive,Air_TD_per_Drive,Rec_INTs_per_Tgt,Rec_INTs_per_Rec,Rec_INTs_per_Drive,Rec_EPA,Rec_EPA_per_Tgt,Rec_EPA_per_Rec,Rec_EPA_per_Drive,Rec_Success_Rate,Caught_EPA,Caught_EPA_per_Tgt,Caught_EPA_per_Rec,Caught_EPA_per_Drive,EPA_Rec_Perc,Rec_WPA,Rec_WPA_per_Tgt,Rec_WPA_per_Rec,Rec_WPA_per_Drive,Rec_Win_Rate,Caught_WPA,Caught_WPA_per_Tgt,Caught_WPA_per_Rec,Caught_WPA_per_Drive,WPA_Rec_Perc,Rec_Clutch_EPA,Rec_Clutch_EPA_per_Tgt,Rec_Clutch_EPA_per_Rec,Rec_Clutch_EPA_per_Drives,Total_airEPA,airEPA_per_Tgt,airEPA_per_Rec,airEPA_per_Drive,air_Success_Rate,air_Rec_Success_Rate,Total_airWPA,airWPA_per_Tgt,airWPA_per_Rec,airWPA_per_Drive,air_Win_Rate,air_Rec_Win_Rate,Total_yacEPA,yacEPA_per_Tgt,yacEPA_per_Rec,yacEPA_per_Drive,yac_Success_Rate,Total_yacWPA,yacWPA_per_Tgt,yacWPA_per_Rec,yacWPA_per_Drive,yac_Win_Rate,Rush_Drives,Rush_Yards_Gained,Sack_Yards_Lost,Rush_Yards_per_Rush,Rush_Yards_per_Drive,Rush_TDs,Rush_TD_per_Rush,Rush_TD_per_Drive,Rush_EPA,Rush_EPA_per_Rush,Rush_EPA_per_Drive,Rush_Success_Rate,Pos_EPA_Ratio,Rush_WPA,Rush_WPA_per_Rush,Rush_WPA_per_Drive,Rush_Win_Rate,Pos_WPA_Ratio,Fumbles,Fumbles_per_Rush,Fumbles_per_Drive,Rush_Clutch_EPA,Rush_Clutch_EPA_per_Rush,Rush_Clutch_EPA_per_Drive,Replacement_Level_Receiver,Replacement_Level_Rusher,Player_Model_ID_Rec,Player_Model_ID_Rush,air_iPA,yac_iPA,rush_iPA,air_iPAA,yac_iPAA,rush_iPAA,air_iPAR,yac_iPAR,rush_iPAR,total_iPAR,air_WAR,yac_WAR,rush_WAR,total_WAR
A.Auclair-00-0033421,2,2,0,TE,4,2,2,1,25,5,5,20,12.5,12.5,12.5,2.5,2.5,2.5,2.5,2.5,2.5,10,10,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.863637209233005,0.9318186046165025,0.9318186046165025,0.9318186046165025,1,1.863637209233005,0.9318186046165025,0.9318186046165025,0.9318186046165025,1,0.06267902102265432,0.03133951051132716,0.03133951051132716,0.03133951051132716,1,0.06267902102265432,0.03133951051132716,0.03133951051132716,0.03133951051132716,1,0.06875329870680755,0.034376649353403774,0.034376649353403774,0.034376649353403774,0.38951861431802626,0.19475930715901313,0.19475930715901313,0.19475930715901313,0.5,0.5,0.010560424697620696,0.005280212348810348,0.005280212348810348,0.005280212348810348,0.5,0.5,1.4741185949149787,0.7370592974574893,0.7370592974574893,0.7370592974574893,1,0.05211859632503363,0.026059298162516814,0.026059298162516814,0.026059298162516814,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Replacement_TE_rec,Replacement_WR_TE_rush,0.0010460831072575975,7.885125547857061e-4,-5.573557321658399e-4,0.002092166214515195,0.0015770251095714122,-0,0,0,0,0,0,0,0,0
A.Cross-00-0032745,5,6,0,TE,11,5,6,0.8333333333333334,58,41,33,25,9.666666666666666,11.6,9.666666666666666,6.833333333333333,8.2,6.833333333333333,5.5,6.6,5.5,4.166666666666667,5,4.166666666666667,1.4146341463414633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9649106397457157,0.6608184399576192,0.7929821279491431,0.6608184399576192,0.6666666666666666,4.202200859329361,0.7003668098882269,0.8404401718658722,0.7003668098882269,0.7994795591163214,0.1608179668960627,0.026802994482677117,0.03216359337921254,0.026802994482677117,0.6666666666666666,0.1708190475181088,0.028469841253018133,0.03416380950362176,0.028469841253018133,0.9217499762323741,0.2884412516234732,0.048073541937245536,0.05768825032469464,0.048073541937245536,1.4380151630372744,0.23966919383954574,0.2876030326074549,0.23966919383954574,0.5,0.3333333333333333,0.07644352824425107,0.012740588040708512,0.015288705648850215,0.012740588040708512,0.5,0.3333333333333333,2.7641856962920865,0.4606976160486811,0.5528371392584173,0.4606976160486811,0.5,0.09437551927385773,0.015729253212309623,0.018875103854771546,0.015729253212309623,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Replacement_TE_rec,Replacement_WR_TE_rush,0.0010460831072575975,7.885125547857061e-4,-5.573557321658399e-4,0.006276498643545585,0.004731075328714237,-0,0,0,0,0,0,0,0,0
A.Derby-00-0031609,21,40,0,TE,61,21,31,0.525,244,362,152,92,6.1,11.619047619047619,7.870967741935484,9.05,17.238095238095237,11.67741935483871,3.8,7.238095238095238,4.903225806451613,2.3,4.380952380952381,2.967741935483871,0.6740331491712708,0,2,1,0.5,Inf,0.05,0.025,0.09523809523809523,0.047619047619047616,0.06451612903225806,0.03225806451612903,0,0,0,-4.960667387614101,-0.12401668469035251,-0.23622225655305243,-0.16002152863271293,0.375,15.035697830963588,0.3758924457740897,0.7159856109982661,0.4850225106762448,0.37068076084873464,-0.057571457281674523,-0.0014392864320418631,-0.002741497965794025,-0.0018571437832798233,0.3,0.4122109427162704,0.01030527356790676,0.01962909251029859,0.013297127184395819,0.37060367816859735,0.4801408114151006,0.012003520285377515,0.02286384816262384,0.015488413271454858,10.101448474563151,0.25253621186407876,0.48102135593157863,0.3258531765988113,0.65,0.3,0.3262389051852923,0.008155972629632307,0.015535185961204396,0.010523835651138461,0.6,0.25,4.9342493564004375,0.12335623391001094,0.2349642550666875,0.15916933407743347,0.375,0.08597203753097808,0.002149300938274452,0.004093906549094194,0.0027732915332573573,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,A.Derby-00-0031609,Replacement_WR_TE_rush,3.9128275562215226e-4,-9.027392474992268e-4,-5.573557321658399e-4,0.01565131022488609,-0.03610956989996907,-0,-0.02619201406541781,-0.06765007209139731,0,-0.09384208615681512,-0.02619201406541781,-0.06765007209139731,0,-0.09384208615681512
A.Fasano-00-0024268,12,16,0,TE,28,12,16,0.75,110,119,70,37,6.875,9.166666666666666,6.875,7.4375,9.916666666666666,7.4375,4.375,5.833333333333333,4.375,2.3125,3.0833333333333335,2.3125,0.9243697478991597,2,1,1,1,0.5,0.0625,0.0625,0.08333333333333333,0.08333333333333333,0.0625,0.0625,0.125,0.16666666666666666,0.125,-8.406316319961435,-0.5253947699975897,-0.7005263599967863,-0.5253947699975897,0.4375,3.976607223041231,0.24853795144007693,0.3313839352534359,0.24853795144007693,0.19680677571687533,-0.1508069699793044,-0.009425435623706525,-0.012567247498275367,-0.009425435623706525,0.4375,0.20935224735409239,0.013084515459630774,0.01744602061284103,0.013084515459630774,0.3139180878603141,-1.4829891862243556,-0.09268682413902223,-0.12358243218536297,-0.09268682413902223,0.1658691489017754,0.010366821806360962,0.01382242907514795,0.010366821806360962,0.5625,0.3125,0.06018834688743611,0.0037617716804647567,0.005015695573953009,0.0037617716804647567,0.5,0.3125,3.810738074139455,0.23817112963371595,0.31756150617828793,0.23817112963371595,0.5,0.14916390046665629,0.009322743779166018,0.012430325038888024,0.009322743779166018,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Replacement_TE_rec,Replacement_WR_TE_rush,0.0010460831072575975,7.885125547857061e-4,-5.573557321658399e-4,0.01673732971612156,0.012616200876571297,-0,0,0,0,0,0,0,0,0
A.Gates-00-0021547,30,52,0,TE,82,30,40,0.5769230769230769,316,432,250,66,6.076923076923077,10.533333333333333,7.9,8.307692307692308,14.4,10.8,4.8076923076923075,8.333333333333334,6.25,1.2692307692307692,2.2,1.65,0.7314814814814815,2,3,3,1,1.5,0.057692307692307696,0.057692307692307696,0.1,0.1,0.075,0.075,0.038461538461538464,0.06666666666666667,0.05,0.10393051997408331,0.0019986638456554484,0.003464350665802777,0.002598262999352083,0.4230769230769231,27.260193262350636,0.5242344858144353,0.9086731087450212,0.681504831558766,0.4792044806112579,0.10036633260535881,0.0019301217808722847,0.003345544420178627,0.00250915831513397,0.38461538461538464,0.849836051738535,0.016343000994971827,0.0283278683912845,0.021245901293463376,0.5009562067982309,-0.3914197859429896,-0.007527303575826723,-0.013047326198099653,-0.00978549464857474,15.048146436334783,0.2893874314679766,0.5016048812111594,0.37620366090836954,0.5961538461538461,0.3076923076923077,0.5079751559336726,0.009768752998724473,0.016932505197789088,0.012699378898341815,0.5769230769230769,0.28846153846153844,12.212046826015854,0.23484705434645872,0.4070682275338618,0.30530117065039636,0.28846153846153844,0.34186089580486245,0.006574247996247355,0.011395363193495415,0.008546522395121561,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,A.Gates-00-0021547,Replacement_WR_TE_rush,-1.2477169409837186e-6,-0.0011719425505788217,-5.573557321658399e-4,-6.488128093115337e-5,-0.060941012630098726,-0,-0.05446120285832623,-0.10194366547895545,0,-0.15640486833728168,-0.05446120285832623,-0.10194366547895545,0,-0.15640486833728168
A.Hooper-00-0032392,49,65,0,TE,114,49,49,0.7538461538461538,531,430,264,262,8.169230769230769,10.83673469387755,10.83673469387755,6.615384615384615,8.775510204081632,8.775510204081632,4.061538461538461,5.387755102040816,5.387755102040816,4.030769230769231,5.346938775510204,5.346938775510204,1.2348837209302326,3,3,2,0.6666666666666666,1,0.046153846153846156,0.03076923076923077,0.061224489795918366,0.04081632653061224,0.061224489795918366,0.04081632653061224,0.046153846153846156,0.061224489795918366,0.061224489795918366,5.813188446733521,0.08943366841128493,0.11863649891292899,0.11863649891292899,0.4461538461538462,31.833929564573058,0.4897527625318932,0.6496720319300624,0.6496720319300624,0.447986998594184,-0.04207567998592788,-6.473181536296597e-4,-8.586873466515894e-4,-8.586873466515894e-4,0.47692307692307695,1.1077393597135752,0.017042143995593464,0.02260692570844031,0.02260692570844031,0.41458154196435826,0.8414021508799652,0.012944648475076388,0.017171472466938065,0.017171472466938065,-4.124758687873378,-0.06345782596728274,-0.08417874873210975,-0.08417874873210975,0.4153846153846154,0.24615384615384617,-0.004058440548316892,-6.243754689718295e-5,-8.282531731258964e-5,-8.282531731258964e-5,0.4153846153846154,0.24615384615384617,35.958688252446436,0.5532105884991759,0.7338507806621721,0.7338507806621721,0.49230769230769234,1.1117978002618922,0.01710458154249065,0.022689751025752904,0.022689751025752904,0.47692307692307695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,A.Hooper-00-0032392,Replacement_WR_TE_rush,-0.002420546692160411,-4.7304057244777314e-4,-5.573557321658399e-4,-0.1573355349904267,-0.030747637209105255,-0,-0.22533093696217055,-0.08200095327017615,0,-0.3073318902323467,-0.22533093696217055,-0.08200095327017615,0,-0.3073318902323467
A.Seferian-Jenkins-00-0031418,49,73,0,TE,122,49,52,0.6712328767123288,355,448,233,120,4.863013698630137,7.244897959183674,6.826923076923077,6.136986301369863,9.142857142857142,8.615384615384615,3.191780821917808,4.755102040816326,4.480769230769231,1.643835616438356,2.4489795918367347,2.3076923076923075,0.7924107142857143,0,5,4,0.8,Inf,0.0684931506849315,0.0547945205479452,0.10204081632653061,0.08163265306122448,0.09615384615384616,0.07692307692307693,0,0,0,-4.941746144502043,-0.06769515266441155,-0.10085196213269476,-0.09503357970196237,0.410958904109589,14.179279686091146,0.19423670802864584,0.28937305481818665,0.2726784555017528,0.20735343986550883,-0.24514748124793084,-0.0033581846746291895,-0.005003009821386344,-0.004714374639383285,0.3835616438356164,0.25338376366079113,0.003471010461106728,0.005171097217567166,0.004872764685784445,0.13575823141170829,-0.41246327436293606,-0.005650181840588165,-0.008417617844141552,-0.007931986045441078,2.1319713258399267,0.02920508665534146,0.04350961889469238,0.04099944857384474,0.547945205479452,0.273972602739726,-0.0729122693644788,-9.987982104723123e-4,-0.001488005497234261,-0.0014021590262399768,0.5342465753424658,0.2602739726027397,12.04730836025122,0.16503162137330438,0.2458634359234943,0.23167900692790808,0.3424657534246575,0.32629603302526994,0.00446980867157904,0.006659102714801427,0.006274923712024422,0.2876712328767123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,A.Seferian-Jenkins-00-0031418,Replacement_WR_TE_rush,-4.298227843542528e-4,-7.654774247259567e-4,-5.573557321658399e-4,-0.03137706325786045,-0.055879852004994846,-0,-0.10774113008766507,-0.11344126850435139,0,-0.22118239859201647,-0.10774113008766507,-0.11344126850435139,0,-0.22118239859201647
A.Shaheen-00-0033896,12,14,0,TE,26,12,11,0.8571428571428571,127,95,78,49,9.071428571428571,10.583333333333334,11.545454545454545,6.785714285714286,7.916666666666667,8.636363636363637,5.571428571428571,6.5,7.090909090909091,3.5,4.083333333333333,4.454545454545454,1.3368421052631578,0,3,3,1,Inf,0.21428571428571427,0.21428571428571427,0.25,0.25,0.2727272727272727,0.2727272727272727,0,0,0,11.172957046692295,0.7980683604780211,0.9310797538910246,1.0157233678811177,0.7142857142857143,12.960872422613374,0.925776601615241,1.0800727018844478,1.1782611293284886,0.7620584418608473,0.36582519080763326,0.026130370771973804,0.03048543256730277,0.03325683552796666,0.7142857142857143,0.42575790834146005,0.030411279167247146,0.03547982569512167,0.03870526439467819,0.7745387449518879,0.8091159126079884,0.057793993757713456,0.0674263260506657,0.07355599205527168,7.5980557089410805,0.5427182649243629,0.6331713090784233,0.6907323371764619,0.7142857142857143,0.5714285714285714,0.24754223288246036,0.017681588063032883,0.020628519406871697,0.02250383935295094,0.7142857142857143,0.5714285714285714,5.362816713672293,0.3830583366908781,0.4469013928060244,0.48752879215202666,0.5,0.1782156754589997,0.012729691104214264,0.014851306288249974,0.016201425041727245,0.42857142857142855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Replacement_TE_rec,Replacement_WR_TE_rush,0.0010460831072575975,7.885125547857061e-4,-5.573557321658399e-4,0.014645163501606365,0.011039175766999886,-0,0,0,0,0,0,0,0,0
A.Traylor-00-0033043,8,13,0,TE,21,8,9,0.6153846153846154,100,122,58,42,7.6923076923076925,12.5,11.11111111111111,9.384615384615385,15.25,13.555555555555555,4.461538461538462,7.25,6.444444444444445,3.230769230769231,5.25,4.666666666666667,0.819672131147541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.921304163553259,0.3785618587348661,0.6151630204441574,0.5468115737281399,0.5384615384615384,8.253760614830547,0.6349046626792728,1.0317200768538184,0.9170845127589496,0.700525504141185,0.08538591146156432,0.006568147035504948,0.01067323893269554,0.00948732349572937,0.5384615384615384,0.16722533742191129,0.012863487493993176,0.02090316717773891,0.01858059304687903,0.6478810913912563,0.31244207690030956,0.024034005915408427,0.039055259612538695,0.034715786322256616,5.1966167416232505,0.39973974935563467,0.6495770927029063,0.5774018601803612,0.8461538461538461,0.46153846153846156,0.13095595183174324,0.010073534756287942,0.016369493978967906,0.014550661314638138,0.8461538461538461,0.46153846153846156,3.0571438732072966,0.2351649133236382,0.3821429841509121,0.33968265257858854,0.46153846153846156,0.036269385590168055,0.002789952737705235,0.004533673198771007,0.004029931732240895,0.46153846153846156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Replacement_TE_rec,Replacement_WR_TE_rush,0.0010460831072575975,7.885125547857061e-4,-5.573557321658399e-4,0.013599080394348768,0.010250663212214179,-0,0,0,0,0,0,0,0,0
B.Bell-00-0032062,3,3,0,TE,6,3,3,1,19,7,7,12,6.333333333333333,6.333333333333333,6.333333333333333,2.3333333333333335,2.3333333333333335,2.3333333333333335,2.3333333333333335,2.3333333333333335,2.3333333333333335,4,4,4,2.7142857142857144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5154532861543475,0.17181776205144916,0.17181776205144916,0.17181776205144916,0.6666666666666666,0.5154532861543475,0.17181776205144916,0.17181776205144916,0.17181776205144916,0.2457003631288542,0.00975842092537875,0.0032528069751262497,0.0032528069751262497,0.0032528069751262497,0.6666666666666666,0.00975842092537875,0.0032528069751262497,0.0032528069751262497,0.0032528069751262497,0.16588251805403464,0.018391990466964457,0.006130663488988153,0.006130663488988153,0.006130663488988153,-1.0488202878118345,-0.3496067626039448,-0.3496067626039448,-0.3496067626039448,0.3333333333333333,0.3333333333333333,-0.028107979262876615,-0.009369326420958871,-0.009369326420958871,-0.009369326420958871,0.3333333333333333,0.3333333333333333,1.564273573966182,0.521424524655394,0.521424524655394,0.521424524655394,0.6666666666666666,0.037866400188255364,0.012622133396085122,0.012622133396085122,0.012622133396085122,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Replacement_TE_rec,Replacement_WR_TE_rush,0.0010460831072575975,7.885125547857061e-4,-5.573557321658399e-4,0.0031382493217727925,0.0023655376643571184,-0,0,0,0,0,0,0,0,0
