GameID,Team,Opponent,Player_Name,Carries,Drives,Car_per_Drive,Total_Yards,Yards_per_Car,Yards_per_Drive,Fumbles,TDs,TD_to_Fumbles,Total_EPA,Success_Rate,EPA_per_Car,EPA_Ratio,TD_per_Car,Fumbles_per_Car,Fumbles_per_Drive,TD_Drive,EPA_per_Drive,Total_WPA,WPA_per_Drive,Win_Success_Rate,WPA_per_Car,WPA_Ratio,Total_Clutch_EPA,Clutch_EPA_per_Car,Clutch_EPA_per_Drive
2009091000,TEN,PIT,C.Johnson,25,10,2.5,86,3.44,8.6,0,0,NaN,-3.224692169809343,0.2,-0.1289876867923737,0.40039749202787034,0,0,0,0,-0.32246921698093434,-0.2013071310955568,-0.020130713109555682,0.24,-0.008052285243822272,0.33991213665333675,0.32104723099431337,0.012841889239772536,0.03210472309943134
2009091000,PIT,TEN,W.Parker,23,10,2.3,36,1.565217391304348,3.6,0,0,NaN,-14.071212274932932,0.08695652173913043,-0.6117918380405623,0.04445564932467653,0,0,0,0,-1.4071212274932932,-0.5059605898683075,-0.05059605898683075,0.08695652173913043,-0.02199828651601337,0.05424767794886737,-0.5519908879467057,-0.023999603823769814,-0.05519908879467057
2009091300,ATL,MIA,M.Turner,24,8,3,72,3,9,0,0,NaN,-8.599503126267606,0.20833333333333334,-0.3583126302611503,0.20639654690655615,0,0,0,0,-1.0749378907834508,-0.124515573006161,-0.015564446625770126,0.3333333333333333,-0.005188148875256708,0.25268561694650993,-0.07831341304374016,-0.0032630588768225066,-0.00978917663046752
2009091300,MIA,ATL,R.Brown,22,9,2.4444444444444446,96,4.363636363636363,10.666666666666666,0,0,NaN,-0.902744666821212,0.4090909090909091,-0.041033848491873276,0.46382513399010533,0,0,0,0,-0.10030496298013467,-0.048382750386699216,-0.005375861154077691,0.36363636363636365,-0.0021992159266681463,0.42057945036903926,-0.043469564491476674,-0.0019758892950671215,-0.0048299516101640745
2009091301,BAL,KC,R.Rice,41,11,3.727272727272727,198,4.829268292682927,18,0,2,Inf,5.885610043549446,0.4634146341463415,0.14355146447681574,0.634281750326517,0.04878048780487805,0,0,0.18181818181818182,0.5350554585044951,0.2254065559022348,0.020491505082021345,0.5365853658536586,0.0054977208756642635,0.6866780271847467,0.3953613639252796,0.009642960095738527,0.035941942175025415
2009091301,KC,BAL,L.Johnson,17,7,2.4285714285714284,29,1.7058823529411764,4.142857142857143,0,0,NaN,-8.454060871732137,0.17647058823529413,-0.49729769833718457,0.07745023112998185,0,0,0,0,-1.2077229816760195,-0.2728652850737854,-0.03898075501054077,0.11764705882352941,-0.016050899121987375,0.028533602432838027,-0.24421476295562958,-0.014365574291507623,-0.03488782327937565
2009091302,PHI,CAR,B.Westbrook,31,11,2.8181818181818183,185,5.967741935483871,16.818181818181817,2,1,0.5,6.160902030094585,0.4838709677419355,0.19873877516434144,0.6580668237315371,0.03225806451612903,0.06451612903225806,0.18181818181818182,0.09090909090909091,0.5600820027358714,0.042800753718557794,0.003890977610777981,0.5161290322580645,0.0013806694747921869,0.6474199511196679,0.09828551114667608,0.0031705003595701962,0.008935046467879643
2009091302,CAR,PHI,D.Williams,29,12,2.4166666666666665,88,3.0344827586206895,7.333333333333333,1,1,1,-14.42765648870363,0.27586206896551724,-0.49750539616219414,0.2647013636983956,0.034482758620689655,0.034482758620689655,0.08333333333333333,0.08333333333333333,-1.202304707391969,0.05151425099880947,0.004292854249900789,0.3103448275862069,0.001776353482717568,0.5529158546176225,0.3901335461192563,0.01345288090066401,0.03251112884327136
2009091303,CIN,DEN,C.Benson,27,8,3.375,96,3.5555555555555554,12,1,1,1,-8.897621186847953,0.3333333333333333,-0.3295415254388131,0.31104061100781455,0.037037037037037035,0.037037037037037035,0.125,0.125,-1.1122026483559941,-0.13215819561935147,-0.016519774452418933,0.3333333333333333,-0.004894747985901906,0.4305466994104634,-0.4476844590748421,-0.016580905891660818,-0.055960557384355264
2009091303,DEN,CIN,C.Buckhalter,20,8,2.5,75,3.75,9.375,0,0,NaN,-4.850632097890868,0.35,-0.2425316048945434,0.3185279012499694,0,0,0,0,-0.6063290122363585,-0.05600165266339702,-0.007000206582924627,0.4,-0.002800082633169851,0.42019222065957834,-0.0375162438107093,-0.0018758121905354651,-0.004689530476338663
2009091304,MIN,CLE,A.Peterson,36,10,3.6,226,6.277777777777778,22.6,0,3,Inf,9.21545607883303,0.6111111111111112,0.25598489107869526,0.6760572783249774,0.08333333333333333,0,0,0.3,0.9215456078833031,0.16144976953271406,0.016144976953271405,0.6944444444444444,0.0044847158203531684,0.6349904423270211,0.25844235026806067,0.007178954174112797,0.025844235026806068
2009091304,CLE,MIN,J.Lewis,20,8,2.5,89,4.45,11.125,0,0,NaN,-3.201378157083873,0.45,-0.16006890785419364,0.38405618385682977,0,0,0,0,-0.40017226963548413,-0.08665178412976221,-0.010831473016220276,0.4,-0.004332589206488111,0.39974333404004775,-0.18157293412985714,-0.009078646706492857,-0.022696616766232143
2009091305,NYJ,HOU,T.Jones,40,11,3.6363636363636362,196,4.9,17.818181818181817,2,2,1,-1.9482586599461853,0.3,-0.048706466498654635,0.47022320396240663,0.05,0.05,0.18181818181818182,0.18181818181818182,-0.1771144236314714,-0.10966613796605201,-0.009969648906004729,0.4,-0.0027416534491513005,0.3931789483970363,0.12547409890495786,0.003136852472623947,0.01140673626408708
