GameID,Rusher_ID,Team,Opponent,Player_Name,Carries,Total_Yards,Yards_per_Car,Fumbles,TDs,TD_to_Fumbles,Total_EPA,Success_Rate,EPA_per_Car,EPA_Ratio,TD_per_Car,Fumbles_per_Car,Total_WPA,Win_Success_Rate,WPA_per_Car,WPA_Ratio,Total_Clutch_EPA
2009091000,00-0026164,TEN,PIT,C.Johnson,15,57,3.8,0,0,NaN,-1.2730191034597502,0.2,-0.08486794023065002,0.4528517157243835,0,0,-0.04253086157336272,0.26666666666666666,-0.0028353907715575146,0.4518266376124059,0.3847465659234347
2009091000,00-0022250,PIT,TEN,W.Parker,13,19,1.4615384615384615,0,0,NaN,-8.980050022279379,0.07692307692307693,-0.6907730786368753,0.0630991197711642,0,0,-0.2821623334438291,0.07692307692307693,-0.02170479488029455,0.06501418695589703,-0.35141930349933653
2009091000,00-0024260,TEN,PIT,L.White,8,28,3.5,0,0,NaN,-1.3886589367466202,0.25,-0.17358236709332753,0.17319956474880688,0,0,-0.0500963839218061,0.25,-0.006262047990225762,0.1477929303365009,-0.019621733551753735
2009091000,00-0022217,PIT,TEN,M.Moore,5,8,1.6,0,0,NaN,-2.4982372447963486,0.2,-0.4996474489592697,0.014807511825210557,0,0,-0.15225250372011423,0.2,-0.030450500744022845,0.05159006926982989,-0.16191625498835657
2009091000,00-0026163,PIT,TEN,R.Mendenhall,4,6,1.5,0,0,NaN,-2.3785495376744024,0,-0.5946373844186006,0,0,0,-0.08064179168550178,0,-0.020160447921375446,0,-0.054451021837951814
2009091000,00-0003292,TEN,PIT,K.Collins,2,1,0.5,0,0,NaN,0.571554930409763,0.5,0.2857774652048815,0.8202528312268007,0,0,-0.06309744027546227,0,-0.031548720137731134,0,0.03700280864964662
2009091000,00-0022924,PIT,TEN,B.Roethlisberger,1,3,3,0,0,NaN,-0.21437547018280156,0,-0.21437547018280156,0,0,0,-0.008007358010629795,0,-0.008007358010629795,0,-0.001716581138450785
2009091300,00-0022821,ATL,MIA,M.Turner,22,65,2.9545454545454546,0,0,NaN,-7.86263472832062,0.22727272727272727,-0.3573924876509373,0.21733185740662256,0,0,-0.1090024236529033,0.3181818181818182,-0.004954655620586514,0.26644678554203666,-0.059097899135242646
2009091300,00-0023437,MIA,ATL,R.Brown,10,43,4.3,0,0,NaN,-0.8430765285171418,0.4,-0.08430765285171418,0.39018973789765654,0,0,-0.05564072732166212,0.2,-0.005564072732166212,0.14569861551038538,-0.02309869790130313
2009091300,00-0017915,MIA,ATL,R.Williams,7,39,5.571428571428571,0,0,NaN,1.6508235156251994,0.42857142857142855,0.2358319308035999,0.7697831635199693,0,0,0.03459328249691382,0.42857142857142855,0.004941897499559117,0.6780289907326884,0.05562307099316409
2009091300,00-0022405,MIA,ATL,L.Polite,2,5,2.5,0,0,NaN,-0.8102286898440982,0.5,-0.4051143449220491,0.3858866097931242,0,0,-0.020762302690881806,0.5,-0.010381151345440903,0.38252012375441313,-0.07265223583010624
2009091300,00-0024294,ATL,MIA,J.Norwood,2,7,3.5,0,0,NaN,-0.7368683979469868,0,-0.3684341989734934,0,0,0,-0.012630862776574991,0.5,-0.006315431388287496,0.06302166977599499,-0.006757224438698896
2009091300,00-0025396,MIA,ATL,T.Ginn,2,9,4.5,0,0,NaN,0.15613433461166348,0.5,0.07806716730583174,0.5802593526359071,0,0,4.5631362961040534e-5,0.5,2.2815681480520267e-5,0.5007162885804546,0.0025088377871135817
2009091300,00-0027020,MIA,ATL,P.White,1,0,0,0,0,NaN,-0.7328714450855586,0,-0.7328714450855586,0,0,0,-0.02391114842988351,0,-0.02391114842988351,0,-0.017523797903464013
2009091301,00-0026195,BAL,KC,R.Rice,19,108,5.684210526315789,0,0,NaN,2.408097782242506,0.5263157894736842,0.12674198853907925,0.6325309787556307,0,0,0.13037450932945543,0.5263157894736842,0.006861816280497654,0.6856561455743225,0.3349943104647522
2009091301,00-0021976,KC,BAL,L.Johnson,11,20,1.8181818181818181,0,0,NaN,-4.985792128722702,0.18181818181818182,-0.45325382988388196,0.0426696266397775,0,0,-0.16411648282638716,0.18181818181818182,-0.014919680256944288,0.04424279504276582,-0.14748485238183812
2009091301,00-0022178,BAL,KC,W.McGahee,10,44,4.4,0,1,Inf,2.690735660285308,0.4,0.2690735660285308,0.658410530921927,0.1,0,-0.018460507418410654,0.4,-0.0018460507418410655,0.4055787910751532,0.04116352104521619
2009091301,00-0025524,BAL,KC,L.McClain,6,19,3.1666666666666665,0,1,Inf,0.5731399056325079,0.3333333333333333,0.09552331760541799,0.6393465344239043,0.16666666666666666,0,0.06144601154994739,0.6666666666666666,0.01024100192499123,0.8724837036176574,0.02188307187160026
2009091301,00-0026158,BAL,KC,J.Flacco,5,18,3.6,0,0,NaN,-0.5486002464073412,0.4,-0.10972004928146824,0.3193530007352612,0,0,-0.015510934328229697,0.4,-0.0031021868656459393,0.3261799980776828,-0.00940413926652062
2009091301,00-0026213,KC,BAL,J.Charles,4,8,2,0,0,NaN,-2.2446149166817637,0.25,-0.5611537291704409,0.1628694274220285,0,0,-0.07581039456386116,0,-0.01895259864096529,0,-0.0877906362612517
2009091301,00-0023457,BAL,KC,M.Clayton,1,9,9,0,0,NaN,0.7622369417964645,1,0.7622369417964645,1,0,0,0.054900717861804504,1,0.054900717861804504,1,0.0418473552854124
2009091301,00-0025604,KC,BAL,T.Thigpen,1,2,2,0,0,NaN,-0.5172307593933576,0,-0.5172307593933576,0,0,0,-0.01285827898176739,0,-0.01285827898176739,0,-0.006650697402231196
