Date,GameID,play_id,Drive,qtr,down,time,TimeUnder,TimeSecs,PlayTimeDiff,SideofField,yrdln,yrdline100,ydstogo,ydsnet,GoalToGo,FirstDown,posteam,DefensiveTeam,desc,PlayAttempted,Yards.Gained,sp,Touchdown,ExPointResult,TwoPointConv,DefTwoPoint,Safety,Onsidekick,PuntResult,PlayType,Passer,Passer_ID,PassAttempt,PassOutcome,PassLength,AirYards,YardsAfterCatch,QBHit,PassLocation,InterceptionThrown,Interceptor,Rusher,Rusher_ID,RushAttempt,RunLocation,RunGap,Receiver,Receiver_ID,Reception,ReturnResult,Returner,BlockingPlayer,Tackler1,Tackler2,FieldGoalResult,FieldGoalDistance,Fumble,RecFumbTeam,RecFumbPlayer,Sack,Challenge.Replay,ChalReplayResult,Accepted.Penalty,PenalizedTeam,PenaltyType,PenalizedPlayer,Penalty.Yards,PosTeamScore,DefTeamScore,ScoreDiff,AbsScoreDiff,HomeTeam,AwayTeam,Timeout_Indicator,Timeout_Team,posteam_timeouts_pre,HomeTimeouts_Remaining_Pre,AwayTimeouts_Remaining_Pre,HomeTimeouts_Remaining_Post,AwayTimeouts_Remaining_Post,No_Score_Prob,Opp_Field_Goal_Prob,Opp_Safety_Prob,Opp_Touchdown_Prob,Field_Goal_Prob,Safety_Prob,Touchdown_Prob,ExPoint_Prob,TwoPoint_Prob,ExpPts,EPA,airEPA,yacEPA,Home_WP_pre,Away_WP_pre,Home_WP_post,Away_WP_post,Win_Prob,WPA,airWPA,yacWPA,Season
2015-01-03,2015010300,36,1,1,NA,15:00,15,3600,0,CAR,35,35,0,0,0,NA,ARI,CAR,"G.Gano kicks 65 yards from CAR 35 to end zone, Touchback.",1,0,0,0,NA,NA,NA,0,0,NA,Kickoff,NA,None,0,NA,NA,0,0,0,NA,0,NA,NA,None,0,NA,NA,NA,None,0,Touchback,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,0,0,CAR,ARI,0,None,3,3,3,3,3,0.0015063265025897468,0.1797487862643072,0.006639108378448644,0.281137706070735,0.21370014348424918,0.0035923127788396836,0.3136756165208305,0,0,0.32352585361127617,0,NA,NA,0.5143250139030865,0.4856749860969135,0.5143250139030865,0.4856749860969135,0.4856749860969135,0,NA,NA,2014
2015-01-03,2015010300,51,1,1,1,15:00,15,3600,0,ARI,20,80,10,8,0,0,ARI,CAR,(15:00) R.Lindley pass incomplete short right to R.Housler.,1,0,0,0,NA,NA,NA,0,0,NA,Pass,R.Lindley,00-0029531,1,Incomplete Pass,Short,7,0,0,right,0,NA,NA,None,0,NA,NA,R.Housler,00-0028007,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,0,0,CAR,ARI,0,None,3,3,3,3,3,0.0015063265025897468,0.1797487862643072,0.006639108378448644,0.281137706070735,0.21370014348424918,0.0035923127788396836,0.3136756165208305,0,0,0.32352585361127617,-0.7799975248704392,0.5570776331021927,-1.3370751579726319,0.5143250139030865,0.4856749860969135,0.5367944391611442,0.4632055608388558,0.4856749860969135,-0.02246942525805773,0.01659611098166469,-0.03906553623972242,2014
2015-01-03,2015010300,73,1,1,2,14:57,15,3597,3,ARI,20,80,10,8,0,0,ARI,CAR,(14:57) S.Taylor right tackle to ARI 22 for 2 yards (B.Benwikere).,1,2,0,0,NA,NA,NA,0,0,NA,Run,NA,None,0,NA,NA,0,0,0,NA,0,NA,S.Taylor,00-0030282,1,right,tackle,NA,None,0,NA,NA,NA,B.Benwikere,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,0,0,CAR,ARI,0,None,3,3,3,3,3,0.0015411006549780931,0.20669246231684882,0.007951170786092528,0.32344784970943596,0.1898600760555485,0.003897721255339908,0.2666096192217564,0,0,-0.456471671259163,-0.6378767940704835,NA,NA,0.5367944391611442,0.4632055608388558,0.5531254567505418,0.4468745432494582,0.4632055608388558,-0.01633101758939759,NA,NA,2014
2015-01-03,2015010300,94,1,1,3,14:16,15,3556,41,ARI,22,78,8,8,0,0,ARI,CAR,(14:16) (Shotgun) R.Lindley pass short right to R.Hughes to ARI 28 for 6 yards (T.Davis; L.Kuechly).,1,6,0,0,NA,NA,NA,0,0,NA,Pass,R.Lindley,00-0029531,1,Complete,Short,-1,7,0,right,0,NA,NA,None,0,NA,NA,R.Hughes,00-0028345,1,NA,NA,NA,T.Davis,L.Kuechly,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,0,0,CAR,ARI,0,None,3,3,3,3,3,0.001708552479150403,0.23423894531587006,0.00779641713029238,0.35940440870256185,0.15423058957064018,0.0042494621051672845,0.23837162469631798,0,0,-1.0943484653296465,-0.49667484567937237,-1.5163316152626627,1.0196567695832903,0.5531254567505418,0.4468745432494582,0.5658620751564645,0.43413792484353547,0.4468745432494582,-0.012736618405922717,-0.04590393170675766,0.033167313300834944,2014
2015-01-03,2015010300,125,1,1,4,13:38,14,3518,38,ARI,28,72,2,8,0,1,ARI,CAR,"(13:38) D.Butler punts 20 yards to ARI 48, Center-M.Leach, downed by ARI-R.Johnson.",1,0,0,0,NA,NA,NA,0,0,Clean,Punt,NA,None,0,NA,NA,0,0,0,NA,0,NA,NA,None,0,NA,NA,NA,None,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,0,0,CAR,ARI,0,None,3,3,3,3,3,0.0019249076275576452,0.25990093748043913,0.005121747459882198,0.3981903030205374,0.08332067770943835,0.004899380509501499,0.24664204619264385,0,0,-1.5910233110090188,-1.4920410474181556,NA,NA,0.5658620751564645,0.43413792484353547,0.5751562967074326,0.42484370329256727,0.43413792484353547,-0.009294221550968207,NA,NA,2014
2015-01-03,2015010300,157,2,1,1,13:30,14,3510,8,ARI,48,48,10,19,0,0,CAR,ARI,(13:30) J.Stewart up the middle to ARI 48 for no gain (C.Campbell; T.Jefferson).,1,0,0,0,NA,NA,NA,0,0,NA,Run,NA,None,0,NA,NA,0,0,0,NA,0,NA,J.Stewart,00-0026153,1,middle,NA,NA,None,0,NA,NA,NA,C.Campbell,T.Jefferson,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,0,0,CAR,ARI,0,None,3,3,3,3,3,0.0010391289633772866,0.08179647244866857,4.364784533310496e-4,0.12690169546402882,0.3234518295532474,0.003467530710625366,0.4629068644067216,0,0,3.0830643584271744,-0.5813329783407983,NA,NA,0.5751562967074327,0.42484370329256727,0.5583383163385314,0.44166168366146863,0.5751562967074327,-0.016817980368901364,NA,NA,2014
2015-01-03,2015010300,178,2,1,2,12:53,13,3473,37,ARI,48,48,10,19,0,0,CAR,ARI,(12:53) C.Newton pass short middle to K.Benjamin to ARI 40 for 8 yards (P.Peterson).,1,8,0,0,NA,NA,NA,0,0,NA,Pass,C.Newton,00-0027939,1,Complete,Short,6,2,0,middle,0,NA,NA,None,0,NA,NA,K.Benjamin,00-0031359,1,NA,NA,NA,P.Peterson,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,0,0,CAR,ARI,0,None,3,3,3,3,3,0.001302516951795007,0.09744825851538491,8.005516590322946e-4,0.15285373470240718,0.3371271682396429,0.0038004984747292813,0.4066672714570084,0,0,2.501731380086376,0.49466037471110447,0.014026591021333079,0.4806337836897714,0.5583383163385314,0.44166168366146863,0.5751481926992263,0.42485180730077365,0.5583383163385314,0.016809876360694975,7.1603476894877e-4,0.016093841591746205,2014
2015-01-03,2015010300,202,2,1,3,12:33,13,3453,20,ARI,40,40,2,19,0,1,CAR,ARI,(12:33) (Shotgun) C.Newton pass short left to K.Benjamin to ARI 32 for 8 yards (P.Peterson).,1,8,0,0,NA,NA,NA,0,0,NA,Pass,C.Newton,00-0027939,1,Complete,Short,8,0,0,left,0,NA,NA,None,0,NA,NA,K.Benjamin,00-0031359,1,NA,NA,NA,P.Peterson,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,0,0,CAR,ARI,0,None,3,3,3,3,3,0.0012023558737071253,0.07944596427588436,5.157778183749783e-4,0.12402660427189127,0.3607076598718756,0.003377402333674075,0.4307242355545925,0,0,2.9963917547974805,0.9671526394258487,0.9671526394258487,0,0.5751481926992263,0.42485180730077365,0.6085085838428027,0.3914914161571973,0.5751481926992263,0.03336039114357636,0.03336039114357636,0,2014
2015-01-03,2015010300,233,2,1,1,12:08,13,3428,25,ARI,32,32,10,19,0,0,CAR,ARI,(12:08) (Shotgun) J.Stewart up the middle to ARI 29 for 3 yards (L.Foote).,1,3,0,0,NA,NA,NA,0,0,NA,Run,NA,None,0,NA,NA,0,0,0,NA,0,NA,J.Stewart,00-0026153,1,middle,NA,NA,None,0,NA,NA,NA,L.Foote,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,0,0,CAR,ARI,0,None,3,3,3,3,3,9.052726310727035e-4,0.04980142741564242,1.0095492962769088e-4,0.07684330328601735,0.36000463364295543,0.003074209652004706,0.5092701984426796,0,0,3.9635443942233293,-0.2185979234727764,NA,NA,0.6085085838428027,0.3914914161571973,0.6021050803457239,0.39789491965427615,0.6085085838428027,-0.006403503497078855,NA,NA,2014
2015-01-03,2015010300,261,2,1,2,11:39,12,3399,29,ARI,29,29,7,19,0,0,CAR,ARI,(11:39) (Shotgun) C.Newton pass incomplete short right to E.Dickson.,1,0,0,0,NA,NA,NA,0,0,NA,Pass,C.Newton,00-0027939,1,Incomplete Pass,Short,11,0,0,right,0,NA,NA,None,0,NA,NA,E.Dickson,00-0027675,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,0,0,CAR,ARI,0,None,3,3,3,3,3,0.0010075046389727308,0.051459543852754495,1.5934295053239385e-4,0.08020873013011308,0.39831130643707346,0.003160804824884919,0.46569276716566893,0,0,3.744946470750553,-0.7522494900013621,0.7211515146653964,-1.4734010046667585,0.6021050803457239,0.39789491965427615,0.5772406033825209,0.4227593966174791,0.6021050803457239,-0.02486447696320293,0.024967113539819175,-0.049831590503022105,2014
