Season,Player,Team,Pos,name,GSIS_ID
2014,Aaron Rodgers,GB,QB,A.Rodgers,00-0023459
2014,Alex Smith,KC,QB,A.Smith,00-0023436
2014,Andrew Luck,IND,QB,A.Luck,00-0029668
2014,Andy Dalton,CIN,QB,A.Dalton,00-0027973
2014,Austin Davis,STL,QB,A.Davis,00-0028957
2014,Ben Roethlisberger,PIT,QB,B.Roethlisberger,00-0022924
2014,Blaine Gabbert,SF,QB,B.Gabbert,00-0027948
2014,Blake Bortles,JAC,QB,B.Bortles,00-0031407
2014,Brandon Weeden,DAL,QB,B.Weeden,00-0029677
2014,Brian Hoyer,CLE,QB,B.Hoyer,00-0026625
2014,Brock Osweiler,DEN,QB,B.Osweiler,00-0029682
2014,Cam Newton,CAR,QB,C.Newton,00-0027939
2014,Carson Palmer,ARI,QB,C.Palmer,00-0021429
2014,Case Keenum,HOU,QB,C.Keenum,00-0028986
2014,Chad Henne,JAC,QB,C.Henne,00-0026197
2014,Charlie Whitehurst,TEN,QB,C.Whitehurst,00-0024296
2014,Chase Daniel,KC,QB,C.Daniel,00-0026544
2014,Christian Ponder,MIN,QB,C.Ponder,00-0027950
2014,Colin Kaepernick,SF,QB,C.Kaepernick,00-0027974
2014,Colt McCoy,WAS,QB,C.McCoy,00-0027688
2014,Connor Shaw,CLE,QB,C.Shaw,00-0030661
2014,Derek Anderson,CAR,QB,D.Anderson,00-0023645
2014,Derek Carr,OAK,QB,D.Carr,00-0031280
2014,Drew Brees,NO,QB,D.Brees,00-0020531
2014,Drew Stanton,ARI,QB,D.Stanton,00-0025430
2014,EJ Manuel,BUF,QB,E.Manuel,00-0030526
2014,Eli Manning,NYG,QB,E.Manning,00-0022803
2014,Geno Smith,NYJ,QB,G.Smith,00-0030565
2014,Jake Locker,TEN,QB,J.Locker,00-0027946
2014,Jason Campbell,CIN,QB,J.Campbell,00-0023460
2014,Jay Cutler,CHI,QB,J.Cutler,00-0024226
2014,Jimmy Clausen,CHI,QB,J.Clausen,00-0027659
2014,Jimmy Garoppolo,NE,QB,J.Garoppolo,00-0031345
2014,Joe Flacco,BAL,QB,J.Flacco,00-0026158
2014,Johnny Manziel,CLE,QB,J.Manziel,00-0031409
2014,Jordan Palmer,TEN,QB,J.Palmer,00-0025592
2014,Josh McCown,TB,QB,J.McCown,00-0021206
2014,Kellen Clemens,SD,QB,K.Clemens,00-0024264
2014,Kirk Cousins,WAS,QB,K.Cousins,00-0029604
2014,Kyle Orton,BUF,QB,K.Orton,00-0023541
2014,Logan Thomas,ARI,QB,L.Thomas,00-0031260
2014,Mark Sanchez,PHI,QB,M.Sanchez,00-0026898
2014,Matt Barkley,PHI,QB,M.Barkley,00-0030533
2014,Matt Cassel,MIN,QB,M.Cassel,00-0023662
