Season,Player,Team,Pos,name,GSIS_ID
2012,Jeremy Stewart,OAK,FB,J.Stewart,00-0029441
2012,Joe McKnight,NYJ,RB,J.McKnight,00-0027712
2012,John Kuhn,GB,FB,J.Kuhn,00-0022999
2012,Joique Bell,DET,RB,J.Bell,00-0027218
2012,Jonathan Dwyer,PIT,RB,J.Dwyer,00-0027786
2012,Jonathan Stewart,CAR,RB,J.Stewart,00-0026153
2012,Jordan Todman,JAC,RB,J.Todman,00-0028121
2012,Jorvorskie Lane,MIA,FB,J.Lane,00-0029619
2012,Justin Forsett,HOU,RB,J.Forsett,00-0026373
2012,Kahlil Bell,CHI,RB,K.Bell,00-0026579
2012,Keith Toston,JAC,RB,K.Toston,00-0027257
2012,Kendall Hunter,SF,RB,K.Hunter,00-0028053
2012,Kevin Smith,DET,RB,K.Smith,00-0026204
2012,Knowshon Moreno,DEN,RB,K.Moreno,00-0026988
2012,Kregg Lumpkin,NYG,RB,K.Lumpkin,00-0026029
2012,Lamar Miller,MIA,RB,L.Miller,00-0029615
2012,LaMichael James,SF,RB,L.James,00-0029260
2012,Lance Ball,DEN,RB,L.Ball,00-0026432
2012,Lance Dunbar,DAL,RB,L.Dunbar,00-0029004
2012,LaRod Stephens-Howling,ARI,RB,L.Stephens-Howling,00-0026956
2012,Lawrence Vickers,DAL,FB,L.Vickers,00-0024394
2012,Le'Ron McClain,SD,FB,L.McClain,00-0025524
2012,LeGarrette Blount,TB,RB,L.Blount,00-0027325
2012,Leon Washington,SEA,RB,L.Washington,00-0024332
2012,LeSean McCoy,PHI,RB,L.McCoy,00-0027029
2012,Lex Hilliard,NYJ,FB,L.Hilliard,00-0026344
2012,Marcel Reece,OAK,FB,M.Reece,00-0026393
2012,Marcus Thigpen,MIA,RB,M.Thigpen,00-0026577
2012,Mark Ingram,NO,RB,M.Ingram,00-0027966
2012,Marshawn Lynch,SEA,RB,M.Lynch,00-0025399
2012,Matt Asiata,MIN,RB,M.Asiata,00-0028198
2012,Matt Forte,CHI,RB,M.Forte,00-0026184
2012,Maurice Jones-Drew,JAC,RB,M.Jones-Drew,00-0024275
2012,Mewelde Moore,IND,RB,M.Moore,00-0022217
2012,Michael Bush,CHI,RB,M.Bush,00-0025487
2012,Michael Robinson,SEA,FB,M.Robinson,00-0024315
2012,Michael Turner,ATL,RB,M.Turner,00-0022821
2012,Mike Goodson,OAK,RB,M.Goodson,00-0027080
2012,Mike Tolbert,CAR,FB,M.Tolbert,00-0026069
2012,Mikel Leshoure,DET,RB,M.Leshoure,00-0027995
2012,Montario Hardesty,CLE,RB,M.Hardesty,00-0027666
2012,Montell Owens,JAC,FB,M.Owens,00-0024103
2012,Nate Eachus,KC,FB,N.Eachus,00-0029358
2012,Owen Schmitt,OAK,FB,O.Schmitt,00-0026303
2012,Peyton Hillis,KC,RB,P.Hillis,00-0026367
2012,Phillip Tanner,DAL,RB,P.Tanner,00-0028613
2012,Pierre Thomas,NO,RB,P.Thomas,00-0024813
2012,Quinn Johnson,TEN,FB,Q.Johnson,00-0027106
2012,Rashad Jennings,JAC,RB,R.Jennings,00-0027155
2012,Rashard Mendenhall,PIT,RB,R.Mendenhall,00-0026163
2012,Ray Rice,BAL,RB,R.Rice,00-0026195
2012,Reggie Bush,MIA,RB,R.Bush,00-0024217
2012,Richard Murphy,JAC,RB,R.Murphy,00-0028416
2012,Robert Hughes,IND,FB,R.Hughes,00-0028345
2012,Robert Turbin,SEA,RB,R.Turbin,00-0029273
2012,Ronnie Brown,SD,RB,R.Brown,00-0023437
2012,Ronnie Hillman,DEN,RB,R.Hillman,00-0029683
2012,Roy Helu,WAS,RB,R.Helu,00-0028043
2012,Ryan Grant,GB,RB,R.Grant,00-0022984
2012,Ryan Mathews,SD,RB,R.Mathews,00-0027864
2012,Ryan Williams,ARI,RB,R.Williams,00-0027976
2012,Shane Vereen,NE,RB,S.Vereen,00-0027994
2012,Shaun Draughn,KC,RB,S.Draughn,00-0028202
2012,Shonn Greene,NYJ,RB,S.Greene,00-0026899
2012,Stanley Havili,PHI,FB,S.Havili,00-0028178
2012,Stevan Ridley,NE,RB,S.Ridley,00-0028011
2012,Steven Jackson,STL,RB,S.Jackson,00-0022736
2012,Taiwan Jones,OAK,RB,T.Jones,00-0028063
2012,Tashard Choice,BUF,RB,T.Choice,00-0026262
2012,Toby Gerhart,MIN,RB,T.Gerhart,00-0027888
2012,Travaris Cadet,NO,RB,T.Cadet,00-0029205
2012,Trent Richardson,CLE,RB,T.Richardson,00-0029675
2012,Vick Ballard,IND,RB,V.Ballard,00-0029547
2012,Vonta Leach,BAL,FB,V.Leach,00-0022397
2012,Will Johnson,PIT,FB,W.Johnson,00-0028841
2012,William Powell,ARI,RB,W.Powell,00-0028736
2012,Willis McGahee,DEN,RB,W.McGahee,00-0022178
2012,A.J. Green,CIN,WR,A.Green,00-0027942
2012,A.J. Jenkins,SF,WR,A.Jenkins,00-0029654
2012,Aldrick Robinson,WAS,WR,A.Robinson,00-0028116
2012,Alshon Jeffery,CHI,WR,A.Jeffery,00-0029137
2012,Andre Caldwell,DEN,WR,A.Caldwell,00-0026237
2012,Andre Johnson,HOU,WR,A.Johnson,00-0022044
2012,Andre Roberts,ARI,WR,A.Roberts,00-0027691
2012,Andrew Hawkins,CIN,WR,A.Hawkins,00-0027918
2012,Anquan Boldin,BAL,WR,A.Boldin,00-0022084
2012,Antonio Brown,PIT,WR,A.Brown,00-0027793
2012,Armanti Edwards,CAR,WR,A.Edwards,00-0027692
2012,Armon Binns,MIA,WR,A.Binns,00-0028400
2012,Arrelious Benn,TB,WR,A.Benn,00-0027654
2012,Austin Collie,IND,WR,A.Collie,00-0027092
2012,Austin Pettis,STL,WR,A.Pettis,00-0028016
2012,Ben Obomanu,SEA,WR,B.Obomanu,00-0024463
2012,Brad Smith,BUF,WR,B.Smith,00-0024318
2012,Brandon Banks,WAS,WR,B.Banks,00-0027618
2012,Brandon Gibson,STL,WR,B.Gibson,00-0026937
2012,Brandon LaFell,CAR,WR,B.LaFell,00-0027681
2012,Brandon Lloyd,NE,WR,B.Lloyd,00-0022097
2012,Brandon Marshall,CHI,WR,B.Marshall,00-0024334
2012,Brandon Stokley,DEN,WR,B.Stokley,00-0015754
2012,Brandon Tate,CIN,WR,B.Tate,00-0027057
2012,Braylon Edwards,NYJ,WR,B.Edwards,00-0023438
2012,Brian Hartline,MIA,WR,B.Hartline,00-0027077
2012,Brian Quick,STL,WR,B.Quick,00-0029640
2012,Brian Robiskie,DET,WR,B.Robiskie,00-0027012
2012,Calvin Johnson,DET,WR,C.Johnson,00-0025389
2012,Cecil Shorts,JAC,WR,C.Shorts,00-0028052
2012,Charly Martin,SEA,WR,C.Martin,00-0026753
2012,Chaz Schilens,NYJ,WR,C.Schilens,00-0026366
2012,Chris Givens,STL,WR,C.Givens,00-0029614
2012,Chris Owusu,TB,WR,C.Owusu,00-0028905
2012,Clyde Gates,NYJ,WR,C.Gates,00-0028049
2012,Cole Beasley,DAL,WR,C.Beasley,00-0029000
2012,Courtney Roby,NO,WR,C.Roby,00-0023503
2012,Damaris Johnson,PHI,WR,D.Johnson,00-0029435
2012,Damian Williams,TEN,WR,D.Williams,00-0027893
2012,Danario Alexander,SD,WR,D.Alexander,00-0027912
2012,Danny Amendola,STL,WR,D.Amendola,00-0026035
2012,Darius Reynaud,TEN,WR,D.Reynaud,00-0025951
2012,Darrius Heyward-Bey,OAK,WR,D.Heyward-Bey,00-0026983
2012,David Gilreath,PIT,WR,D.Gilreath,00-0028646
2012,David Nelson,BUF,WR,D.Nelson,00-0027322
2012,David Reed,BAL,WR,D.Reed,00-0027755
2012,Davone Bess,MIA,WR,D.Bess,00-0026000
2012,Deion Branch,NE,WR,D.Branch,00-0021192
2012,Demaryius Thomas,DEN,WR,D.Thomas,00-0027874
2012,Denarius Moore,OAK,WR,D.Moore,00-0028086
2012,Deonte Thompson,BAL,WR,D.Thompson,00-0029388
2012,Derek Hagan,OAK,WR,D.Hagan,00-0024297
2012,DeSean Jackson,PHI,WR,D.Jackson,00-0026189
2012,Devery Henderson,NO,WR,D.Henderson,00-0022929
2012,DeVier Posey,HOU,WR,D.Posey,00-0029673
2012,Devin Aromashodu,MIN,WR,D.Aromashodu,00-0024447
2012,Devin Hester,CHI,WR,D.Hester,00-0024272
2012,Devon Wylie,KC,WR,D.Wylie,00-0029274
2012,Dexter McCluster,KC,WR,D.McCluster,00-0027651
2012,Dez Bryant,DAL,WR,D.Bryant,00-0027902
2012,Dezmon Briscoe,WAS,WR,D.Briscoe,00-0027789
2012,Domenik Hixon,NYG,WR,D.Hixon,00-0024345
2012,Donald Driver,GB,WR,D.Driver,00-0004541
2012,Donald Jones,BUF,WR,D.Jones,00-0027518
2012,Donnie Avery,IND,WR,D.Avery,00-0026173
2012,Donte' Stallworth,NE,WR,D.Stallworth,00-0021147
2012,Doug Baldwin,SEA,WR,D.Baldwin,00-0028434
2012,Drew Davis,ATL,WR,D.Davis,00-0028307
2012,Dwayne Bowe,KC,WR,D.Bowe,00-0025410
2012,Dwayne Harris,DAL,WR,D.Harris,00-0028114
2012,Earl Bennett,CHI,WR,E.Bennett,00-0026210
2012,Early Doucet,ARI,WR,E.Doucet,00-0026221
2012,Eddie Royal,SD,WR,E.Royal,00-0026182
2012,Emmanuel Sanders,PIT,WR,E.Sanders,00-0027685
2012,Eric Decker,DEN,WR,E.Decker,00-0027690
2012,Eric Weems,CHI,WR,E.Weems,00-0024535
2012,Golden Tate,SEA,WR,G.Tate,00-0027891
2012,Greg Camarillo,NO,WR,G.Camarillo,00-0023408
2012,Greg Jennings,GB,WR,G.Jennings,00-0024267
2012,Greg Little,CLE,WR,G.Little,00-0027997
2012,Hakeem Nicks,NYG,WR,H.Nicks,00-0027005
2012,Harry Douglas,ATL,WR,H.Douglas,00-0026224
2012,Isaiah Stanback,JAC,WR,I.Stanback,00-0025490
2012,Jabar Gaffney,MIA,WR,J.Gaffney,00-0021163
2012,Jacoby Jones,BAL,WR,J.Jones,00-0025460
2012,Jamar Newsome,KC,WR,J.Newsome,00-0028417
2012,James Jones,GB,WR,J.Jones,00-0025465
2012,Jarius Wright,MIN,WR,J.Wright,00-0029572
2012,Jarrett Boykin,GB,WR,J.Boykin,00-0029051
2012,Jason Avant,PHI,WR,J.Avant,00-0024324
2012,Jason Hill,NYJ,WR,J.Hill,00-0025463
2012,Jeremy Kerley,NYJ,WR,J.Kerley,00-0028091
2012,Jeremy Maclin,PHI,WR,J.Maclin,00-0026995
2012,Jermaine Kearse,SEA,WR,J.Kearse,00-0029159
2012,Jerome Simpson,MIN,WR,J.Simpson,00-0026186
2012,Jerrel Jernigan,NYG,WR,J.Jernigan,00-0028021
2012,Jerricho Cotchery,PIT,WR,J.Cotchery,00-0022811
2012,Joe Adams,CAR,WR,J.Adams,00-0029271
2012,Jon Baldwin,KC,WR,J.Baldwin,00-0027964
2012,Jordan Norwood,CLE,WR,J.Norwood,00-0026739
2012,Jordan Shipley,JAC,WR,J.Shipley,00-0027687
2012,Jordan White,NYJ,WR,J.White,00-0029642
2012,Jordy Nelson,GB,WR,J.Nelson,00-0026176
2012,Joseph Morgan,NO,WR,J.Morgan,00-0028532
2012,Josh Cooper,CLE,WR,J.Cooper,00-0028930
2012,Josh Cribbs,CLE,WR,J.Cribbs,00-0023176
2012,Josh Gordon,CLE,WR,J.Gordon,00-0029664
2012,Josh Morgan,WAS,WR,J.Morgan,00-0026314
2012,Julian Edelman,NE,WR,J.Edelman,00-0027150
2012,Julio Jones,ATL,WR,J.Jones,00-0027944
2012,Juron Criner,OAK,WR,J.Criner,00-0029702
2012,Justin Blackmon,JAC,WR,J.Blackmon,00-0029707
2012,Kealoha Pilares,CAR,WR,K.Pilares,00-0028070
2012,Kendall Wright,TEN,WR,K.Wright,00-0029708
2012,Kenny Britt,TEN,WR,K.Britt,00-0027006
2012,Keshawn Martin,HOU,WR,K.Martin,00-0029415
2012,Kevin Cone,ATL,WR,K.Cone,00-0028792
2012,Kevin Ogletree,DAL,WR,K.Ogletree,00-0026780
2012,Kevin Walter,HOU,WR,K.Walter,00-0021931
2012,Kris Adams,IND,WR,K.Adams,00-0028338
2012,Kris Durham,DET,WR,K.Durham,00-0028045
2012,Kyle Williams,SF,WR,K.Williams,00-0027608
2012,Lance Moore,NO,WR,L.Moore,00-0023310
2012,LaRon Byrd,ARI,WR,L.Byrd,00-0029343
2012,Larry Fitzgerald,ARI,WR,L.Fitzgerald,00-0022921
2012,Laurent Robinson,JAC,WR,L.Robinson,00-0025462
2012,Lavelle Hawkins,TEN,WR,L.Hawkins,00-0026266
2012,LaVon Brazill,IND,WR,L.Brazill,00-0029548
2012,Legedu Naanee,MIA,WR,L.Naanee,00-0025559
2012,Leonard Hankerson,WAS,WR,L.Hankerson,00-0028017
2012,Lestar Jean,HOU,WR,L.Jean,00-0028542
2012,Louis Murphy,CAR,WR,L.Murphy,00-0027089
2012,Malcom Floyd,SD,WR,M.Floyd,00-0022414
2012,Mardy Gilyard,NYJ,WR,M.Gilyard,00-0027700
2012,Mario Manningham,SF,WR,M.Manningham,00-0026235
2012,Marlon Moore,MIA,WR,M.Moore,00-0027356
2012,Marques Colston,NO,WR,M.Colston,00-0024466
2012,Marvin Jones,CIN,WR,M.Jones,00-0029293
2012,Marvin McNutt,PHI,WR,M.McNutt,00-0029424
2012,Matt Willis,DEN,WR,M.Willis,00-0024756
2012,Michael Crabtree,SF,WR,M.Crabtree,00-0026986
2012,Michael Floyd,ARI,WR,M.Floyd,00-0029638
2012,Michael Jenkins,MIN,WR,M.Jenkins,00-0022781
2012,Michael Preston,TEN,WR,M.Preston,00-0028362
2012,Micheal Spurlock,SD,WR,M.Spurlock,00-0023968
2012,Mike Brown,JAC,WR,M.Brown,00-0029155
2012,Mike Thomas,DET,WR,M.Thomas,00-0027076
2012,Mike Wallace,PIT,WR,M.Wallace,00-0026901
2012,Mike Williams,TB,WR,M.Williams,00-0027702
2012,Miles Austin,DAL,WR,M.Austin,00-0023921
2012,Mohamed Massaquoi,CLE,WR,M.Massaquoi,00-0027026
2012,Mohamed Sanu,CIN,WR,M.Sanu,00-0029632
2012,Nate Burleson,DET,WR,N.Burleson,00-0021999
2012,Nate Washington,TEN,WR,N.Washington,00-0023367
2012,Nathan Palmer,IND,WR,N.Palmer,00-0028906
2012,Patrick Turner,NYJ,WR,P.Turner,00-0027059
2012,Percy Harvin,MIN,WR,P.Harvin,00-0026998
2012,Pierre Garcon,WAS,WR,P.Garcon,00-0026345
2012,Plaxico Burress,PIT,WR,P.Burress,00-0019642
2012,Preston Parker,TB,WR,P.Parker,00-0027450
2012,Ramses Barden,NYG,WR,R.Barden,00-0026902
2012,Randall Cobb,GB,WR,R.Cobb,00-0028002
2012,Randy Moss,SF,WR,R.Moss,00-0011754
2012,Reggie Wayne,IND,WR,R.Wayne,00-0020498
2012,Richard Goodman,SD,WR,R.Goodman,00-0027585
2012,Riley Cooper,PHI,WR,R.Cooper,00-0027758
2012,Rishard Matthews,MIA,WR,R.Matthews,00-0029580
2012,Robert Meachem,SD,WR,R.Meachem,00-0025414
2012,Rod Streater,OAK,WR,R.Streater,00-0029129
2012,Roddy White,ATL,WR,R.White,00-0023462
2012,Rueben Randle,NYG,WR,R.Randle,00-0029262
2012,Ruvell Martin,BUF,WR,R.Martin,00-0022421
2012,Ryan Broyles,DET,WR,R.Broyles,00-0029209
2012,Ryan Whalen,CIN,WR,R.Whalen,00-0028105
2012,Sammie Stroughter,TB,WR,S.Stroughter,00-0026953
2012,Santana Moss,WAS,WR,S.Moss,00-0020494
2012,Santonio Holmes,NYJ,WR,S.Holmes,00-0024240
2012,Seyi Ajirotutu,SD,WR,S.Ajirotutu,00-0027581
2012,Sidney Rice,SEA,WR,S.Rice,00-0025431
2012,Stefan Logan,DET,WR,S.Logan,00-0026491
2012,Stephen Burton,MIN,WR,S.Burton,00-0028174
2012,Stephen Hill,NYJ,WR,S.Hill,00-0028995
2012,Steve Breaston,KC,WR,S.Breaston,00-0025529
2012,Steve Johnson,BUF,WR,S.Johnson,00-0026364
2012,Steve Smith,CAR,WR,S.Smith,00-0020337
2012,Steve Smith,STL,WR,S.Smith,00-0025438
2012,T.Y. Hilton,IND,WR,T.Hilton,00-0029608
2012,Tandon Doss,BAL,WR,T.Doss,00-0028061
2012,Ted Ginn,SF,WR,T.Ginn,00-0025396
2012,Terrance Copper,KC,WR,T.Copper,00-0022388
2012,Tiquan Underwood,TB,WR,T.Underwood,00-0027156
2012,Titus Young,DET,WR,T.Young,00-0027982
2012,Toney Clemons,JAC,WR,T.Clemons,00-0029204
2012,Torrey Smith,BAL,WR,T.Smith,00-0027996
2012,Travis Benjamin,CLE,WR,T.Benjamin,00-0029269
2012,Trevor Graham,BUF,WR,T.Graham,00-0029660
2012,Trindon Holliday,DEN,WR,T.Holliday,00-0027606
2012,Victor Cruz,NYG,WR,V.Cruz,00-0027265
2012,Vincent Jackson,TB,WR,V.Jackson,00-0023496
2012,Wes Welker,NE,WR,W.Welker,00-0022427
2012,Aaron Hernandez,NE,TE,A.Hernandez,00-0027713
2012,Alex Smith,CLE,TE,A.Smith,00-0023506
2012,Anthony Fasano,MIA,TE,A.Fasano,00-0024268
2012,Anthony McCoy,SEA,TE,A.McCoy,00-0027783
2012,Antonio Gates,SD,TE,A.Gates,00-0021547
2012,Bear Pascoe,NYG,TE,B.Pascoe,00-0026931
2012,Ben Hartsock,CAR,TE,B.Hartsock,00-0022847
2012,Benjamin Watson,CLE,TE,B.Watson,00-0022943
2012,Billy Bajema,BAL,TE,B.Bajema,00-0023679
2012,Brandon Myers,OAK,TE,B.Myers,00-0027135
2012,Brandon Pettigrew,DET,TE,B.Pettigrew,00-0026996
2012,Brent Celek,PHI,TE,B.Celek,00-0025549
2012,Chase Coffman,ATL,TE,C.Coffman,00-0027069
2012,Chris Cooley,WAS,TE,C.Cooley,00-0022738
2012,Clay Harbor,PHI,TE,C.Harbor,00-0027725
2012,Coby Fleener,IND,TE,C.Fleener,00-0029697
2012,Cory Harkey,STL,TE,C.Harkey,00-0028958
2012,Craig Stevens,TEN,TE,C.Stevens,00-0026225
2012,D.J. Williams,GB,TE,D.Williams,00-0028079
2012,Dallas Clark,TB,TE,D.Clark,00-0022165
2012,Daniel Fells,NE,TE,D.Fells,00-0023752
2012,Dante Rosario,SD,TE,D.Rosario,00-0025542
2012,David Ausberry,OAK,TE,D.Ausberry,00-0028179
2012,David Paulson,PIT,TE,D.Paulson,00-0029218
2012,David Thomas,NO,TE,D.Thomas,00-0024301
2012,Dedrick Epps,NYJ,TE,D.Epps,00-0027827
2012,Delanie Walker,SF,TE,D.Walker,00-0024389
2012,Dennis Pitta,BAL,TE,D.Pitta,00-0027714
2012,Dorin Dickerson,BUF,TE,D.Dickerson,00-0027819
2012,Dustin Keller,NYJ,TE,D.Keller,00-0026170
2012,Dwayne Allen,IND,TE,D.Allen,00-0029689
2012,Ed Dickson,BAL,TE,E.Dickson,00-0027675
2012,Evan Moore,PHI,TE,E.Moore,00-0026123
2012,Fred Davis,WAS,TE,F.Davis,00-0026188
2012,Garrett Celek,SF,TE,G.Celek,00-0028903
2012,Garrett Graham,HOU,TE,G.Graham,00-0027718
2012,Gary Barnidge,CAR,TE,G.Barnidge,00-0026281
