Player_ID_Name,Receptions,Targets,Rush_Attempts,Position,Total_Plays,Replacement_Level_Rusher,Replacement_Level_Receiver,Player_Model_ID_Rush,Player_Model_ID_Rec,air_iPA,yac_iPA,rush_iPA,air_iPAA,yac_iPAA,rush_iPAA,air_iPAR,yac_iPAR,rush_iPAR,total_iPAR,air_WAR,yac_WAR,rush_WAR,total_WAR
A.Allen-00-0028565,0,1,15,RB,16,1,1,Replacement_RB_rush,Replacement_RB_rec,0.006465919997793676,-0.08646901744074302,-0.037520823679158176,0.006465919997793676,-0.08646901744074302,-0.5628123551873726,0,0,0,0,0,0,0,0
A.Bradshaw-00-0025637,34,44,170,RB,248,0,0,A.Bradshaw-00-0025637,A.Bradshaw-00-0025637,-0.03781469766347007,-0.005584034187020002,-0.0012449330974699073,-1.663846697192683,-0.2456975042288801,-0.21163862656988425,-1.948347177095605,3.5589392631638126,6.166901398887005,7.7774934849552135,-0.053260846511944314,0.09728867630422251,0.16858103767216756,0.21260886746444577
A.Brown-00-0027129,1,1,1,RB,3,1,1,Replacement_RB_rush,Replacement_RB_rec,0.006465919997793676,-0.08646901744074302,-0.037520823679158176,0.006465919997793676,-0.08646901744074302,-0.037520823679158176,0,0,0,0,0,0,0,0
A.Dixon-00-0027772,1,1,29,RB,31,0,1,A.Dixon-00-0027772,Replacement_RB_rec,0.006465919997793676,-0.08646901744074302,-0.004564969450583682,0.006465919997793676,-0.08646901744074302,-0.13238411406692677,0,0,0.9557197726286603,0.9557197726286603,0,0,0.02612596190083818,0.02612596190083818
A.Foster-00-0026796,52,70,278,RB,400,0,0,A.Foster-00-0026796,A.Foster-00-0026796,0.011326318131593923,0.11652512193346443,0.004226603061531281,0.7928422692115746,8.15675853534251,1.174995651105696,0.3402278693660173,14.209589756194521,11.60578463391167,26.15560225947221,0.009300613639301156,0.3884393848793181,0.31726066139757575,0.7150006599161951
A.Green-00-0028034,1,1,3,RB,5,1,1,Replacement_RB_rush,Replacement_RB_rec,0.006465919997793676,-0.08646901744074302,-0.037520823679158176,0.006465919997793676,-0.08646901744074302,-0.11256247103747452,0,0,0,0,0,0,0,0
A.Hall-00-0024489,9,14,6,RB,29,1,0,Replacement_RB_rush,A.Hall-00-0024489,-0.034724163727752534,0.010144776552154823,-0.037520823679158176,-0.4861382921885355,0.14202687173016754,-0.22512494207494904,-0.576661172157647,1.35259311590057,0,0.775931943742923,-0.01576385489236615,0.036975060290067474,0,0.021211205397701324
A.Peterson-00-0025394,18,23,209,RB,250,0,0,A.Peterson-00-0025394,A.Peterson-00-0025394,0.0070671758527966096,-7.326121014952153e-4,0.03179188087786825,0.162545044614322,-0.016850078334389954,6.644503103474465,0.013828884665067459,1.9719373228026995,14.486355252418523,16.47212145988629,3.7803226870248733e-4,0.053905716761184455,0.39600516411388076,0.4502889131437676
A.Sherman-00-0028074,8,9,1,RB,18,1,0,Replacement_RB_rush,A.Sherman-00-0028074,0.025292132220362137,0.0032957789808042023,-0.037520823679158176,0.22762918998325923,0.02966201082723782,-0.037520823679158176,0.16943591000311614,0.807883167793925,0,0.9773190777970411,0.004631772048829652,0.02208463763814317,0,0.026716409686972822
A.Smith-00-0027346,3,5,30,RB,38,0,1,A.Smith-00-0027346,Replacement_RB_rec,0.006465919997793676,-0.08646901744074302,0.004582093328930121,0.03232959998896838,-0.4323450872037151,0.13746279986790363,0,0,1.2630875102426489,1.2630875102426489,0,0,0.03452829701248185,0.03452829701248185
Ar.Smith-00-0028706,0,1,3,RB,4,1,1,Replacement_RB_rush,Replacement_RB_rec,0.006465919997793676,-0.08646901744074302,-0.037520823679158176,0.006465919997793676,-0.08646901744074302,-0.11256247103747452,0,0,0,0,0,0,0,0
B.Bolen-00-0026607,2,5,2,RB,9,1,1,Replacement_RB_rush,Replacement_RB_rec,0.006465919997793676,-0.08646901744074302,-0.037520823679158176,0.03232959998896838,-0.4323450872037151,-0.07504164735831635,0,0,0,0,0,0,0,0
B.Green-Ellis-00-0025860,9,13,180,RB,202,0,0,B.Green-Ellis-00-0025860,B.Green-Ellis-00-0025860,0.02002305654164105,0.03436567818239277,0.006861905697933034,0.26029973504133364,0.446753816371106,1.235143025627946,0.17624277507001584,1.5708510431007652,7.988891287876418,9.735985106047199,0.004817847405325457,0.042941451751138324,0.21838772765256306,0.26614702680902685
B.Jacobs-00-0023545,15,23,152,RB,190,0,0,B.Jacobs-00-0023545,B.Jacobs-00-0023545,-0.007294857503001976,0.028602012567158594,-0.0013759893490747392,-0.16778172256904544,0.6578462890446477,-0.20915038105936035,-0.3164978825183,2.646633690181737,5.4940148181726824,7.824150625836119,-0.008651920633206222,0.07234950341665587,0.15018672411415118,0.21388430689760082
B.Leonard-00-0025439,21,30,16,RB,67,1,0,Replacement_RB_rush,B.Leonard-00-0025439,0.0313927097972232,0.048597767827152506,-0.037520823679158176,0.9417812939166961,1.4579330348145751,-0.6003331788665308,0.7478036939828858,4.052003558036866,0,4.799807252019751,0.0204422796073028,0.11076729142912083,0,0.1312095710364236
